id,name_code,collect_reward_id,collect_character_expression
5005,5005,4111090,idle
5007,5007,4111170,idle
5015,5015,4111022,idle
5016,5016,4111030,idle
5017,5017,4111032,idle
5018,5018,4111070,idle
5019,5019,4111071,idle
5020,5020,4111072,idle
5022,5022,4111091,idle
5023,5023,4111092,idle
5031,5031,4111180,idle
5032,5032,4111181,idle
1007,1007,4111040,idle
5066,5066,4111352,idle
5071,5071,4111014,idle
5079,5079,4111350,idle
5098,5098,4111353,idle
5048,5048,4111321,idle
5082,5082,4111033,idle
5106,5106,4111313,idle
5110,5110,4111043,idle
5088,5088,4111390,idle
5122,5122,4111580,idle
5127,5127,4111183,idle
5128,5128,4111182,idle
5129,5129,4111016,idle
5130,5130,4111354,idle
5131,5131,4111355,idle
5140,5140,4111581,idle
5141,5141,4111041,idle
5144,5144,4111532,idle
5147,5147,4111093,idle
5148,5148,4111094,idle
5149,5149,4111095,idle
5001,5001,4111102,idle
5006,5006,4111160,idle
5011,5011,4111082,idle
5014,5014,4111150,idle
5021,5021,4111080,idle
5024,5024,4111101,idle
5025,5025,4111110,idle
5027,5027,4111131,idle
5030,5030,4111172,idle
1020,1020,4111111,idle
1010,1010,4111100,idle
5055,5055,4111400,idle
5059,5059,4111401,idle
5078,5078,4111402,idle
5081,5081,4111192,idle
5085,5085,4111121,idle
5038,5038,4111241,idle
5099,5099,4111450,idle
5100,5100,4111451,idle
5107,5107,4111500,idle
5112,5112,4111501,idle
5053,5053,4111361,idle
5077,5077,4111391,idle
5121,5121,4111403,idle
5126,5126,4111411,idle
1019,1019,4111290,idle
5134,5134,4111412,idle
5138,5138,4111162,idle
5139,5139,4111590,idle
5146,5146,4111502,idle
5002,5002,4111140,idle
5003,5003,4111210,idle
5004,5004,4111191,idle
5008,5008,4111270,idle
5009,5009,4111271,idle
5010,5010,4111142,idle
5026,5026,4111130,idle
5028,5028,4111141,idle
5029,5029,4111171,idle
5033,5033,4111190,idle
5034,5034,4111200,idle
5035,5035,4111201,idle
5036,5036,4111202,idle
5037,5037,4111212,idle
5039,5039,4111242,idle
1012,1012,4111282,idle
1022,1022,4111112,idle
5050,5050,4111311,idle
5051,5051,4111312,idle
5054,5054,4111381,idle
5069,5069,4111392,idle
5070,5070,4111432,idle
5074,5074,4111430,idle
5075,5075,4111431,idle
5087,5087,4111203,idle
5045,5045,4111280,idle
5064,5064,4111132,idle
5068,5068,4111380,idle
5097,5097,4111015,idle
5103,5103,4111194,idle
5104,5104,4111062,idle
5092,5092,4111382,idle
1021,1021,4111281,idle
5046,5046,4111310,idle
5111,5111,4111550,idle
5113,5113,4111314,idle
5114,5114,4111195,idle
5115,5115,4111551,idle
5116,5116,4111283,idle
5117,5117,4111284,idle
5049,5049,4111272,idle
3004,3004,4111240,idle
5135,5135,4111520,idle
5136,5136,4111521,idle
5150,5150,4111143,idle
5151,5151,4111315,idle
5012,5012,4111220,idle
5013,5013,4111231,idle
5040,5040,4111221,idle
5041,5041,4111222,idle
5042,5042,4111230,idle
5043,5043,4111232,idle
5044,5044,4111260,idle
5056,5056,4111261,idle
5061,5061,4111233,idle
5101,5101,4111470,idle
5102,5102,4111224,idle
5105,5105,4111225,idle
5065,5065,4111330,idle
5123,5123,4111226,idle
5124,5124,4111511,idle
5125,5125,4111514,idle
5137,5137,4111513,idle
5145,5145,4111234,idle
3001,3001,4212010,idle
3002,3002,4212011,idle
3003,3003,4212020,idle
5063,5063,4212351,idle
3006,3006,4212161,idle
3009,3009,4212120,idle
3010,3010,4212291,idle
3005,3005,4212012,idle
3007,3007,4212060,idle
3008,3008,4212061,idle
3011,3011,4212193,idle
