id,manager_id,day,location,is_heroine_group_night,heroine_appear_night,is_heroine_group_daytime,heroine_appear_daytime,is_heroine_group_evening,heroine_appear_evening
10010101,1001,1,snowfalloasis_inn,False,snowfalloasis_mica,,,,
10010102,1001,1,snowfalloasis_trail,False,snowfalloasis_emma,,,,
10010103,1001,1,snowfalloasis_dining,,,,,,
10010104,1001,1,snowfalloasis_waterfall,,,,,,
10010201,1001,2,snowfalloasis_inn,False,snowfalloasis_mica,,,,
10010202,1001,2,snowfalloasis_trail,,,,,,
10010203,1001,2,snowfalloasis_dining,False,snowfalloasis_emma,False,snowfalloasis_emma,,
10010204,1001,2,snowfalloasis_waterfall,,,False,snowfalloasis_mica,False,snowfalloasis_mica
10010301,1001,3,snowfalloasis_inn,False,snowfalloasis_mica,,,,
10010302,1001,3,snowfalloasis_trail,,,,,False,snowfalloasis_emma
10010303,1001,3,snowfalloasis_dining,,,,,,
10010304,1001,3,snowfalloasis_waterfall,False,snowfalloasis_emma,,,False,snowfalloasis_mica
10010401,1001,4,snowfalloasis_inn,,,,,,
10010402,1001,4,snowfalloasis_trail,,,,,,
10010403,1001,4,snowfalloasis_dining,,,,,,
10010404,1001,4,snowfalloasis_bamboo,False,snowfalloasis_emma,,,,
10010405,1001,4,snowfalloasis_waterfall,,,,,False,snowfalloasis_mica
10010501,1001,5,snowfalloasis_inn,False,snowfalloasis_emma,,,,
10010502,1001,5,snowfalloasis_trail,False,snowfalloasis_ludmilla,,,,
10010503,1001,5,snowfalloasis_dining,,,False,snowfalloasis_mica,,
10010504,1001,5,snowfalloasis_bamboo,,,False,snowfalloasis_ludmilla,,
10010505,1001,5,snowfalloasis_waterfall,,,,,,
10010601,1001,6,snowfalloasis_inn,,,,,,
10010602,1001,6,snowfalloasis_trail,,,False,snowfalloasis_mica,False,snowfalloasis_emma
10010603,1001,6,snowfalloasis_dining,,,,,,
10010604,1001,6,snowfalloasis_bamboo,,,False,snowfalloasis_ludmilla,,
10010605,1001,6,snowfalloasis_waterfall,,,,,False,snowfalloasis_ludmilla
10010701,1001,7,snowfalloasis_inn,False,snowfalloasis_mica,,,,
10010702,1001,7,snowfalloasis_trail,,,,,False,snowfalloasis_mica
10010703,1001,7,snowfalloasis_dining,False,snowfalloasis_ludmilla,,,,
10010704,1001,7,snowfalloasis_bamboo,,,,,False,snowfalloasis_ludmilla
10010705,1001,7,snowfalloasis_hotspring,False,snowfalloasis_emma,,,False,snowfalloasis_emma
10010706,1001,7,snowfalloasis_waterfall,,,,,,
10010801,1001,8,snowfalloasis_inn,,,False,snowfalloasis_emma,False,snowfalloasis_ludmilla
10010802,1001,8,snowfalloasis_trail,False,snowfalloasis_ludmilla,,,,
10010803,1001,8,snowfalloasis_dining,False,snowfalloasis_emma,,,,
10010804,1001,8,snowfalloasis_bamboo,False,snowfalloasis_mica,,,False,snowfalloasis_noir
10010805,1001,8,snowfalloasis_hotspring,,,False,snowfalloasis_mica,,
10010806,1001,8,snowfalloasis_waterfall,,,,,,
10010901,1001,9,snowfalloasis_inn,,,False,snowfalloasis_ludmilla,,
10010902,1001,9,snowfalloasis_trail,,,,,False,snowfalloasis_emma
10010903,1001,9,snowfalloasis_dining,,,,,False,snowfalloasis_noir
10010904,1001,9,snowfalloasis_bamboo,,,,,,
10010905,1001,9,snowfalloasis_hotspring,,,,,,
10010906,1001,9,snowfalloasis_waterfall,,,False,snowfalloasis_emma,False,snowfalloasis_blanc
10011001,1001,10,snowfalloasis_inn,,,False,snowfalloasis_mica,,
10011002,1001,10,snowfalloasis_trail,,,False,snowfalloasis_emma,,
10011003,1001,10,snowfalloasis_dining,,,,,,
10011004,1001,10,snowfalloasis_bamboo,,,,,False,snowfalloasis_ludmilla
10011005,1001,10,snowfalloasis_hotspring,,,,,,
10011006,1001,10,snowfalloasis_waterfall,,,False,snowfalloasis_blanc,False,snowfalloasis_noir
10011101,1001,11,snowfalloasis_inn,,,False,snowfalloasis_emma,False,snowfalloasis_mica
10011102,1001,11,snowfalloasis_trail,,,False,snowfalloasis_ludmilla,,
10011103,1001,11,snowfalloasis_dining,,,,,,
10011104,1001,11,snowfalloasis_bamboo,,,False,snowfalloasis_blanc,False,snowfalloasis_noir
10011105,1001,11,snowfalloasis_hotspring,,,,,,
10011106,1001,11,snowfalloasis_waterfall,,,,,,
10011201,1001,12,snowfalloasis_inn,True,snowfalloasis_bunnysisters,False,snowfalloasis_mica,False,snowfalloasis_ludmilla
10011202,1001,12,snowfalloasis_trail,,,,,,
10011203,1001,12,snowfalloasis_dining,,,,,,
10011204,1001,12,snowfalloasis_bamboo,,,False,snowfalloasis_ludmilla,,
10011205,1001,12,snowfalloasis_hotspring,,,False,snowfalloasis_emma,False,snowfalloasis_blanc
10011206,1001,12,snowfalloasis_waterfall,,,,,False,snowfalloasis_emma
10011301,1001,13,snowfalloasis_inn,False,snowfalloasis_noir,,,,
10011302,1001,13,snowfalloasis_trail,False,snowfalloasis_ludmilla,False,snowfalloasis_blanc,,
10011303,1001,13,snowfalloasis_dining,,,,,,
10011304,1001,13,snowfalloasis_bamboo,,,False,snowfalloasis_emma,,
10011305,1001,13,snowfalloasis_hotspring,False,snowfalloasis_mica,False,snowfalloasis_mica,,
10011306,1001,13,snowfalloasis_waterfall,,,,,,
10011401,1001,14,snowfalloasis_inn,False,snowfalloasis_blanc,True,snowfalloasis_bunnysisters,False,snowfalloasis_ludmilla
10011402,1001,14,snowfalloasis_trail,False,snowfalloasis_ludmilla,,,False,snowfalloasis_noir
10011403,1001,14,snowfalloasis_dining,False,snowfalloasis_mica,False,snowfalloasis_emma,False,snowfalloasis_emma
10011404,1001,14,snowfalloasis_bamboo,,,False,snowfalloasis_ludmilla,,
10011405,1001,14,snowfalloasis_hotspring,,,,,,
10011406,1001,14,snowfalloasis_waterfall,,,,,,
10011501,1001,15,snowfalloasis_inn,True,snowfalloasis_bunnysisters,,,False,snowfalloasis_noir
10011502,1001,15,snowfalloasis_trail,False,snowfalloasis_ludmilla,,,False,snowfalloasis_ludmilla
10011503,1001,15,snowfalloasis_dining,False,snowfalloasis_emma,,,,
10011504,1001,15,snowfalloasis_bamboo,,,,,False,snowfalloasis_emma
10011505,1001,15,snowfalloasis_hotspring,,,,,False,snowfalloasis_mica
10011506,1001,15,snowfalloasis_waterfall,,,,,,
10011601,1001,16,snowfalloasis_inn,False,snowfalloasis_mica,False,snowfalloasis_ludmilla,,
10011602,1001,16,snowfalloasis_trail,,,,,,
10011603,1001,16,snowfalloasis_dining,False,snowfalloasis_emma,False,snowfalloasis_mica,,
10011604,1001,16,snowfalloasis_bamboo,False,snowfalloasis_ludmilla,,,,
10011605,1001,16,snowfalloasis_hotspring,True,snowfalloasis_bunnysisters,True,snowfalloasis_bunnysisters,,
10011606,1001,16,snowfalloasis_waterfall,,,,,,
10011701,1001,17,snowfalloasis_inn,,,False,snowfalloasis_noir,True,snowfalloasis_bunnysisters
10011702,1001,17,snowfalloasis_trail,False,snowfalloasis_ludmilla,,,False,snowfalloasis_mica
10011703,1001,17,snowfalloasis_dining,False,snowfalloasis_emma,False,snowfalloasis_ludmilla,,
10011704,1001,17,snowfalloasis_bamboo,False,snowfalloasis_blanc,,,,
10011705,1001,17,snowfalloasis_hotspring,,,,,,
10011706,1001,17,snowfalloasis_waterfall,,,,,,
10011801,1001,18,snowfalloasis_inn,,,False,snowfalloasis_mica,,
10011802,1001,18,snowfalloasis_trail,,,True,snowfalloasis_bunnysisters,,
10011803,1001,18,snowfalloasis_dining,,,,,,
10011804,1001,18,snowfalloasis_bamboo,,,False,snowfalloasis_ludmilla,,
10011805,1001,18,snowfalloasis_hotspring,,,False,snowfalloasis_emma,,
10011806,1001,18,snowfalloasis_waterfall,,,,,,
10011901,1001,19,snowfalloasis_inn,,,False,snowfalloasis_ludmilla,True,snowfalloasis_bunnysisters
10011902,1001,19,snowfalloasis_trail,,,False,snowfalloasis_mica,,
10011903,1001,19,snowfalloasis_dining,,,,,,
10011904,1001,19,snowfalloasis_bamboo,False,snowfalloasis_ludmilla,,,,
10011905,1001,19,snowfalloasis_hotspring,False,snowfalloasis_emma,,,,
10011906,1001,19,snowfalloasis_waterfall,,,False,snowfalloasis_emma,,
10012001,1001,20,snowfalloasis_inn,,,False,snowfalloasis_emma,,
10012002,1001,20,snowfalloasis_trail,,,,,False,snowfalloasis_blanc
10012003,1001,20,snowfalloasis_dining,,,,,,
10012004,1001,20,snowfalloasis_bamboo,,,,,,
