id,short_name,ticket_item_type,ticket_item_id,ticket_item_count,monster_stage_lv,dynamic_object_stage_lv,spot_autocontrol,standard_battle_power,stage_stat_increase_group_id,is_use_quick_battle,spot_id,first_clear_reward_id,clear_reward_id,enter_scenario,exit_scenario,fixed_play_character_id,character_lv,quick_battle_type,quick_battle_try_max_count,open_condition_list/0/open_condition_type,open_condition_list/0/open_condition_value,open_condition_list/1/open_condition_type,open_condition_list/1/open_condition_value
100110101,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_1,None,0,0,9,6,True,2000,40000,False,6500101,0,0,event_nocallerid_01_s,event_nocallerid_01_e,0,0,None,1,None,0,None,0
100110102,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_2,None,0,0,12,8,True,2600,40000,False,6500102,0,0,0,0,0,0,None,1,EventDungeonStageClear,100110101,None,0
100110103,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_3,None,0,0,19,14,True,3700,40000,False,6500103,0,0,event_nocallerid_02_s,event_nocallerid_02_e,0,0,None,1,EventDungeonStageClear,100110102,None,0
100110104,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_4,None,0,0,26,20,True,4700,40000,False,6500104,0,0,0,0,0,0,None,1,EventDungeonStageClear,100110103,None,0
100110105,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_5,None,0,0,33,27,True,5500,40000,False,6500105,0,0,event_nocallerid_intermission_01,0,0,0,None,1,EventDungeonStageClear,100110104,None,0
100110106,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_6,None,0,0,46,42,True,8800,40000,False,6500106,0,0,event_nocallerid_03_s,event_nocallerid_03_e,0,0,None,1,EventDungeonStageClear,100110105,None,0
100110107,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_7,None,0,0,52,42,True,9900,40000,False,6500107,0,0,0,0,0,0,None,1,EventDungeonStageClear,100110106,None,0
100110108,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_8,None,0,0,56,46,True,11200,40000,False,6500108,0,0,event_nocallerid_04_s,event_nocallerid_04_e,0,0,None,1,EventDungeonStageClear,100110107,None,0
100110109,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_9,None,0,0,62,50,True,12900,40000,False,6500109,0,0,0,0,0,0,None,1,EventDungeonStageClear,100110108,None,0
100110110,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_10,None,0,0,68,56,True,14800,40000,False,6500110,0,6010110,event_nocallerid_05_s,event_nocallerid_05_e,0,0,None,1,EventDungeonStageClear,100110109,None,0
100120101,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_1,None,0,0,72,60,True,15800,40000,False,6500111,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100110110,None,0
100120102,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_2,None,0,0,76,68,True,16700,40000,False,6500112,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120101,None,0
100120103,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_3,None,0,0,80,70,True,17600,40000,False,6500113,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120102,None,0
100120104,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_4,None,0,0,82,72,True,18300,40000,False,6500114,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120103,None,0
100120105,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_5,None,0,0,84,72,True,20200,40000,False,6500115,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120104,None,0
100120106,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_6,None,0,0,88,80,True,21500,40000,False,6500116,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120105,None,0
100120107,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_7,None,0,0,90,80,True,22300,40000,False,6500117,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120106,None,0
100120108,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_8,None,0,0,96,90,True,25400,40000,False,6500118,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120107,None,0
100120109,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_9,None,0,0,98,90,True,26200,40000,False,6500119,0,0,0,0,0,0,StandardBattlePower,1,EventDungeonStageClear,100120108,None,0
100120110,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_10,None,0,0,102,90,True,27900,40000,False,6500120,0,0,0,event_nocallerid_epilogue,0,0,None,1,EventDungeonStageClear,100120109,None,0
101310101,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_1,None,0,0,10,8,True,2100,40000,False,6501101,0,6108101,event_overzone1_01_s,event_overzone1_01_e,0,0,None,1,None,0,None,0
101310102,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_2,None,0,0,14,14,True,3000,40000,False,6501102,0,6108102,0,0,0,0,None,1,EventDungeonStageClear,101310101,None,0
101310103,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_3,None,0,0,22,18,True,3900,40000,False,6501103,0,0,event_overzone1_02_s,event_overzone1_02_e,0,0,None,1,EventDungeonStageClear,101310102,None,0
101310104,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_4,None,0,0,28,26,True,4800,40000,False,6501104,0,6108104,0,0,0,0,None,1,EventDungeonStageClear,101310103,None,0
101310105,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_5,None,0,0,34,30,True,5500,40000,False,6501105,0,6108105,event_overzone1_03_s,event_overzone1_03_e,0,0,None,1,EventDungeonStageClear,101310104,None,0
101310106,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_6,None,0,0,40,36,True,6200,40000,False,6501106,0,0,event_overzone1_intermission_01,0,0,0,None,1,EventDungeonStageClear,101310105,None,0
101310107,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_7,None,0,0,42,42,True,7200,40000,False,6501107,0,6108107,0,0,0,0,None,1,EventDungeonStageClear,101310106,None,0
101310108,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_8,None,0,0,47,46,True,8800,40000,False,6501108,0,0,event_overzone1_04_s,event_overzone1_04_e,0,0,None,1,EventDungeonStageClear,101310107,None,0
101310109,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_9,None,0,0,53,50,True,10100,40000,False,6501109,0,6108109,0,0,0,0,None,1,EventDungeonStageClear,101310108,None,0
101310110,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_10,None,0,0,58,54,True,11500,40000,False,6501110,0,0,event_overzone1_05_s,event_overzone1_05_e,0,0,None,1,EventDungeonStageClear,101310109,None,0
101310111,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_11,None,0,0,62,56,True,12900,40000,False,6501111,0,6108111,0,0,0,0,None,1,EventDungeonStageClear,101310110,None,0
101310112,Locale_Stage:STORY_EVENT_DUNGEON_SHORT_NAME_EN1_12,None,0,0,68,58,True,14800,40000,False,6501112,0,6108112,event_overzone1_06_s,event_overzone1_06_e,0,0,None,1,EventDungeonStageClear,101310111,None,0
