id,group_id,spawn_monster_id,random_spawn,spawn_point,boss_spawn,monster_spawn_time,monster_hp_ratio,monster_atk_ratio,monster_def_ratio,monster_move_speed_ratio
1,1,10101,False,4,False,50,20,100,1,100
2,1,10101,False,8,False,250,20,100,1,100
3,1,10101,False,2,False,750,20,100,1,100
4,1,10101,False,6,False,550,20,100,1,100
5,1,10101,False,4,False,1250,20,100,1,100
6,1,10101,False,9,False,1050,20,100,1,100
7,1,10101,False,1,False,1750,20,100,1,100
8,1,10101,False,7,False,1550,20,100,1,100
9,1,10101,False,3,False,2250,20,100,1,100
10,1,10101,False,10,False,2450,20,100,1,100
11,2,10101,False,3,False,250,20,100,1,100
12,2,10101,False,7,False,50,20,100,1,100
13,2,10101,False,5,False,750,20,100,1,100
14,2,10101,False,10,False,550,20,100,1,100
15,2,10101,False,2,False,1450,20,100,1,100
16,2,10201,False,6,False,1250,20,100,1,100
17,2,10101,False,9,False,1450,20,100,1,100
18,2,10101,False,4,False,2150,20,100,1,100
19,2,10101,False,8,False,1950,20,100,1,100
20,2,10101,False,1,False,2650,20,100,1,100
21,2,10101,False,6,False,3050,20,100,1,100
22,2,10101,False,10,False,2850,20,100,1,100
23,3,10101,False,2,False,50,25,100,1,100
24,3,10101,False,6,False,200,25,100,1,100
25,3,10101,False,9,False,50,25,100,1,100
26,3,10101,False,3,False,750,25,100,1,100
27,3,10101,False,5,False,950,25,100,1,100
28,3,10101,False,8,False,750,25,100,1,100
29,3,10201,False,2,False,1450,25,100,1,100
30,3,10101,False,4,False,1650,25,100,1,100
31,3,10101,False,6,False,1450,25,100,1,100
32,3,10201,False,9,False,1650,25,100,1,100
33,3,10101,False,1,False,2350,25,100,1,100
34,3,10101,False,3,False,2150,25,100,1,100
35,3,10101,False,7,False,2150,25,100,1,100
36,3,10101,False,10,False,2350,25,100,1,100
37,4,10101,False,1,False,200,35,100,5,100
38,4,10101,False,5,False,50,35,100,5,100
39,4,10101,False,9,False,250,35,100,5,100
40,4,10201,False,3,False,750,35,100,5,100
41,4,10101,False,7,False,950,35,100,5,100
42,4,10101,False,2,False,1450,35,100,5,100
43,4,10101,False,6,False,1650,35,100,5,100
44,4,10101,False,10,False,1450,35,100,5,100
45,4,10101,False,4,False,2350,35,100,5,100
46,4,10201,False,8,False,2150,35,100,5,100
47,4,10101,False,1,False,2850,35,100,5,100
48,4,10101,False,5,False,3050,35,100,5,100
49,4,10101,False,9,False,2850,35,100,5,100
50,4,10201,False,3,False,3050,35,100,5,100
51,4,10101,False,7,False,2850,35,100,5,100
52,4,10101,False,10,False,3050,35,100,5,100
53,5,10101,False,2,False,50,50,100,10,100
54,5,10101,False,4,False,200,50,100,10,100
55,5,10101,False,6,False,50,50,100,10,100
56,5,10101,False,9,False,250,50,100,10,100
57,5,10101,False,3,False,750,50,100,10,100
58,5,10101,False,5,False,950,50,100,10,100
59,5,10101,False,8,False,750,50,100,10,100
60,5,10101,False,10,False,950,50,100,10,100
61,5,10101,False,2,False,1450,50,100,10,100
62,5,10101,False,4,False,1650,50,100,10,100
63,5,20101,False,6,False,1450,50,100,10,100
64,5,10101,False,9,False,1650,50,100,10,100
65,5,10101,False,1,False,2350,50,100,10,100
66,5,10101,False,3,False,2150,50,100,10,100
