id,group_id,treelevel,line,slotdata/0/slot_getitem,slotdata/0/slot_reqitem,slotdata/0/slot_reqitem_value,slotdata/1/slot_getitem,slotdata/1/slot_reqitem,slotdata/1/slot_reqitem_value,slotdata/2/slot_getitem,slotdata/2/slot_reqitem,slotdata/2/slot_reqitem_value,slotdata/3/slot_getitem,slotdata/3/slot_reqitem,slotdata/3/slot_reqitem_value,slotdata/4/slot_getitem,slotdata/4/slot_reqitem,slotdata/4/slot_reqitem_value
1,1,1,1,400101,100201,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,1,400201,100201,0,400202,100201,0,0,0,0,0,0,0,0,0,0
3,1,2,2,400203,100201,0,400204,100201,0,400205,100201,0,0,0,0,0,0,0
4,1,3,1,200102,100201,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,2,400302,100201,0,400303,100201,0,400304,100201,0,0,0,0,0,0,0
6,1,3,3,400305,100201,0,400306,100201,0,400307,100201,0,0,0,0,0,0,0
7,1,4,1,400401,100201,0,400402,100201,0,400403,100201,0,400404,100201,0,0,0,0
8,1,4,2,400405,100201,0,400406,100201,0,0,0,0,0,0,0,0,0,0
9,1,4,3,200103,100201,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,5,1,400501,100201,0,400502,100201,0,400503,100201,0,400504,100201,0,0,0,0
11,1,5,2,400505,100201,0,400506,100201,0,0,0,0,0,0,0,0,0,0
12,1,5,3,400507,100201,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,1,500101,100201,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,2,1,500201,100201,0,500202,100201,0,0,0,0,0,0,0,0,0,0
15,2,2,2,500203,100201,0,500204,100201,0,500205,100201,0,0,0,0,0,0,0
16,2,3,1,200902,100201,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,3,2,500302,100201,0,500303,100201,0,500304,100201,0,0,0,0,0,0,0
18,2,3,3,500305,100201,0,500306,100201,0,500307,100201,0,0,0,0,0,0,0
