id,bundle_id,product_order,product_prob,is_limit,buy_limit_count,goods_type,goods_id,goods_value,price_type,price_id,price_value,discount_prob_id,add_mark
1001001,1001,1,3000,True,1,Currency,3000,10,Currency,99,10,100,
1001002,1001,1,7000,True,1,Currency,2000,20000,Currency,99,10,100,
1001003,1001,2,3000,True,1,Currency,3000,10,Currency,2000,20000,1000,
1001004,1001,2,3000,True,1,Currency,1000,240000,Currency,2000,30000,1000,
1001005,1001,2,7000,True,1,Currency,2000,20000,Currency,99,10,1000,
1001006,1001,2,7000,True,1,Currency,1000,240000,Currency,2000,30000,1000,
1001007,1001,2,7000,True,1,Currency,3000,10,Currency,99,10,1000,
1001008,1001,3,3000,True,1,Currency,3000,10,Currency,2000,20000,1000,
1001009,1001,3,3000,True,1,Currency,1000,240000,Currency,2000,30000,1000,
1001010,1001,3,7000,True,1,Currency,2000,20000,Currency,99,10,1000,
1001011,1001,3,7000,True,1,Currency,1000,240000,Currency,2000,30000,1000,
1001012,1001,3,7000,True,1,Currency,3000,10,Currency,99,10,1000,
1001013,1001,4,3000,True,1,Item,5310301,5,Currency,99,450,0,
1001014,1001,4,7000,True,1,Item,5330201,5,Currency,99,150,0,
1001061,1001,5,1000,True,1,Item,9430001,5,Currency,2000,100000,1000,
1001015,1001,6,1000,True,1,Item,7050003,1,Currency,2000,650000,0,
1001016,1001,6,3000,True,1,Item,7050002,1,Currency,2000,350000,0,
1001017,1001,6,6000,True,1,Item,7050001,1,Currency,2000,150000,0,
1001018,1001,7,1000,True,1,Item,7050003,5,Currency,99,1000,1000,
1001019,1001,7,1000,True,1,Item,7051009,5,Currency,99,1500,1000,
1001020,1001,7,1000,True,1,Item,7051010,5,Currency,99,1500,1000,
1001021,1001,7,1000,True,1,Item,7051011,5,Currency,99,1500,1000,
1001022,1001,7,1000,True,1,Item,7051012,5,Currency,99,1500,1000,
1001023,1001,7,3000,True,1,Item,7050002,5,Currency,99,500,1000,
1001024,1001,7,6000,True,1,Item,7050001,5,Currency,99,250,1000,
1001025,1001,8,4500,True,1,Equipment_None,3110101,1,Currency,2000,35000,1001,
1001026,1001,8,4500,True,1,Equipment_None,3210101,1,Currency,2000,35000,1001,
1001027,1001,8,4500,True,1,Equipment_None,3310101,1,Currency,2000,35000,1001,
1001028,1001,8,4500,True,1,Equipment_None,3410101,1,Currency,2000,35000,1001,
1001029,1001,8,4500,True,1,Equipment_None,3110101,1,Currency,2000,35000,0,
1001030,1001,8,4500,True,1,Equipment_None,3210101,1,Currency,2000,35000,0,
1001031,1001,8,4500,True,1,Equipment_None,3310101,1,Currency,2000,35000,0,
1001032,1001,8,4500,True,1,Equipment_None,3410101,1,Currency,2000,35000,0,
1001033,1001,8,1000,True,1,Equipment_None,3110101,1,Currency,99,10,0,
1001034,1001,8,1000,True,1,Equipment_None,3210101,1,Currency,99,10,0,
1001035,1001,8,1000,True,1,Equipment_None,3310101,1,Currency,99,10,0,
1001036,1001,8,1000,True,1,Equipment_None,3410101,1,Currency,99,10,0,
1001037,1001,9,4500,True,1,Equipment_None,3120101,1,Currency,2000,35000,1001,
1001038,1001,9,4500,True,1,Equipment_None,3220101,1,Currency,2000,35000,1001,
1001039,1001,9,4500,True,1,Equipment_None,3320101,1,Currency,2000,35000,1001,
1001040,1001,9,4500,True,1,Equipment_None,3420101,1,Currency,2000,35000,1001,
1001041,1001,9,4500,True,1,Equipment_None,3120101,1,Currency,2000,35000,0,
1001042,1001,9,4500,True,1,Equipment_None,3220101,1,Currency,2000,35000,0,
1001043,1001,9,4500,True,1,Equipment_None,3320101,1,Currency,2000,35000,0,
1001044,1001,9,4500,True,1,Equipment_None,3420101,1,Currency,2000,35000,0,
1001045,1001,9,1000,True,1,Equipment_None,3120101,1,Currency,99,10,0,
1001046,1001,9,1000,True,1,Equipment_None,3220101,1,Currency,99,10,0,
1001047,1001,9,1000,True,1,Equipment_None,3320101,1,Currency,99,10,0,
1001048,1001,9,1000,True,1,Equipment_None,3420101,1,Currency,99,10,0,
1001049,1001,10,4500,True,1,Equipment_None,3130101,1,Currency,2000,35000,1001,
