id,group_id,customtype_main,customtype_sub,skilllocktype,attack_keep,lv,actiongroupid,cooldowntime,globalcooldowntime,ignoreglobalcooldowntime,customvariablesdata/0/customvariablestype,customvariablesdata/0/customvariables,customvariablesdata/0/customcalctype,customvariablesdata/0/customvalue,customvariablesdata/1/customvariablestype,customvariablesdata/1/customvariables,customvariablesdata/1/customcalctype,customvariablesdata/1/customvalue,customvariablesdata/2/customvariablestype,customvariablesdata/2/customvariables,customvariablesdata/2/customcalctype,customvariablesdata/2/customvalue
1000,800600,Skill_a,Active,NoneLock,False,1,600,25,0,True,None,None,None,0,None,None,None,0,None,None,None,0
1001,800601,Skill_a,Active,NoneLock,False,2,610,25,0,True,CharacterCustom,ActionGroupID,Set,610,None,None,None,0,None,None,None,0
1002,800602,Skill_a,Active,NoneLock,False,3,620,20,0,True,CharacterCustom,ActionGroupID,Set,620,None,None,None,0,None,None,None,0
1003,800603,Skill_a,Active,NoneLock,False,4,630,20,0,True,CharacterCustom,ActionGroupID,Set,630,None,None,None,0,None,None,None,0
1004,800604,Skill_a,Active,NoneLock,False,5,640,15,0,True,CharacterCustom,ActionGroupID,Set,640,None,None,None,0,None,None,None,0
1005,800605,Skill_a,Active,NoneLock,False,6,650,15,0,True,CharacterCustom,ActionGroupID,Set,650,None,None,None,0,None,None,None,0
1006,800606,Skill_a,Active,NoneLock,False,7,660,15,0,True,CharacterCustom,ActionGroupID,Set,660,None,None,None,0,None,None,None,0
1010,1010,Skill_a,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_pierce,Add,100,None,None,None,0,None,None,None,0
1011,1011,Skill_a,Passive,None,False,1,0,0,0,False,None,Proj_spd,Mul,115,None,None,None,0,None,None,None,0
1012,1012,Skill_a,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,10,None,None,None,0,None,None,None,0
1013,1013,Skill_a,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Add,100,None,None,None,0,None,None,None,0
2000,800700,Skill_b,Active,NoneLock,False,1,700,400,0,False,None,None,None,0,None,None,None,0,None,None,None,0
2010,2010,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_afterCollide,Set,211,None,None,None,0,None,None,None,0
2011,2011,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_pierce,Add,100,CharacterCustomAction,Proj_dmgCount,Add,100,None,None,None,0
2021,2011,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,160,None,None,None,0,None,None,None,0
2012,2012,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Set,10,None,None,None,0,None,None,None,0
2013,2013,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,300,None,None,None,0,None,None,None,0
2014,2014,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,ActionGroupID,Set,710,None,None,None,0,None,None,None,0
2024,2014,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,160,None,None,None,0,None,None,None,0
2015,2015,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,250,None,None,None,0,None,None,None,0
2025,2015,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,160,None,None,None,0,None,None,None,0
2016,2016,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_duration,Mul,120,None,None,None,0,None,None,None,0
2026,2016,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,160,None,None,None,0,None,None,None,0
2017,2017,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_spd,Mul,120,None,None,None,0,None,None,None,0
2027,2017,Skill_b,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,160,None,None,None,0,None,None,None,0
3000,800800,Skill_c,Active,SemiLock,True,1,800,1000,0,False,None,None,None,0,None,None,None,0,None,None,None,0
3001,3001,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustom,ActionGroupID,Set,801,CharacterCustomAction,Proj_atk,Mul,500,None,None,None,0
3011,3001,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,160,None,None,None,0,None,None,None,0
3002,3002,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,500,None,None,None,0,None,None,None,0
3012,3002,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,200,None,None,None,0,None,None,None,0
3003,3003,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_duration,Add,300,CharacterCustomAction,Proj_pierce,Set,-100,None,None,None,0
3013,3003,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,200,None,None,None,0,None,None,None,0
3004,3004,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustom,Attack_keep,Set,100,CharacterCustomAction,Proj_typeValue_1,Set,100,CharacterCustomAction,Proj_typeValue_3,Set,100
3005,3005,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustom,Hold_move,Set,100,CharacterCustomAction,Proj_typeValue_1,Set,100,CharacterCustomAction,Proj_typeValue_3,Set,100
3015,3005,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,200,None,None,None,0,None,None,None,0
3006,3006,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustom,GlassC_toggle,Set,100,None,None,None,0,None,None,None,0
3016,3006,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,200,None,None,None,0,None,None,None,0
3007,3007,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_2,Set,1000,None,None,None,0,None,None,None,0
3017,3007,Skill_c,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,200,None,None,None,0,None,None,None,0
4000,800900,Skill_d,Active,NoneLock,False,1,900,700,0,False,None,None,None,0,None,None,None,0,None,None,None,0
4001,4001,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_4,Set,200,None,None,None,0,None,None,None,0
4002,4002,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_4,Set,100,None,None,None,0,None,None,None,0
4012,4002,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,140,None,None,None,0,None,None,None,0
4003,4003,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_8,Add,500,None,None,None,0,None,None,None,0
4004,4004,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_amount,Add,800,None,None,None,0,None,None,None,0
4014,4004,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,140,None,None,None,0,None,None,None,0
4005,4005,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,140,None,None,None,0,None,None,None,0
4015,4005,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,120,None,None,None,0,None,None,None,0
4006,4006,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,400,None,None,None,0,None,None,None,0
4016,4006,Skill_d,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,140,None,None,None,0,None,None,None,0
5001,900100,Skill_Burst_A,Active,HardLock,False,1,1000,2000,1400,False,None,None,None,0,None,None,None,0,None,None,None,0
5002,900101,Skill_Burst_B,Active,HardLock,False,1,1000,2000,1400,False,None,None,None,0,None,None,None,0,None,None,None,0
5003,900102,Skill_Burst_C,Active,HardLock,False,1,1000,2000,1400,False,None,None,None,0,None,None,None,0,None,None,None,0
5004,900103,Skill_Burst_D,Active,HardLock,False,1,1000,2000,1400,False,None,None,None,0,None,None,None,0,None,None,None,0
5005,5005,Skill_Burst_A,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_2,Add,1000,None,None,None,0,None,None,None,0
5006,5005,Skill_Burst_B,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_2,Add,1000,None,None,None,0,None,None,None,0
5007,5005,Skill_Burst_C,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_2,Add,1000,None,None,None,0,None,None,None,0
5008,5005,Skill_Burst_D,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_typeValue_2,Add,1000,None,None,None,0,None,None,None,0
5009,5009,Skill_Burst_A,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,130,CharacterCustomAction,Proj_size,Mul,140,None,None,None,0
5010,5009,Skill_Burst_B,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,130,CharacterCustomAction,Proj_size,Mul,140,None,None,None,0
5011,5009,Skill_Burst_C,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,130,CharacterCustomAction,Proj_size,Mul,140,None,None,None,0
5012,5009,Skill_Burst_D,Passive,None,False,1,0,0,0,False,CharacterCustomAction,Proj_atk,Mul,130,CharacterCustomAction,Proj_size,Mul,140,None,None,None,0
5013,5013,Skill_Burst_A,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,1000,None,None,None,0,None,None,None,0
5014,5013,Skill_Burst_B,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,1000,None,None,None,0,None,None,None,0
5015,5013,Skill_Burst_C,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,1000,None,None,None,0,None,None,None,0
5016,5013,Skill_Burst_D,Passive,None,False,1,0,0,0,False,CharacterCustom,CoolDownTime,Sub,1000,None,None,None,0,None,None,None,0
700001,700001,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,120,None,None,None,0,None,None,None,0
700101,700101,Chara_Dash,Passive,None,False,1,0,0,0,True,None,DashLength,Mul,110,None,None,None,0,None,None,None,0
700102,700102,Chara_Dash,Passive,None,False,1,0,0,0,True,None,DashLength,Mul,90,None,None,None,0,None,None,None,0
700103,700103,Chara_Dash,Passive,None,False,1,0,0,0,True,None,DashSpd,Mul,120,None,None,None,0,None,None,None,0
700104,700104,Chara_Dash,Passive,None,False,1,0,0,0,True,None,DashDelay,Mul,70,None,None,None,0,None,None,None,0
700105,700105,Chara_Dash,Passive,None,False,1,0,0,0,True,None,DashCool,Sub,50,None,None,None,0,None,None,None,0
700106,700106,Chara_Dash,Passive,None,False,1,0,0,0,True,None,DashCount,Add,100,None,None,None,0,None,None,None,0
700107,700107,Chara_Dash,Passive,None,False,1,0,0,0,True,None,DashInvincible,Set,100,None,None,None,0,None,None,None,0
700201,700201,Chara_Jump,Passive,None,False,1,0,0,0,True,None,JmpCount,Add,100,None,None,None,0,None,None,None,0
700202,700202,Chara_Jump,Passive,None,False,1,0,0,0,True,None,JmpMaxHeight,Mul,130,None,None,None,0,None,None,None,0
700203,700203,Chara_Jump,Passive,None,False,1,0,0,0,True,None,JmpMaxHeight_2nd,Mul,110,None,None,None,0,None,None,None,0
700301,700301,Chara_Lock,Passive,None,False,1,0,0,0,True,None,LandedLockTime,Mul,80,None,None,None,0,None,None,None,0
700302,700302,Chara_Lock,Passive,None,False,1,0,0,0,True,None,LandedLockTime,Set,0,None,None,None,0,None,None,None,0
700401,700401,Chara_Knockback,Passive,None,False,1,0,0,0,True,None,KnockInvincibleTime,Add,30,None,None,None,0,None,None,None,0
700402,700402,Chara_Knockback,Passive,None,False,1,0,0,0,True,None,KnockLockTime,Mul,50,None,None,None,0,None,None,None,0
700501,700501,Chara_Mode,Passive,None,False,1,0,0,0,True,None,AbsorbRecoveryTime,Sub,30,None,None,None,0,None,None,None,0
700502,700502,Chara_Mode,Passive,None,False,1,0,0,0,True,None,AbsorbRecoveryAmount,Add,800,None,None,None,0,None,None,None,0
700503,700503,Chara_Mode,Passive,None,False,1,0,0,0,True,None,Absorb_perfectTime,Add,40,None,None,None,0,None,None,None,0
700504,700504,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Add,100,None,None,None,0,None,None,None,0
