id,name_code,troop_category,skill_id,surface_battle_area,surface_shot_range
306001,3007,100002,101030501,1,1
306101,3008,100002,101070501,1,1
306201,5104,100002,101070501,1,1
230001,1013,100002,101080301,1,1
230101,1014,100002,101080301,1,1
230601,1025,100002,101080301,1,1
228001,5045,100002,101050704,1,1
328101,1021,100002,101040601,1,1
328201,1012,100002,101040601,1,1
328401,5117,100002,101050703,1,1
328301,5116,100002,101010601,1,1
116001,5006,100002,101060601,1,1
116101,3006,100002,101050702,1,1
116201,5138,100002,101010801,1,1
111001,5025,100002,101090501,1,1
111101,1020,100002,101060601,1,1
311201,1022,100002,101020401,1,1
207001,5018,100002,101030501,1,1
207101,5019,100002,101090501,1,1
207201,5020,100002,101030501,1,1
423001,5042,100002,101010701,1,1
423401,5145,100002,101010701,1,1
201001,3001,100002,101010701,1,1
201101,3002,100002,101120701,1,1
301201,3005,100002,101050705,1,1
201401,5071,100002,101070501,1,1
301501,5097,100002,101070501,1,1
201601,5129,100002,101020701,1,1
422001,5012,100002,101010701,1,1
422101,5040,100002,101040701,1,1
422201,5041,100002,101020701,1,1
583001,5118,100002,101050601,1,1
583101,5119,100002,101010501,1,1
583201,5120,100002,101040501,1,1
583301,3014,100002,101040401,1,1
585001,5142,100002,101120602,1,1
585101,5143,100002,101020501,1,1
585201,3016,100002,101060401,1,1
422401,5102,200002,201120702,1,1
422501,5105,200002,201010701,1,1
422601,5123,200002,201060601,1,1
447001,5101,200002,201010701,1,1
140001,5055,200002,201050703,1,1
140101,5059,200002,201130601,1,1
140201,5078,200002,201040601,1,1
140301,5121,200002,201150601,1,1
130201,1015,200002,201010301,1,1
130301,1016,200002,201010301,1,1
330401,1017,200002,201040301,1,1
330501,1018,200002,201010301,1,1
130701,1024,200002,201010301,1,1
330801,1023,200002,201010301,1,1
108001,5021,200002,201130601,1,1
108201,5011,200002,201070501,1,1
110001,1010,200002,201050705,1,1
110101,5024,200002,201120701,1,1
110201,5001,200002,201150601,1,1
433001,5065,200002,201110701,1,1
433101,5157,200002,201070401,1,1
239001,5088,200002,201070501,1,1
139101,5077,200002,201150501,1,1
339201,5069,200002,201130501,1,1
209001,5005,200002,201100601,1,1
209101,5022,200002,201120703,1,1
209201,5023,200002,201010601,1,1
209301,5147,200002,201040701,1,1
209401,5148,200002,201140701,1,1
209501,5149,200002,201150701,1,1
451101,5124,200002,201150801,1,1
451301,5137,200002,201040801,1,1
451401,5125,200002,201060601,1,1
235001,5079,200002,201040501,1,1
235101,5063,200002,201130501,1,1
235201,5066,200002,201060601,1,1
235301,5098,200002,201040601,1,1
235401,5130,200002,201070501,1,1
235501,5131,200002,201020501,1,1
218001,5031,200002,201010701,1,1
218101,5032,200002,201020701,1,1
218201,5128,200002,201010701,1,1
218301,5127,200002,201060701,1,1
423101,5013,200002,201050804,1,1
423201,5043,200002,201060701,1,1
423301,5061,200002,201040701,1,1
217001,5007,200002,201050702,1,1
317101,5029,200002,201050701,1,1
117201,5030,200002,201070401,1,1
136101,5053,200002,201130501,1,1
426001,5044,200002,201010701,1,1
426101,5056,200002,201140801,1,1
203001,5016,200002,201040601,1,1
203201,5017,200002,201020401,1,1
203301,5082,200002,201020401,1,1
581001,5094,200002,201040501,1,1
581101,5095,200002,201020501,1,1
581201,5096,200002,201020401,1,1
582001,5108,200002,201060501,1,1
582101,5109,200002,201010501,1,1
582201,3013,200002,201060401,1,1
583401,5132,200002,201010501,1,1
583501,5133,200002,201010501,1,1
583603,3015,200002,201040401,1,1
426201,5156,200002,201020801,1,1
355101,5115,300002,301230301,1,1
115001,5014,300002,301240301,1,1
231301,5106,300002,301250301,1,1
331501,5151,300002,301230301,1,1
