id,seed_group,ebm_summon_group_data/0/summon_position,ebm_summon_group_data/0/summon_monster,ebm_summon_group_data/0/monster_level_add,ebm_summon_group_data/1/summon_position,ebm_summon_group_data/1/summon_monster,ebm_summon_group_data/1/monster_level_add,ebm_summon_group_data/2/summon_position,ebm_summon_group_data/2/summon_monster,ebm_summon_group_data/2/monster_level_add
101101,1011,3,1011,0,,,,,,
101102,1011,3,1011,0,,,,,,
101103,1011,2,1011,0,4.0,1011.0,0.0,,,
101104,1011,3,1011,0,,,,,,
101105,1011,2,1011,0,4.0,1011.0,0.0,,,
101106,1011,3,1011,0,,,,,,
102101,1021,3,1012,0,,,,,,
102102,1021,3,1011,0,,,,,,
102103,1021,1,1012,0,5.0,1012.0,0.0,,,
102104,1021,3,1012,0,,,,,,
102105,1021,2,1011,0,4.0,1011.0,0.0,,,
102106,1021,1,1012,0,5.0,1012.0,0.0,,,
103101,1031,3,1011,0,,,,,,
103102,1031,2,1011,0,4.0,1011.0,0.0,,,
103103,1031,3,1021,0,,,,,,
103104,1031,1,1011,0,5.0,1011.0,0.0,,,
103105,1031,3,1021,0,,,,,,
103106,1031,2,1011,0,4.0,1011.0,0.0,,,
103107,1031,3,1011,0,,,,,,
104101,1041,3,1012,0,,,,,,
104102,1041,2,1012,0,4.0,1012.0,0.0,,,
104103,1041,3,1022,0,,,,,,
104104,1041,1,1012,0,5.0,1012.0,0.0,,,
104105,1041,3,1022,0,,,,,,
104106,1041,2,1012,0,4.0,1012.0,0.0,,,
104107,1041,3,1012,0,,,,,,
105101,1051,3,1011,0,,,,,,
105102,1051,3,1011,0,,,,,,
105103,1051,3,1021,0,,,,,,
105104,1051,1,1012,0,5.0,1012.0,0.0,,,
105105,1051,2,1011,0,4.0,1011.0,0.0,,,
105106,1051,1,1011,0,5.0,1011.0,0.0,,,
105201,1052,3,1021,0,,,,,,
105202,1052,1,1011,0,5.0,1011.0,0.0,,,
105203,1052,2,1011,0,4.0,1011.0,0.0,,,
105204,1052,3,1031,0,,,,,,
105205,1052,1,1012,0,5.0,1012.0,0.0,,,
105206,1052,3,1021,0,,,,,,
105207,1052,2,1011,0,4.0,1011.0,0.0,,,
106101,1061,3,1012,0,,,,,,
106102,1061,3,1012,0,,,,,,
106103,1061,3,1022,0,,,,,,
106104,1061,1,1011,0,5.0,1011.0,0.0,,,
106105,1061,2,1012,0,4.0,1012.0,0.0,,,
106106,1061,3,1011,0,,,,,,
106201,1062,3,1022,0,,,,,,
106202,1062,1,1012,0,5.0,1012.0,0.0,,,
106203,1062,2,1011,0,4.0,1011.0,0.0,,,
106204,1062,3,1011,0,,,,,,
106205,1062,1,1011,0,5.0,1011.0,0.0,,,
106206,1062,3,1022,0,,,,,,
106207,1062,2,1012,0,4.0,1012.0,0.0,,,
107101,1071,3,1011,0,,,,,,
107102,1071,3,1012,0,,,,,,
107103,1071,3,1021,0,,,,,,
107104,1071,2,1011,0,4.0,1011.0,0.0,,,
107105,1071,2,1012,0,,,,,,
107106,1071,3,1032,0,,,,,,
107201,1072,2,1012,0,4.0,1012.0,0.0,,,
107203,1072,1,1011,0,5.0,1011.0,0.0,,,
107204,1072,3,1022,0,,,,,,
107205,1072,2,1011,0,4.0,1011.0,0.0,,,
107206,1072,2,1012,0,,,,,,
107207,1072,3,1031,0,,,,,,
107301,1073,3,1011,0,,,,,,
107302,1073,2,1011,0,4.0,1011.0,0.0,,,
107303,1073,1,1011,0,5.0,1011.0,0.0,,,
107304,1073,3,1012,0,,,,,,
107305,1073,2,1012,0,4.0,1012.0,0.0,,,
107306,1073,1,1012,0,5.0,1012.0,0.0,,,
107307,1073,3,1021,0,,,,,,
107308,1073,3,1022,0,,,,,,
190101,1901,3,1011,0,,,,,,
190201,1902,3,1012,0,,,,,,
201101,2011,2,1013,0,4.0,1013.0,0.0,,,
201102,2011,3,1021,0,,,,,,
201103,2011,2,1011,0,4.0,1011.0,0.0,,,
201104,2011,1,1013,0,5.0,1013.0,0.0,,,
201105,2011,3,1021,0,,,,,,
201106,2011,2,1013,0,4.0,1013.0,0.0,,,
201201,2012,2,1011,0,4.0,1011.0,0.0,,,
201202,2012,3,1021,0,,,,,,
201203,2012,2,1013,0,4.0,1013.0,0.0,,,
201204,2012,3,1031,0,,,,,,
201205,2012,1,1013,0,5.0,1013.0,0.0,,,
201206,2012,3,1021,0,,,,,,
201207,2012,1,1013,0,5.0,1013.0,0.0,,,
202101,2021,2,1011,0,4.0,1011.0,0.0,,,
202102,2021,3,1023,0,,,,,,
202103,2021,1,1013,0,5.0,1013.0,0.0,,,
202104,2021,2,1011,0,4.0,1011.0,0.0,,,
202105,2021,3,1023,0,,,,,,
202106,2021,1,1013,0,5.0,1013.0,0.0,,,
202201,2022,3,1022,0,,,,,,
202202,2022,1,1013,0,5.0,1013.0,0.0,,,
202203,2022,2,1011,0,4.0,1011.0,0.0,,,
202204,2022,3,1032,0,,,,,,
202205,2022,1,1012,0,5.0,1012.0,0.0,,,
202206,2022,3,1022,0,,,,,,
202207,2022,1,1013,0,5.0,1013.0,0.0,,,
203101,2031,2,1013,0,4.0,1013.0,0.0,,,
203102,2031,3,1021,0,,,,,,
203103,2031,1,1013,0,5.0,1013.0,0.0,,,
203104,2031,2,1011,0,4.0,1011.0,0.0,,,
203105,2031,3,1023,0,,,,,,
203106,2031,1,1013,0,5.0,1013.0,0.0,,,
203201,2032,3,1023,0,,,,,,
203202,2032,2,1012,0,4.0,1012.0,0.0,,,
203203,2032,1,1013,0,5.0,1013.0,0.0,,,
203204,2032,3,1033,0,,,,,,
203205,2032,1,1013,0,5.0,1013.0,0.0,,,
203206,2032,3,1023,0,,,,,,
