id,dispatch_type,dispatch_group,select_type,select_order,dispatch_grade_id,dispatch_name,dispatch_description,slot_max,reward_id,time_min,dispatch_slot_array/0/dispatch_slot_type,dispatch_slot_array/0/rare,dispatch_slot_array/0/slot_value,dispatch_slot_array/1/dispatch_slot_type,dispatch_slot_array/1/rare,dispatch_slot_array/1/slot_value,dispatch_slot_array/2/dispatch_slot_type,dispatch_slot_array/2/rare,dispatch_slot_array/2/slot_value
1,Dispatch,1,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3100001,1,ALL,R,0,None,None,0,None,None,0
2,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3110001,30,ALL,R,0,None,None,0,None,None,0
3,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3110001,30,MISSILIS,R,0,None,None,0,None,None,0
4,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3110001,30,TETRA,R,0,None,None,0,None,None,0
5,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3110001,30,ELYSION,R,0,None,None,0,None,None,0
6,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3110001,30,ALL,R,0,None,None,0,None,None,0
7,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3120001,30,MISSILIS,R,0,None,None,0,None,None,0
8,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3120001,30,TETRA,R,0,None,None,0,None,None,0
9,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3120001,30,ELYSION,R,0,None,None,0,None,None,0
10,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3120001,30,ALL,R,0,None,None,0,None,None,0
11,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3120001,30,MISSILIS,R,0,None,None,0,None,None,0
12,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3130001,30,TETRA,R,0,None,None,0,None,None,0
13,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3130001,30,ELYSION,R,0,None,None,0,None,None,0
14,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3130001,30,ALL,R,0,None,None,0,None,None,0
15,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3140001,30,MISSILIS,R,0,None,None,0,None,None,0
16,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3140001,30,TETRA,R,0,None,None,0,None,None,0
17,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3170001,30,ELYSION,R,0,None,None,0,None,None,0
18,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3170001,30,ALL,R,0,None,None,0,None,None,0
19,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3170001,30,MISSILIS,R,0,None,None,0,None,None,0
20,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3170001,30,TETRA,R,0,None,None,0,None,None,0
21,Dispatch,10000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,1,3170001,30,ELYSION,R,0,None,None,0,None,None,0
22,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,ALL,SR,0,ALL,R,0,None,None,0
23,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,MISSILIS,SR,0,TETRA,R,0,None,None,0
24,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,MISSILIS,SR,0,ELYSION,R,0,None,None,0
25,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,TETRA,SR,0,MISSILIS,R,0,None,None,0
26,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,TETRA,SR,0,ELYSION,R,0,None,None,0
27,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,ELYSION,SR,0,MISSILIS,R,0,None,None,0
28,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,ELYSION,SR,0,TETRA,R,0,None,None,0
29,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,ALL,SR,0,ALL,R,0,None,None,0
30,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3110002,60,MISSILIS,SR,0,ALL,R,0,None,None,0
31,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,MISSILIS,SR,0,ALL,R,0,None,None,0
32,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,TETRA,SR,0,ALL,R,0,None,None,0
33,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,TETRA,SR,0,ALL,R,0,None,None,0
34,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,ELYSION,SR,0,ALL,R,0,None,None,0
35,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,ELYSION,SR,0,ALL,R,0,None,None,0
36,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,ALL,SR,0,ALL,R,0,None,None,0
37,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,MISSILIS,SR,0,ALL,R,0,None,None,0
38,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,MISSILIS,SR,0,ALL,R,0,None,None,0
39,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3120002,30,TETRA,SR,0,ALL,R,0,None,None,0
40,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3130002,30,TETRA,SR,0,ALL,R,0,None,None,0
41,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3130002,30,ELYSION,SR,0,ALL,R,0,None,None,0
42,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3130002,30,ELYSION,SR,0,ALL,R,0,None,None,0
43,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3130002,30,ALL,SR,0,ALL,R,0,None,None,0
44,Dispatch,20000,None,0,1,,Locale_Dispatch2:dispatch_description_1001,2,3130002,30,MISSILIS,SR,0,ALL,R,0,None,None,0
45,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3140002,60,MISSILIS,SR,0,ALL,R,0,None,None,0
46,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3140002,60,TETRA,SR,0,ALL,R,0,None,None,0
47,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3140002,60,TETRA,SR,0,ALL,R,0,None,None,0
48,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,ELYSION,SR,0,ALL,R,0,None,None,0
49,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,ELYSION,SR,0,ALL,R,0,None,None,0
50,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,ALL,SR,0,ALL,R,0,None,None,0
51,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,MISSILIS,SR,0,ALL,R,0,None,None,0
52,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,MISSILIS,SR,0,ALL,R,0,None,None,0
53,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,TETRA,SR,0,ALL,R,0,None,None,0
54,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,TETRA,SR,0,ALL,R,0,None,None,0
55,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,ELYSION,SR,0,ALL,R,0,None,None,0
56,Dispatch,20000,None,0,2,,Locale_Dispatch2:dispatch_description_2001,2,3170002,60,ELYSION,SR,0,ALL,R,0,None,None,0
57,Dispatch,30000,None,0,3,,Locale_Dispatch2:dispatch_description_3001,2,3110003,90,ALL,SSR,0,ALL,SR,0,None,None,0
