id,item_type,item_resource,item_name_locale,item_description_locale,item_level,sb_item_option/0/item_option_group,sb_item_option/0/item_option_value,sb_item_option/0/item_option_maintenance_time,sb_item_option/1/item_option_group,sb_item_option/1/item_option_value,sb_item_option/1/item_option_maintenance_time,sb_item_option/2/item_option_group,sb_item_option/2/item_option_value,sb_item_option/2/item_option_maintenance_time,sb_item_option_locale/0/item_option_locale,sb_item_option_locale/1/item_option_locale,sb_item_option_locale/2/item_option_locale
100101,ExoSpine,icn_ce006_item_exospine_01,Locale_Event:ce006_item_name_exospine_01,Locale_Event:ce006_item_description_exospine_01,3,ReduceRecoverySieldGaugeTime,150,0,PerfectDodgeTimeUp,5.0,0.0,PerfectGuardTimeUp,5.0,0.0,Locale_Event:ce006_item_exospine_01_option_01,Locale_Event:ce006_item_exospine_01_option_02,Locale_Event:ce006_item_exospine_01_option_03
100102,ExoSpine,icn_ce006_item_exospine_02,Locale_Event:ce006_item_name_exospine_02,Locale_Event:ce006_item_description_exospine_02,3,BasicAttackDamageUp,2000,0,CriticalDamageUp,1000.0,0.0,CriticalProbabilityUp,800.0,0.0,Locale_Event:ce006_item_exospine_02_option_01,Locale_Event:ce006_item_exospine_02_option_02,Locale_Event:ce006_item_exospine_02_option_03
100103,ExoSpine,icn_ce006_item_exospine_03,Locale_Event:ce006_item_name_exospine_03,Locale_Event:ce006_item_description_exospine_03,3,DamageReduceRatio,2000,0,ShieldGaugeUp,100.0,0.0,GuardHpRecovery,2000.0,0.0,Locale_Event:ce006_item_exospine_03_option_01,Locale_Event:ce006_item_exospine_03_option_02,Locale_Event:ce006_item_exospine_03_option_03
100104,ExoSpine,icn_ce006_item_exospine_04,Locale_Event:ce006_item_name_exospine_04,Locale_Event:ce006_item_description_exospine_04,3,PotionRecoveryAmountUp,5000,0,UsePotionDamageReduce,3000.0,300.0,UsePotionGainBetaEnergy,150.0,0.0,Locale_Event:ce006_item_exospine_04_option_01,Locale_Event:ce006_item_exospine_04_option_02,Locale_Event:ce006_item_exospine_04_option_03
100105,ExoSpine,icn_ce006_item_exospine_05,Locale_Event:ce006_item_name_exospine_05,Locale_Event:ce006_item_description_exospine_05,3,GainBetaEnergyUp,1000,0,BetaSkillDamageUp,1500.0,0.0,NotUseBetaGauge,3000.0,0.0,Locale_Event:ce006_item_exospine_05_option_01,Locale_Event:ce006_item_exospine_05_option_02,Locale_Event:ce006_item_exospine_05_option_03
100106,ExoSpine,icn_ce006_item_exospine_06,Locale_Event:ce006_item_name_exospine_06,Locale_Event:ce006_item_description_exospine_06,3,BurstEnergyGaugeMaxUp,500,0,BurstSkillDamageUp,1500.0,0.0,SuccessBasicAttackGainBurst,100.0,0.0,Locale_Event:ce006_item_exospine_06_option_01,Locale_Event:ce006_item_exospine_06_option_02,Locale_Event:ce006_item_exospine_06_option_03
200101,Gear,icn_ce006_item_gear_01,Locale_Event:ce006_item_name_gear_01,Locale_Event:ce006_item_description_gear_01,1,DamageReduceRatio,500,0,GainGoldUp,1000.0,0.0,,,,Locale_Event:ce006_item_gear_option_01,Locale_Event:ce006_item_gear_option_13,
200201,Gear,icn_ce006_item_gear_01,Locale_Event:ce006_item_name_gear_01,Locale_Event:ce006_item_description_gear_01,2,DamageReduceRatio,700,0,GainGoldUp,1500.0,0.0,,,,Locale_Event:ce006_item_gear_option_01,Locale_Event:ce006_item_gear_option_13,
200301,Gear,icn_ce006_item_gear_01,Locale_Event:ce006_item_name_gear_01,Locale_Event:ce006_item_description_gear_01,3,DamageReduceRatio,1000,0,GainGoldUp,2000.0,0.0,,,,Locale_Event:ce006_item_gear_option_01,Locale_Event:ce006_item_gear_option_13,
200102,Gear,icn_ce006_item_gear_02,Locale_Event:ce006_item_name_gear_02,Locale_Event:ce006_item_description_gear_02,1,UpHpGainAttack,500,0,,,,,,,Locale_Event:ce006_item_gear_option_02,,
200202,Gear,icn_ce006_item_gear_02,Locale_Event:ce006_item_name_gear_02,Locale_Event:ce006_item_description_gear_02,2,UpHpGainAttack,700,0,,,,,,,Locale_Event:ce006_item_gear_option_02,,
200302,Gear,icn_ce006_item_gear_02,Locale_Event:ce006_item_name_gear_02,Locale_Event:ce006_item_description_gear_02,3,UpHpGainAttack,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_02,,
200103,Gear,icn_ce006_item_gear_03,Locale_Event:ce006_item_name_gear_03,Locale_Event:ce006_item_description_gear_03,1,DownHpGainAttack,500,0,,,,,,,Locale_Event:ce006_item_gear_option_03,,
200203,Gear,icn_ce006_item_gear_03,Locale_Event:ce006_item_name_gear_03,Locale_Event:ce006_item_description_gear_03,2,DownHpGainAttack,700,0,,,,,,,Locale_Event:ce006_item_gear_option_03,,
200303,Gear,icn_ce006_item_gear_03,Locale_Event:ce006_item_name_gear_03,Locale_Event:ce006_item_description_gear_03,3,DownHpGainAttack,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_03,,
