id,group_id,monster_id,spawn_type,start_point,actionpoint,dir_point,spawn_time,attack_time
1,101,-1084957155,Jump,2023,132,2223,0,0
2,101,-1084957155,Jump,2023,134,2223,1065353216,0
3,101,-1084957155,Jump,2123,136,2323,0,0
4,101,-1084957155,Jump,2123,138,2323,1065353216,0
5,101,-2084957155,Jump,2023,232,2223,1077936128,0
6,101,-2084957155,Jump,2023,234,2223,1082130432,0
7,101,-2084957155,Jump,2123,236,2323,1077936128,0
8,101,-2084957155,Jump,2123,238,2323,1082130432,0
9,101,1210020141,Jump,2023,332,2223,1086324736,0
10,101,1210020141,Jump,2023,334,2223,1088421888,0
11,101,1210020141,Jump,2123,336,2323,1086324736,0
12,101,1210020141,Jump,2123,338,2323,1088421888,0
13,102,1120010111,Jump,1002,1625,1205,0,0
14,102,1120010111,Jump,1003,1634,1208,1041865114,0
15,102,1220020111,Jump,1102,1622,1305,1050253722,0
16,102,1220020111,Jump,1101,1614,1303,1069547520,0
17,102,1120010111,Jump,1003,1635,1207,1073741824,0
18,102,1120010111,Jump,1102,1627,1304,1075838976,0
19,102,1220010111,Jump,1104,1643,1311,1077936128,0
20,102,1220010111,Jump,1004,1645,1212,1078565274,0
21,102,-1074927185,Jump,1105,1654,1315,1079194419,0
22,102,-1074927185,Jump,1104,1647,1310,1083179008,0
23,102,1220010111,Jump,1006,1662,1217,1084227584,0
24,102,1220010111,Jump,1005,1654,1214,1085276160,0
25,103,-1084926665,Drop,301,301,301,0,0
26,103,-1084926665,Drop,302,302,302,0,0
27,103,-1084926665,Drop,303,303,303,0,0
28,103,-1084926665,Drop,304,304,304,0,0
29,103,-1084926665,Drop,305,305,305,0,0
30,103,-1084926665,Drop,306,306,306,0,0
31,103,-1084926665,Drop,307,307,307,0,0
32,103,-1084926665,Drop,308,308,308,0,0
33,103,-1084926665,Drop,309,309,309,0,0
34,103,-1084926665,Drop,310,310,310,0,0
35,103,-1084926665,Drop,311,311,311,0,0
36,103,-1084926665,Drop,312,312,312,0,0
37,103,-1084926665,Drop,313,313,313,0,0
38,104,1210010611,Drop,301,301,301,0,0
40,104,1210010611,Drop,303,303,303,0,0
42,104,1210010611,Drop,305,305,305,0,0
