id,view_id,view_sub_id,title,description_group,hud_tutorial_replay
200100,2001,0,Locale_System:HELP_CHARACTER_MANAGE_TITLE,270,None
200200,2002,0,Locale_System:HELP_CHARACTER_MANAGE_TITLE,270,Attractive
200500,2005,0,Locale_System:HELP_JUKEBOX_TITLE,290,None
201200,2012,0,Locale_System:HELP_JUKEBOX_TITLE,290,None
200800,2008,0,Locale_System:HELP_MEMORIAL_TITLE,280,None
201600,2016,0,Locale_System:HELP_EP_MISSION_TITLE,216,None
202100,2021,0,Locale_System:HELP_ALBUM_TITLE,400,None
300000,3000,0,Locale_System:HELP_FRIEND_TITLE,330,None
400800,4008,0,Locale_System:HELP_AWAKEN_TITLE,430,None
403100,4031,0,Locale_System:HELP_EVENT_ITEM_AUTO_CHARGE_TITLE,500,None
500200,5002,0,Locale_System:HELP_GUILD_TITLE,170,None
500900,5009,0,Locale_System:HELP_GUILD_TITLE,170,None
501200,5012,0,Locale_System:HELP_GUILD_MANAGEMENT_TITLE,180,None
501400,5014,0,Locale_System:HELP_SHOOTING_RANGE_TITLE,190,None
501401,5014,1,Locale_System:HELP_SHOOTING_RANGE_SPEC_TITLE,191,None
600000,6000,0,Locale_System:HELP_ARENA_TITLE,150,None
601200,6012,0,Locale_System:HELP_NIKKE_TITLE,100,Nikke
601700,6017,0,Locale_System:HELP_NIKKE_TITLE,100,None
602000,6020,0,Locale_System:HELP_AWAKEN_TITLE,430,None
602700,6027,0,Locale_System:HELP_GACHA_TITLE,390,None
602704,6027,4,Locale_System:HELP_GACHA_FIRST_TITLE,900,None
602710,6027,10,Locale_System:HELP_GACHA_2023_NEWYEAR_TITLE,901,None
60271001,6027,1011,Locale_System:HELP_GACHA_STEPUP_TITLE,902,None
60271002,6027,1012,Locale_System:HELP_GACHA_STEPUP_TITLE,902,None
60271003,6027,1013,Locale_System:HELP_GACHA_STEPUP_TITLE,902,None
60271004,6027,1014,Locale_System:HELP_GACHA_STEPUP_TITLE,902,None
603100,6031,0,Locale_System:HELP_LOSTSECTOR_TITLE,130,None
603500,6035,0,Locale_System:HELP_TOWER_TITLE,120,Tower
603600,6036,0,Locale_System:HELP_NIKKE_TITLE,100,None
603700,6037,0,Locale_System:HELP_HARMONYCUBE_TITLE,140,Cube
604400,6044,0,Locale_System:HELP_HARMONYCUBE_TITLE,140,None
604700,6047,0,Locale_System:HELP_TOWER_TITLE,120,None
605900,6059,0,Locale_System:HELP_GUILD_RAID_TITLE,200,None
606000,6060,0,Locale_System:HELP_GUILD_RAID_TITLE,200,None
606100,6061,0,Locale_System:HELP_GUILD_RAID_TITLE,200,None
606200,6062,0,Locale_System:HELP_GUILD_RAID_TITLE,200,None
606700,6067,0,Locale_System:HELP_INTERCEPT_ANOMALOUS_TITLE,690,None
606701,6067,1,Locale_System:HELP_INTERCEPT_ANOMALOUS_TITLE_2,691,None
624300,6243,0,Locale_System:HELP_MY_LOBBY_TITLE,340,None
624301,6243,1,Locale_System:HELP_BACKGROUND_FILL_TITLE,341,None
630000,6300,0,Locale_System:HELP_RANKING_TITLE,385,None
630100,6301,0,Locale_System:HELP_CAMPAIGN_RANKING_TITLE,360,None
630101,6301,1,Locale_System:HELP_POINT_RANKING_TITLE,370,None
630102,6301,2,Locale_System:HELP_POINT_RANKING_TITLE,370,None
630103,6301,3,Locale_System:HELP_POINT_RANKING_TITLE,370,None
630104,6301,4,Locale_System:HELP_POINT_RANKING_TITLE,370,None
630105,6301,5,Locale_System:HELP_TOWER_RANKING_TITLE,380,None
630106,6301,6,Locale_System:HELP_TOWER_RANKING_TITLE,380,None
630107,6301,7,Locale_System:HELP_TOWER_RANKING_TITLE,380,None
630108,6301,8,Locale_System:HELP_TOWER_RANKING_TITLE,380,None
630109,6301,9,Locale_System:HELP_TOWER_RANKING_TITLE,380,None
630110,6301,10,Locale_System:HELP_MUSEUM_RANKING_TOTAL_TITLE,381,None
630111,6301,11,Locale_System:HELP_MUSEUM_RANKING_HALL_TITLE,382,None
700200,7002,0,Locale_System:HELP_DISPATCH_TITLE,300,Dispatch
700600,7006,0,Locale_System:HELP_OUTPOST_BATTLE_TITLE,220,OutpostBattle
700601,7006,1,Locale_System:HELP_OUTPOST_BATTLE_REWARD_TITLE,221,None
700700,7007,0,Locale_System:HELP_OUTPOST_TITLE,210,OutpostHUD
701000,7010,0,Locale_System:HELP_SYNCHRO_TITLE,230,SynchroDevice
701200,7012,0,Locale_System:HELP_SYNCHRO_TITLE,230,None
701400,7014,0,Locale_System:HELP_ACADEMY_TITLE,250,Academy
703000,7030,0,Locale_System:HELP_INFRACORE_TITLE,260,None
800100,8001,0,Locale_System:HELP_CAMPAIGN_FIELD_TITLE,110,None
800200,8002,0,Locale_System:HELP_LOSTSECTOR_TITLE,130,None
1108001,11080,1,Locale_System:HELP_GACHA_PITY_TITLE,903,None
1108201,11082,0,Locale_System:HELP_GACHA_SELECTUP_TITLE,905,None
1110000,11100,0,Locale_System:HELP_RECYCLE_ROOM_TITLE,240,RecycleRoom
1300100,13001,0,Locale_System:HELP_SPECIAL_ARENA_TITLE,160,None
1300201,13100,0,Locale_System:HELP_CHAMPION_ARENA_TITLE_01,161,None
1300202,13101,0,Locale_System:HELP_CHAMPION_ARENA_TITLE_02,162,None
1300203,13103,0,Locale_System:HELP_CHAMPION_ARENA_TITLE_03,163,None
1300204,13104,0,Locale_System:HELP_CHAMPION_ARENA_TITLE_04,164,None
1400000,14000,0,Locale_System:HELP_EMERGENCY_QUEST_TITLE,320,None
1500300,15003,0,Locale_System:HELP_COOPERATION_TITLE,350,None
1500400,15004,90001,Locale_System:HELP_COMEBACK_EVENT_TITLE,480,None
1500401,15004,0,Locale_System:HELP_COMEBACK_EVENT_TITLE,481,None
1511000,15110,0,Locale_System:HELP_GACHA_PAYBACK_TITLE,904,None
1700100,17001,0,Locale_System:HELP_SIMULATIONROOM_TITLE,420,None
1700101,17001,1,Locale_System:HELP_SIMULATIONROOM_OVERCLOCK_TITLE,421,None
1700300,17003,0,Locale_System:HELP_SIMULATIONROOM_TITLE,420,None
1700301,17003,1,Locale_System:HELP_SIMULATIONROOM_OVERCLOCK_TITLE,421,None
1701001,17010,0,Locale_System:HELP_SIMULATIONROOM_OVERCLOCK_TITLE,421,OverClock
1800300,18003,0,Locale_System:HELP_EVENT_STORY_BONUS_REWARD_TITLE,510,None
1900100,19001,0,Locale_System:HELP_PASS_TITLE,410,None
1910100,19101,0,Locale_System:HELP_PASS_TITLE,470,None
1930100,19301,0,Locale_System:HELP_NEWBIEPASS_ROADTOVILLAIN_TITLE,1801,None
2000100,20001,0,Locale_System:HELP_UNION_RAID_TITLE,450,None
2000200,20002,0,Locale_System:HELP_UNION_RAID_TITLE,450,None
2000300,20003,0,Locale_System:HELP_UNION_RAID_RANKING_TITLE,451,None
2000600,20006,0,Locale_System:HELP_UNION_RAID_REWARD_TITLE,452,None
3000100,30001,0,Locale_System:HELP_CONTENTS_SHOP_TITLE,310,None
4000100,40001,0,Locale_System:HELP_VoltRoad_EVENT_TITLE,1300,None
4000101,40001,1,Locale_System:HELP_DICE_EVENT_TITLE,1301,None
4000102,40001,2,Locale_System:HELP_VoltRoad_EVENT_TITLE,1302,None
4100200,41002,1,Locale_System:HELP_TEXT_ADVENTURE_EVENT_TITLE,1200,None
4100201,41002,2,Locale_System:HELP_TEXT_ADVENTURE_EVENT_TITLE,1201,None
5000100,50001,0,Locale_System:HELP_EVENT_FIELD_EVENT_TITLE,490,None
5000101,50001,1,Locale_System:HELP_EVENT_FIELD_EVENT_TITLE,491,None
5000300,50003,0,Locale_System:HELP_EVENT_FIELD_EVENT_TITLE,490,None
5000400,50004,0,Locale_System:HELP_EVENT_FIELD_RECOLLECTION_TITLE,494,None
6000100,60001,1,Locale_System:HELP_SORTOUT_EVENT_TITLE,460,None
6000101,60001,2,Locale_System:HELP_SORTOUT_EVENT_TITLE,461,None
7000100,70001,0,Locale_System:HELP_EVENT_LIBERATE_TITLE,701,None
7000200,70002,0,Locale_System:HELP_EVENT_LIBERATE_TITLE,701,None
7000300,70003,0,Locale_System:HELP_EVENT_LIBERATE_TITLE,701,None
7000400,70004,0,Locale_System:HELP_EVENT_LIBERATE_TITLE,701,None
7000500,70005,0,Locale_System:HELP_EVENT_LIBERATE_TITLE,701,None
7000501,70002,1,Locale_System:HELP_EVENT_LIBERATE_TITLE,702,None
24000000,24000,0,Locale_System:ARCADE_HELPTIP_TITLE,710,None
8000100,80001,0,Locale_System:HELP_BBQ_TYCOON_EVENT_TITLE,1400,None
8000101,80001,1,Locale_System:HELP_BBQ_TYCOON_EVENT_TITLE,1401,None
8000102,80001,2,Locale_System:HELP_BBQ_TYCOON_EVENT_TITLE,1402,None
9000100,90001,0,Locale_System:HELP_CE002_MINIGAME_EVENT_TITLE,1600,None
1500500,15005,0,Locale_System:HELP_TEMPORARY_JOIN_TITLE,1505,None
2200100,22001,0,Locale_System:HELP_CHALLENGE_STAGE_TITLE,1000,None
18000003,18000,10003,Locale_System:HELP_EVENT_STORY_MIRACLE_SNOW_TITLE,520,None
18000004,18000,10004,Locale_System:HELP_EVENT_STORY_ETERNAL_MEMORY_TITLE,530,None
18000005,18000,10005,Locale_System:HELP_EVENT_STORY_BRAND_NEW_YEAR_TITLE,540,None
18000006,18000,10006,Locale_System:HELP_EVENT_STORY_D-OUTSIDERS_TITLE,550,None
18000007,18000,10007,Locale_System:HELP_EVENT_STORY_MAID_IN_VALENTINE_TITLE,560,None
18000008,18000,10008,Locale_System:HELP_EVENT_STORY_CE_01_PART1_TITLE,570,None
18000009,18000,10009,Locale_System:HELP_EVENT_STORY_CE_01_PART2_TITLE,580,None
18000010,18000,10010,Locale_System:HELP_EVENT_STORY_BOW-WOW_PARADISE_TITLE,590,None
18000011,18000,10011,Locale_System:HELP_EVENT_STORY_11_TITLE,600,None
18000012,18000,10012,Locale_System:HELP_EVENT_STORY_12_TITLE,610,None
18000013,18000,10013,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000014,18000,10014,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000015,18000,10015,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000016,18000,10016,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000020,18000,10020,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000021,18000,10021,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000022,18000,10022,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000023,18000,10023,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000024,18000,10024,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000025,18000,10025,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000026,18000,10026,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000027,18000,10027,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000028,18000,10028,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000029,18000,10029,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000030,18000,10030,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000031,18000,10031,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000032,18000,10032,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000033,18000,10033,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000034,18000,10034,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000035,18000,10035,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000036,18000,10036,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000037,18000,10037,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000038,18000,10038,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000039,18000,10039,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000040,18000,10040,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000041,18000,10041,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000042,18000,10042,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000043,18000,10043,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000044,18000,10044,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000045,18000,10045,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000046,18000,10046,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000047,18000,10047,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000048,18000,10048,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000049,18000,10049,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000050,18000,10050,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000051,18000,10051,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000052,18000,10052,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000053,18000,10053,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000054,18000,10054,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000055,18000,10055,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000056,18000,10056,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000057,18000,10057,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000058,18000,10058,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000059,18000,10059,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
