id,event_id,event_phase_type,event_phase_group_id,target_type,trigger,condition_id,condition_value,ignore_event_period,is_stack,shortcut_type,shortcut_id,name_localkey,description_localkey,point_value,reward_id,is_main
200010101,20001,Day1,2000101,Alluser,DailyEventClear,2000101,5,True,True,None,0,None,Locale_Trigger:trigger_desc_DailyEventClear_1,1,32101,True
200010102,20001,Day1,2000101,Alluser,ChapterClear,3,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_2,1,32001,False
200010103,20001,Day1,2000101,Alluser,TowerBasicClear,10010,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerBasicClear_10010,1,32002,False
200010104,20001,Day1,2000101,Alluser,CharacterLevelMax,0,40,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32003,False
200010105,20001,Day1,2000101,Alluser,InterceptClear,0,2,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_InterceptClear,1,32004,False
200010106,20001,Day1,2000101,Alluser,SimulationRoomClearWithoutCondition,0,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,1,32005,False
200010201,20001,Day2,2000102,Alluser,DailyEventClear,2000102,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_2,1,32102,True
200010202,20001,Day2,2000102,Alluser,ChapterClear,5,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_4,1,32006,False
200010203,20001,Day2,2000102,Alluser,TowerBasicClear,10020,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerBasicClear_10020,1,32007,False
200010204,20001,Day2,2000102,Alluser,LostSectorClear,1,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_LostSectorClear_1,1,32008,False
200010205,20001,Day2,2000102,Alluser,CharacterLevelMax,0,50,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32009,False
200010206,20001,Day2,2000102,Alluser,InterceptClear,0,4,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_InterceptClear,1,32010,False
200010301,20001,Day3,2000103,Alluser,DailyEventClear,2000103,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_3,1,32103,True
200010302,20001,Day3,2000103,Alluser,ChapterClear,6,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_5,1,32011,False
200010303,20001,Day3,2000103,Alluser,TowerBasicClear,10030,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerBasicClear_10030,1,32012,False
200010304,20001,Day3,2000103,Alluser,GachaCharacter,0,50,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_GachaCharacter,1,32013,False
200010305,20001,Day3,2000103,Alluser,CharacterLevelMax,0,60,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32014,False
200010306,20001,Day3,2000103,Alluser,EquipItemLevelCount,0,20,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_EquipItemLevelCount,1,32015,False
200010401,20001,Day4,2000104,Alluser,DailyEventClear,2000104,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_4,1,32104,True
200010402,20001,Day4,2000104,Alluser,ChapterClear,7,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_6,1,32016,False
200010403,20001,Day4,2000104,Alluser,TowerBasicClear,10040,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerBasicClear_10040,1,32017,False
200010404,20001,Day4,2000104,Alluser,LostSectorClear,2,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_LostSectorClear_2,1,32018,False
200010405,20001,Day4,2000104,Alluser,CharacterLevelMax,0,70,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32019,False
200010406,20001,Day4,2000104,Alluser,SendFriendShipPoint,0,30,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SendFriendShipPoint,1,32020,False
200010501,20001,Day5,2000105,Alluser,DailyEventClear,2000105,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_5,1,32105,True
200010502,20001,Day5,2000105,Alluser,ChapterClear,8,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_7,1,32021,False
200010503,20001,Day5,2000105,Alluser,TowerBasicClear,10050,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerBasicClear_10050,1,32022,False
200010504,20001,Day5,2000105,Alluser,GachaCharacter,0,70,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_GachaCharacter,1,32023,False
200010505,20001,Day5,2000105,Alluser,CharacterLevelMax,0,75,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32024,False
200010506,20001,Day5,2000105,Alluser,SimulationRoomClearWithoutCondition,0,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,1,32025,False
200010601,20001,Day6,2000106,Alluser,DailyEventClear,2000106,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_6,1,32106,True
200010602,20001,Day6,2000106,Alluser,ChapterClear,9,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_8,1,32026,False
200010603,20001,Day6,2000106,Alluser,TowerBasicClear,10055,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerBasicClear_10055,1,32027,False
200010604,20001,Day6,2000106,Alluser,LostSectorClear,3,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_LostSectorClear_3,1,32028,False
200010605,20001,Day6,2000106,Alluser,CharacterLevelMax,0,80,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32029,False
200010606,20001,Day6,2000106,Alluser,InterceptClear,0,10,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_InterceptClear,1,32030,False
200010701,20001,Day7,2000107,Alluser,DailyEventClear,2000107,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_7,1,32107,True
200010702,20001,Day7,2000107,Alluser,UserLevel,0,40,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_UserLevel,1,32031,False
200010703,20001,Day7,2000107,Alluser,TowerBasicClear,10060,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerBasicClear_10060,1,32032,False
200010704,20001,Day7,2000107,Alluser,GachaCharacter,0,90,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_GachaCharacter,1,32033,False
200010705,20001,Day7,2000107,Alluser,CharacterLevelMax,0,85,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32034,False
200010706,20001,Day7,2000107,Alluser,SimulationRoomClearWithoutCondition,0,7,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,1,32035,False
200010800,20001,Day8,2000108,Alluser,DailyEventClear,2000108,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_8,1,32108,True
200010801,20001,Day8,2000108,Alluser,HardChapterClear,2,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_HardChapterClear_2,1,32036,False
200010802,20001,Day8,2000108,Alluser,TowerElysionClear,20005,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerElysionClear_20005,1,32037,False
200010803,20001,Day8,2000108,Alluser,CharacterCounsel,0,20,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterCounsel,1,32038,False
200010804,20001,Day8,2000108,Alluser,SendFriendShipPoint,0,60,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SendFriendShipPoint,1,32039,False
200010805,20001,Day8,2000108,Alluser,InterceptClear,0,15,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_InterceptClear,1,32040,False
200010900,20001,Day9,2000109,Alluser,DailyEventClear,2000109,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_9,1,32109,True
200010901,20001,Day9,2000109,Alluser,ChapterClear,10,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_9,1,32041,False
200010902,20001,Day9,2000109,Alluser,TowerMissilisClear,30005,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerMissilisClear_30005,1,32042,False
200010903,20001,Day9,2000109,Alluser,CharacterGradeUpCount,0,10,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterGradeUp,1,32043,False
200010904,20001,Day9,2000109,Alluser,CharacterLevelMax,0,90,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32044,False
200010905,20001,Day9,2000109,Alluser,EquipItemLevelCount,0,30,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_EquipItemLevelCount,1,32045,False
200011000,20001,Day10,2000110,Alluser,DailyEventClear,2000110,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_10,1,32110,True
200011001,20001,Day10,2000110,Alluser,GachaCharacter,0,100,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_GachaCharacter,1,32046,False
200011002,20001,Day10,2000110,Alluser,TowerTetraClear,40005,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerTetraClear_40005,1,32047,False
200011003,20001,Day10,2000110,Alluser,CharacterCounsel,0,25,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterCounsel,1,32048,False
200011004,20001,Day10,2000110,Alluser,SimulationRoomClearWithoutCondition,0,10,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,1,32049,False
200011005,20001,Day10,2000110,Alluser,InterceptClear,0,20,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_InterceptClear,1,32050,False
200011100,20001,Day11,2000111,Alluser,DailyEventClear,2000111,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_11,1,32111,True
200011101,20001,Day11,2000111,Alluser,UserLevel,0,45,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_UserLevel,1,32051,False
200011102,20001,Day11,2000111,Alluser,TowerElysionClear,20010,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerElysionClear_20010,1,32052,False
200011103,20001,Day11,2000111,Alluser,LostSectorClear,4,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_LostSectorClear_4,1,32053,False
200011104,20001,Day11,2000111,Alluser,CharacterLevelMax,0,95,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterLevel,1,32054,False
200011105,20001,Day11,2000111,Alluser,SendFriendShipPoint,0,90,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SendFriendShipPoint,1,32055,False
200011200,20001,Day12,2000112,Alluser,DailyEventClear,2000112,5,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_DailyEventClear_12,1,32112,True
200011201,20001,Day12,2000112,Alluser,ChapterClear,11,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_ChapterClear_10,1,32056,False
200011202,20001,Day12,2000112,Alluser,TowerMissilisClear,30010,1,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_TowerMissilisClear_30010,1,32057,False
200011203,20001,Day12,2000112,Alluser,CharacterCounsel,0,30,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_CharacterCounsel,1,32058,False
200011204,20001,Day12,2000112,Alluser,SimulationRoomClearWithoutCondition,0,12,True,True,None,0,Locale_Trigger:None,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,1,32059,False
