id,manager_id,buff_priority,is_can_stack,buff_name,buff_description,buff_target,buff_effect_type,buff_effect_value,buff_effect_resource,buff_icon_resource,is_use_sprite_tint,set_sprite_tint,set_sprite_tint_alpha_value,set_transparent,is_default_buff
1001201,1001,2,False,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Monster,Stealth,0,,,False,,0,50,False
1001202,1001,3,False,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Monster,DebuffReduction,9000,fx_m_fortheking_buff_debuffreduction,,False,,0,0,False
10011011,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,2500,,icn_buff_rpmup,False,,0,0,False
10011012,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,2500,,icn_buff_rpmup,False,,0,0,False
10011013,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,3500,,icn_buff_rpmup,False,,0,0,False
10011141,1001,7,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,TargetCountUp,2,,icn_buff_targetcountup,False,,0,0,False
10011142,1001,7,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,TargetCountUp,3,,icn_buff_targetcountup,False,,0,0,False
10011151,1001,6,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,EffectRangeUp,150,,icn_buff_effectrangeup,False,,0,0,False
10011152,1001,6,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,EffectRangeUp,200,,icn_buff_effectrangeup,False,,0,0,False
10011021,1001,5,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RangeUp,400,,icn_buff_rangeup,False,,0,0,False
10011022,1001,5,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RangeUp,600,,icn_buff_rangeup,False,,0,0,False
10011031,1001,7,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,TargetCountUp,2,,icn_buff_targetcountup,False,,0,0,False
10011032,1001,7,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,TargetCountUp,3,,icn_buff_targetcountup,False,,0,0,False
10011033,1001,7,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,TargetCountUp,5,,icn_buff_targetcountup,False,,0,0,False
10011201,1001,6,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,EffectRangeUp,150,,icn_buff_effectrangeup,False,,0,0,False
10011202,1001,6,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,EffectRangeUp,150,,icn_buff_effectrangeup,False,,0,0,False
10011203,1001,6,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,EffectRangeUp,200,,icn_buff_effectrangeup,False,,0,0,False
10011041,1001,7,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,TargetCountUp,2,,icn_buff_targetcountup,False,,0,0,False
10011042,1001,7,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,TargetCountUp,4,,icn_buff_targetcountup,False,,0,0,False
10011171,1001,6,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,EffectRangeUp,300,,icn_buff_effectrangeup,False,,0,0,False
10011172,1001,6,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,EffectRangeUp,450,,icn_buff_effectrangeup,False,,0,0,False
10011161,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,3000,,icn_buff_rpmup,False,,0,0,False
10011162,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,3500,,icn_buff_rpmup,False,,0,0,False
10011163,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,4500,,icn_buff_rpmup,False,,0,0,False
10011051,1001,5,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RangeUp,200,,icn_buff_rangeup,False,,0,0,False
10011052,1001,5,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RangeUp,300,,icn_buff_rangeup,False,,0,0,False
10011053,1001,5,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RangeUp,400,,icn_buff_rangeup,False,,0,0,False
10011061,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,1000,,icn_buff_rpmup,False,,0,0,False
10011062,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,1500,,icn_buff_rpmup,False,,0,0,False
10011063,1001,3,True,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,RpmUp,2000,,icn_buff_rpmup,False,,0,0,False
10011181,1001,1,False,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,Synchronize,0,fx_m_fortheking_buff_synchronize,icn_buff_synchronize,False,E93936,50,0,False
10011182,1001,1,False,Locale_Event:td_buff_name_dummy,Locale_Event:td_buff_description_dummy,Tower,Synchronize,0,fx_m_fortheking_buff_synchronize,icn_buff_synchronize,False,E93936,50,0,False
