id,main_category_type,order_group_id,name_localkey,description_localkey,main_category_icon_name,sub_category_id,sub_category_name_localkey,package_shop_id,is_hide_if_not_valid,renew_type,start_date,end_date,date_ui_control,shop_type,shop_category,shop_prefab_name
10001,PopupPackageTab,100,Locale_System:CASH_SHOP_POPUP_PACKAGE_NAME,Locale_System:CASH_SHOP_POPUP_PACKAGE_DESC,ele_logo_package_popup_s,1,,0,True,NoRenew,1206140928,1869692928,True,InAppShop,PopupPackageShop,package_popup_layout_001
20002,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22110402,Locale_System:INAPP_SHOP_SUB_CATEGORY_NEW_SERVER_COMMEMORATION_FUNCTION,2002,True,NoRenew,363067904,2026670464,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20003,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22110401,Locale_System:INAPP_SHOP_SUB_CATEGORY_FIRST_BUY_FUNCTION,2003,True,NoRenew,363067904,2026670464,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20004,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22111001,Locale_System:INAPP_SHOP_SUB_CATEGORY_PICKUP_FUNCTION,2004,True,NoRenew,-29645824,1289570688,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20005,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22112402,Locale_System:INAPP_SHOP_SUB_CATEGORY_PICKUP_FUNCTION,2005,True,NoRenew,-1570887168,-1633302144,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20006,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22112401,Locale_System:INAPP_SHOP_SUB_CATEGORY_COMMANDER_BEGIN_FUNCTION,2006,True,NoRenew,-1570887168,1305303040,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20007,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22120801,Locale_System:INAPP_SHOP_SUB_CATEGORY_CHRISTMAS_2022_01_FUNCTION,2007,True,NoRenew,405585920,813465984,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20009,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22121501,Locale_System:INAPP_SHOP_SUB_CATEGORY_CHRISTMAS_2022_02_FUNCTION,2009,True,NoRenew,-937254912,813465984,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20010,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23010101,Locale_System:INAPP_SHOP_SUB_CATEGORY_PICKUP_FUNCTION,2010,True,NoRenew,-1336780800,-1811986048,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20011,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,22122901,Locale_System:INAPP_SHOP_SUB_CATEGORY_NEWYEAR_2023_FUNCTION,2011,True,NoRenew,-1831239680,-2109406848,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20012,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23011201,Locale_System:INAPP_SHOP_SUB_CATEGORY_D_OUTSIDERS_FUNCTION,2012,True,NoRenew,-459145216,-737312384,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20013,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23012001,Locale_System:INAPP_SHOP_SUB_CATEGORY_PICKUP_FUNCTION,2013,True,NoRenew,-1801986048,-762838656,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20014,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23020101,Locale_System:INAPP_SHOP_SUB_CATEGORY_MAIDINVALENTINE_FUNCTION,2014,True,NoRenew,1750431744,220629376,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20015,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23020801,Locale_System:INAPP_SHOP_SUB_CATEGORY_PICKUP_FUNCTION,2015,True,NoRenew,-455417856,1295303040,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20016,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23021501,Locale_System:INAPP_SHOP_SUB_CATEGORY_RECRUITEMENT_FUNCTION,2016,True,NoRenew,-1172441088,-2041722496,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20017,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23022202,Locale_System:INAPP_SHOP_SUB_CATEGORY_CE_01_FUNCTION,2017,True,NoRenew,-1349402624,-1330148992,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20018,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23022201,Locale_System:INAPP_SHOP_SUB_CATEGORY_PICKUP_FUNCTION,2018,True,NoRenew,-1349402624,-1330148992,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20019,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23031502,Locale_System:INAPP_SHOP_SUB_CATEGORY_BOWWOW_FUNCTION,2019,True,NoRenew,1571747840,753518976,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20020,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23031501,Locale_System:INAPP_SHOP_SUB_CATEGORY_ENHANCE_FUNCTION,2020,True,NoRenew,1571747840,-1508832896,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
20021,TimeLimitPackageTab,200,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_NAME,Locale_System:CASH_SHOP_TIMELIMIT_PACKAGE_DESC,ele_logo_package_timelimit_s,23033001,Locale_System:INAPP_SHOP_SUB_CATEGORY_CHERRYBLOSSOM_FUNCTION,2021,True,NoRenew,-639551488,2125613440,True,InAppShop,TimeLimitPackageShop,package_timelimit_layout_001
