id,speech_group_id,category_group,order,is_teaser,voice_description,condition_attractive_level,speech_id,speech_localkey
1020001,10200,1,101,True,Locale_System:voice_description_lobby_reaction_1,1,c102_Lobby_Touch_1,Locale_Character:c102_Lobby_Touch_1
1020002,10200,1,102,True,Locale_System:voice_description_lobby_reaction_2,1,c102_Lobby_Touch_2,Locale_Character:c102_Lobby_Touch_2
1020003,10200,1,103,True,Locale_System:voice_description_lobby_reaction_3,1,c102_Lobby_Touch_3,Locale_Character:c102_Lobby_Touch_3
1020004,10200,1,104,False,Locale_System:voice_description_lobby_reaction_attractive_level_1,10,c102_Lobby_Touch_Love_1,Locale_Character:c102_Lobby_Touch_Love_1
1020005,10200,1,105,False,Locale_System:voice_description_lobby_reaction_attractive_level_2,10,c102_Lobby_Touch_Love_2,Locale_Character:c102_Lobby_Touch_Love_2
1020006,10200,1,106,False,Locale_System:voice_description_lobby_reaction_attractive_level_3,10,c102_Lobby_Touch_Love_3,Locale_Character:c102_Lobby_Touch_Love_3
1020007,10200,1,107,True,Locale_System:voice_description_lobby_stay_1,1,c102_Lobby_Stay_1,Locale_Character:c102_Lobby_Stay_1
1020008,10200,1,108,False,Locale_System:voice_description_lobby_stay_attractive_level_1,10,c102_Lobby_Stay_Love_1,Locale_Character:c102_Lobby_Stay_Love_1
1020009,10200,2,201,True,Locale_System:voice_description_outpost_reaction_1,1,c102_Outpost_Touch_1,Locale_Character:c102_Outpost_Touch_1
1020010,10200,2,202,True,Locale_System:voice_description_outpost_reaction_2,1,c102_Outpost_Touch_2,Locale_Character:c102_Outpost_Touch_2
1020011,10200,2,203,True,Locale_System:voice_description_outpost_reaction_3,1,c102_Outpost_Touch_3,Locale_Character:c102_Outpost_Touch_3
1020012,10200,3,301,False,Locale_System:voice_description_character_obtain_1,1,c102_Gacha_Get_1,Locale_Character:c102_Gacha_Get_1
1020013,10200,3,302,False,Locale_System:voice_description_character_power_up_1,1,c102_Reinforce_1,Locale_Character:c102_Reinforce_1
1020014,10200,3,303,False,Locale_System:voice_description_character_power_up_2,1,c102_Reinforce_2,Locale_Character:c102_Reinforce_2
1020015,10200,3,304,False,Locale_System:voice_description_character_power_up_3,1,c102_Reinforce_3,Locale_Character:c102_Reinforce_3
1020016,10200,3,305,False,Locale_System:voice_description_present_gift_1,1,c102_Gift_1,Locale_Character:c102_Gift_1
1020017,10200,3,306,False,Locale_System:voice_description_present_gift_2,1,c102_Gift_2,Locale_Character:c102_Gift_2
1020018,10200,3,307,False,Locale_System:voice_description_present_gift_3,1,c102_Gift_3,Locale_Character:c102_Gift_3
1020019,10200,3,308,False,Locale_System:voice_description_attractive_level_up_1,1,c102_Attractive_Up_1,Locale_Character:c102_Attractive_Up_1
1020020,10200,3,309,False,Locale_System:voice_description_attractive_level_up_2,1,c102_Attractive_Up_2,Locale_Character:c102_Attractive_Up_2
1020021,10200,3,310,False,Locale_System:voice_description_attractive_level_up_3,1,c102_Attractive_Up_3,Locale_Character:c102_Attractive_Up_3
1020022,10200,4,401,False,Locale_System:voice_description_team_set_1,1,c102_Party_Deploy_1,Locale_Character:c102_Party_Deploy_1
1020023,10200,4,402,False,Locale_System:voice_description_field_touch_1,1,c102_Field_Touch_1,Locale_Character:c102_Field_Touch_1
1020024,10200,4,403,False,Locale_System:voice_description_field_move_1,1,c102_Field_Go_1,Locale_Character:c102_Field_Go_1
1020025,10200,4,404,False,Locale_System:voice_description_field_enter_stage_1,1,c102_Battle_Enter_1,Locale_Character:c102_Battle_Enter_1
1020026,10200,5,501,False,Locale_System:voice_description_start_battle_1,1,c102_Battle_Ready_1,Locale_Character:c102_Battle_Ready_1
1020027,10200,5,502,False,Locale_System:voice_description_start_battle_2,1,c102_Battle_Ready_2,Locale_Character:c102_Battle_Ready_2
1020028,10200,5,503,False,Locale_System:voice_description_start_battle_3,1,c102_Battle_Ready_3,Locale_Character:c102_Battle_Ready_3
1020029,10200,5,504,False,Locale_System:voice_description_reload_1,1,c102_Reload_1,Locale_Character:c102_Reload_1
1020030,10200,5,505,False,Locale_System:voice_description_reload_2,1,c102_Reload_2,Locale_Character:c102_Reload_2
1020031,10200,5,506,False,Locale_System:voice_description_reload_3,1,c102_Reload_3,Locale_Character:c102_Reload_3
1020032,10200,5,507,False,Locale_System:voice_description_ult_ready_1,1,c102_Ult_Skill_Ready_1,Locale_Character:c102_Ult_Skill_Ready_1
1020033,10200,5,508,False,Locale_System:voice_description_ult_use_1,1,c102_Ult_Skill_1,Locale_Character:c102_Ult_Skill_1
1020034,10200,5,509,False,Locale_System:voice_description_enter_fullbust_1,1,c102_FullBurst_1,Locale_Character:c102_FullBurst_1
1020035,10200,5,510,False,Locale_System:voice_description_monster_kill_1,1,c102_Kill_Monster_1,Locale_Character:c102_Kill_Monster_1
1020036,10200,5,511,False,Locale_System:voice_description_monster_kill_2,1,c102_Kill_Monster_2,Locale_Character:c102_Kill_Monster_2
1020037,10200,5,512,False,Locale_System:voice_description_monster_kill_3,1,c102_Kill_Monster_3,Locale_Character:c102_Kill_Monster_3
1020038,10200,5,513,False,Locale_System:voice_description_character_hit_1,1,c102_Damage_1,Locale_Character:c102_Damage_1
1020039,10200,5,514,False,Locale_System:voice_description_character_hit_2,1,c102_Damage_2,Locale_Character:c102_Damage_2
1020040,10200,5,515,False,Locale_System:voice_description_character_hit_3,1,c102_Damage_3,Locale_Character:c102_Damage_3
1020041,10200,5,516,False,Locale_System:voice_description_character_die_1,1,c102_Die_1,Locale_Character:c102_Die_1
1020042,10200,5,517,False,Locale_System:voice_description_battle_win_1,1,c102_Win_1,Locale_Character:c102_Win_1
1400001,14000,1,101,True,Locale_System:voice_description_lobby_reaction_1,1,c140_Lobby_Touch_1,Locale_Character:c140_Lobby_Touch_1
1400002,14000,1,102,True,Locale_System:voice_description_lobby_reaction_2,1,c140_Lobby_Touch_2,Locale_Character:c140_Lobby_Touch_2
1400003,14000,1,103,True,Locale_System:voice_description_lobby_reaction_3,1,c140_Lobby_Touch_3,Locale_Character:c140_Lobby_Touch_3
1400004,14000,1,104,False,Locale_System:voice_description_lobby_reaction_attractive_level_1,10,c140_Lobby_Touch_Love_1,Locale_Character:c140_Lobby_Touch_Love_1
1400005,14000,1,105,False,Locale_System:voice_description_lobby_reaction_attractive_level_2,10,c140_Lobby_Touch_Love_2,Locale_Character:c140_Lobby_Touch_Love_2
1400006,14000,1,106,False,Locale_System:voice_description_lobby_reaction_attractive_level_3,10,c140_Lobby_Touch_Love_3,Locale_Character:c140_Lobby_Touch_Love_3
1400007,14000,1,107,True,Locale_System:voice_description_lobby_stay_1,1,c140_Lobby_Stay_1,Locale_Character:c140_Lobby_Stay_1
1400008,14000,1,108,False,Locale_System:voice_description_lobby_stay_attractive_level_1,10,c140_Lobby_Stay_Love_1,Locale_Character:c140_Lobby_Stay_Love_1
1400009,14000,2,201,True,Locale_System:voice_description_outpost_reaction_1,1,c140_Outpost_Touch_1,Locale_Character:c140_Outpost_Touch_1
1400010,14000,2,202,True,Locale_System:voice_description_outpost_reaction_2,1,c140_Outpost_Touch_2,Locale_Character:c140_Outpost_Touch_2
1400011,14000,2,203,True,Locale_System:voice_description_outpost_reaction_3,1,c140_Outpost_Touch_3,Locale_Character:c140_Outpost_Touch_3
1400012,14000,3,301,False,Locale_System:voice_description_character_obtain_1,1,c140_Gacha_Get_1,Locale_Character:c140_Gacha_Get_1
1400013,14000,3,302,False,Locale_System:voice_description_character_power_up_1,1,c140_Reinforce_1,Locale_Character:c140_Reinforce_1
1400014,14000,3,303,False,Locale_System:voice_description_character_power_up_2,1,c140_Reinforce_2,Locale_Character:c140_Reinforce_2
