id,event_id,ui_icon,ui_video,Description,GunAsset
191,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev1level1/EVA9_D1_L1_Weapon
192,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev1level2/EVA9_D1_L2_Weapon
193,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev1level3/EVA9_D1_L3_Weapon
194,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev2level1/EVA9_D2_L1_Weapon
195,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev2level2/EVA9_D2_L2_Weapon
196,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev2level3/EVA9_D2_L3_Weapon
197,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev3level1/EVA9_D3_L1_Weapon
198,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev3level2/EVA9_D3_L2_Weapon
199,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA9/Dev3level3/EVA9_D3_L3_Weapon
181,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev1level1/EVA8_D1_L1_Weapon
182,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev1level2/EVA8_D1_L2_Weapon
183,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev1level3/EVA8_D1_L3_Weapon
184,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev2level1/EVA8_D2_L1_Weapon
185,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev2level2/EVA8_D2_L2_Weapon
186,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev2level3/EVA8_D2_L3_Weapon
187,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev3level1/EVA8_D3_L1_Weapon
188,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev3level2/EVA8_D3_L2_Weapon
189,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA8/Dev3level3/EVA8_D3_L3_Weapon
121,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev1level1/EVA2_D1_L1_Weapon
122,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev1level2/EVA2_D1_L2_Weapon
123,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev1level3/EVA2_D1_L3_Weapon
124,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev2level1/EVA2_D2_L1_Weapon
125,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev2level2/EVA2_D2_L2_Weapon
126,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev2level3/EVA2_D2_L3_Weapon
127,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev3level1/EVA2_D3_L1_Weapon
128,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev3level2/EVA2_D3_L2_Weapon
129,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,40009,a,EVA2/Dev3level3/EVA2_D3_L3_Weapon
211,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite1/1/E1_Weapon1
212,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite1/2/E1_Weapon2
213,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite1/3/E1_Weapon3
214,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite1/4/E1_Weapon4
215,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite1/2/E1_Weapon22
216,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite1/2/E1_Weapon23
221,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite2/1/E2_Weapon1
222,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite2/2/E2_Weapon2
223,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite2/3/E2_Weapon3
224,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite2/4/E2_Weapon4
231,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite3/1/E3_Weapon1
232,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite3/2/E3_Weapon2
233,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite3/3/E3_Weapon3
234,81901,MiniGameEVA/Skill/eva2_jw_icon01.png,10001,a,Enemy/Elite/Elite3/4/E3_Weapon4
