id,group_id,is_infinity,is_repeat,repeat_count,level_up_locale,presetgroupdata/0/preset_group_id,presetgroupdata/0/preset_group_ratio,presetgroupdata/1/preset_group_id,presetgroupdata/1/preset_group_ratio,presetgroupdata/10/preset_group_id,presetgroupdata/10/preset_group_ratio,presetgroupdata/11/preset_group_id,presetgroupdata/11/preset_group_ratio,presetgroupdata/12/preset_group_id,presetgroupdata/12/preset_group_ratio,presetgroupdata/13/preset_group_id,presetgroupdata/13/preset_group_ratio,presetgroupdata/14/preset_group_id,presetgroupdata/14/preset_group_ratio,presetgroupdata/15/preset_group_id,presetgroupdata/15/preset_group_ratio,presetgroupdata/16/preset_group_id,presetgroupdata/16/preset_group_ratio,presetgroupdata/17/preset_group_id,presetgroupdata/17/preset_group_ratio,presetgroupdata/18/preset_group_id,presetgroupdata/18/preset_group_ratio,presetgroupdata/19/preset_group_id,presetgroupdata/19/preset_group_ratio,presetgroupdata/2/preset_group_id,presetgroupdata/2/preset_group_ratio,presetgroupdata/3/preset_group_id,presetgroupdata/3/preset_group_ratio,presetgroupdata/4/preset_group_id,presetgroupdata/4/preset_group_ratio,presetgroupdata/5/preset_group_id,presetgroupdata/5/preset_group_ratio,presetgroupdata/6/preset_group_id,presetgroupdata/6/preset_group_ratio,presetgroupdata/7/preset_group_id,presetgroupdata/7/preset_group_ratio,presetgroupdata/8/preset_group_id,presetgroupdata/8/preset_group_ratio,presetgroupdata/9/preset_group_id,presetgroupdata/9/preset_group_ratio
1,1,False,True,3,,40101,1666,40201,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40301,1666,40401,1666,40501,1666,40601,1670,0,0,0,0,0,0,0,0
2,1,False,False,0,,40101,1500,40201,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40301,1500,40401,1500,40501,1500,40601,1500,10401,250,20501,250,30101,250,10402,250
3,1,False,True,3,,50101,900,50201,900,10101,200,20101,150,30101,150,10102,200,90101,150,90201,150,0,0,0,0,0,0,0,0,50301,900,50401,900,50501,900,50601,900,50701,900,50801,900,50901,900,51001,900
4,1,False,False,0,Locale_Event:event_dungeon_run_level_up_01,10101,1250,10102,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20101,1500,30101,1500,90101,1500,90201,1500,90301,1500,0,0,0,0,0,0
5,1,False,True,4,,50301,875,50401,875,60301,250,60401,250,60501,300,60601,300,60701,300,60801,300,90101,200,90201,200,90301,200,90501,200,50501,875,50601,875,50701,875,50801,875,50901,875,51001,875,60101,250,60201,250
6,1,False,False,0,,10101,800,10102,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20101,1200,20201,1200,90101,1500,90201,1500,90301,1000,90404,1000,90501,1000,0,0
7,1,False,False,0,,30201,5000,30302,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30402,1000,30502,1000,0,0,0,0,0,0,0,0,0,0,0,0
8,1,False,False,0,Locale_Event:event_dungeon_run_level_up_02,50701,375,50801,375,60301,625,60401,625,70101,250,70201,250,70301,250,70401,250,90101,250,90201,300,90301,300,90501,150,50901,375,51001,375,50101,375,50201,375,60901,625,61001,625,60101,625,60201,625
9,1,False,True,3,,50701,375,50801,375,60301,625,60401,625,70101,250,70201,250,70301,250,70401,250,90101,250,90201,300,90301,300,90501,150,50901,375,51001,375,50101,375,50201,375,60901,625,61001,625,60101,625,60201,625
10,1,False,False,0,,10201,3500,10202,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10303,1500,10304,1500,0,0,0,0,0,0,0,0,0,0,0,0
11,1,False,True,4,Locale_Event:event_dungeon_run_level_up_03,60501,1000,60601,1000,70501,300,70601,300,70701,300,70801,300,70901,300,71001,300,90103,300,90203,250,90301,250,90501,200,60701,1000,60801,1000,60901,1000,61001,1000,70101,300,70201,300,70301,300,70401,300
12,1,False,False,0,,20201,5500,20302,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20402,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,False,True,4,Locale_Event:event_dungeon_run_level_up_04,60102,1000,60202,1000,70802,500,70902,500,71002,500,80101,250,80201,250,80301,250,80401,250,90302,300,90502,500,90401,200,60302,1000,70102,500,70202,500,70302,500,70402,500,70502,500,70602,500,70702,500
14,1,False,False,0,,10301,1000,10302,1000,90302,500,90401,500,90502,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20301,1000,20401,500,30301,1000,30401,1000,30501,1000,30601,1000,90102,500,90202,500
15,1,False,False,0,,30301,2500,30401,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30501,2500,30601,2500,0,0,0,0,0,0,0,0,0,0,0,0
16,1,False,True,4,Locale_Event:event_dungeon_run_level_up_05,70102,600,70202,600,80501,375,80601,375,80701,375,80801,375,80901,375,81001,375,80101,375,80201,375,90102,500,90502,500,70302,600,70402,600,70502,600,70602,600,70702,600,70802,600,70902,600,71002,600
17,1,False,True,2,,10301,1000,10302,1000,90302,500,90402,500,90502,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20301,1000,20401,500,30301,1000,30401,1000,30501,1000,30601,1000,90102,500,90202,500
18,1,False,True,14,,80101,800,80201,800,20301,200,20401,200,30401,200,30501,200,30601,200,90102,200,90202,200,90302,200,90402,200,90502,200,80301,800,80401,800,80501,800,80601,800,80701,800,80801,800,80901,800,81001,800
19,1,True,False,0,Locale_Event:event_dungeon_run_level_up_06,80102,500,80202,500,20303,500,20403,500,30403,500,30503,500,30602,500,90104,500,90204,500,90303,500,90403,500,90503,500,80302,500,80402,500,80502,500,80602,500,80702,500,80802,500,10203,500,10403,500
