id,group_id,name_locale,description_locale,weapon_resource,weapon_icon,weapon_size,weapon_open_date,weapon_level,max_level,weapon_type,focus_target_type,weapon_atk_type,weapon_tag,proj_resource,proj_hit_resource,proj_life_time,proj_speed,proj_size,one_shot_proj_amount,total_proj_amount,proj_atk_term,proj_pierce,proj_knockback_value,contact_explosion,explosion_range,range_atk_range,range_atk_duration,range_atk_term,range_atk_angle,weapon_atk,weapon_reload_time,atk_start_range,explosion_resource,range_atk_resource,skill_data_01/0/skill_type_01,skill_data_01/0/skill_description_locale_01,skill_data_02/0/skill_type_02,skill_data_02/0/skill_description_locale_02,skill_data_01/0/skillresource_01/0/skill_resource_01,skill_data_01/0/skillresource_01/1/skill_resource_01,skill_data_01/0/skillvalue_01/0/skill_value_01,skill_data_01/0/skillvalue_01/1/skill_value_01,skill_data_01/0/skillvalue_01/2/skill_value_01,skill_data_01/0/skillvalue_01/3/skill_value_01,skill_data_01/0/skillvalue_01/4/skill_value_01,skill_data_01/0/skillvalue_01/5/skill_value_01,skill_data_02/0/skillresource_02/0/skill_resource_02,skill_data_02/0/skillresource_02/1/skill_resource_02,skill_data_02/0/skillvalue_02/0/skill_value_02,skill_data_02/0/skillvalue_02/1/skill_value_02,skill_data_02/0/skillvalue_02/2/skill_value_02,skill_data_02/0/skillvalue_02/3/skill_value_02,skill_data_02/0/skillvalue_02/4/skill_value_02,skill_data_02/0/skillvalue_02/5/skill_value_02
1,1,Locale_Event:event_bh_weapon_name_01,Locale_Event:event_bh_weapon_description_01,bh_weapon_01,icn_bh_weapon_01,1,16,1,False,Firearms,Random,ProjectileMultiShot,Pierce,proj_bh_weapon_01,fx_bh_monster_hit,250,600,80,1,1,0,True,0,False,0,0,0,0,0,150,600,800,,,BounceProj,Locale_Event:event_bh_weapon_01_skill_description_02,None,,,,1,1,0,0,0,0,,,0,0,0,0,0,0
2,1,Locale_Event:event_bh_weapon_name_01,Locale_Event:event_bh_weapon_description_01,bh_weapon_01,icn_bh_weapon_01,1,16,2,False,Firearms,Random,ProjectileMultiShot,Pierce,proj_bh_weapon_01,fx_bh_monster_hit,250,600,80,3,3,0,True,0,False,0,0,0,0,0,150,600,800,,,BounceProj,Locale_Event:event_bh_weapon_01_skill_description_02,None,Locale_Event:event_bh_weapon_01_skill_description_01,,,1,1,0,0,0,0,,,0,0,0,0,0,0
3,1,Locale_Event:event_bh_weapon_name_01,Locale_Event:event_bh_weapon_description_01,bh_weapon_01,icn_bh_weapon_01,1,16,3,False,Firearms,Random,ProjectileMultiShot,Pierce,proj_bh_weapon_01,fx_bh_monster_hit,250,600,80,3,3,0,True,0,False,0,0,0,0,0,160,600,800,,,BounceProj,Locale_Event:event_bh_weapon_01_skill_description_02,None,Locale_Event:event_bh_weapon_01_skill_description_01,,,2,1,0,0,0,0,,,0,0,0,0,0,0
4,1,Locale_Event:event_bh_weapon_name_01,Locale_Event:event_bh_weapon_description_01,bh_weapon_01,icn_bh_weapon_01,1,16,4,True,Firearms,Random,ProjectileMultiShot,Pierce,proj_bh_weapon_01,fx_bh_monster_hit,250,600,80,3,3,0,True,0,False,0,0,0,0,0,170,600,800,,,BounceProj,Locale_Event:event_bh_weapon_01_skill_description_03,None,Locale_Event:event_bh_weapon_01_skill_description_01,,,3,1,0,0,0,0,,,0,0,0,0,0,0
5,2,Locale_Event:event_bh_weapon_name_02,Locale_Event:event_bh_weapon_description_02,bh_weapon_02,icn_bh_weapon_02,2,0,1,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_06_01,fx_bh_monster_hit,300,400,100,1,4,30,False,0,False,0,0,0,0,0,50,500,650,,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
6,2,Locale_Event:event_bh_weapon_name_02,Locale_Event:event_bh_weapon_description_02,bh_weapon_02,icn_bh_weapon_02,2,0,2,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_06_01,fx_bh_monster_hit,300,400,100,1,5,30,False,0,False,0,0,0,0,0,55,500,650,,,None,Locale_Event:event_bh_weapon_02_skill_description_01,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
7,2,Locale_Event:event_bh_weapon_name_02,Locale_Event:event_bh_weapon_description_02,bh_weapon_02,icn_bh_weapon_02,2,0,3,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_06_01,fx_bh_monster_hit,300,400,100,1,6,30,False,0,False,0,0,0,0,0,60,500,650,,,None,Locale_Event:event_bh_weapon_02_skill_description_01,CriticalAttack,Locale_Event:event_bh_weapon_02_skill_description_02,,,0,0,0,0,0,0,proj_bh_weapon_06_02,,5,0,0,0,0,0
8,2,Locale_Event:event_bh_weapon_name_02,Locale_Event:event_bh_weapon_description_02,bh_weapon_02,icn_bh_weapon_02,2,0,4,True,Firearms,Random,Projectile,Projectile,proj_bh_weapon_06_01,fx_bh_monster_hit,300,400,100,1,7,30,False,0,False,0,0,0,0,0,65,500,650,,,None,Locale_Event:event_bh_weapon_02_skill_description_01,CriticalAttack,Locale_Event:event_bh_weapon_02_skill_description_02,,,0,0,0,0,0,0,proj_bh_weapon_06_02,,3,0,0,0,0,0
9,3,Locale_Event:event_bh_weapon_name_03,Locale_Event:event_bh_weapon_description_03,bh_weapon_03,icn_bh_weapon_03,3,9,1,False,Firearms,Near,ProjectileBomb,Range,proj_bh_weapon_03_01,fx_bh_monster_hit,250,500,50,1,1,0,False,0,True,200,0,0,0,0,180,500,600,proj_bh_weapon_03_01_hit,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
10,3,Locale_Event:event_bh_weapon_name_03,Locale_Event:event_bh_weapon_description_03,bh_weapon_03,icn_bh_weapon_03,3,9,2,False,Firearms,Near,ProjectileBomb,Range,proj_bh_weapon_03_01,fx_bh_monster_hit,250,500,50,1,1,0,False,0,True,200,0,0,0,0,230,500,600,proj_bh_weapon_03_01_hit,,DefDown,Locale_Event:event_bh_weapon_03_skill_description_01,None,,proj_bh_weapon_03_02,fx_bh_monster_def_down,40,10,400,0,0,0,,,0,0,0,0,0,0
11,3,Locale_Event:event_bh_weapon_name_03,Locale_Event:event_bh_weapon_description_03,bh_weapon_03,icn_bh_weapon_03,3,9,3,False,Firearms,Near,ProjectileBomb,Range,proj_bh_weapon_03_01,fx_bh_monster_hit,250,500,50,1,1,0,False,0,True,250,0,0,0,0,280,500,600,proj_bh_weapon_03_01_hit,,DefDown,Locale_Event:event_bh_weapon_03_skill_description_01,SplitProj,Locale_Event:event_bh_weapon_03_skill_description_02,proj_bh_weapon_03_02,fx_bh_monster_def_down,60,20,450,0,0,0,,,5,3,50,1,0,0
12,3,Locale_Event:event_bh_weapon_name_03,Locale_Event:event_bh_weapon_description_03,bh_weapon_03,icn_bh_weapon_03,3,9,4,True,Firearms,Near,ProjectileBomb,Range,proj_bh_weapon_03_01,fx_bh_monster_hit,250,500,50,1,1,0,False,0,True,250,0,0,0,0,330,500,600,proj_bh_weapon_03_01_hit,,DefDown,Locale_Event:event_bh_weapon_03_skill_description_01,SplitProj,Locale_Event:event_bh_weapon_03_skill_description_02,proj_bh_weapon_03_02,fx_bh_monster_def_down,80,30,500,0,0,0,,,3,4,50,1,0,0
13,4,Locale_Event:event_bh_weapon_name_04,Locale_Event:event_bh_weapon_description_04,bh_weapon_04,icn_bh_weapon_04,4,0,1,False,Firearms,Near,ProjectileMultiShot,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,350,300,100,3,3,0,False,25,False,0,0,0,0,0,50,400,550,,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
14,4,Locale_Event:event_bh_weapon_name_04,Locale_Event:event_bh_weapon_description_04,bh_weapon_04,icn_bh_weapon_04,4,0,2,False,Firearms,Near,ProjectileMultiShot,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,350,300,100,5,5,0,False,50,False,0,0,0,0,0,60,400,550,,,None,Locale_Event:event_bh_weapon_04_skill_description_01,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
15,4,Locale_Event:event_bh_weapon_name_04,Locale_Event:event_bh_weapon_description_04,bh_weapon_04,icn_bh_weapon_04,4,0,3,False,Firearms,Near,ProjectileMultiShot,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,350,300,100,5,5,0,False,75,False,0,0,0,0,0,70,400,550,,,None,Locale_Event:event_bh_weapon_04_skill_description_01,BombProjectile,Locale_Event:event_bh_weapon_04_skill_description_02,,,0,0,0,0,0,0,proj_bh_weapon_05_02,proj_bh_weapon_03_01_hit,5,150,0,0,0,0
16,4,Locale_Event:event_bh_weapon_name_04,Locale_Event:event_bh_weapon_description_04,bh_weapon_04,icn_bh_weapon_04,4,0,4,True,Firearms,Near,ProjectileMultiShot,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,350,300,100,5,5,0,False,100,False,0,0,0,0,0,80,400,550,,,None,Locale_Event:event_bh_weapon_04_skill_description_01,BombProjectile,Locale_Event:event_bh_weapon_04_skill_description_02,,,0,0,0,0,0,0,proj_bh_weapon_05_02,proj_bh_weapon_03_01_hit,3,200,0,0,0,0
17,5,Locale_Event:event_bh_weapon_name_05,Locale_Event:event_bh_weapon_description_05,bh_weapon_05,icn_bh_weapon_05,5,0,1,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,250,500,100,1,3,50,False,0,False,0,0,0,0,0,80,600,650,,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
18,5,Locale_Event:event_bh_weapon_name_05,Locale_Event:event_bh_weapon_description_05,bh_weapon_05,icn_bh_weapon_05,5,0,2,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,250,500,100,1,3,50,False,0,False,0,0,0,0,0,90,600,650,,,KillAtkUp,Locale_Event:event_bh_weapon_05_skill_description_01,None,,fx_bh_character_weapon_atk_up,,6,500,2,0,0,0,,,0,0,0,0,0,0
19,5,Locale_Event:event_bh_weapon_name_05,Locale_Event:event_bh_weapon_description_05,bh_weapon_05,icn_bh_weapon_05,5,0,3,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,250,500,100,1,3,50,False,0,False,0,0,0,0,0,100,600,650,,,KillAtkUp,Locale_Event:event_bh_weapon_05_skill_description_01,ReinforcedProj,Locale_Event:event_bh_weapon_05_skill_description_02,fx_bh_character_weapon_atk_up,,7,500,2,0,0,0,proj_bh_weapon_05_03,,30,50,0,0,0,0
20,5,Locale_Event:event_bh_weapon_name_05,Locale_Event:event_bh_weapon_description_05,bh_weapon_05,icn_bh_weapon_05,5,0,4,True,Firearms,Random,Projectile,Projectile,proj_bh_weapon_05_01,fx_bh_monster_hit,250,500,100,1,3,50,False,0,False,0,0,0,0,0,110,600,650,,,KillAtkUp,Locale_Event:event_bh_weapon_05_skill_description_01,ReinforcedProj,Locale_Event:event_bh_weapon_05_skill_description_02,fx_bh_character_weapon_atk_up,,8,500,2,0,0,0,proj_bh_weapon_05_03,,60,60,0,0,0,0
21,6,Locale_Event:event_bh_weapon_name_06,Locale_Event:event_bh_weapon_description_06,bh_weapon_06,icn_bh_weapon_06,6,0,1,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_02_01,fx_bh_monster_hit,300,400,100,1,1,0,False,0,False,0,0,0,0,0,160,350,600,,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
22,6,Locale_Event:event_bh_weapon_name_06,Locale_Event:event_bh_weapon_description_06,bh_weapon_06,icn_bh_weapon_06,6,0,2,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_02_01,fx_bh_monster_hit,300,400,100,1,2,25,False,0,False,0,0,0,0,0,210,350,600,,,None,Locale_Event:event_bh_weapon_06_skill_description_01,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
23,6,Locale_Event:event_bh_weapon_name_06,Locale_Event:event_bh_weapon_description_06,bh_weapon_06,icn_bh_weapon_06,6,0,3,False,Firearms,Random,Projectile,Projectile,proj_bh_weapon_02_01,fx_bh_monster_hit,300,400,100,1,2,25,False,0,False,0,0,0,0,0,260,350,600,,,None,Locale_Event:event_bh_weapon_06_skill_description_01,IgnoreDef,Locale_Event:event_bh_weapon_06_skill_description_02,,,0,0,0,0,0,0,proj_bh_weapon_02_02,,50,0,0,0,0,0
24,6,Locale_Event:event_bh_weapon_name_06,Locale_Event:event_bh_weapon_description_06,bh_weapon_06,icn_bh_weapon_06,6,0,4,True,Firearms,Random,Projectile,Projectile,proj_bh_weapon_02_01,fx_bh_monster_hit,300,400,100,1,2,25,False,0,False,0,0,0,0,0,310,350,600,,,None,Locale_Event:event_bh_weapon_06_skill_description_01,IgnoreDef,Locale_Event:event_bh_weapon_06_skill_description_02,,,0,0,0,0,0,0,proj_bh_weapon_02_02,,90,0,0,0,0,0
25,7,Locale_Event:event_bh_weapon_name_07,Locale_Event:event_bh_weapon_description_07,bh_weapon_07,icn_bh_weapon_07,7,0,1,False,Firearms,Random,Projectile,Pierce,proj_bh_weapon_07_01,fx_bh_monster_hit,250,700,50,1,1,0,True,0,False,0,0,0,0,0,275,800,900,,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
26,7,Locale_Event:event_bh_weapon_name_07,Locale_Event:event_bh_weapon_description_07,bh_weapon_07,icn_bh_weapon_07,7,0,2,False,Firearms,Random,Projectile,Pierce,proj_bh_weapon_07_01,fx_bh_monster_hit,250,700,50,1,1,0,True,0,False,0,0,0,0,0,325,800,900,,,DotDebuff,Locale_Event:event_bh_weapon_07_skill_description_01,None,,fx_bh_monster_dot,,200,60,5,2,0,0,,,0,0,0,0,0,0
27,7,Locale_Event:event_bh_weapon_name_07,Locale_Event:event_bh_weapon_description_07,bh_weapon_07,icn_bh_weapon_07,7,0,3,False,Firearms,Random,Projectile,Pierce,proj_bh_weapon_07_01,fx_bh_monster_hit,250,700,50,1,1,0,True,0,False,0,0,0,0,0,375,800,900,,,DotDebuff,Locale_Event:event_bh_weapon_07_skill_description_01,InstantDeath,Locale_Event:event_bh_weapon_07_skill_description_02,fx_bh_monster_dot,,300,60,7,2,0,0,,,1,0,0,0,0,0
28,7,Locale_Event:event_bh_weapon_name_07,Locale_Event:event_bh_weapon_description_07,bh_weapon_07,icn_bh_weapon_07,7,0,4,True,Firearms,Random,Projectile,Pierce,proj_bh_weapon_07_01,fx_bh_monster_hit,250,700,50,1,1,0,True,0,False,0,0,0,0,0,425,800,900,,,DotDebuff,Locale_Event:event_bh_weapon_07_skill_description_01,InstantDeath,Locale_Event:event_bh_weapon_07_skill_description_02,fx_bh_monster_dot,,400,50,10,2,0,0,,,2,0,0,0,0,0
29,8,Locale_Event:event_bh_weapon_name_08,Locale_Event:event_bh_weapon_description_08,bh_weapon_08,icn_bh_weapon_08,8,0,1,False,Firearms,Near,Range,Range,proj_bh_weapon_08,fx_bh_monster_hit,500,200,100,1,1,0,False,0,False,0,500,300,50,90,25,700,550,,proj_bh_weapon_08,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
30,8,Locale_Event:event_bh_weapon_name_08,Locale_Event:event_bh_weapon_description_08,bh_weapon_08,icn_bh_weapon_08,8,0,2,False,Firearms,Near,Range,Range,proj_bh_weapon_08,fx_bh_monster_hit,500,200,100,1,1,0,False,0,False,0,500,300,50,90,50,700,550,,proj_bh_weapon_08,None,Locale_Event:event_bh_weapon_08_skill_description_01,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
31,8,Locale_Event:event_bh_weapon_name_08,Locale_Event:event_bh_weapon_description_08,bh_weapon_08,icn_bh_weapon_08,8,0,3,False,Firearms,Near,Range,Range,proj_bh_weapon_08,fx_bh_monster_hit,500,200,100,1,1,0,False,0,False,0,700,300,50,90,75,700,550,,proj_bh_weapon_08,None,Locale_Event:event_bh_weapon_08_skill_description_01,DotDamageCarpet,Locale_Event:event_bh_weapon_08_skill_description_02,,,0,0,0,0,0,0,fx_bh_dot_carpet,,400,100,15,0,0,0
32,8,Locale_Event:event_bh_weapon_name_08,Locale_Event:event_bh_weapon_description_08,bh_weapon_08,icn_bh_weapon_08,8,0,4,True,Firearms,Near,Range,Range,proj_bh_weapon_08,fx_bh_monster_hit,500,200,100,1,1,0,False,0,False,0,700,300,50,90,100,700,550,,proj_bh_weapon_08,None,Locale_Event:event_bh_weapon_08_skill_description_01,DotDamageCarpet,Locale_Event:event_bh_weapon_08_skill_description_02,,,0,0,0,0,0,0,fx_bh_dot_carpet,,400,50,15,0,0,0
33,9,Locale_Event:event_bh_weapon_name_09,Locale_Event:event_bh_weapon_description_09,bh_weapon_09,icn_bh_weapon_09,9,0,1,False,Firearms,Random,Projectile,Pierce,proj_bh_weapon_09,fx_bh_monster_hit,250,800,40,1,1,0,True,0,False,0,0,0,0,0,310,750,700,,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
34,9,Locale_Event:event_bh_weapon_name_09,Locale_Event:event_bh_weapon_description_09,bh_weapon_09,icn_bh_weapon_09,9,0,2,False,Firearms,Random,Projectile,Pierce,proj_bh_weapon_09,fx_bh_monster_hit,250,800,80,1,1,0,True,0,False,0,0,0,0,0,360,750,700,,,None,Locale_Event:event_bh_weapon_09_skill_description_01,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
