id,group_id,cutscene_resource,cutscene_name,cutscene_description,cutscene_print_timing,cutscene_print_type,is_appear_in_f_rank,is_appear_in_d_rank,is_appear_in_c_rank,is_appear_in_b_rank,is_appear_in_a_rank,is_appear_in_s_rank
1,1,event_dungeon_run_die_01,Locale_Event:event_dungeon_run_die_title_01,Locale_Event:event_dungeon_run_die_description_01,Dead,Fall,False,False,False,False,False,False
2,1,event_dungeon_run_die_02,Locale_Event:event_dungeon_run_die_title_02,Locale_Event:event_dungeon_run_die_description_02,Dead,Mimic,False,False,False,False,False,False
3,1,event_dungeon_run_die_03,Locale_Event:event_dungeon_run_die_title_03,Locale_Event:event_dungeon_run_die_description_03,Dead,GiantAX,False,False,False,False,False,False
4,1,event_dungeon_run_die_04,Locale_Event:event_dungeon_run_die_title_04,Locale_Event:event_dungeon_run_die_description_04,Dead,Fireball,False,False,False,False,False,False
5,1,event_dungeon_run_die_05,Locale_Event:event_dungeon_run_die_title_05,Locale_Event:event_dungeon_run_die_description_05,Dead,Rock,False,False,False,False,False,False
6,1,event_dungeon_run_die_06,Locale_Event:event_dungeon_run_die_title_06,Locale_Event:event_dungeon_run_die_description_06,Dead,Rapture,False,False,False,False,False,False
7,1,event_dungeon_run_die_07,Locale_Event:event_dungeon_run_die_title_07,Locale_Event:event_dungeon_run_die_description_07,Dead,Needle,False,False,False,False,False,False
8,1,event_dungeon_run_die_08,Locale_Event:event_dungeon_run_die_title_08,Locale_Event:event_dungeon_run_die_description_08,Dead,Dragon,False,False,False,False,False,False
9,1,event_dungeon_run_ending_01,Locale_Event:event_dungeon_run_ending_title_01,Locale_Event:event_dungeon_run_ending_description_01,Result,None,False,False,False,False,False,True
10,1,event_dungeon_run_ending_02,Locale_Event:event_dungeon_run_ending_title_02,Locale_Event:event_dungeon_run_ending_description_02,Result,None,False,False,False,False,True,False
11,1,event_dungeon_run_ending_03,Locale_Event:event_dungeon_run_ending_title_03,Locale_Event:event_dungeon_run_ending_description_03,Result,None,False,False,False,True,False,False
12,1,event_dungeon_run_ending_04,Locale_Event:event_dungeon_run_ending_title_04,Locale_Event:event_dungeon_run_ending_description_04,Result,None,False,False,True,False,False,False
13,1,event_dungeon_run_ending_05,Locale_Event:event_dungeon_run_ending_title_05,Locale_Event:event_dungeon_run_ending_description_05,Result,None,False,True,False,False,False,False
14,1,event_dungeon_run_ending_06,Locale_Event:event_dungeon_run_ending_title_06,Locale_Event:event_dungeon_run_ending_description_06,Result,None,True,False,False,False,False,False
