id,product_type,product_id,item_type,midas_product_id_proximabeta,midas_product_id_gamamobi,is_free,cost
10200201,PackageShop,200201,Item,com.proximabeta.nikke.serveropen01,com.gamamobi.nikke.serveropen01,False,0.99
10200202,PackageShop,200202,Item,com.proximabeta.nikke.serveropen02,com.gamamobi.nikke.serveropen02,False,4.99
10200203,PackageShop,200203,Item,com.proximabeta.nikke.serveropen03,com.gamamobi.nikke.serveropen03,False,9.99
10200204,PackageShop,200204,Item,com.proximabeta.nikke.serveropen04,com.gamamobi.nikke.serveropen04,False,19.99
10200205,PackageShop,200205,Item,com.proximabeta.nikke.serveropen05,com.gamamobi.nikke.serveropen05,False,0.99
10200301,PackageShop,200301,Item,com.proximabeta.nikke.limit01,com.gamamobi.nikke.limit01,False,14.99
10200302,PackageShop,200302,Item,com.proximabeta.nikke.limit02,com.gamamobi.nikke.limit02,False,29.99
10200303,PackageShop,200303,Item,com.proximabeta.nikke.limit03,com.gamamobi.nikke.limit03,False,54.99
10200304,PackageShop,200304,Item,com.proximabeta.nikke.limit04,com.gamamobi.nikke.limit04,False,99.99
10200401,PackageShop,200401,Item,com.proximabeta.nikke.pickup01,com.gamamobi.nikke.pickup01,False,54.99
10200402,PackageShop,200402,Item,com.proximabeta.nikke.pickup02,com.gamamobi.nikke.pickup02,False,99.99
10200403,PackageShop,200403,Item,com.proximabeta.nikke.pickup03,com.gamamobi.nikke.pickup03,False,9.99
10200404,PackageShop,200404,Item,com.proximabeta.nikke.pickup04,com.gamamobi.nikke.pickup04,False,19.99
10200405,PackageShop,200405,Item,com.proximabeta.nikke.pickup05,com.gamamobi.nikke.pickup05,False,54.99
10200501,PackageShop,200501,Item,com.proximabeta.nikke.pickup01_01,com.gamamobi.nikke.pickup01_01,False,54.99
10200502,PackageShop,200502,Item,com.proximabeta.nikke.pickup01_02,com.gamamobi.nikke.pickup01_02,False,99.99
10200503,PackageShop,200503,Item,com.proximabeta.nikke.pickup01_03,com.gamamobi.nikke.pickup01_03,False,4.99
10200504,PackageShop,200504,Item,com.proximabeta.nikke.pickup01_04,com.gamamobi.nikke.pickup01_04,False,19.99
10200505,PackageShop,200505,Item,com.proximabeta.nikke.pickup01_05,com.gamamobi.nikke.pickup01_05,False,29.99
10200506,PackageShop,200506,Item,com.proximabeta.nikke.pickup01_06,com.gamamobi.nikke.pickup01_06,False,9.99
10200507,PackageShop,200507,Item,com.proximabeta.nikke.pickup01_07,com.gamamobi.nikke.pickup01_07,False,19.99
10200508,PackageShop,200508,Item,com.proximabeta.nikke.pickup01_08,com.gamamobi.nikke.pickup01_08,False,54.99
10200601,PackageShop,200601,Item,com.proximabeta.nikke.commander01_01,com.gamamobi.nikke.commander01_01,False,14.99
10200602,PackageShop,200602,Item,com.proximabeta.nikke.commander01_02,com.gamamobi.nikke.commander01_02,False,29.99
10200603,PackageShop,200603,Item,com.proximabeta.nikke.commander01_03,com.gamamobi.nikke.commander01_03,False,54.99
10200604,PackageShop,200604,Item,com.proximabeta.nikke.commander01_04,com.gamamobi.nikke.commander01_04,False,99.99
10200701,PackageShop,200701,Item,com.proximabeta.nikke.pickup02_01,com.gamamobi.nikke.pickup02_01,False,54.99
10200702,PackageShop,200702,Item,com.proximabeta.nikke.pickup02_02,com.gamamobi.nikke.pickup02_02,False,99.99
10200703,PackageShop,200703,Item,com.proximabeta.nikke.pickup02_03,com.gamamobi.nikke.pickup02_03,False,9.99
10200704,PackageShop,200704,Item,com.proximabeta.nikke.pickup02_04,com.gamamobi.nikke.pickup02_04,False,19.99
10200705,PackageShop,200705,Item,com.proximabeta.nikke.pickup02_05,com.gamamobi.nikke.pickup02_05,False,54.99
10200706,PackageShop,200706,Item,com.proximabeta.nikke.event02_01,com.gamamobi.nikke.event02_01,False,4.99
10200707,PackageShop,200707,Item,com.proximabeta.nikke.event02_02,com.gamamobi.nikke.event02_02,False,19.99
10200708,PackageShop,200708,Item,com.proximabeta.nikke.event02_03,com.gamamobi.nikke.event02_03,False,29.99
10200709,PackageShop,200709,Item,com.proximabeta.nikke.event02_04,com.gamamobi.nikke.event02_04,False,19.99
10200710,PackageShop,200710,Item,com.proximabeta.nikke.event02_05,com.gamamobi.nikke.event02_05,False,54.99
10200711,PackageShop,200711,Item,com.proximabeta.nikke.event02_06,com.gamamobi.nikke.event02_06,False,99.99
10200901,PackageShop,200901,Item,com.proximabeta.nikke.pickup03_01,com.gamamobi.nikke.pickup03_01,False,54.99
10200902,PackageShop,200902,Item,com.proximabeta.nikke.pickup03_02,com.gamamobi.nikke.pickup03_02,False,99.99
10200903,PackageShop,200903,Item,com.proximabeta.nikke.pickup03_03,com.gamamobi.nikke.pickup03_03,False,9.99
