id,group_id,prefab_id
10001,10001,lps_popup_guide_letsplaysoda
10002,10002,lps_popup_guide_letsplaysoda
10003,10003,lps_popup_guide_letsplaysoda
10004,10004,lps_popup_guide_letsplaysoda
10005,10005,lps_popup_guide_letsplaysoda
10006,10006,lps_popup_guide_letsplaysoda
10007,10007,lps_popup_guide_letsplaysoda
10008,10008,lps_popup_guide_letsplaysoda
10009,10009,lps_popup_guide_letsplaysoda
10010,10010,lps_popup_guide_letsplaysoda
10011,10011,coralislandadventure_popup_guide_beautyfullshot
10012,10012,coralislandadventure_popup_guide_beautyfullshot
10013,10013,coralislandadventure_popup_guide_beautyfullshot
10014,10014,coralislandadventure_popup_guide_beautyfullshot
10015,10015,coralislandadventure_popup_guide_beautyfullshot
10016,10016,coralislandadventure_popup_guide_beautyfullshot
10017,10017,battler_popup_guide_ce004
10018,10018,battler_popup_guide_ce004
10019,10019,battler_popup_guide_ce004
10020,10020,battler_popup_guide_ce004
10021,10021,battler_popup_guide_ce004
10022,10022,battler_popup_guide_ce004
10023,10023,battler_popup_guide_ce004
10024,10024,
10025,10025,
10026,10026,
10027,10027,
10028,10028,
10029,10029,
10030,10030,
10031,10031,
10032,10032,
10033,10033,
10034,10034,
10035,10035,
10036,10036,
10037,10037,
10038,10038,
10039,10039,
10040,10040,
10041,10041,
10042,10042,
10043,10043,
10044,10044,
10045,10045,
10046,10046,
10047,10047,
10048,10048,dragondungeonrun_popup_guide_icedragonsaga
10049,10049,serving_popup_guide_romanticvalentine
10050,10050,battler_popup_guide_ce004
10051,10051,bubblemarch_popup_guide
10052,10052,bubblemarch_popup_guide
10053,10053,bubblemarch_popup_guide
10054,10054,bubblemarch_popup_guide
10055,10055,bubblemarch_popup_guide
10056,10056,bubblemarch_popup_guide
10057,10057,bubblemarch_popup_guide
10058,10058,bubblemarch_popup_guide
10059,10059,sbmini_popup_guide_ce006
10060,10060,sbmini_popup_guide_ce006
10061,10061,sbmini_popup_guide_ce006
10062,10062,sbmini_popup_guide_ce006
10063,10063,sbmini_popup_guide_ce006
10064,10064,sbmini_popup_guide_ce006
10065,10065,sbmini_popup_guide_ce006
10066,10066,sbmini_popup_guide_ce006
10067,10067,sbmini_popup_guide_ce006
10068,10068,sbmini_popup_guide_ce006
10069,10069,sbmini_popup_guide_ce006
10070,10070,sbmini_popup_guide_ce006
10071,10071,sbmini_popup_guide_ce006
10072,10072,sbmini_popup_guide_ce006
10073,10073,sbmini_popup_guide_ce006
10074,10074,merge_popup_guide_btg
10075,10075,roperunning_popup_guide_coinsinrush
20001,20001,View - ContentGuidePopupMiniGame
20002,20002,View - ContentGuidePopupMiniGame
20003,20003,View - ContentGuidePopupMiniGame
20004,20004,View - ContentGuidePopupMiniGame
20005,20005,View - ContentGuidePopupMiniGame
20006,20006,View - ContentGuidePopupMiniGame
20007,20007,View - ContentGuidePopupMiniGame
20008,20008,View - ContentGuidePopupMiniGame
20009,20009,View - ContentGuidePopupMiniGame
20010,20010,View - ContentGuidePopupMiniGame
20011,20011,View - ContentGuidePopupMiniGame
20012,20012,View - ContentGuidePopupMiniGame
20013,20013,View - ContentGuidePopupMiniGame
