id,group_id,lv,level_hp,level_attack,level_surface_power
11120001,1112,1,10000,85,50000
11120002,1112,2,10000,85,50000
11120003,1112,3,10000,85,50000
11120004,1112,4,10000,85,50000
11120005,1112,5,10000,85,50000
11120006,1112,6,10000,85,50000
11120007,1112,7,10000,85,50000
11120008,1112,8,10000,85,50000
11120009,1112,9,10000,85,50000
11120010,1112,10,10000,85,50000
11120011,1112,11,10200,85,51200
11120012,1112,12,10300,85,51400
11120013,1112,13,10300,85,51600
11120014,1112,14,10400,85,51800
11120015,1112,15,10400,90,52000
11120016,1112,16,10400,90,52200
11120017,1112,17,10500,90,52400
11120018,1112,18,10500,90,52600
11120019,1112,19,10600,90,52800
11120020,1112,20,10600,90,53000
11120021,1112,21,13400,90,55800
11120022,1112,22,13600,95,56600
11120023,1112,23,13800,95,57400
11120024,1112,24,14000,95,58200
11120025,1112,25,14200,100,59000
11120026,1112,26,14400,100,59800
11120027,1112,27,14500,100,60600
11120028,1112,28,14700,100,61400
11120029,1112,29,14900,105,62200
11120030,1112,30,15120,105,63000
11120031,1112,31,16280,110,68000
11120032,1112,32,16580,115,69000
11120033,1112,33,16780,115,70000
11120034,1112,34,17080,115,71000
11120035,1112,35,17280,120,72000
11120036,1112,36,17480,120,73000
11120037,1112,37,17780,120,74000
11120038,1112,38,17980,120,75000
11120039,1112,39,18280,125,76000
11120040,1112,40,18480,125,77000
11120041,1112,41,20320,140,84800
11120042,1112,42,20820,140,86600
11120043,1112,43,21220,145,88400
11120044,1112,44,21620,145,90200
11120045,1112,45,22120,150,92000
11120046,1112,46,22520,155,93800
11120047,1112,47,22920,155,95600
11120048,1112,48,23420,160,97400
11120049,1112,49,23820,160,99200
11120050,1112,50,24240,165,101000
11120051,1112,51,27340,190,114000
11120052,1112,52,28040,195,117000
11120053,1112,53,28840,200,120000
11120054,1112,54,29540,205,123000
11120055,1112,55,30240,210,126000
11120056,1112,56,30940,215,129000
11120057,1112,57,31640,220,132000
11120058,1112,58,32440,225,135000
11120059,1112,59,33140,230,138000
11120060,1112,60,33840,235,141000
11120061,1112,61,38960,270,162400
11120062,1112,62,39760,275,165800
11120063,1112,63,40560,280,169200
11120064,1112,64,41460,285,172600
11120065,1112,65,42260,295,176000
11120066,1112,66,43060,300,179400
11120067,1112,67,43860,305,182800
11120068,1112,68,44660,310,186200
11120069,1112,69,45460,315,189600
11120070,1112,70,46320,320,193000
11220001,1122,1,10000,240,50000
11220002,1122,2,10000,240,50000
11220003,1122,3,10000,240,50000
11220004,1122,4,10000,240,50000
11220005,1122,5,10000,240,50000
11220006,1122,6,10000,240,50000
11220007,1122,7,10000,240,50000
11220008,1122,8,10000,240,50000
11220009,1122,9,10000,240,50000
11220010,1122,10,10000,240,50000
11220011,1122,11,12240,245,51200
11220012,1122,12,12340,245,51400
11220013,1122,13,12340,245,51600
11220014,1122,14,12440,245,51800
11220015,1122,15,12440,250,52000
11220016,1122,16,12540,250,52200
11220017,1122,17,12540,250,52400
11220018,1122,18,12640,250,52600
11220019,1122,19,12640,250,52800
11220020,1122,20,12720,250,53000
11220021,1122,21,18520,265,55800
11220022,1122,22,18720,270,56600
11220023,1122,23,19020,270,57400
11220024,1122,24,19320,275,58200
11220025,1122,25,19520,280,59000
11220026,1122,26,19820,285,59800
11220027,1122,27,20120,290,60600
11220028,1122,28,20320,290,61400
11220029,1122,29,20620,295,62200
11220030,1122,30,20870,300,63000
11220031,1122,31,32020,325,68000
11220032,1122,32,32420,330,69000
11220033,1122,33,32920,335,70000
11220034,1122,34,33420,340,71000
11220035,1122,35,33920,345,72000
11220036,1122,36,34320,345,73000
11220037,1122,37,34820,350,74000
11220038,1122,38,35320,355,75000
11220039,1122,39,35720,360,76000
11220040,1122,40,36220,365,77000
11220041,1122,41,39840,405,84800
11220042,1122,42,40740,410,86600
11220043,1122,43,41540,420,88400
11220044,1122,44,42440,430,90200
11220045,1122,45,43240,440,92000
11220046,1122,46,44140,445,93800
11220047,1122,47,44940,455,95600
11220048,1122,48,45840,465,97400
11220049,1122,49,46640,470,99200
11220050,1122,50,47510,480,101000
11220051,1122,51,53610,545,114000
11220052,1122,52,55010,560,117000
11220053,1122,53,56410,570,120000
11220054,1122,54,57810,585,123000
11220055,1122,55,59310,600,126000
11220056,1122,56,60710,615,129000
11220057,1122,57,62110,630,132000
11220058,1122,58,63510,640,135000
11220059,1122,59,64910,655,138000
11220060,1122,60,66330,670,141000
11220061,1122,61,76390,770,162400
11220062,1122,62,77990,790,165800
11220063,1122,63,79590,805,169200
11220064,1122,64,81190,820,172600
11220065,1122,65,82790,840,176000
11220066,1122,66,84390,855,179400
11220067,1122,67,85990,870,182800
11220068,1122,68,87590,885,186200
11220069,1122,69,89190,905,189600
11220070,1122,70,90790,920,193000
11320001,1132,1,33120,345,50000
11320002,1132,2,33120,345,50000
11320003,1132,3,33120,345,50000
11320004,1132,4,33120,345,50000
11320005,1132,5,33120,345,50000
11320006,1132,6,33120,345,50000
11320007,1132,7,33120,345,50000
11320008,1132,8,33120,345,50000
11320009,1132,9,33120,345,50000
11320010,1132,10,33120,345,50000
11320011,1132,11,33880,355,51200
11320012,1132,12,34080,360,51400
11320013,1132,13,34180,360,51600
11320014,1132,14,34280,360,51800
11320015,1132,15,34480,365,52000
11320016,1132,16,34580,365,52200
11320017,1132,17,34680,365,52400
11320018,1132,18,34880,365,52600
11320019,1132,19,34980,370,52800
11320020,1132,20,35100,370,53000
11320021,1132,21,52540,385,55800
11320022,1132,22,53240,390,56600
11320023,1132,23,54040,400,57400
11320024,1132,24,54740,405,58200
11320025,1132,25,55540,410,59000
11320026,1132,26,56240,415,59800
11320027,1132,27,57040,420,60600
11320028,1132,28,57740,430,61400
11320029,1132,29,58540,435,62200
11320030,1132,30,59280,440,63000
11320031,1132,31,85340,470,68000
11320032,1132,32,86540,480,69000
11320033,1132,33,87840,485,70000
11320034,1132,34,89040,495,71000
11320035,1132,35,90340,500,72000
11320036,1132,36,91540,505,73000
11320037,1132,37,92840,515,74000
11320038,1132,38,94040,520,75000
11320039,1132,39,95340,530,76000
11320040,1132,40,96580,535,77000
11320041,1132,41,106420,590,84800
11320042,1132,42,108620,600,86600
11320043,1132,43,110920,615,88400
11320044,1132,44,113120,625,90200
11320045,1132,45,115420,640,92000
11320046,1132,46,117620,650,93800
11320047,1132,47,119920,665,95600
11320048,1132,48,122220,675,97400
11320049,1132,49,124420,690,99200
11320050,1132,50,126700,700,101000
11320051,1132,51,143040,790,114000
11320052,1132,52,146740,810,117000
11320053,1132,53,150540,835,120000
11320054,1132,54,154340,855,123000
11320055,1132,55,158040,875,126000
11320056,1132,56,161840,895,129000
11320057,1132,57,165540,915,132000
11320058,1132,58,169340,940,135000
11320059,1132,59,173140,960,138000
11320060,1132,60,176880,980,141000
11320061,1132,61,203740,1130,162400
11320062,1132,62,207940,1150,165800
11320063,1132,63,212240,1175,169200
11320064,1132,64,216540,1200,172600
11320065,1132,65,220740,1225,176000
11320066,1132,66,225040,1245,179400
11320067,1132,67,229340,1270,182800
11320068,1132,68,233540,1295,186200
11320069,1132,69,237840,1315,189600
11320070,1132,70,242100,1340,193000
11420001,1142,1,1128960,750,50000
11420002,1142,2,1128960,750,50000
11420003,1142,3,1128960,750,50000
11420004,1142,4,1128960,750,50000
11420005,1142,5,1128960,750,50000
11420006,1142,6,1128960,750,50000
11420007,1142,7,1128960,750,50000
11420008,1142,8,1128960,750,50000
11420009,1142,9,1128960,750,50000
11420010,1142,10,1128960,750,50000
11420011,1142,11,2890340,770,51200
11420012,1142,12,2901640,770,51400
11420013,1142,13,2912840,775,51600
11420014,1142,14,2924140,775,51800
11420015,1142,15,2935440,780,52000
11420016,1142,16,2946740,785,52200
11420017,1142,17,2958040,785,52400
11420018,1142,18,2969240,790,52600
11420019,1142,19,2980540,790,52800
11420020,1142,20,2991840,795,53000
11420021,1142,21,3149840,835,55800
11420022,1142,22,3194940,850,56600
11420023,1142,23,3240140,860,57400
11420024,1142,24,3285340,875,58200
11420025,1142,25,3330440,885,59000
11420026,1142,26,3375640,895,59800
11420027,1142,27,3420840,910,60600
11420028,1142,28,3465940,920,61400
11420029,1142,29,3511140,935,62200
11420030,1142,30,3556320,945,63000
11420031,1142,31,3838320,1020,68000
11420032,1142,32,3894820,1035,69000
11420033,1142,33,3951220,1050,70000
11420034,1142,34,4007720,1065,71000
11420035,1142,35,4064120,1080,72000
11420036,1142,36,4120620,1095,73000
11420037,1142,37,4177020,1110,74000
11420038,1142,38,4233520,1125,75000
11420039,1142,39,4289920,1140,76000
11420040,1142,40,4346400,1155,77000
11420041,1142,41,4786880,1270,84800
11420042,1142,42,4888480,1300,86600
11420043,1142,43,4990080,1325,88400
11420044,1142,44,5091780,1355,90200
11420045,1142,45,5193380,1380,92000
11420046,1142,46,5294980,1405,93800
11420047,1142,47,5396580,1435,95600
11420048,1142,48,5498180,1460,97400
11420049,1142,49,5599780,1490,99200
11420050,1142,50,5701440,1515,101000
11420051,1142,51,6435220,1710,114000
11420052,1142,52,6604620,1755,117000
11420053,1142,53,6773920,1800,120000
11420054,1142,54,6943320,1845,123000
11420055,1142,55,7112620,1890,126000
11420056,1142,56,7282020,1935,129000
11420057,1142,57,7451320,1980,132000
11420058,1142,58,7620720,2025,135000
11420059,1142,59,7790020,2070,138000
11420060,1142,60,7959360,2115,141000
11420061,1142,61,9167040,2435,162400
11420062,1142,62,9358940,2485,165800
11420063,1142,63,9550940,2540,169200
11420064,1142,64,9742840,2590,172600
11420065,1142,65,9934840,2640,176000
11420066,1142,66,10126740,2690,179400
11420067,1142,67,10318740,2740,182800
11420068,1142,68,10510640,2795,186200
11420069,1142,69,10702640,2845,189600
11420070,1142,70,10894560,2895,193000
11520001,1152,1,8636544,1665,50000
11520002,1152,2,8636544,1665,50000
11520003,1152,3,8636544,1665,50000
11520004,1152,4,8636544,1665,50000
11520005,1152,5,8636544,1665,50000
11520006,1152,6,8636544,1665,50000
11520007,1152,7,8636544,1665,50000
11520008,1152,8,8636544,1665,50000
11520009,1152,9,8636544,1665,50000
11520010,1152,10,8636544,1665,50000
11520011,1152,11,8843944,1705,51200
