id,group_id,monster_data,is_quest_monster,monster_lv,spawn_condition_monster_kill,spawn_condition_group_monster_kill,reward_id
14010101,140101,-1674890587,False,1,0,0,24010101
14010201,140102,-1674880587,False,1,0,0,24010101
14010301,140103,-1654870587,False,1,0,0,24010101
14010401,140104,-1654860587,False,1,0,0,24010101
14010501,140105,-1664850587,False,1,0,0,24010101
14010601,140106,-1664840587,False,1,0,0,24010101
14010701,140107,-1674890587,False,1,0,0,24010101
14010801,140108,-1674880587,False,1,0,0,24010101
14010901,140109,-1654870587,False,1,0,0,24010101
14011001,140110,-1654860587,False,1,0,0,24010101
14011101,140111,-1664850587,False,1,0,0,24010102
14011201,140112,-1664840587,False,1,0,0,24010102
14011301,140113,-1674890587,False,1,0,0,24010102
14011401,140114,-1674880587,False,1,0,0,24010102
14011501,140115,-1654870587,False,1,0,0,24010102
14011601,140116,-1654860587,False,1,0,0,24010102
14011701,140117,-1664850587,False,1,0,0,24010102
14011801,140118,-1664840587,False,1,0,0,24010102
14011802,140118,-1674890587,False,1,0,0,24010102
14011901,140119,-1674880587,False,1,0,0,24010102
14012001,140120,-1654870587,False,1,0,0,24010103
14012101,140121,-1654860587,False,1,0,0,24010103
14012201,140122,-1664850587,False,1,0,0,24010103
14012202,140122,-1664840587,False,1,0,0,24010103
14012301,140123,-1674890587,False,1,0,0,24010103
14012401,140124,-1674880587,False,1,0,0,24010103
14012501,140125,-1654870587,False,1,0,0,24010103
14012601,140126,-1654860587,False,1,0,0,24010103
14012701,140127,-1664850587,False,1,0,0,24010103
14012702,140127,-1664840587,False,1,0,0,24010103
24010101,240101,-1674890587,False,1,0,0,24010101
24010201,240102,-1674880587,False,1,0,0,24010102
24010202,240102,-1654870587,False,1,0,0,24010102
24010203,240102,-1654860587,False,1,0,0,24010102
24010301,240103,-1664850587,False,1,0,0,24010103
24010302,240103,-1664840587,False,1,0,0,24010103
24010303,240103,-1674890587,False,1,0,0,24010103
34010101,340101,-264815379,True,1,0,0,0
34010102,340101,-244805379,True,1,0,0,0
34010103,340101,-244795379,True,1,0,0,0
34010201,340102,-254784279,True,1,0,0,0
34010202,340102,-254774279,True,1,0,0,0
34010203,340102,-264824279,True,1,0,0,0
34010301,340103,-264813179,True,1,0,0,0
34010302,340103,-244803179,True,1,0,0,0
34010303,340103,-244793179,True,1,0,0,0
34010401,340104,-254785079,True,1,0,0,0
34010402,340104,-254775079,True,1,0,0,0
34010403,340104,-264825079,True,1,0,0,0
34010501,340105,-264814379,True,1,0,0,0
34010502,340105,-244804379,True,1,0,0,0
34010503,340105,-244794379,True,1,0,0,0
34010601,340106,-254783279,True,1,0,0,0
34010602,340106,-254773279,True,1,0,0,0
34010603,340106,-264823279,True,1,0,0,0
14020101,140201,-1654869787,False,11,0,0,24010201
14020201,140202,-1654859787,False,11,0,0,24010201
14020301,140203,-1664849787,False,11,0,0,24010201
14020401,140204,-1664839787,False,11,0,0,24010201
14020501,140205,-1674889787,False,11,0,0,24010201
14020601,140206,-1674879787,False,11,0,0,24010201
14020701,140207,-1654869787,False,12,0,0,24010201
14020702,140207,-1654859787,False,12,0,0,24010201
14020801,140208,-1664849787,False,12,0,0,24010201
14020901,140209,-1664839787,False,12,0,0,24010201
14021001,140210,-1674889787,False,12,0,0,24010201
14021101,140211,-1674879787,False,12,0,0,24010201
14021201,140212,-1654869787,False,13,0,0,24010201
14021301,140213,-1654859787,False,13,0,0,24010201
14021401,140214,-1664849787,False,13,0,0,24010201
14021501,140215,-1664839787,False,13,0,0,24010201
14021601,140216,-1674889787,False,13,0,0,24010201
14021701,140217,-1674879787,False,13,0,0,24010201
14021801,140218,-1654869787,False,14,0,0,24010201
14021802,140218,-1654859787,False,14,0,0,24010201
14021901,140219,-1664849787,False,14,0,0,24010202
14022001,140220,-1664839787,False,14,0,0,24010202
14022101,140221,-1674889787,False,14,0,0,24010202
14022201,140222,-1674879687,False,14,0,0,24010202
14022301,140223,-1654870687,False,15,0,0,24010202
14022401,140224,-1654860687,False,15,0,0,24010202
14022501,140225,-1664850687,False,15,0,0,24010202
14022601,140226,-1664840687,False,15,0,0,24010202
14022701,140227,-1674890687,False,15,0,0,24010202
14022801,140228,-1674880687,False,15,0,0,24010202
14022802,140228,-1654870687,False,16,0,0,24010202
14022901,140229,-1654860687,False,16,0,0,24010202
14023001,140230,-1664850687,False,16,0,0,24010202
14023101,140231,-1664840687,False,16,0,0,24010202
14023201,140232,-1674890687,False,16,0,0,24010202
14023301,140233,-1674880687,False,16,0,0,24010202
14023401,140234,-1654870687,False,17,0,0,24010202
14023402,140234,-1654860687,False,17,0,0,24010202
14023501,140235,-1664850687,False,17,0,0,24010202
14023601,140236,-1664840687,False,17,0,0,24010202
14023701,140237,-1674888487,False,17,0,0,24010203
14023801,140238,-1674878487,False,17,0,0,24010203
14023901,140239,-1654868487,False,18,0,0,24010203
14024001,140240,-1654858487,False,18,0,0,24010203
14024101,140241,-1664848487,False,18,0,0,24010203
14024201,140242,-1664838487,False,18,0,0,24010203
14024301,140243,-1674888487,False,18,0,0,24010203
14024302,140243,-1674878487,False,18,0,0,24010203
14024401,140244,-1654868487,False,19,0,0,24010203
14024501,140245,-1654858487,False,19,0,0,24010203
14024502,140245,-1664848487,False,19,0,0,24010203
14024601,140246,-1664838487,False,19,0,0,24010203
14024701,140247,-1674888487,False,19,0,0,24010203
14024801,140248,-1674878487,False,19,0,0,24010203
14024802,140248,-1654868487,False,20,0,0,24010203
14024901,140249,-1654858487,False,20,0,0,24010203
14025001,140250,-1664848487,False,20,0,0,24010203
14025101,140251,-1664838487,False,20,0,0,24010203
14025201,140252,-1674888487,False,20,0,0,24010203
14025202,140252,-1674878487,False,20,0,0,24010203
24020101,240201,-1654869787,False,11,0,0,24010201
24020102,240201,-1654859787,False,11,0,0,24010201
24020103,240201,-1664849787,False,11,0,0,24010201
24020201,240202,-1664839787,False,13,0,0,24010201
24020202,240202,-1674889787,False,13,0,0,24010201
24020203,240202,-1674879787,False,13,0,0,24010201
