id,desc,position_x,position_y,unlock_condition,is_special,build_id,grid_resource_id,grid_length,grid_height
101,B3,2,0,1801,False,0,rebuildeden_building_grid_door,1,1
102,0,3,0,1801,False,0,rebuildeden_building_grid_door,1,1
103,승강기,4,0,1801,True,105,rebuildeden_building_grid_elevator_door,1,1
104,0,5,0,1801,False,0,rebuildeden_building_grid_door,1,1
105,0,6,0,1801,False,0,rebuildeden_building_grid_door,1,1
106,0,7,0,1801,False,0,rebuildeden_building_grid_door,1,1
201,B2,2,1,1101,False,0,rebuildeden_building_grid_door,1,1
202,0,3,1,1101,False,0,rebuildeden_building_grid_door,1,1
203,승강기,4,1,1101,True,105,rebuildeden_building_grid_elevator_door,1,1
204,0,5,1,1101,False,0,rebuildeden_building_grid_door,1,1
205,0,6,1,1101,False,0,rebuildeden_building_grid_door,1,1
206,0,7,1,1101,False,0,rebuildeden_building_grid_door,1,1
301,B1,2,2,901,False,0,rebuildeden_building_grid_door,1,1
302,0,3,2,901,False,0,rebuildeden_building_grid_door,1,1
303,승강기,4,2,901,True,105,rebuildeden_building_grid_elevator_door,1,1
304,0,5,2,901,False,0,rebuildeden_building_grid_door,1,1
305,0,6,2,901,False,0,rebuildeden_building_grid_door,1,1
306,0,7,2,901,False,0,rebuildeden_building_grid_door,1,1
401,1F 외벽,0,3,1501,True,505,rebuildeden_giantwall_uc,1,6
402,0,1,3,0,False,0,rebuildeden_building_grid_door,1,1
403,0,2,3,0,False,0,rebuildeden_building_grid_door,1,1
404,0,3,3,0,False,0,rebuildeden_building_grid_door,1,1
405,승강기,4,3,0,True,105,rebuildeden_building_grid_elevator_door,1,1
406,0,5,3,0,False,0,rebuildeden_building_grid_door,1,1
407,0,6,3,0,False,0,rebuildeden_building_grid_door,1,1
408,0,7,3,0,False,0,rebuildeden_building_grid_door,1,1
409,기상예측소,8,3,801,True,208,rebuildeden_building_weatherreport_uc,1,4
410,연구소,9,3,1101,True,306,rebuildeden_building_labo_uc,2,4
411,외벽,11,3,1501,True,505,rebuildeden_giantwall_uc,1,6
501,2F,1,4,201,False,0,rebuildeden_building_grid_door,1,1
502,0,2,4,201,False,0,rebuildeden_building_grid_door,1,1
503,0,3,4,201,False,0,rebuildeden_building_grid_door,1,1
504,승강기,4,4,201,True,105,rebuildeden_building_grid_elevator_door,1,1
505,0,5,4,201,False,0,rebuildeden_building_grid_door,1,1
506,0,6,4,201,False,0,rebuildeden_building_grid_door,1,1
507,0,7,4,201,False,0,rebuildeden_building_grid_door,1,1
601,3F,1,5,401,False,0,rebuildeden_building_grid_door,1,1
602,0,2,5,401,False,0,rebuildeden_building_grid_door,1,1
603,0,3,5,401,False,0,rebuildeden_building_grid_door,1,1
604,승강기,4,5,401,True,105,rebuildeden_building_grid_elevator_door,1,1
605,0,5,5,401,False,0,rebuildeden_building_grid_door,1,1
606,0,6,5,401,False,0,rebuildeden_building_grid_door,1,1
607,0,7,5,401,False,0,rebuildeden_building_grid_door,1,1
701,4F,1,6,601,False,0,rebuildeden_building_grid_door,1,1
702,0,2,6,601,False,0,rebuildeden_building_grid_door,1,1
703,0,3,6,601,False,0,rebuildeden_building_grid_door,1,1
704,승강기,4,6,601,True,105,rebuildeden_building_grid_elevator_door,1,1
705,0,5,6,601,False,0,rebuildeden_building_grid_door,1,1
706,0,6,6,601,False,0,rebuildeden_building_grid_door,1,1
707,0,7,6,601,False,0,rebuildeden_building_grid_door,1,1
801,5F,1,7,801,False,0,rebuildeden_building_grid_door,1,1
802,0,2,7,801,False,0,rebuildeden_building_grid_door,1,1
803,0,3,7,801,False,0,rebuildeden_building_grid_door,1,1
804,승강기,4,7,801,True,105,rebuildeden_building_grid_elevator_door,1,1
805,0,5,7,801,False,0,rebuildeden_building_grid_door,1,1
806,0,6,7,801,False,0,rebuildeden_building_grid_door,1,1
807,0,7,7,801,False,0,rebuildeden_building_grid_door,1,1
808,0,8,7,801,False,0,rebuildeden_building_grid_door,1,1
809,0,9,7,801,False,0,rebuildeden_building_grid_door,1,1
810,0,10,7,801,False,0,rebuildeden_building_grid_door,1,1
901,6F,1,8,1201,False,0,rebuildeden_building_grid_door,1,1
902,0,2,8,1201,False,0,rebuildeden_building_grid_door,1,1
903,0,3,8,1201,False,0,rebuildeden_building_grid_door,1,1
904,승강기,4,8,1201,True,105,rebuildeden_building_grid_elevator_door,1,1
905,0,5,8,1201,False,0,rebuildeden_building_grid_door,1,1
906,0,6,8,1201,False,0,rebuildeden_building_grid_door,1,1
907,0,7,8,1201,False,0,rebuildeden_building_grid_door,1,1
908,0,8,8,1201,False,0,rebuildeden_building_grid_door,1,1
909,0,9,8,1201,False,0,rebuildeden_building_grid_door,1,1
910,0,10,8,1201,False,0,rebuildeden_building_grid_door,1,1
1001,7F 자동포탑 A,1,9,1501,True,305,rebuildeden_building_tower_uc,1,4
1002,0,2,9,1301,False,0,rebuildeden_building_grid_door,1,1
1003,0,3,9,1301,False,0,rebuildeden_building_grid_door,1,1
1004,승강기,4,9,1301,True,105,rebuildeden_building_grid_elevator_door,1,1
1005,0,5,9,1301,False,0,rebuildeden_building_grid_door,1,1
1006,0,6,9,1301,False,0,rebuildeden_building_grid_door,1,1
1007,0,7,9,1301,False,0,rebuildeden_building_grid_door,1,1
1008,자동포탑 B,8,9,1501,True,307,rebuildeden_building_tower_02_uc,1,4
