id,stat_timeduration,stat_markerresource_id,proj_stattime_death,bufftype,stat/0/stat_type,stat/0/stat_calctype,stat/0/stat_value,stat/1/stat_type,stat/1/stat_calctype,stat/1/stat_value,stat/2/stat_type,stat/2/stat_calctype,stat/2/stat_value
300101,-1,,0,Buff,Stat_hp,Multi,-1717986918,None,None,0,None,None,0
300102,-1,,0,Buff,Stat_hp,Multi,858993459,None,None,0,None,None,0
300103,-1,,0,Buff,Stat_hp,Multi,1717986918,None,None,0,None,None,0
300104,-1,,0,Buff,Stat_hp,Multi,-1717986918,None,None,0,None,None,0
300105,-1,,0,Buff,Stat_hp,Multi,0,None,None,0,None,None,0
300201,-1,,0,Buff,None,None,0,None,None,0,None,None,0
300301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
300302,-1,,0,Buff,None,None,0,None,None,0,None,None,0
300303,-1,,0,Buff,None,None,0,None,None,0,None,None,0
300304,-1,,0,Buff,None,None,0,None,None,0,None,None,0
300305,-1,,0,Buff,None,None,0,None,None,0,None,None,0
300401,-1,,0,Buff,Stat_mvSpd,Multi,-1717986918,None,None,0,None,None,0
300402,-1,,0,Buff,Stat_mvSpd,Multi,858993459,None,None,0,None,None,0
300403,-1,,0,Buff,Stat_mvSpd,Multi,-858993459,None,None,0,None,None,0
300404,-1,,0,Buff,Stat_mvSpd,Multi,1717986918,None,None,0,None,None,0
300405,-1,,0,Buff,Stat_mvSpd,Multi,-1717986918,None,None,0,None,None,0
300501,-1,,0,Buff,Stat_def,Multi,-858993459,None,None,0,None,None,0
300502,-1,,0,Buff,Stat_def,Multi,1374389535,None,None,0,None,None,0
300503,-1,,0,Buff,Stat_def,Multi,-1717986918,None,None,0,None,None,0
300504,-1,,0,Buff,Stat_def,Multi,515396076,None,None,0,None,None,0
300505,-1,,0,Buff,Stat_def,Multi,858993459,None,None,0,None,None,0
300601,-1,,0,Buff,Stat_magnet,Add,0,None,None,0,None,None,0
300602,-1,,0,Buff,Stat_magnet,Add,0,None,None,0,None,None,0
300603,-1,,0,Buff,Stat_magnet,Add,0,None,None,0,None,None,0
300604,-1,,0,Buff,Stat_magnet,Add,0,None,None,0,None,None,0
300605,-1,,0,Buff,Stat_magnet,Add,0,None,None,0,None,None,0
300701,-1,,0,Buff,Stat_atk,Multi,-858993459,None,None,0,None,None,0
300702,-1,,0,Buff,Stat_atk,Multi,1374389535,None,None,0,None,None,0
300703,-1,,0,Buff,Stat_atk,Multi,-1717986918,None,None,0,None,None,0
300704,-1,,0,Buff,Stat_atk,Multi,1717986918,None,None,0,None,None,0
300705,-1,,0,Buff,Stat_atk,Multi,858993459,None,None,0,None,None,0
300801,-1,,0,Buff,Stat_atkspd,Multi,-858993459,None,None,0,None,None,0
300802,-1,,0,Buff,Stat_atkspd,Multi,1374389535,None,None,0,None,None,0
300803,-1,,0,Buff,Stat_atkspd,Multi,-1717986918,None,None,0,None,None,0
300804,-1,,0,Buff,Stat_atkspd,Multi,1717986918,None,None,0,None,None,0
300805,-1,,0,Buff,Stat_atkspd,Multi,858993459,None,None,0,None,None,0
300901,-1,,0,Buff,Stat_projSize,Multi,-1717986918,None,None,0,None,None,0
300902,-1,,0,Buff,Stat_projSize,Multi,858993459,None,None,0,None,None,0
300903,-1,,0,Buff,Stat_projSize,Multi,1717986918,None,None,0,None,None,0
300904,-1,,0,Buff,Stat_projSize,Multi,-1717986918,None,None,0,None,None,0
300905,-1,,0,Buff,Stat_projSize,Multi,-858993459,None,None,0,None,None,0
301001,-1,,0,Buff,Stat_projSpd,Multi,-1717986918,None,None,0,None,None,0
301002,-1,,0,Buff,Stat_projSpd,Multi,858993459,None,None,0,None,None,0
301003,-1,,0,Buff,Stat_projSpd,Multi,1717986918,None,None,0,None,None,0
301004,-1,,0,Buff,Stat_projSpd,Multi,-1717986918,None,None,0,None,None,0
301005,-1,,0,Buff,Stat_projSpd,Multi,-858993459,None,None,0,None,None,0
301101,-1,,0,Buff,Stat_hp,Multi,-858993459,Stat_atk,Multi,-858993459,Stat_def,Multi,-858993459
301102,-1,,0,Buff,Stat_hp,Multi,1374389535,Stat_atk,Multi,1374389535,Stat_def,Multi,1374389535
301103,-1,,0,Buff,Stat_hp,Multi,-1717986918,Stat_atk,Multi,-1717986918,Stat_def,Multi,-1717986918
301104,-1,,0,Buff,Stat_hp,Multi,1717986918,Stat_atk,Multi,1717986918,Stat_def,Multi,1717986918
301105,-1,,0,Buff,Stat_hp,Multi,858993459,Stat_atk,Multi,858993459,Stat_def,Multi,858993459
301201,-1,,0,Buff,Stat_mvSpd,Multi,-858993459,Stat_atkspd,Multi,-858993459,Stat_projSpd,Multi,-858993459
301202,-1,,0,Buff,Stat_mvSpd,Multi,1374389535,Stat_atkspd,Multi,1374389535,Stat_projSpd,Multi,1374389535
301203,-1,,0,Buff,Stat_mvSpd,Multi,-1717986918,Stat_atkspd,Multi,-1717986918,Stat_projSpd,Multi,-1717986918
301204,-1,,0,Buff,Stat_mvSpd,Multi,1717986918,Stat_atkspd,Multi,1717986918,Stat_projSpd,Multi,1717986918
301205,-1,,0,Buff,Stat_mvSpd,Multi,858993459,Stat_atkspd,Multi,858993459,Stat_projSpd,Multi,858993459
400101,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
400201,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
400202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
400203,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
400204,-1,,0,Buff,Stat_mvSpd,Add,1717986918,None,None,0,None,None,0
400205,-1,,0,Buff,Stat_projSpd,Add,-1717986918,None,None,0,None,None,0
400301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
400302,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
400303,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
400304,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
400305,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
400306,-1,,0,Buff,Stat_mvSpd,Add,1717986918,None,None,0,None,None,0
400307,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
400401,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
400402,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
400403,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
400404,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
400405,-1,,0,Buff,Stat_projSpd,Add,-1717986918,None,None,0,None,None,0
400406,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
400407,-1,,0,Buff,None,None,0,None,None,0,None,None,0
400501,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
400502,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
400503,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
400504,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
400505,-1,,0,Buff,Stat_projSpd,Add,858993459,None,None,0,None,None,0
400506,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
400507,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
500101,-1,,0,Buff,Stat_mvSpd,Add,858993459,None,None,0,None,None,0
500201,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
500202,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
500203,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
500204,-1,,0,Buff,Stat_mvSpd,Add,858993459,None,None,0,None,None,0
500205,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
500301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
500302,-1,,0,Buff,Stat_projSize,Add,0,None,None,0,None,None,0
500303,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
500304,-1,,0,Buff,Stat_projSpd,Add,0,None,None,0,None,None,0
500305,-1,,0,Buff,Stat_projSize,Add,0,None,None,0,None,None,0
500306,-1,,0,Buff,Stat_mvSpd,Add,858993459,None,None,0,None,None,0
500307,-1,,0,Buff,Stat_projSpd,Add,0,None,None,0,None,None,0
500401,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
500402,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
500403,-1,,0,Buff,Stat_projSpd,Add,-1717986918,None,None,0,None,None,0
500404,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
500405,-1,,0,Buff,None,None,0,None,None,0,None,None,0
500501,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
500502,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
500503,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
500504,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
500505,-1,,0,Buff,Stat_projSpd,Add,858993459,None,None,0,None,None,0
500506,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
500507,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
600101,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
600201,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
600202,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
600203,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
600204,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
600205,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
600301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
600302,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
600303,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
600304,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
600305,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
600401,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
600402,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
600403,-1,,0,Buff,Stat_atkspd,Add,-1717986918,None,None,0,None,None,0
600404,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
600405,-1,,0,Buff,None,None,0,None,None,0,None,None,0
600501,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
600502,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
600503,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
600504,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
600505,-1,,0,Buff,Stat_projSpd,Add,858993459,None,None,0,None,None,0
600506,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
600507,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
700101,-1,,0,Buff,Stat_mvSpd,Add,0,None,None,0,None,None,0
700201,-1,,0,Buff,Stat_mvSpd,Add,0,None,None,0,None,None,0
700202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
700203,-1,,0,Buff,Stat_mvSpd,Add,0,None,None,0,None,None,0
700204,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
700205,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
700301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
700302,-1,,0,Buff,Stat_projSpd,Add,-1717986918,None,None,0,None,None,0
700303,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
700304,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
700305,-1,,0,Buff,Stat_mvSpd,Add,0,None,None,0,None,None,0
700401,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
700402,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
700403,-1,,0,Buff,Stat_mvSpd,Add,0,None,None,0,None,None,0
700404,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
700405,-1,,0,Buff,None,None,0,None,None,0,None,None,0
700501,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
700502,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
700503,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
700504,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
700505,-1,,0,Buff,Stat_projSpd,Add,858993459,None,None,0,None,None,0
700506,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
700507,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
800101,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
800201,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
800202,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
800203,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
800204,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
800205,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
800301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
800302,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
800303,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
800304,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
800305,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
800306,-1,,0,Buff,Stat_magnet,Add,-1717986918,None,None,0,None,None,0
800307,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
800401,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
800402,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
800403,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
800404,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
800405,-1,,0,Buff,None,None,0,None,None,0,None,None,0
800501,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
800502,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
800503,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
800504,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
800505,-1,,0,Buff,Stat_projSpd,Add,858993459,None,None,0,None,None,0
800506,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
800507,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
900101,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
900201,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
900202,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
900203,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
900204,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
900205,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
900301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
900302,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
900303,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
900304,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
900305,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
900306,-1,,0,Buff,Stat_magnet,Add,-1717986918,None,None,0,None,None,0
900307,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
900401,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
900402,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
900403,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
900404,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
900405,-1,,0,Buff,None,None,0,None,None,0,None,None,0
900501,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
900502,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
900503,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
900504,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
900505,-1,,0,Buff,Stat_projSpd,Add,858993459,None,None,0,None,None,0
