id,challenge_step,desc,dropsetting/0/droplistid,dropsetting/0/droplistrate,dropsetting/0/dropcount,dropsetting/1/droplistid,dropsetting/1/droplistrate,dropsetting/1/dropcount,dropsetting/2/droplistid,dropsetting/2/droplistrate,dropsetting/2/dropcount,dropsetting/3/droplistid,dropsetting/3/droplistrate,dropsetting/3/dropcount,dropsetting/4/droplistid,dropsetting/4/droplistrate,dropsetting/4/dropcount,dropsetting/5/droplistid,dropsetting/5/droplistrate,dropsetting/5/dropcount,dropsetting/6/droplistid,dropsetting/6/droplistrate,dropsetting/6/dropcount,dropsetting/7/droplistid,dropsetting/7/droplistrate,dropsetting/7/dropcount,dropsetting/8/droplistid,dropsetting/8/droplistrate,dropsetting/8/dropcount,dropsetting/9/droplistid,dropsetting/9/droplistrate,dropsetting/9/dropcount
0,1,일반 몬스터 ( 기본 골드 10 + 보너스 1 ~ 3 ),100,10000,5,110,400,1,110,300,1,110,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,일반 몬스터 ( 기본 골드 10 + 보너스 1 ~ 3 ),100,10000,5,110,400,1,110,300,1,110,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,일반 몬스터 ( 기본 골드 10 + 보너스 2 ~  7 ),100,10000,5,111,300,1,111,200,1,112,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,엘리트 몬스터 ( 기본 골드 30 + 코어 1 확률 ),103,10000,5,114,10000,1,114,10000,1,200,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,보스 몬스터 ( 기본 골드 150 + 코어 1 x 3 확률 ),104,10000,5,104,10000,1,104,10000,1,104,10000,1,104,10000,1,104,10000,1,200,10000,1,200,10000,1,200,10000,1,0,0,0
11,1,1챕터 쓰레쉬,1001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1챕터 일반,1001,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1챕터 앨리트,1002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1챕터 보물 고블린,1003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,2챕터 쓰레쉬,2001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2챕터 일반,2001,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,2챕터 앨리트,2002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2챕터 보물 고블린,2003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,3챕터 쓰레쉬,3001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,3챕터 일반,3001,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,3챕터 앨리트,3002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3챕터 보물 고블린,3003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,4챕터 쓰레쉬,4001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,4챕터 일반,4001,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,4챕터 앨리트,4002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,4챕터 보물 고블린,4003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,4챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,5챕터 쓰레쉬,5001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,5챕터 일반,5001,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,5챕터 앨리트,5002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,5챕터 보물 고블린,5003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,5챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,6챕터 쓰레쉬,6001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,6챕터 일반,6001,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,6챕터 앨리트,6002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,6챕터 보물 고블린,6003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,6챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,7챕터 쓰레쉬,7001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,7챕터 일반,7001,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,7챕터 앨리트,7002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,7챕터 보물 고블린,7003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,7챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,8챕터 쓰레쉬,8001,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,8챕터 일반,8001,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,8챕터 앨리트,8002,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,8챕터 보물 고블린,8003,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,8챕터 보스,110,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,1챕터 챌린지 1 쓰레쉬,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,1챕터 챌린지 1 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,1챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,1챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,2챕터 챌린지1 쓰레쉬,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2챕터 챌린지1 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,2챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,2챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,3챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,3챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,3챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,3챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,4챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
