id,group_id,bot_category,slot,character_id,character_level,attractive_level,equipment_array/0/equipment_id,equipment_array/0/equipment_level,equipment_array/1/equipment_id,equipment_array/1/equipment_level,equipment_array/2/equipment_id,equipment_array/2/equipment_level,equipment_array/3/equipment_id,equipment_array/3/equipment_level,harmonycube_id,harmonycube_level,skill_level_1,skill_level_2,skill_level_3,recycle_level_personal,recycle_level_corporation,recycle_level_class,user_level,normal_stage_info,hard_stage_info,tower_info
100101,1001,RookieArenaRival,1,209201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100102,1001,RookieArenaRival,2,343201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100103,1001,RookieArenaRival,3,111001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100104,1001,RookieArenaRival,4,217001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100105,1001,RookieArenaRival,5,319001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100201,1002,RookieArenaRival,1,201101,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100202,1002,RookieArenaRival,2,202201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100203,1002,RookieArenaRival,3,314001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100204,1002,RookieArenaRival,4,110101,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100205,1002,RookieArenaRival,5,203201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100301,1003,RookieArenaRival,1,108001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100302,1003,RookieArenaRival,2,203001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100303,1003,RookieArenaRival,3,218001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100304,1003,RookieArenaRival,4,422201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100305,1003,RookieArenaRival,5,314201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100401,1004,RookieArenaRival,1,112001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100402,1004,RookieArenaRival,2,116001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100403,1004,RookieArenaRival,3,110201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100404,1004,RookieArenaRival,4,422001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100405,1004,RookieArenaRival,5,320101,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100501,1005,RookieArenaRival,1,321201,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100502,1005,RookieArenaRival,2,320001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100503,1005,RookieArenaRival,3,324101,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100504,1005,RookieArenaRival,4,115001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
100505,1005,RookieArenaRival,5,321001,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6004023,7000001,10005
200101,2001,SpecialArenaTop,1,209201,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200102,2001,SpecialArenaTop,2,343201,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200103,2001,SpecialArenaTop,3,111001,110,0,3120501,4,3220501,4,3320501,4,3420501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200104,2001,SpecialArenaTop,4,217001,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200105,2001,SpecialArenaTop,5,319001,110,0,3120501,4,3220501,4,3320501,4,3420501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200106,2001,SpecialArenaTop,6,201101,110,0,3130501,4,3230501,4,3330501,4,3430501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200107,2001,SpecialArenaTop,7,202201,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200108,2001,SpecialArenaTop,8,314001,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200109,2001,SpecialArenaTop,9,110101,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200110,2001,SpecialArenaTop,10,203201,110,0,3130501,4,3230501,4,3330501,4,3430501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200111,2001,SpecialArenaTop,11,108001,110,0,3120501,4,3220501,4,3320501,4,3420501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200112,2001,SpecialArenaTop,12,203001,110,0,3120501,4,3220501,4,3320501,4,3420501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200113,2001,SpecialArenaTop,13,218001,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200114,2001,SpecialArenaTop,14,422201,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200115,2001,SpecialArenaTop,15,314201,110,0,3130501,4,3230501,4,3330501,4,3430501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200201,2002,SpecialArenaTop,1,201101,110,0,3130501,4,3230501,4,3330501,4,3430501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
200202,2002,SpecialArenaTop,2,202201,110,0,3110501,4,3210501,4,3310501,4,3410501,4,0,0,5,5,5,0,0,0,1,6011018,7002007,10005
