id,mission_data_group_id,touch_control,start_delay_time,trigger,trigger_value,close_delay_time,next_id,skip_button_control,reconnect_tutorial_reset_point
100101,1001,False,0,DisableMissionLocale,0,0,100102,False,10101
100102,1001,True,0,StartDialogGroup,surface_tutorial_mission_01_01,0,100103,True,10101
100103,1001,False,0,SetMissionLocale,1,0,100104,False,10101
100104,1001,True,0,MoveToSpecificTile,1001,0,0,False,10101
100201,1002,False,0,CameraFocusSelectedSquad,0,0,100202,False,10201
100202,1002,False,0,OnFieldBlocker,1001,0,100203,False,10201
100203,1002,False,0,OnSpotLight,1001,0,100204,False,10201
100204,1002,False,0,StartLookAtTrigger,1001,50,100205,False,10201
100205,1002,True,0,StartDialogGroup,surface_tutorial_mission_02_01,0,100206,True,10201
100206,1002,False,0,StartLookAtTrigger,1002,0,100207,False,10201
100207,1002,True,0,SetMissionLocale,2,0,100208,False,10201
100208,1002,True,0,KillMonsterGroup,950101,50,0,False,10201
100301,1003,False,0,CameraFocusSelectedSquad,0,0,100302,False,10301
100302,1003,True,0,StartDialogGroup,surface_tutorial_mission_03_01,0,100303,True,10301
100303,1003,False,0,SetMissionLocale,3,0,100304,False,10301
100304,1003,True,0,GetItem,9501001,0,100305,False,10301
100305,1003,True,0,CloseNormalRewardPopup,0,0,0,False,10301
100401,1004,False,0,CameraFocusSelectedSquad,0,0,100402,False,10401
100402,1004,False,0,OffFieldBlocker,1001,0,100403,False,10401
100403,1004,False,0,OffSpotLight,1001,0,100404,False,10401
100404,1004,False,0,OnFieldBlocker,1002,0,100405,False,10401
100405,1004,True,0,StartDialogGroup,surface_tutorial_mission_04_01,0,100406,True,10401
100406,1004,False,0,SetMissionLocale,4,0,100407,False,10401
100407,1004,True,0,MoveToSpecificTile,1002,100,0,False,10401
100501,1005,False,0,CameraFocusSelectedSquad,0,0,100502,False,10501
100502,1005,True,0,StartDialogGroup,surface_tutorial_mission_05_01,0,100503,True,10501
100503,1005,False,0,OnSpotLight,1002,0,100504,False,10501
100504,1005,False,0,StartLookAtTrigger,1003,0,100505,False,10501
100505,1005,True,0,StartDialogGroup,surface_tutorial_mission_05_02,0,100506,True,10501
100506,1005,False,0,StartLookAtTrigger,1004,0,100507,False,10501
100507,1005,True,0,SetMissionLocale,5,0,100508,False,10501
100508,1005,False,0,OffFieldBlocker,1002,0,100509,False,10501
100509,1005,True,0,ActivateButtonTrigger,1001,450,0,False,10501
100601,1006,False,0,OffFieldBlocker,1002,0,100602,False,10601
100602,1006,False,0,OnFieldBlocker,1003,0,100603,False,10601
100603,1006,True,0,StartDialogGroup,surface_tutorial_mission_06_01,0,100604,True,10601
100604,1006,False,0,OffSpotLight,1002,0,100605,False,10601
100605,1006,False,0,SetMissionLocale,6,0,100606,False,10601
100606,1006,False,0,CameraFocusSelectedSquad,0,0,100607,False,10601
100607,1006,True,0,MoveToSpecificTile,1003,100,0,False,10601
100701,1007,False,0,CameraFocusSelectedSquad,0,0,100702,False,10701
100702,1007,False,0,OnSpotLight,1003,0,100703,False,10701
100703,1007,False,0,StartLookAtTrigger,1023,0,100704,False,10701
100704,1007,True,0,StartDialogGroup,surface_tutorial_mission_07_01,0,100705,True,10701
100705,1007,False,0,StartLookAtTrigger,1024,0,100706,False,10701
100706,1007,False,0,SetMissionLocale,7,0,100707,False,10701
100707,1007,True,0,ActivateWatchTower,1001,100,0,False,10701
100801,1008,False,0,CameraFocusSelectedSquad,0,0,100802,False,10801
100802,1008,False,0,OffFieldBlocker,1003,0,100803,False,10801
100803,1008,False,0,OnFieldBlocker,1004,0,100804,False,10801
100804,1008,True,0,StartDialogGroup,surface_tutorial_mission_08_01,0,100805,True,10801
100805,1008,False,0,StartLookAtTrigger,1005,0,100806,False,10801
100806,1008,True,0,StartDialogGroup,surface_tutorial_mission_08_02,0,100807,True,10801
100807,1008,False,0,StartLookAtTrigger,1006,0,100808,False,10801
100808,1008,False,0,SetMissionLocale,8,0,100809,False,10801
100809,1008,True,0,GetItem,9501002,0,100810,False,10801
100810,1008,False,0,CloseNormalRewardPopup,0,0,0,False,10801
100901,1009,False,0,CameraFocusSelectedSquad,0,0,100902,False,10901
100902,1009,False,0,OffFieldBlocker,1004,0,100903,False,10901
100903,1009,False,0,OnFieldBlocker,1005,0,100904,False,10901
100904,1009,True,0,StartDialogGroup,surface_tutorial_mission_09_01,0,100905,True,10901
100905,1009,False,0,StartLookAtTrigger,1007,0,100906,False,10901
100906,1009,True,0,StartDialogGroup,surface_tutorial_mission_09_02,0,100907,True,10901
