id,attack_type,counter_type,prefer_target,prefer_target_condition,skill_cooltime,skill_type,duration_type,duration_value,resource_name,shake_id,icon,after_hurt_function_id_list/0/name,after_hurt_function_id_list/0/value,after_hurt_function_id_list/1/name,after_hurt_function_id_list/1/value,after_hurt_function_id_list/2/name,after_hurt_function_id_list/2/value,after_use_function_id_list/0/name,after_use_function_id_list/0/value,after_use_function_id_list/1/name,after_use_function_id_list/1/value,after_use_function_id_list/2/name,after_use_function_id_list/2/value,after_use_function_id_list/3/name,after_use_function_id_list/3/value,after_use_function_id_list/4/name,after_use_function_id_list/4/value,after_use_function_id_list/5/name,after_use_function_id_list/5/value,after_use_function_id_list/6/name,after_use_function_id_list/6/value,after_use_function_id_list/7/name,after_use_function_id_list/7/value,before_hurt_function_id_list/0/name,before_hurt_function_id_list/0/value,before_hurt_function_id_list/1/name,before_hurt_function_id_list/1/value,before_hurt_function_id_list/2/name,before_hurt_function_id_list/2/value,before_use_function_id_list/0/name,before_use_function_id_list/0/value,before_use_function_id_list/1/name,before_use_function_id_list/1/value,before_use_function_id_list/2/name,before_use_function_id_list/2/value,before_use_function_id_list/3/name,before_use_function_id_list/3/value,before_use_function_id_list/4/name,before_use_function_id_list/4/value,before_use_function_id_list/5/name,before_use_function_id_list/5/value,before_use_function_id_list/6/name,before_use_function_id_list/6/value,before_use_function_id_list/7/name,before_use_function_id_list/7/value,skill_value_data/0/skill_value_type,skill_value_data/0/skill_value,skill_value_data/1/skill_value_type,skill_value_data/1/skill_value,skill_value_data/2/skill_value_type,skill_value_data/2/skill_value,skill_value_data/3/skill_value_type,skill_value_data/3/skill_value,skill_value_data/4/skill_value_type,skill_value_data/4/skill_value
1011101,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110102,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011102,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110202,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011103,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110302,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011104,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110402,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011105,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110502,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011106,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110602,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011107,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110702,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011108,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110802,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011109,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101110902,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
1011110,Fire,Metal_Type,HighAttack,None,0,SetBuff,TimeSec,1000,c011_skill2,1,icn_skill_statcritical_01,after_hurt_function_id_list,101111002,,,,,after_use_function_id_list,0,,,,,,,,,,,,,,,before_hurt_function_id_list,0,,,,,before_use_function_id_list,0,,,,,,,,,,,,,,,None,0,Integer,2,Integer,10000,Integer,0,None,0
