id,theme,tile_type,order,random_group,tile_resource,tile_side_resource,tile_thumbnail_resource
101001,CityForest,Terrain,1,yellow_green_grass_group,fsbg_tile_cityforest_terrain_01_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_01_01_thumb
101002,CityForest,Terrain,2,yellow_green_grass_group,fsbg_tile_cityforest_terrain_01_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_01_02_thumb
101003,CityForest,Terrain,3,yellow_green_grass_group,fsbg_tile_cityforest_terrain_01_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_01_03_thumb
101004,CityForest,Terrain,4,yellow_green_grass_group,fsbg_tile_cityforest_terrain_01_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_01_04_thumb
101021,CityForest,Terrain,5,yellow_green_grass_group,fsbg_tile_cityforest_terrain_01_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_01_05_thumb
101005,CityForest,Terrain,6,green_grass_group,fsbg_tile_cityforest_terrain_02_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_02_01_thumb
101006,CityForest,Terrain,7,green_grass_group,fsbg_tile_cityforest_terrain_02_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_02_02_thumb
101007,CityForest,Terrain,8,green_grass_group,fsbg_tile_cityforest_terrain_02_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_02_03_thumb
101008,CityForest,Terrain,9,green_grass_group,fsbg_tile_cityforest_terrain_02_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_02_04_thumb
101022,CityForest,Terrain,10,green_grass_group,fsbg_tile_cityforest_terrain_02_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_02_05_thumb
101009,CityForest,Terrain,11,red_grass_group,fsbg_tile_cityforest_terrain_03_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_03_01_thumb
101010,CityForest,Terrain,12,red_grass_group,fsbg_tile_cityforest_terrain_03_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_03_02_thumb
101011,CityForest,Terrain,13,red_grass_group,fsbg_tile_cityforest_terrain_03_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_03_03_thumb
101012,CityForest,Terrain,14,red_grass_group,fsbg_tile_cityforest_terrain_03_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_03_04_thumb
101023,CityForest,Terrain,15,red_grass_group,fsbg_tile_cityforest_terrain_03_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_03_05_thumb
101024,CityForest,Terrain,16,darkgreen_grass_group,fsbg_tile_cityforest_terrain_08_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_08_01_thumb
101025,CityForest,Terrain,17,darkgreen_grass_group,fsbg_tile_cityforest_terrain_08_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_08_02_thumb
101026,CityForest,Terrain,18,darkgreen_grass_group,fsbg_tile_cityforest_terrain_08_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_08_03_thumb
101027,CityForest,Terrain,19,darkgreen_grass_group,fsbg_tile_cityforest_terrain_08_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_08_04_thumb
101028,CityForest,Terrain,20,darkgreen_grass_group,fsbg_tile_cityforest_terrain_08_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_08_05_thumb
101013,CityForest,Terrain,21,soil_group,fsbg_tile_cityforest_terrain_04_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_04_01_thumb
101018,CityForest,Terrain,22,soil_group,fsbg_tile_cityforest_terrain_04_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_04_02_thumb
101019,CityForest,Terrain,23,soil_group,fsbg_tile_cityforest_terrain_04_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_04_03_thumb
101020,CityForest,Terrain,24,soil_group,fsbg_tile_cityforest_terrain_04_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_04_04_thumb
101029,CityForest,Terrain,25,soil_group,fsbg_tile_cityforest_terrain_04_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_04_05_thumb
101030,CityForest,Terrain,26,soil_group_2,fsbg_tile_cityforest_terrain_09_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_09_01_thumb
101031,CityForest,Terrain,27,soil_group_2,fsbg_tile_cityforest_terrain_09_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_09_02_thumb
101032,CityForest,Terrain,28,soil_group_2,fsbg_tile_cityforest_terrain_09_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_09_03_thumb
101033,CityForest,Terrain,29,soil_group_2,fsbg_tile_cityforest_terrain_09_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_09_04_thumb
101034,CityForest,Terrain,30,soil_group_2,fsbg_tile_cityforest_terrain_09_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_09_05_thumb
101014,CityForest,Terrain,31,base_group,fsbg_tile_cityforest_terrain_05_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_05_01_thumb
101015,CityForest,Terrain,32,cement_group,fsbg_tile_cityforest_terrain_05_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_05_02_thumb
