id,surface_category_name_localekey,surface_category_desc_localekey,surface_category_icon,surface_category_img
100002,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_NAME_STRIKE,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_DESC_STRIKE,ele_surface_squad_category_01,
200002,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_NAME_DEFENSE,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_DESC_DEFENSE,ele_surface_squad_category_02,
300002,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_NAME_SERVICE,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_DESC_SERVICE,ele_surface_squad_category_03,
400002,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_NAME_LIVERTY,Locale_System:SUFRACE_CHARACTER_INFO_CATEGORY_DESC_LIVERTY,ele_surface_squad_category_04,
100,,,,
101,,,,
102,,,,
103,,,,
104,,,,
105,,,,
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
