id,custom_shop_id,custom_order,package_group_id,custom_group_id,custom_group_count,name_localkey,description_localkey,product_resource_id,buy_limit_type,is_limit,buy_limit_count,is_free,midas_product_id
203401,2034,1,203401,203401,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10203401
203402,2034,2,203402,203402,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10203402
203403,2034,3,203403,203403,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10203403
203601,2036,1,203601,203601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10203601
203602,2036,2,203602,203602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10203602
203603,2036,3,203603,203603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10203603
204401,2044,1,203601,203601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10204401
204402,2044,2,203602,203602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10204402
204403,2044,3,203603,203603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10204403
204901,2049,1,203601,203601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10204901
204902,2049,2,203602,203602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10204902
204903,2049,3,203603,203603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10204903
205301,2053,1,203601,203601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10205301
205302,2053,2,203602,203602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10205302
205303,2053,3,203603,203603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10205303
205501,2055,1,203601,203601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10205501
205502,2055,2,203602,203602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10205502
205503,2055,3,203603,203603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10205503
206101,2061,1,203601,203601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10206101
206102,2061,2,203602,203602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10206102
206103,2061,3,203603,203603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10206103
206701,2067,1,203601,203601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10206701
206702,2067,2,203602,203602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10206702
206703,2067,3,203603,203603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10206703
207201,2072,1,207201,207201,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10207201
207202,2072,2,207202,207202,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10207202
207203,2072,3,207203,207203,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10207203
207901,2079,1,207201,207201,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10207901
207902,2079,2,207202,207202,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10207902
207903,2079,3,207203,207203,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10207903
208301,2083,1,207201,207201,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10208301
208302,2083,2,207202,207202,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10208302
208303,2083,3,207203,207203,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10208303
209001,2090,1,207201,207201,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10209001
209002,2090,2,207202,207202,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10209002
209003,2090,3,207203,207203,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_02_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_01_01,Account,True,1,False,10209003
209601,2096,1,209601,209601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_03_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_02_01,Account,True,1,False,10209601
209602,2096,2,209602,209602,3,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_03_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_02_02,Account,True,1,False,10209602
209603,2096,3,209603,209603,4,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_03_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_02_03,Account,True,1,False,10209603
210301,2103,1,209601,209601,2,Locale_InAppShopProduct:PACKAGESHOP_CUSTOM_03_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_custom_02_01,Account,True,1,False,10210301
