id,order,user_title_production_type,user_title_production_id,icon_resource_id,name_locale_key,desc_locale_key,reward_id,not_acquired_is_visible
1,1,Assembly,1,icn_usertitle_common,Locale_System:USERTITLE_NAME_DEFAULTTITLE,Locale_System:USERTITLE_DESCRIPTION_DEFAULTTITLE,100001,True
11,23,Assembly,11,icn_usertitle_common,Locale_System:USERTITLE_NAME_INFRACORELV_20,Locale_System:USERTITLE_DESCRIPTION_INFRACORELV_20,100011,True
12,11,Assembly,12,icn_usertitle_common,Locale_System:USERTITLE_NAME_USERLV_300,Locale_System:USERTITLE_DESCRIPTION_USERLV_300,100012,True
13,17,Assembly,13,icn_usertitle_common,Locale_System:USERTITLE_NAME_OPENSYNCRODEVICE,Locale_System:USERTITLE_DESCRIPTION_OPENSYNCRODEVICE,100013,True
14,22,Assembly,14,icn_usertitle_common,Locale_System:USERTITLE_NAME_CLEARCHAPTER_25,Locale_System:USERTITLE_DESCRIPTION_CLEARCHAPTER_25,100014,True
15,15,Assembly,15,icn_usertitle_common,Locale_System:USERTITLE_NAME_MAXATTRACTIVETOTALCOUNT,Locale_System:USERTITLE_DESCRIPTION_MAXATTRACTIVETOTALCOUNT,100015,True
16,19,Assembly,16,icn_usertitle_common,Locale_System:USERTITLE_NAME_OUTPOSTSCENARIO,Locale_System:USERTITLE_DESCRIPTION_OUTPOSTSCENARIO,100016,True
17,16,Assembly,17,icn_usertitle_common,Locale_System:USERTITLE_NAME_ATTRACTIVESCENARIO,Locale_System:USERTITLE_DESCRIPTION_ATTRACTIVESCENARIO,100017,True
18,13,Assembly,18,icn_usertitle_common,Locale_System:USERTITLE_NAME_SENDFRIENDPOINTCOUNT,Locale_System:USERTITLE_DESCRIPTION_SENDFRIENDPOINTCOUNT,100018,True
19,24,Assembly,19,icn_usertitle_common,Locale_System:USERTITLE_NAME_RECYCLEROOM_CLASS,Locale_System:USERTITLE_DESCRIPTION_RECYCLEROOM_CLASS,100019,True
20,25,Assembly,20,icn_usertitle_common,Locale_System:USERTITLE_NAME_RECYCLEROOM_CORP,Locale_System:USERTITLE_DESCRIPTION_RECYCLEROOM_CORP,100020,True
21,12,Assembly,21,icn_usertitle_common,Locale_System:USERTITLE_NAME_ROOKIEARENAPLAYCOUNT,Locale_System:USERTITLE_DESCRIPTION_ROOKIEARENAPLAYCOUNT,100021,True
22,14,Assembly,22,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERLOADTOTALCOUNT,Locale_System:USERTITLE_DESCRIPTION_OVERLOADTOTALCOUNT,100022,True
23,20,Assembly,23,icn_usertitle_common,Locale_System:USERTITLE_NAME_LOSTSECTORPERFECTCLEARCOUNT,Locale_System:USERTITLE_DESCRIPTION_LOSTSECTORPERFECTCLEARCOUNT,100023,True
24,18,Assembly,24,icn_usertitle_common,Locale_System:USERTITLE_NAME_TOWERCLEARTOTALCOUNT,Locale_System:USERTITLE_DESCRIPTION_TOWERCLEARTOTALCOUNT,100024,True
25,21,Assembly,25,icn_usertitle_common,Locale_System:USERTITLE_NAME_REALKINDNESS,Locale_System:USERTITLE_DESCRIPTION_REALKINDNESS,100025,True
101,101,Single,101,icn_usertitle_common,Locale_System:USERTITLE_NAME_SIMULATIONROOMBUFFLV5,Locale_System:USERTITLE_DESCRIPTION_SIMULATIONROOMBUFFLV5,100101,True
102,102,Single,102,icn_usertitle_common,Locale_System:USERTITLE_NAME_INTERCEPT_TALKATIVE,Locale_System:USERTITLE_DESCRIPTION_INTERCEPT_TALKATIVE,100102,True
103,103,Single,103,icn_usertitle_common,Locale_System:USERTITLE_NAME_INTERCEPT_BLACKSMITH,Locale_System:USERTITLE_DESCRIPTION_INTERCEPT_BLACKSMITH,100103,True
104,104,Single,104,icn_usertitle_common,Locale_System:USERTITLE_NAME_INTERCEPT_MODERNIA,Locale_System:USERTITLE_DESCRIPTION_INTERCEPT_MODERNIA,100104,True
105,105,Single,105,icn_usertitle_common,Locale_System:USERTITLE_NAME_INTERCEPT_GRAVEDIGGER,Locale_System:USERTITLE_DESCRIPTION_INTERCEPT_GRAVEDIGGER,100105,True
106,106,Single,106,icn_usertitle_common,Locale_System:USERTITLE_NAME_INTERCEPT_ALTEIZEN,Locale_System:USERTITLE_DESCRIPTION_INTERCEPT_ALTEIZEN,100106,True
111,111,Single,111,icn_usertitle_common,Locale_System:USERTITLE_NAME_ANOMALOUS_MIRROR,Locale_System:USERTITLE_DESCRIPTION_ANOMALOUS_MIRROR,100111,True
112,112,Single,112,icn_usertitle_common,Locale_System:USERTITLE_NAME_ANOMALOUS_INDIVILIA,Locale_System:USERTITLE_DESCRIPTION_ANOMALOUS_INDIVILIA,100112,True
113,113,Single,113,icn_usertitle_common,Locale_System:USERTITLE_NAME_ANOMALOUS_ULTRA,Locale_System:USERTITLE_DESCRIPTION_ANOMALOUS_ULTRA,100113,True
114,114,Single,114,icn_usertitle_common,Locale_System:USERTITLE_NAME_ANOMALOUS_KRAKEN,Locale_System:USERTITLE_DESCRIPTION_ANOMALOUS_KRAKEN,100114,True
115,115,Single,115,icn_usertitle_common,Locale_System:USERTITLE_NAME_ANOMALOUS_HARVESTER,Locale_System:USERTITLE_DESCRIPTION_ANOMALOUS_HARVESTER,100115,True
121,121,Single,121,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERCLOCK_50,Locale_System:USERTITLE_DESCRIPTION_OVERCLOCK_50,100121,True
122,122,Single,122,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERCLOCK_HSTA,Locale_System:USERTITLE_DESCRIPTION_OVERCLOCK_HSTA,100122,True
123,123,Single,123,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERCLOCK_PSID,Locale_System:USERTITLE_DESCRIPTION_OVERCLOCK_PSID,100123,True
124,124,Single,124,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERCLOCK_ANMI,Locale_System:USERTITLE_DESCRIPTION_OVERCLOCK_ANMI,100124,True
125,125,Single,125,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERCLOCK_ZEUS,Locale_System:USERTITLE_DESCRIPTION_OVERCLOCK_ZEUS,100125,True
126,126,Single,126,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERCLOCK_DMTR,Locale_System:USERTITLE_DESCRIPTION_OVERCLOCK_DMTR,100126,True
131,131,Single,131,icn_usertitle_common,Locale_System:USERTITLE_NAME_MELODIESOFVICTORY,Locale_System:USERTITLE_DESCRIPTION_MELODIESOFVICTORY,100131,False
132,132,Single,132,icn_usertitle_common,Locale_System:USERTITLE_NAME_1000DAYS,Locale_System:USERTITLE_DESCRIPTION_1000DAYS,100132,False
201,201,Single,201,icn_usertitle_common,Locale_System:USERTITLE_NAME_BEAUTYFULLSHOT,Locale_System:USERTITLE_DESCRIPTION_BEAUTYFULLSHOT,100201,True
202,202,Single,202,icn_usertitle_common,Locale_System:USERTITLE_NAME_JUVENILEDAYS,Locale_System:USERTITLE_DESCRIPTION_JUVENILEDAYS,100202,True
203,203,Single,203,icn_usertitle_common,Locale_System:USERTITLE_NAME_COLORLESS,Locale_System:USERTITLE_DESCRIPTION_COLORLESS,100203,True
204,204,Single,204,icn_usertitle_common,Locale_System:USERTITLE_NAME_JINXPLAYER,Locale_System:USERTITLE_DESCRIPTION_JINXPLAYER,100204,True
205,205,Single,205,icn_usertitle_common,Locale_System:USERTITLE_NAME_PHANTOMTHIEF,Locale_System:USERTITLE_DESCRIPTION_PHANTOMTHIEF,100205,True
206,206,Single,206,icn_usertitle_common,Locale_System:USERTITLE_NAME_LIFEAGAIN,Locale_System:USERTITLE_DESCRIPTION_LIFEAGAIN,100206,True
207,207,Single,207,icn_usertitle_common,Locale_System:USERTITLE_NAME_OLDTALES,Locale_System:USERTITLE_DESCRIPTION_OLDTALES,100207,True
208,208,Single,208,icn_usertitle_common,Locale_System:USERTITLE_NAME_SECRETGARDEN,Locale_System:USERTITLE_DESCRIPTION_SECRETGARDEN,100208,True
209,209,Single,209,icn_usertitle_common,Locale_System:USERTITLE_NAME_ICEDRAGONSAGA,Locale_System:USERTITLE_DESCRIPTION_ICEDRAGONSAGA,100209,True
210,210,Single,210,icn_usertitle_common,Locale_System:USERTITLE_NAME_FOOTSTEPWALKRUN,Locale_System:USERTITLE_DESCRIPTION_FOOTSTEPWALKRUN,100210,True
211,211,Single,211,icn_usertitle_common,Locale_System:USERTITLE_NAME_WISDOMSPRING,Locale_System:USERTITLE_DESCRIPTION_WISDOMSPRING,100211,True
212,212,Single,212,icn_usertitle_common,Locale_System:USERTITLE_NAME_ROMANTICVALENTINE,Locale_System:USERTITLE_DESCRIPTION_ROMANTICVALENTINE,100212,True
213,213,Single,213,icn_usertitle_common,Locale_System:USERTITLE_NAME_FORREST,Locale_System:USERTITLE_DESCRIPTION_FORREST,100213,True
214,214,Single,214,icn_usertitle_common,Locale_System:USERTITLE_NAME_NEWFLAVOR,Locale_System:USERTITLE_DESCRIPTION_NEWFLAVOR,100214,True
215,215,Single,215,icn_usertitle_common,Locale_System:USERTITLE_NAME_TRUEFLAVOR,Locale_System:USERTITLE_DESCRIPTION_TRUEFLAVOR,100215,True
216,216,Single,216,icn_usertitle_common,Locale_System:USERTITLE_NAME_UNBREAKABLESPHERE,Locale_System:USERTITLE_DESCRIPTION_UNBREAKABLESPHERE,100216,True
217,217,Single,217,icn_usertitle_common,Locale_System:USERTITLE_NAME_ARCANEARCHIVE,Locale_System:USERTITLE_DESCRIPTION_ARCANEARCHIVE,100217,True
218,218,Single,218,icn_usertitle_common,Locale_System:USERTITLE_NAME_LORDFORJUSTICE,Locale_System:USERTITLE_DESCRIPTION_LORDFORJUSTICE,100218,True
219,219,Single,219,icn_usertitle_common,Locale_System:USERTITLE_NAME_OVERTHEHORIZON,Locale_System:USERTITLE_DESCRIPTION_OVERTHEHORIZON,100219,True
220,220,Single,220,icn_usertitle_common,Locale_System:USERTITLE_NAME_BOOMTHEGHOST,Locale_System:USERTITLE_DESCRIPTION_BOOMTHEGHOST,100220,True
221,221,Single,221,icn_usertitle_common,Locale_System:USERTITLE_NAME_ABSOLUTE,Locale_System:USERTITLE_DESCRIPTION_ABSOLUTE,100221,True
222,222,Single,222,icn_usertitle_common,Locale_System:USERTITLE_NAME_COINSINRUSH,Locale_System:USERTITLE_DESCRIPTION_COINSINRUSH,100222,True
1007,10013,Assembly,1007,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_1007,Locale_System:USERTITLE_DESCRIPTION_NIKKE_1007,101007,True
1010,10051,Assembly,1010,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_1010,Locale_System:USERTITLE_DESCRIPTION_NIKKE_1010,101010,True
1012,10092,Assembly,1012,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_1012,Locale_System:USERTITLE_DESCRIPTION_NIKKE_1012,101012,True
1020,10050,Assembly,1020,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_1020,Locale_System:USERTITLE_DESCRIPTION_NIKKE_1020,101020,True
1021,10109,Assembly,1021,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_1021,Locale_System:USERTITLE_DESCRIPTION_NIKKE_1021,101021,True
1022,10093,Assembly,1022,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_1022,Locale_System:USERTITLE_DESCRIPTION_NIKKE_1022,101022,True
3001,30001,Assembly,3001,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_3001,Locale_System:USERTITLE_DESCRIPTION_NIKKE_3001,103001,True
3002,30004,Assembly,3002,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_3002,Locale_System:USERTITLE_DESCRIPTION_NIKKE_3002,103002,True
3003,30005,Assembly,3003,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_3003,Locale_System:USERTITLE_DESCRIPTION_NIKKE_3003,103003,True
3005,30014,Assembly,3005,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_3005,Locale_System:USERTITLE_DESCRIPTION_NIKKE_3005,103005,True
3006,30011,Assembly,3006,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_3006,Locale_System:USERTITLE_DESCRIPTION_NIKKE_3006,103006,True
3007,30017,Assembly,3007,icn_usertitle_common,Locale_System:USERTITLE_NAME_NIKKE_3007,Locale_System:USERTITLE_DESCRIPTION_NIKKE_3007,103007,True
