id,group_id,order,preset_appear_ratio,preset_difficulty,wave_group_id,is_repeatable
100100101,1001001,1,10,Easy,100100101,True
100100102,1001001,2,10,Easy,100100101,True
100100103,1001001,3,10,Normal,100100101,True
100100104,1001001,4,10,Normal,100100101,True
100100105,1001001,5,10,Hard,100100101,True
100100106,1001001,6,10,Hard,100100101,True
100101,1001,1,10,Easy,100101,True
100102,1001,2,10,Normal,100102,True
100103,1001,3,10,Hard,100103,True
100201,1002,1,10,Easy,100201,True
100202,1002,2,10,Normal,100202,True
100203,1002,3,10,Hard,100203,True
100301,1003,1,10,Easy,100301,True
100302,1003,2,10,Normal,100302,True
100303,1003,3,10,Hard,100303,True
100401,1004,1,10,Easy,100401,True
100402,1004,2,10,Normal,100402,True
100403,1004,3,10,Hard,100403,True
100501,1005,1,10,Easy,100501,True
100502,1005,2,10,Normal,100502,True
100503,1005,3,10,Hard,100503,True
100601,1006,1,10,Easy,100601,True
100602,1006,2,10,Normal,100602,True
100603,1006,3,10,Hard,100603,True
100701,1007,1,10,Easy,100701,True
100702,1007,2,10,Normal,100702,True
100703,1007,3,10,Hard,100703,True
100801,1008,1,10,Easy,100801,True
100802,1008,2,10,Normal,100802,True
100803,1008,3,10,Hard,100803,True
100901,1009,1,10,Easy,100901,True
100902,1009,2,10,Normal,100902,True
100903,1009,3,10,Hard,100903,True
101001,1010,1,10,Easy,101001,True
101002,1010,2,10,Normal,101002,True
101003,1010,3,10,Hard,101003,True
200101,2001,1,10,Normal,200101,True
200201,2002,2,10,Normal,200201,True
200301,2003,3,10,Normal,200301,True
300101,3001,1,10,Easy,300101,True
300201,3002,1,10,Easy,300201,True
300301,3003,1,10,Easy,300301,True
300401,3004,1,10,Easy,300401,True
300501,3005,1,10,Easy,300501,True
300601,3006,1,10,Easy,300601,True
300701,3007,1,10,Easy,300701,True
300801,3008,1,10,Easy,300801,True
300901,3009,1,10,Easy,300901,True
301001,3010,1,10,Easy,301001,True
301101,3011,1,10,Easy,301101,True
301201,3012,1,10,Easy,301201,True
301301,3013,1,10,Easy,301301,True
301401,3014,1,10,Easy,301401,True
301501,3015,1,10,Easy,301501,True
301601,3016,1,10,Easy,301601,True
301701,3017,1,10,Easy,301701,True
301801,3018,1,10,Easy,301801,True
301901,3019,1,10,Easy,301901,True
302001,3020,1,10,Easy,302001,True
302101,3021,1,10,Easy,302101,True
302201,3022,1,10,Easy,302201,True
302301,3023,1,10,Easy,302301,True
302401,3024,1,10,Easy,302401,True
302501,3025,1,10,Easy,302501,True
302601,3026,1,10,Easy,302601,True
302701,3027,1,10,Easy,302701,True
302801,3028,1,10,Easy,302801,True
302901,3029,1,10,Easy,302901,True
303001,3030,1,10,Easy,303001,True
400101,4001,1,10,Normal,400101,True
400102,4001,2,10,Normal,400102,True
400103,4001,3,10,Hard,400103,True
400104,4001,4,10,Hard,400104,True
400201,4002,1,10,Normal,400201,True
400202,4002,2,10,Normal,400202,True
400203,4002,3,10,Hard,400203,True
400204,4002,4,10,Hard,400204,True
900101,9001,1,10,Easy,900101,True
900201,9002,1,10,Easy,900201,True
