id,group_id,boss_type,stage_type,stage_name_locale,stage_name_locale_without_level,monster_id,monster_image,monster_icon,limit_time,unlock_date,unlock_condition_stage,stage_first_clear_reward,stage_clear_reward,stage_failure_reward,ingame_guide_use,ingame_guide_group_id,unlock_condition_locale/0/unlock_condition_locale,unlock_condition_locale/1/unlock_condition_locale
1,1,Gigas,Normal,Locale_Event:ce006_stage_gigas_normal,Locale_Event:ce006_stage_gigas,1,ce006_stage_boss_gigas,icn_ce006_stage_boss_gigas,120,1,0,301,201,101,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
2,1,Gigas,Hard,Locale_Event:ce006_stage_gigas_hard,Locale_Event:ce006_stage_gigas,2,ce006_stage_boss_gigas,icn_ce006_stage_boss_gigas,120,1,1,302,202,102,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
3,1,Gigas,Challenge,Locale_Event:ce006_stage_gigas_challenge,Locale_Event:ce006_stage_gigas,3,ce006_stage_boss_gigas,icn_ce006_stage_boss_gigas,180,1,2,303,203,103,False,0,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
4,1,Abaddon,Normal,Locale_Event:ce006_stage_abaddon_normal,Locale_Event:ce006_stage_abaddon,4,ce006_stage_boss_abaddon,icn_ce006_stage_boss_abaddon,120,1,1,301,201,101,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
5,1,Abaddon,Hard,Locale_Event:ce006_stage_abaddon_hard,Locale_Event:ce006_stage_abaddon,5,ce006_stage_boss_abaddon,icn_ce006_stage_boss_abaddon,120,1,4,302,202,102,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
6,1,Abaddon,Challenge,Locale_Event:ce006_stage_abaddon_challenge,Locale_Event:ce006_stage_abaddon,6,ce006_stage_boss_abaddon,icn_ce006_stage_boss_abaddon,180,1,5,303,203,103,False,0,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
7,1,Behemoth,Normal,Locale_Event:ce006_stage_behemoth_normal,Locale_Event:ce006_stage_behemoth,7,ce006_stage_boss_behemoth,icn_ce006_stage_boss_behemoth,120,8,1,304,204,104,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
8,1,Behemoth,Hard,Locale_Event:ce006_stage_behemoth_hard,Locale_Event:ce006_stage_behemoth,8,ce006_stage_boss_behemoth,icn_ce006_stage_boss_behemoth,120,8,7,305,205,105,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
9,1,Behemoth,Challenge,Locale_Event:ce006_stage_behemoth_challenge,Locale_Event:ce006_stage_behemoth,9,ce006_stage_boss_behemoth,icn_ce006_stage_boss_behemoth,180,8,8,306,206,106,False,0,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
10,1,Stalker,Normal,Locale_Event:ce006_stage_stalker_normal,Locale_Event:ce006_stage_stalker,10,ce006_stage_boss_stalker,icn_ce006_stage_boss_stalker,120,8,1,304,204,104,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
11,1,Stalker,Hard,Locale_Event:ce006_stage_stalker_hard,Locale_Event:ce006_stage_stalker,11,ce006_stage_boss_stalker,icn_ce006_stage_boss_stalker,120,8,10,305,205,105,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
12,1,Stalker,Challenge,Locale_Event:ce006_stage_stalker_challenge,Locale_Event:ce006_stage_stalker,12,ce006_stage_boss_stalker,icn_ce006_stage_boss_stalker,180,8,11,306,206,106,False,0,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
13,1,Brute,Normal,Locale_Event:ce006_stage_brute_normal,Locale_Event:ce006_stage_brute,13,ce006_stage_boss_brute,icn_ce006_stage_boss_brute,120,15,1,307,207,107,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
14,1,Brute,Hard,Locale_Event:ce006_stage_brute_hard,Locale_Event:ce006_stage_brute,14,ce006_stage_boss_brute,icn_ce006_stage_boss_brute,120,15,13,308,208,108,True,1,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
15,1,Brute,Challenge,Locale_Event:ce006_stage_brute_challenge,Locale_Event:ce006_stage_brute,15,ce006_stage_boss_brute,icn_ce006_stage_boss_brute,180,15,14,309,209,109,False,0,Locale_Event:ce006_open_date,Locale_Event:ce006_open_clear_stage
