id,group_id,skill_group,skill_icon,skill_name_locale,skill_description_locale,skill_to_activation,is_default_learn,prior_skill,need_learn_skillpoint,affect_skill_data/0/affect_skill_factor,affect_skill_data/0/affect_factor_value,affect_skill_data/0/affect_skill,affect_skill_data/1/affect_skill_factor,affect_skill_data/1/affect_factor_value,affect_skill_data/1/affect_skill,affect_skill_data/2/affect_skill_factor,affect_skill_data/2/affect_factor_value,affect_skill_data/2/affect_skill,affect_skill_data/3/affect_skill_factor,affect_skill_data/3/affect_factor_value,affect_skill_data/3/affect_skill,affect_skill_data/4/affect_skill_factor,affect_skill_data/4/affect_factor_value,affect_skill_data/4/affect_skill,affect_skill_data/5/affect_skill_factor,affect_skill_data/5/affect_factor_value,affect_skill_data/5/affect_skill
1,1,Attack,icn_ce006_skill_attack_01,Locale_Event:ce006_skill_name_attack_01,Locale_Event:ce006_skill_description_attack_01,0,True,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
2,1,Attack,icn_ce006_skill_attack_02,Locale_Event:ce006_skill_name_attack_02,Locale_Event:ce006_skill_description_attack_02,1,True,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
3,1,Attack,icn_ce006_skill_attack_03,Locale_Event:ce006_skill_name_attack_03,Locale_Event:ce006_skill_description_attack_03,6,True,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
4,1,Attack,icn_ce006_skill_common_01,Locale_Event:ce006_skill_name_attack_04,Locale_Event:ce006_skill_description_attack_04,0,False,0,2,GainBetaGauge,25,5,GainBetaGauge,25,11,None,0,0,None,0,0,None,0,0,None,0,0
5,1,Attack,icn_ce006_skill_common_02,Locale_Event:ce006_skill_name_attack_05,Locale_Event:ce006_skill_description_attack_05,0,False,4,2,GainBetaGauge,25,5,GainBetaGauge,25,11,None,0,0,None,0,0,None,0,0,None,0,0
6,1,Attack,icn_ce006_skill_attack_04,Locale_Event:ce006_skill_name_attack_06,Locale_Event:ce006_skill_description_attack_06,0,False,5,2,GainBurstGauge,25,5,GainBurstGauge,25,11,SkillDamageUp,3,5,SkillDamageUp,3,11,None,0,0,None,0,0
7,1,Attack,icn_ce006_skill_attack_05,Locale_Event:ce006_skill_name_attack_07,Locale_Event:ce006_skill_description_attack_07,0,False,0,2,MonsterRetribution,1,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
8,1,Survive,icn_ce006_skill_survive_01,Locale_Event:ce006_skill_name_survive_01,Locale_Event:ce006_skill_description_survive_01,0,True,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
9,1,Survive,icn_ce006_skill_survive_02,Locale_Event:ce006_skill_name_survive_02,Locale_Event:ce006_skill_description_survive_02,0,False,8,2,PerfectGuardTime,5,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
10,1,Survive,icn_ce006_skill_common_01,Locale_Event:ce006_skill_name_survive_03,Locale_Event:ce006_skill_description_survive_03,0,False,8,2,PerfectGuardGainBetaGauge,50,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
11,1,Survive,icn_ce006_skill_survive_03,Locale_Event:ce006_skill_name_survive_04,Locale_Event:ce006_skill_description_survive_04,0,True,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
12,1,Survive,icn_ce006_skill_survive_04,Locale_Event:ce006_skill_name_survive_05,Locale_Event:ce006_skill_description_survive_05,0,False,11,2,PerfectDodgeTime,5,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
