id,manager_id,is_heroine_group,target_heroine_id,event_condition_day,event_condition_time,event_condition_location,event_condition_relation_lv_min,event_condition_relation_lv_max,dialog_event_id
snowfall_speech_mica_01,1001,False,snowfalloasis_mica,1,Night,snowfalloasis_inn,1,6,snowfall_speech_mica_01
snowfall_speech_mica_02,1001,False,snowfalloasis_mica,2,DayTime,snowfalloasis_waterfall,1,6,snowfall_speech_mica_02
snowfall_speech_mica_03,1001,False,snowfalloasis_mica,2,Evening,snowfalloasis_waterfall,1,6,snowfall_speech_mica_03
snowfall_speech_mica_04,1001,False,snowfalloasis_mica,2,Night,snowfalloasis_inn,1,6,snowfall_speech_mica_04
snowfall_speech_mica_05,1001,False,snowfalloasis_mica,3,Evening,snowfalloasis_waterfall,1,6,snowfall_speech_mica_05
snowfall_speech_mica_06,1001,False,snowfalloasis_mica,3,Night,snowfalloasis_inn,1,6,snowfall_speech_mica_06
snowfall_speech_mica_07,1001,False,snowfalloasis_mica,4,Evening,snowfalloasis_waterfall,1,6,snowfall_speech_mica_07
snowfall_speech_mica_08,1001,False,snowfalloasis_mica,5,DayTime,snowfalloasis_dining,1,6,snowfall_speech_mica_08
snowfall_speech_mica_09,1001,False,snowfalloasis_mica,6,DayTime,snowfalloasis_trail,1,6,snowfall_speech_mica_09
snowfall_speech_mica_10,1001,False,snowfalloasis_mica,7,Evening,snowfalloasis_trail,1,6,snowfall_speech_mica_10
snowfall_speech_mica_11,1001,False,snowfalloasis_mica,7,Night,snowfalloasis_inn,1,6,snowfall_speech_mica_11
snowfall_speech_mica_12,1001,False,snowfalloasis_mica,8,DayTime,snowfalloasis_hotspring,1,6,snowfall_speech_mica_12
snowfall_speech_mica_13,1001,False,snowfalloasis_mica,8,Night,snowfalloasis_bamboo,1,6,snowfall_speech_mica_13
snowfall_speech_mica_14,1001,False,snowfalloasis_mica,10,DayTime,snowfalloasis_inn,1,6,snowfall_speech_mica_14
snowfall_speech_mica_15,1001,False,snowfalloasis_mica,11,Evening,snowfalloasis_inn,1,6,snowfall_speech_mica_15
snowfall_speech_mica_16,1001,False,snowfalloasis_mica,12,DayTime,snowfalloasis_inn,1,6,snowfall_speech_mica_16
snowfall_speech_mica_17,1001,False,snowfalloasis_mica,13,DayTime,snowfalloasis_hotspring,1,6,snowfall_speech_mica_17
snowfall_speech_mica_18,1001,False,snowfalloasis_mica,13,Night,snowfalloasis_hotspring,1,6,snowfall_speech_mica_18
snowfall_speech_mica_19,1001,False,snowfalloasis_mica,14,Night,snowfalloasis_dining,1,6,snowfall_speech_mica_19
snowfall_speech_mica_20,1001,False,snowfalloasis_mica,15,Evening,snowfalloasis_hotspring,1,6,snowfall_speech_mica_20
snowfall_speech_mica_21,1001,False,snowfalloasis_mica,16,DayTime,snowfalloasis_dining,1,6,snowfall_speech_mica_21
snowfall_speech_mica_22,1001,False,snowfalloasis_mica,16,Night,snowfalloasis_inn,1,6,snowfall_speech_mica_22
snowfall_speech_mica_23,1001,False,snowfalloasis_mica,17,Evening,snowfalloasis_trail,1,2,snowfall_speech_mica_23
snowfall_speech_mica_24,1001,False,snowfalloasis_mica,17,Evening,snowfalloasis_trail,3,4,snowfall_speech_mica_24
snowfall_speech_mica_25,1001,False,snowfalloasis_mica,17,Evening,snowfalloasis_trail,5,5,snowfall_speech_mica_25
snowfall_speech_mica_26,1001,False,snowfalloasis_mica,17,Evening,snowfalloasis_trail,6,6,snowfall_speech_mica_26
snowfall_speech_mica_27,1001,False,snowfalloasis_mica,18,DayTime,snowfalloasis_inn,1,6,snowfall_speech_mica_27
snowfall_speech_mica_28,1001,False,snowfalloasis_mica,19,DayTime,snowfalloasis_trail,1,5,snowfall_speech_mica_28
snowfall_speech_mica_29,1001,False,snowfalloasis_mica,19,DayTime,snowfalloasis_trail,6,6,snowfall_speech_mica_29
snowfall_speech_mica_30,1001,False,snowfalloasis_mica,20,DayTime,snowfalloasis_waterfall,1,5,snowfall_speech_mica_30
snowfall_speech_mica_31,1001,False,snowfalloasis_mica,20,DayTime,snowfalloasis_waterfall,6,6,snowfall_speech_mica_31
snowfall_speech_mica_32,1001,False,snowfalloasis_mica,21,Evening,snowfalloasis_waterfall,1,6,snowfall_speech_mica_32
snowfall_speech_emma_01,1001,False,snowfalloasis_emma,1,Night,snowfalloasis_trail,1,6,snowfall_speech_emma_01
snowfall_speech_emma_02,1001,False,snowfalloasis_emma,2,DayTime,snowfalloasis_dining,1,6,snowfall_speech_emma_02
snowfall_speech_emma_03,1001,False,snowfalloasis_emma,2,Night,snowfalloasis_dining,1,6,snowfall_speech_emma_03
snowfall_speech_emma_04,1001,False,snowfalloasis_emma,3,Evening,snowfalloasis_trail,1,6,snowfall_speech_emma_04
snowfall_speech_emma_05,1001,False,snowfalloasis_emma,3,Night,snowfalloasis_waterfall,1,6,snowfall_speech_emma_05
snowfall_speech_emma_07,1001,False,snowfalloasis_emma,5,Night,snowfalloasis_inn,1,6,snowfall_speech_emma_07
snowfall_speech_emma_08,1001,False,snowfalloasis_emma,6,Evening,snowfalloasis_trail,1,6,snowfall_speech_emma_08
snowfall_speech_emma_09,1001,False,snowfalloasis_emma,7,Evening,snowfalloasis_hotspring,1,6,snowfall_speech_emma_09
snowfall_speech_emma_10,1001,False,snowfalloasis_emma,7,Night,snowfalloasis_hotspring,1,6,snowfall_speech_emma_10
snowfall_speech_emma_11,1001,False,snowfalloasis_emma,8,DayTime,snowfalloasis_inn,1,6,snowfall_speech_emma_11
snowfall_speech_emma_12,1001,False,snowfalloasis_emma,8,Night,snowfalloasis_dining,1,6,snowfall_speech_emma_12
snowfall_speech_emma_13,1001,False,snowfalloasis_emma,9,DayTime,snowfalloasis_waterfall,1,6,snowfall_speech_emma_13
snowfall_speech_emma_14,1001,False,snowfalloasis_emma,9,Evening,snowfalloasis_trail,1,6,snowfall_speech_emma_14
snowfall_speech_emma_15,1001,False,snowfalloasis_emma,10,DayTime,snowfalloasis_trail,1,6,snowfall_speech_emma_15
snowfall_speech_emma_16,1001,False,snowfalloasis_emma,11,DayTime,snowfalloasis_inn,1,6,snowfall_speech_emma_16
snowfall_speech_emma_17,1001,False,snowfalloasis_emma,12,DayTime,snowfalloasis_hotspring,1,6,snowfall_speech_emma_17
snowfall_speech_emma_18,1001,False,snowfalloasis_emma,12,Evening,snowfalloasis_waterfall,1,6,snowfall_speech_emma_18
snowfall_speech_emma_19,1001,False,snowfalloasis_emma,13,DayTime,snowfalloasis_bamboo,1,6,snowfall_speech_emma_19
snowfall_speech_emma_20,1001,False,snowfalloasis_emma,14,DayTime,snowfalloasis_dining,1,6,snowfall_speech_emma_20
snowfall_speech_emma_21,1001,False,snowfalloasis_emma,14,Evening,snowfalloasis_dining,1,6,snowfall_speech_emma_21
snowfall_speech_emma_22,1001,False,snowfalloasis_emma,15,Evening,snowfalloasis_bamboo,1,6,snowfall_speech_emma_22
snowfall_speech_emma_23,1001,False,snowfalloasis_emma,15,Night,snowfalloasis_dining,1,6,snowfall_speech_emma_23
snowfall_speech_emma_24,1001,False,snowfalloasis_emma,16,Night,snowfalloasis_dining,1,6,snowfall_speech_emma_24
snowfall_speech_emma_25,1001,False,snowfalloasis_emma,17,Night,snowfalloasis_dining,1,3,snowfall_speech_emma_25
snowfall_speech_emma_26,1001,False,snowfalloasis_emma,17,Night,snowfalloasis_dining,4,5,snowfall_speech_emma_26
snowfall_speech_emma_27,1001,False,snowfalloasis_emma,17,Night,snowfalloasis_dining,6,6,snowfall_speech_emma_27
snowfall_speech_emma_28,1001,False,snowfalloasis_emma,18,DayTime,snowfalloasis_hotspring,1,6,snowfall_speech_emma_28
snowfall_speech_emma_29,1001,False,snowfalloasis_emma,19,DayTime,snowfalloasis_waterfall,1,5,snowfall_speech_emma_29
snowfall_speech_emma_30,1001,False,snowfalloasis_emma,19,DayTime,snowfalloasis_waterfall,6,6,snowfall_speech_emma_30
snowfall_speech_emma_31,1001,False,snowfalloasis_emma,19,Night,snowfalloasis_hotspring,1,5,snowfall_speech_emma_31
snowfall_speech_emma_32,1001,False,snowfalloasis_emma,19,Night,snowfalloasis_hotspring,6,6,snowfall_speech_emma_32
snowfall_speech_emma_33,1001,False,snowfalloasis_emma,20,DayTime,snowfalloasis_inn,1,5,snowfall_speech_emma_33
snowfall_speech_emma_34,1001,False,snowfalloasis_emma,20,DayTime,snowfalloasis_inn,6,6,snowfall_speech_emma_34
snowfall_speech_emma_35,1001,False,snowfalloasis_emma,20,Night,snowfalloasis_waterfall,1,5,snowfall_speech_emma_35
snowfall_speech_emma_36,1001,False,snowfalloasis_emma,20,Night,snowfalloasis_waterfall,6,6,snowfall_speech_emma_36
snowfall_speech_emma_37,1001,False,snowfalloasis_emma,21,Evening,snowfalloasis_dining,1,6,snowfall_speech_emma_37
snowfall_speech_ludmilla_01,1001,False,snowfalloasis_ludmilla,5,DayTime,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_01
snowfall_speech_ludmilla_02,1001,False,snowfalloasis_ludmilla,5,Night,snowfalloasis_trail,1,6,snowfall_speech_ludmilla_02
snowfall_speech_ludmilla_03,1001,False,snowfalloasis_ludmilla,6,DayTime,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_03
snowfall_speech_ludmilla_04,1001,False,snowfalloasis_ludmilla,6,Evening,snowfalloasis_waterfall,1,6,snowfall_speech_ludmilla_04
snowfall_speech_ludmilla_05,1001,False,snowfalloasis_ludmilla,7,Evening,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_05
snowfall_speech_ludmilla_06,1001,False,snowfalloasis_ludmilla,7,Night,snowfalloasis_dining,1,6,snowfall_speech_ludmilla_06
snowfall_speech_ludmilla_07,1001,False,snowfalloasis_ludmilla,8,Evening,snowfalloasis_inn,1,1,snowfall_speech_ludmilla_07
snowfall_speech_ludmilla_08,1001,False,snowfalloasis_ludmilla,8,Evening,snowfalloasis_inn,2,6,snowfall_speech_ludmilla_08
snowfall_speech_ludmilla_09,1001,False,snowfalloasis_ludmilla,8,Night,snowfalloasis_trail,1,1,snowfall_speech_ludmilla_09
snowfall_speech_ludmilla_10,1001,False,snowfalloasis_ludmilla,8,Night,snowfalloasis_trail,2,6,snowfall_speech_ludmilla_10
snowfall_speech_ludmilla_11,1001,False,snowfalloasis_ludmilla,9,DayTime,snowfalloasis_inn,1,6,snowfall_speech_ludmilla_11
snowfall_speech_ludmilla_12,1001,False,snowfalloasis_ludmilla,10,Evening,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_12
