id,group,level,surface_battle_power,surface_skill_type,surface_skill_value_type,surface_skill_value,surface_skill_full_count,surface_skill_cool_time,surface_skill_range_type,surface_skill_range_value,surface_skill_target_category,surface_function_prefer_target,surface_function_prefer_target_num,duration_type,duration_value,surface_timing_trigger_type,surface_timing_trigger_standard,surface_timing_trigger_value,surface_status_trigger_type_1,surface_status_trigger_standard_1,surface_status_trigger_value_1,surface_status_trigger_type_2,surface_status_trigger_standard_2,surface_status_trigger_value_2,keeping_type,fx_prefab,fx_socket_point,locale_trigger_check
101010101,101011,1,0,SurfaceStatAtk,Percent,500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010201,101011,2,0,SurfaceStatAtk,Percent,1000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010301,101011,3,0,SurfaceStatAtk,Percent,1500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010401,101011,4,0,SurfaceStatAtk,Percent,2000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010501,101011,5,0,SurfaceStatAtk,Percent,2500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010601,101011,6,0,SurfaceStatAtk,Percent,3000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010701,101011,7,0,SurfaceStatAtk,Percent,3500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010801,101011,8,0,SurfaceStatAtk,Percent,4000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101010901,101011,9,0,SurfaceStatAtk,Percent,4500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011001,101011,10,0,SurfaceStatAtk,Percent,5000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011101,101011,11,0,SurfaceStatAtk,Percent,5500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011201,101011,12,0,SurfaceStatAtk,Percent,6000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011301,101011,13,0,SurfaceStatAtk,Percent,6500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011401,101011,14,0,SurfaceStatAtk,Percent,7000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011501,101011,15,0,SurfaceStatAtk,Percent,7500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011601,101011,16,0,SurfaceStatAtk,Percent,8000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011701,101011,17,0,SurfaceStatAtk,Percent,8500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011801,101011,18,0,SurfaceStatAtk,Percent,9000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101011901,101011,19,0,SurfaceStatAtk,Percent,9500,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101012001,101011,20,0,SurfaceStatAtk,Percent,10000,1,0,User_platoon,0,Nikke_platoon,None,0,Battles,0,OnBattleStart,User_platoon,0,None,None,0,IsStandOnField,User_platoon,0,Off,fx_s_field_buff_atk,Center,False
101020101,101021,1,0,SurfaceDamageReduction,Percent,-500,1,0,Current_attack_target,0,Monster_platoon,None,0,Battles,0,OnAttack,User_platoon,0,IsFieldMonster,Trigger_target,0,IsAttacking,User_platoon,0,Off,fx_s_field_debuff_def,Center,False
101020201,101021,2,0,SurfaceDamageReduction,Percent,-1000,1,0,Current_attack_target,0,Monster_platoon,None,0,Battles,0,OnAttack,User_platoon,0,IsFieldMonster,Trigger_target,0,IsAttacking,User_platoon,0,Off,fx_s_field_debuff_def,Center,False
101020301,101021,3,0,SurfaceDamageReduction,Percent,-1500,1,0,Current_attack_target,0,Monster_platoon,None,0,Battles,0,OnAttack,User_platoon,0,IsFieldMonster,Trigger_target,0,IsAttacking,User_platoon,0,Off,fx_s_field_debuff_def,Center,False
101020401,101021,4,0,SurfaceDamageReduction,Percent,-2000,1,0,Current_attack_target,0,Monster_platoon,None,0,Battles,0,OnAttack,User_platoon,0,IsFieldMonster,Trigger_target,0,IsAttacking,User_platoon,0,Off,fx_s_field_debuff_def,Center,False
101020501,101021,5,0,SurfaceDamageReduction,Percent,-2500,1,0,Current_attack_target,0,Monster_platoon,None,0,Battles,0,OnAttack,User_platoon,0,IsFieldMonster,Trigger_target,0,IsAttacking,User_platoon,0,Off,fx_s_field_debuff_def,Center,False
