id,group,level,level_hp,level_attack,level_defence,level_energy_resist,level_metal_resist,level_bio_resist
51010001,5101,1,13500,600,90,0,0,0
51010002,5101,2,14175,630,95,0,0,0
51010003,5101,3,14850,660,99,0,0,0
51010004,5101,4,15525,690,104,0,0,0
51010005,5101,5,16200,720,108,0,0,0
51010006,5101,6,16875,750,113,0,0,0
51010007,5101,7,17550,780,117,0,0,0
51010008,5101,8,18225,810,122,0,0,0
51010009,5101,9,18900,840,126,0,0,0
51010010,5101,10,19575,870,131,0,0,0
51010011,5101,11,20925,930,140,0,0,0
51010012,5101,12,21600,960,144,0,0,0
51010013,5101,13,22275,990,149,0,0,0
51010014,5101,14,22950,1020,153,0,0,0
51010015,5101,15,23625,1050,158,0,0,0
51010016,5101,16,24300,1080,162,0,0,0
51010017,5101,17,24975,1110,167,0,0,0
51010018,5101,18,25650,1140,171,0,0,0
51010019,5101,19,26325,1170,176,0,0,0
51010020,5101,20,27000,1200,180,0,0,0
51010021,5101,21,28350,1260,189,0,0,0
51010022,5101,22,29025,1290,194,0,0,0
51010023,5101,23,29700,1320,198,0,0,0
51010024,5101,24,30375,1350,203,0,0,0
51010025,5101,25,31050,1380,207,0,0,0
51010026,5101,26,31725,1410,212,0,0,0
51010027,5101,27,32400,1440,216,0,0,0
51010028,5101,28,33075,1470,221,0,0,0
51010029,5101,29,33750,1500,225,0,0,0
51010030,5101,30,34425,1530,230,0,0,0
51010031,5101,31,35100,1560,234,0,0,0
51010032,5101,32,35775,1590,239,0,0,0
51010033,5101,33,36450,1620,243,0,0,0
51010034,5101,34,37125,1650,248,0,0,0
51010035,5101,35,37800,1680,252,0,0,0
51010036,5101,36,38475,1710,257,0,0,0
51010037,5101,37,39150,1740,261,0,0,0
51010038,5101,38,39825,1770,266,0,0,0
51010039,5101,39,40500,1800,270,0,0,0
51010040,5101,40,41175,1830,275,0,0,0
51010041,5101,41,43234,1921,288,0,0,0
51010042,5101,42,44584,1981,297,0,0,0
51010043,5101,43,45934,2041,306,0,0,0
51010044,5101,44,47284,2101,315,0,0,0
51010045,5101,45,48634,2161,324,0,0,0
51010046,5101,46,49984,2221,333,0,0,0
51010047,5101,47,51334,2281,342,0,0,0
51010048,5101,48,52684,2341,351,0,0,0
51010049,5101,49,54034,2401,360,0,0,0
51010050,5101,50,55384,2461,369,0,0,0
51010051,5101,51,56734,2521,378,0,0,0
51010052,5101,52,58084,2581,387,0,0,0
51010053,5101,53,59434,2641,396,0,0,0
51010054,5101,54,60784,2701,405,0,0,0
51010055,5101,55,62134,2761,414,0,0,0
51010056,5101,56,63484,2821,423,0,0,0
51010057,5101,57,64834,2881,432,0,0,0
51010058,5101,58,66184,2941,441,0,0,0
51010059,5101,59,67534,3001,450,0,0,0
51010060,5101,60,68884,3061,459,0,0,0
51010061,5101,61,72329,3215,482,0,0,0
51010062,5101,62,73679,3275,491,0,0,0
51010063,5101,63,75029,3335,500,0,0,0
51010064,5101,64,76379,3395,509,0,0,0
51010065,5101,65,77729,3455,518,0,0,0
51010066,5101,66,79079,3515,527,0,0,0
51010067,5101,67,80429,3575,536,0,0,0
51010068,5101,68,81779,3635,545,0,0,0
51010069,5101,69,83129,3695,554,0,0,0
51010070,5101,70,84479,3755,563,0,0,0
51010071,5101,71,85829,3815,572,0,0,0
51010072,5101,72,87179,3875,581,0,0,0
51010073,5101,73,88529,3935,590,0,0,0
51010074,5101,74,89879,3995,599,0,0,0
51010075,5101,75,91229,4055,608,0,0,0
51010076,5101,76,92579,4115,617,0,0,0
51010077,5101,77,93929,4175,626,0,0,0
51010078,5101,78,95279,4235,635,0,0,0
51010079,5101,79,96629,4295,644,0,0,0
51010080,5101,80,97979,4355,653,0,0,0
51010081,5101,81,102877,4572,686,0,0,0
51010082,5101,82,104902,4662,699,0,0,0
51010083,5101,83,106927,4752,713,0,0,0
51010084,5101,84,108952,4842,726,0,0,0
51010085,5101,85,110977,4932,740,0,0,0
51010086,5101,86,113002,5022,753,0,0,0
51010087,5101,87,115027,5112,767,0,0,0
51010088,5101,88,117052,5202,780,0,0,0
51010089,5101,89,119077,5292,794,0,0,0
51010090,5101,90,121102,5382,807,0,0,0
51010091,5101,91,123127,5472,821,0,0,0
51010092,5101,92,125152,5562,834,0,0,0
51010093,5101,93,127177,5652,848,0,0,0
51010094,5101,94,129202,5742,861,0,0,0
51010095,5101,95,131227,5832,875,0,0,0
51010096,5101,96,133252,5922,888,0,0,0
51010097,5101,97,135277,6012,902,0,0,0
51010098,5101,98,137302,6102,915,0,0,0
51010099,5101,99,139327,6192,929,0,0,0
51010100,5101,100,141352,6282,942,0,0,0
51010101,5101,101,148420,6596,989,0,0,0
51010102,5101,102,150445,6686,1003,0,0,0
51010103,5101,103,152470,6776,1016,0,0,0
51010104,5101,104,154495,6866,1030,0,0,0
51010105,5101,105,156520,6956,1043,0,0,0
51010106,5101,106,158545,7046,1057,0,0,0
51010107,5101,107,160570,7136,1070,0,0,0
51010108,5101,108,162595,7226,1084,0,0,0
51010109,5101,109,164620,7316,1097,0,0,0
51010110,5101,110,166645,7406,1111,0,0,0
51010111,5101,111,168670,7496,1124,0,0,0
51010112,5101,112,170695,7586,1138,0,0,0
51010113,5101,113,172720,7676,1151,0,0,0
51010114,5101,114,174745,7766,1165,0,0,0
51010115,5101,115,176770,7856,1178,0,0,0
51010116,5101,116,178795,7946,1192,0,0,0
51010117,5101,117,180820,8036,1205,0,0,0
51010118,5101,118,182845,8126,1219,0,0,0
51010119,5101,119,184870,8216,1232,0,0,0
51010120,5101,120,186895,8306,1246,0,0,0
51010121,5101,121,196240,8722,1308,0,0,0
51010122,5101,122,198940,8842,1326,0,0,0
51010123,5101,123,201640,8962,1344,0,0,0
51010124,5101,124,204340,9082,1362,0,0,0
51010125,5101,125,207040,9202,1380,0,0,0
51010126,5101,126,209740,9322,1398,0,0,0
51010127,5101,127,212440,9442,1416,0,0,0
51010128,5101,128,215140,9562,1434,0,0,0
51010129,5101,129,217840,9682,1452,0,0,0
51010130,5101,130,220540,9802,1470,0,0,0
51010131,5101,131,223240,9922,1488,0,0,0
51010132,5101,132,225940,10042,1506,0,0,0
51010133,5101,133,228640,10162,1524,0,0,0
51010134,5101,134,231340,10282,1542,0,0,0
51010135,5101,135,234040,10402,1560,0,0,0
51010136,5101,136,236740,10522,1578,0,0,0
51010137,5101,137,239440,10642,1596,0,0,0
51010138,5101,138,242140,10762,1614,0,0,0
51010139,5101,139,244840,10882,1632,0,0,0
51010140,5101,140,247540,11002,1650,0,0,0
51010141,5101,141,259916,11551,1733,0,0,0
51010142,5101,142,262616,11671,1751,0,0,0
51010143,5101,143,265316,11791,1769,0,0,0
51010144,5101,144,268016,11911,1787,0,0,0
51010145,5101,145,270716,12031,1805,0,0,0
51010146,5101,146,273416,12151,1823,0,0,0
51010147,5101,147,276116,12271,1841,0,0,0
51010148,5101,148,278816,12391,1859,0,0,0
51010149,5101,149,281516,12511,1877,0,0,0
51010150,5101,150,284216,12631,1895,0,0,0
51010151,5101,151,286916,12751,1913,0,0,0
51010152,5101,152,289616,12871,1931,0,0,0
51010153,5101,153,292316,12991,1949,0,0,0
51010154,5101,154,295016,13111,1967,0,0,0
51010155,5101,155,297716,13231,1985,0,0,0
51010156,5101,156,300416,13351,2003,0,0,0
51010157,5101,157,303116,13471,2021,0,0,0
51010158,5101,158,305816,13591,2039,0,0,0
51010159,5101,159,308516,13711,2057,0,0,0
51010160,5101,160,311216,13831,2075,0,0,0
51010161,5101,161,326777,14522,2178,0,0,0
51010162,5101,162,330152,14672,2201,0,0,0
51010163,5101,163,333527,14822,2223,0,0,0
51010164,5101,164,336902,14972,2246,0,0,0
51010165,5101,165,340277,15122,2268,0,0,0
51010166,5101,166,343652,15272,2291,0,0,0
51010167,5101,167,347027,15422,2313,0,0,0
51010168,5101,168,350402,15572,2336,0,0,0
51010169,5101,169,353777,15722,2358,0,0,0
51010170,5101,170,357152,15872,2381,0,0,0
51010171,5101,171,360527,16022,2403,0,0,0
51010172,5101,172,363902,16172,2426,0,0,0
51010173,5101,173,367277,16322,2448,0,0,0
51010174,5101,174,370652,16472,2471,0,0,0
51010175,5101,175,374027,16622,2493,0,0,0
51010176,5101,176,377402,16772,2516,0,0,0
51010177,5101,177,380777,16922,2538,0,0,0
51010178,5101,178,384152,17072,2561,0,0,0
51010179,5101,179,387527,17222,2583,0,0,0
51010180,5101,180,390902,17372,2606,0,0,0
51010181,5101,181,410448,18241,2736,0,0,0
51010182,5101,182,413823,18391,2759,0,0,0
51010183,5101,183,417198,18541,2781,0,0,0
51010184,5101,184,420573,18691,2804,0,0,0
51010185,5101,185,423948,18841,2826,0,0,0
51010186,5101,186,427323,18991,2849,0,0,0
51010187,5101,187,430698,19141,2871,0,0,0
51010188,5101,188,434073,19291,2894,0,0,0
51010189,5101,189,437448,19441,2916,0,0,0
51010190,5101,190,440823,19591,2939,0,0,0
51010191,5101,191,444198,19741,2961,0,0,0
51010192,5101,192,447573,19891,2984,0,0,0
51010193,5101,193,450948,20041,3006,0,0,0
51010194,5101,194,454323,20191,3029,0,0,0
51010195,5101,195,457698,20341,3051,0,0,0
51010196,5101,196,461073,20491,3074,0,0,0
51010197,5101,197,464448,20641,3096,0,0,0
51010198,5101,198,467823,20791,3119,0,0,0
51010199,5101,199,471198,20941,3141,0,0,0
51010200,5101,200,474573,21091,3164,0,0,0
51010201,5101,201,498301,22146,3322,0,0,0
51010202,5101,202,502351,22326,3349,0,0,0
51010203,5101,203,506401,22506,3376,0,0,0
51010204,5101,204,510451,22686,3403,0,0,0
51010205,5101,205,514501,22866,3430,0,0,0
51010206,5101,206,518551,23046,3457,0,0,0
51010207,5101,207,522601,23226,3484,0,0,0
51010208,5101,208,526651,23406,3511,0,0,0
51010209,5101,209,530701,23586,3538,0,0,0
51010210,5101,210,534751,23766,3565,0,0,0
51010211,5101,211,538801,23946,3592,0,0,0
51010212,5101,212,542851,24126,3619,0,0,0
51010213,5101,213,546901,24306,3646,0,0,0
51010214,5101,214,550951,24486,3673,0,0,0
51010215,5101,215,555001,24666,3700,0,0,0
51010216,5101,216,559051,24846,3727,0,0,0
51010217,5101,217,563101,25026,3754,0,0,0
51010218,5101,218,567151,25206,3781,0,0,0
51010219,5101,219,571201,25386,3808,0,0,0
51010220,5101,220,575251,25566,3835,0,0,0
51010221,5101,221,604013,26844,4027,0,0,0
51010222,5101,222,608063,27024,4054,0,0,0
51010223,5101,223,612113,27204,4081,0,0,0
51010224,5101,224,616163,27384,4108,0,0,0
51010225,5101,225,620213,27564,4135,0,0,0
51010226,5101,226,624263,27744,4162,0,0,0
51010227,5101,227,628313,27924,4189,0,0,0
51010228,5101,228,632363,28104,4216,0,0,0
51010229,5101,229,636413,28284,4243,0,0,0
51010230,5101,230,640463,28464,4270,0,0,0
51010231,5101,231,644513,28644,4297,0,0,0
51010232,5101,232,648563,28824,4324,0,0,0
51010233,5101,233,652613,29004,4351,0,0,0
51010234,5101,234,656663,29184,4378,0,0,0
51010235,5101,235,660713,29364,4405,0,0,0
51010236,5101,236,664763,29544,4432,0,0,0
51010237,5101,237,668813,29724,4459,0,0,0
51010238,5101,238,672863,29904,4486,0,0,0
51010239,5101,239,676913,30084,4513,0,0,0
51010240,5101,240,680963,30264,4540,0,0,0
51010241,5101,241,715011,31777,4766,0,0,0
51010242,5101,242,719736,31987,4798,0,0,0
51010243,5101,243,724461,32197,4829,0,0,0
