id,select_option/0/select_type,select_option/0/select_id,select_option/0/select_value,select_option/1/select_type,select_option/1/select_id,select_option/1/select_value,select_option/10/select_type,select_option/10/select_id,select_option/10/select_value,select_option/11/select_type,select_option/11/select_id,select_option/11/select_value,select_option/12/select_type,select_option/12/select_id,select_option/12/select_value,select_option/13/select_type,select_option/13/select_id,select_option/13/select_value,select_option/14/select_type,select_option/14/select_id,select_option/14/select_value,select_option/15/select_type,select_option/15/select_id,select_option/15/select_value,select_option/16/select_type,select_option/16/select_id,select_option/16/select_value,select_option/17/select_type,select_option/17/select_id,select_option/17/select_value,select_option/18/select_type,select_option/18/select_id,select_option/18/select_value,select_option/19/select_type,select_option/19/select_id,select_option/19/select_value,select_option/2/select_type,select_option/2/select_id,select_option/2/select_value,select_option/20/select_type,select_option/20/select_id,select_option/20/select_value,select_option/21/select_type,select_option/21/select_id,select_option/21/select_value,select_option/22/select_type,select_option/22/select_id,select_option/22/select_value,select_option/23/select_type,select_option/23/select_id,select_option/23/select_value,select_option/24/select_type,select_option/24/select_id,select_option/24/select_value,select_option/25/select_type,select_option/25/select_id,select_option/25/select_value,select_option/26/select_type,select_option/26/select_id,select_option/26/select_value,select_option/27/select_type,select_option/27/select_id,select_option/27/select_value,select_option/28/select_type,select_option/28/select_id,select_option/28/select_value,select_option/29/select_type,select_option/29/select_id,select_option/29/select_value,select_option/3/select_type,select_option/3/select_id,select_option/3/select_value,select_option/30/select_type,select_option/30/select_id,select_option/30/select_value,select_option/31/select_type,select_option/31/select_id,select_option/31/select_value,select_option/32/select_type,select_option/32/select_id,select_option/32/select_value,select_option/33/select_type,select_option/33/select_id,select_option/33/select_value,select_option/34/select_type,select_option/34/select_id,select_option/34/select_value,select_option/35/select_type,select_option/35/select_id,select_option/35/select_value,select_option/36/select_type,select_option/36/select_id,select_option/36/select_value,select_option/37/select_type,select_option/37/select_id,select_option/37/select_value,select_option/38/select_type,select_option/38/select_id,select_option/38/select_value,select_option/39/select_type,select_option/39/select_id,select_option/39/select_value,select_option/4/select_type,select_option/4/select_id,select_option/4/select_value,select_option/5/select_type,select_option/5/select_id,select_option/5/select_value,select_option/6/select_type,select_option/6/select_id,select_option/6/select_value,select_option/7/select_type,select_option/7/select_id,select_option/7/select_value,select_option/8/select_type,select_option/8/select_id,select_option/8/select_value,select_option/9/select_type,select_option/9/select_id,select_option/9/select_value
1001,Item,9110001,3,Item,9120001,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9140001,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1002,Item,9110003,3,Item,9120003,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9140003,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1003,Item,9110005,3,Item,9120005,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9140005,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1004,Item,7093001,1,Item,7093002,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7093003,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7093004,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7093005,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1005,Item,5210201,1,Item,5220201,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5230201,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1006,Item,5210201,10,Item,5220201,10,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5230201,10,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1007,Item,5210201,50,Item,5220201,50,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5230201,50,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1008,Item,7091001,9,Item,7091002,7,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7091003,3,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1009,Item,7092001,9,Item,7092002,7,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7092003,3,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1010,Item,9110001,30,Item,9120001,10,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9140001,10,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7091001,28,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7091002,20,Item,7091003,8,Item,7092001,14,Item,7092002,10,Item,7092003,4,None,0,0
