id,manager_id,monster_grade,monster_name,monster_description,monster_icon,monster_resource,monster_scale,monster_hit_detection_radius,monster_hp,monster_def,monster_speed,move_type,is_use_next_phase,defense_point_decrease,gold_reward,skill_unusable_time,challenge_score,monster_anim_speed,monster_skill_list/0/monster_skill,next_phase_monster_id,next_phase_monster_spawn_count,next_phase_monster_spawn_radius,monster_skill_list/1/monster_skill
1001101,1001,Normal,Locale_Event:td_fortheking_monster_name_pelican,Locale_Event:td_fortheking_monster_description_pelican,fortheking_monster_pelican,fortheking/monster/fortheking_monster_pelican,100,264,42,0,450,Ground,False,1,8,10,5,,,,,,
1001102,1001,Normal,Locale_Event:td_fortheking_monster_name_exid_pelican,Locale_Event:td_fortheking_monster_description_pelican,fortheking_monster_pelican,fortheking/monster/fortheking_monster_pelican,160,422,126,0,300,Ground,False,3,24,10,15,,,,,,
1001103,1001,Normal,Locale_Event:td_fortheking_monster_name_eyeball,Locale_Event:td_fortheking_monster_description_eyeball,fortheking_monster_eyeball,fortheking/monster/fortheking_monster_eyeball,100,264,42,0,450,Fly,False,1,8,10,5,,,,,,
1001104,1001,Normal,Locale_Event:td_fortheking_monster_name_exid_eyeball,Locale_Event:td_fortheking_monster_description_eyeball,fortheking_monster_eyeball,fortheking/monster/fortheking_monster_eyeball,160,422,126,0,300,Fly,False,3,24,10,15,,,,,,
1001105,1001,Normal,Locale_Event:td_fortheking_monster_name_thief,Locale_Event:td_fortheking_monster_description_thief,fortheking_monster_thief,fortheking/monster/fortheking_monster_thief,100,264,42,0,600,Ground,False,1,8,10,5,140.0,,,,,
1001106,1001,Normal,Locale_Event:td_fortheking_monster_name_lure,Locale_Event:td_fortheking_monster_description_lure,fortheking_monster_lure,fortheking/monster/fortheking_monster_lure,100,264,42,0,600,Fly,False,1,8,10,5,140.0,,,,,
1001107,1001,Normal,Locale_Event:td_fortheking_monster_name_caphead,Locale_Event:td_fortheking_monster_description_caphead,fortheking_monster_caphead,fortheking/monster/fortheking_monster_caphead,100,264,33,5,375,Ground,False,1,8,10,5,,,,,,
1001108,1001,Normal,Locale_Event:td_fortheking_monster_name_exid_caphead,Locale_Event:td_fortheking_monster_description_caphead,fortheking_monster_caphead,fortheking/monster/fortheking_monster_caphead,160,422,100,5,225,Ground,False,3,24,10,15,,,,,,
1001109,1001,Normal,Locale_Event:td_fortheking_monster_name_covered,Locale_Event:td_fortheking_monster_description_covered,fortheking_monster_covered,fortheking/monster/fortheking_monster_covered,100,264,33,5,375,Fly,False,1,8,10,5,,,,,,
1001110,1001,Normal,Locale_Event:td_fortheking_monster_name_exid_covered,Locale_Event:td_fortheking_monster_description_covered,fortheking_monster_covered,fortheking/monster/fortheking_monster_covered,160,422,100,5,225,Fly,False,3,24,10,15,,,,,,
1001111,1001,Normal,Locale_Event:td_fortheking_monster_name_ant,Locale_Event:td_fortheking_monster_description_ant,fortheking_monster_ant,fortheking/monster/fortheking_monster_ant,100,264,42,0,525,Ground,False,1,8,10,5,,10010101.0,,,,
