id,group_id,order,scenario_title_loacle,scenario_group_id,scenario_open_condition_group_id
1,5008,1,Locale_NikkeEpisode:d_nikke_blanc_01_title,d_nikke_blanc_01,
2,5008,2,Locale_NikkeEpisode:d_nikke_blanc_02_title,d_nikke_blanc_02,d_nikke_blanc_01
3,5008,3,Locale_NikkeEpisode:d_nikke_blanc_03_title,d_nikke_blanc_03,d_nikke_blanc_02
4,5008,4,Locale_NikkeEpisode:d_nikke_blanc_04_title,d_nikke_blanc_04,d_nikke_blanc_03
5,5008,5,Locale_NikkeEpisode:d_nikke_blanc_05_title,d_nikke_blanc_05,d_nikke_blanc_04
6,5017,1,Locale_NikkeEpisode:d_nikke_miranda_01_title,d_nikke_miranda_01,
7,5017,2,Locale_NikkeEpisode:d_nikke_miranda_02_title,d_nikke_miranda_02,d_nikke_miranda_01
8,5017,3,Locale_NikkeEpisode:d_nikke_miranda_03_title,d_nikke_miranda_03,d_nikke_miranda_02
9,5017,4,Locale_NikkeEpisode:d_nikke_miranda_04_title,d_nikke_miranda_04,d_nikke_miranda_03
10,5017,5,Locale_NikkeEpisode:d_nikke_miranda_05_title,d_nikke_miranda_05,d_nikke_miranda_04
11,5039,1,Locale_NikkeEpisode:d_nikke_folkwang_01_title,d_nikke_folkwang_01,
12,5039,2,Locale_NikkeEpisode:d_nikke_folkwang_02_title,d_nikke_folkwang_02,d_nikke_folkwang_01
13,5039,3,Locale_NikkeEpisode:d_nikke_folkwang_03_title,d_nikke_folkwang_03,d_nikke_folkwang_02
14,5039,4,Locale_NikkeEpisode:d_nikke_folkwang_04_title,d_nikke_folkwang_04,d_nikke_folkwang_03
15,5039,5,Locale_NikkeEpisode:d_nikke_folkwang_05_title,d_nikke_folkwang_05,d_nikke_folkwang_04
16,5040,1,Locale_NikkeEpisode:d_nikke_rapunzel_01_title,d_nikke_rapunzel_01,
17,5040,2,Locale_NikkeEpisode:d_nikke_rapunzel_02_title,d_nikke_rapunzel_02,d_nikke_rapunzel_01
18,5040,3,Locale_NikkeEpisode:d_nikke_rapunzel_03_title,d_nikke_rapunzel_03,d_nikke_rapunzel_02
19,5040,4,Locale_NikkeEpisode:d_nikke_rapunzel_04_title,d_nikke_rapunzel_04,d_nikke_rapunzel_03
20,5040,5,Locale_NikkeEpisode:d_nikke_rapunzel_05_title,d_nikke_rapunzel_05,d_nikke_rapunzel_04
21,5054,1,Locale_NikkeEpisode:d_nikke_biscuit_01_title,d_nikke_biscuit_01,
22,5054,2,Locale_NikkeEpisode:d_nikke_biscuit_02_title,d_nikke_biscuit_02,d_nikke_biscuit_01
23,5054,3,Locale_NikkeEpisode:d_nikke_biscuit_03_title,d_nikke_biscuit_03,d_nikke_biscuit_02
24,5054,4,Locale_NikkeEpisode:d_nikke_biscuit_04_title,d_nikke_biscuit_04,d_nikke_biscuit_03
25,5054,5,Locale_NikkeEpisode:d_nikke_biscuit_05_title,d_nikke_biscuit_05,d_nikke_biscuit_04
26,5032,1,Locale_NikkeEpisode:d_nikke_maiden_01_title,d_nikke_maiden_01,
27,5032,2,Locale_NikkeEpisode:d_nikke_maiden_02_title,d_nikke_maiden_02,d_nikke_maiden_01
28,5032,3,Locale_NikkeEpisode:d_nikke_maiden_03_title,d_nikke_maiden_03,d_nikke_maiden_02
29,5032,4,Locale_NikkeEpisode:d_nikke_maiden_04_title,d_nikke_maiden_04,d_nikke_maiden_03
30,5032,5,Locale_NikkeEpisode:d_nikke_maiden_05_title,d_nikke_maiden_05,d_nikke_maiden_04
31,5031,1,Locale_NikkeEpisode:d_nikke_guillotine_01_title,d_nikke_guillotine_01,
32,5031,2,Locale_NikkeEpisode:d_nikke_guillotine_02_title,d_nikke_guillotine_02,d_nikke_guillotine_01
33,5031,3,Locale_NikkeEpisode:d_nikke_guillotine_03_title,d_nikke_guillotine_03,d_nikke_guillotine_02
34,5031,4,Locale_NikkeEpisode:d_nikke_guillotine_04_title,d_nikke_guillotine_04,d_nikke_guillotine_03
35,5031,5,Locale_NikkeEpisode:d_nikke_guillotine_05_title,d_nikke_guillotine_05,d_nikke_guillotine_04
36,3001,1,Locale_NikkeEpisode:d_nikke_rapi_01_title,d_nikke_rapi_01,
37,3001,2,Locale_NikkeEpisode:d_nikke_rapi_02_title,d_nikke_rapi_02,d_nikke_rapi_01
38,3001,3,Locale_NikkeEpisode:d_nikke_rapi_03_title,d_nikke_rapi_03,d_nikke_rapi_02
39,3001,4,Locale_NikkeEpisode:d_nikke_rapi_04_title,d_nikke_rapi_04,d_nikke_rapi_03
40,3001,5,Locale_NikkeEpisode:d_nikke_rapi_05_title,d_nikke_rapi_05,d_nikke_rapi_04
41,3010,1,Locale_NikkeEpisode:d_nikke_ether_01_title,d_nikke_ether_01,
42,3010,2,Locale_NikkeEpisode:d_nikke_ether_02_title,d_nikke_ether_02,d_nikke_ether_01
43,3010,3,Locale_NikkeEpisode:d_nikke_ether_03_title,d_nikke_ether_03,d_nikke_ether_02
44,3010,4,Locale_NikkeEpisode:d_nikke_ether_04_title,d_nikke_ether_04,d_nikke_ether_03
45,3010,5,Locale_NikkeEpisode:d_nikke_ether_05_title,d_nikke_ether_05,d_nikke_ether_04
46,5079,1,Locale_NikkeEpisode:d_nikke_mast_01_title,d_nikke_mast_01,
47,5079,2,Locale_NikkeEpisode:d_nikke_mast_02_title,d_nikke_mast_02,d_nikke_mast_01
48,5079,3,Locale_NikkeEpisode:d_nikke_mast_03_title,d_nikke_mast_03,d_nikke_mast_02
49,5079,4,Locale_NikkeEpisode:d_nikke_mast_04_title,d_nikke_mast_04,d_nikke_mast_03
50,5079,5,Locale_NikkeEpisode:d_nikke_mast_05_title,d_nikke_mast_05,d_nikke_mast_04
51,5063,1,Locale_NikkeEpisode:d_nikke_anchor_01_title,d_nikke_anchor_01,
52,5063,2,Locale_NikkeEpisode:d_nikke_anchor_02_title,d_nikke_anchor_02,d_nikke_anchor_01
53,5063,3,Locale_NikkeEpisode:d_nikke_anchor_03_title,d_nikke_anchor_03,d_nikke_anchor_02
54,5063,4,Locale_NikkeEpisode:d_nikke_anchor_04_title,d_nikke_anchor_04,d_nikke_anchor_03
55,5063,5,Locale_NikkeEpisode:d_nikke_anchor_05_title,d_nikke_anchor_05,d_nikke_anchor_04
56,5066,1,Locale_NikkeEpisode:d_nikke_helm_01_title,d_nikke_helm_01,
57,5066,2,Locale_NikkeEpisode:d_nikke_helm_02_title,d_nikke_helm_02,d_nikke_helm_01
58,5066,3,Locale_NikkeEpisode:d_nikke_helm_03_title,d_nikke_helm_03,d_nikke_helm_02
59,5066,4,Locale_NikkeEpisode:d_nikke_helm_04_title,d_nikke_helm_04,d_nikke_helm_03
60,5066,5,Locale_NikkeEpisode:d_nikke_helm_05_title,d_nikke_helm_05,d_nikke_helm_04
61,5126,1,Locale_NikkeEpisode:d_nikke_flora_01_title,d_nikke_flora_01,
62,5126,2,Locale_NikkeEpisode:d_nikke_flora_02_title,d_nikke_flora_02,d_nikke_flora_01
63,5126,3,Locale_NikkeEpisode:d_nikke_flora_03_title,d_nikke_flora_03,d_nikke_flora_02
64,5126,4,Locale_NikkeEpisode:d_nikke_flora_04_title,d_nikke_flora_04,d_nikke_flora_03
65,5126,5,Locale_NikkeEpisode:d_nikke_flora_05_title,d_nikke_flora_05,d_nikke_flora_04
66,5011,1,Locale_NikkeEpisode:d_nikke_liter_01_title,d_nikke_liter_01,
67,5011,2,Locale_NikkeEpisode:d_nikke_liter_02_title,d_nikke_liter_02,d_nikke_liter_01
68,5011,3,Locale_NikkeEpisode:d_nikke_liter_03_title,d_nikke_liter_03,d_nikke_liter_02
69,5011,4,Locale_NikkeEpisode:d_nikke_liter_04_title,d_nikke_liter_04,d_nikke_liter_03
70,5011,5,Locale_NikkeEpisode:d_nikke_liter_05_title,d_nikke_liter_05,d_nikke_liter_04
71,5046,1,Locale_NikkeEpisode:d_nikke_ade_01_title,d_nikke_ade_01,
72,5046,2,Locale_NikkeEpisode:d_nikke_ade_02_title,d_nikke_ade_02,d_nikke_ade_01
73,5046,3,Locale_NikkeEpisode:d_nikke_ade_03_title,d_nikke_ade_03,d_nikke_ade_02
74,5046,4,Locale_NikkeEpisode:d_nikke_ade_04_title,d_nikke_ade_04,d_nikke_ade_03
75,5046,5,Locale_NikkeEpisode:d_nikke_ade_05_title,d_nikke_ade_05,d_nikke_ade_04
76,3006,1,Locale_NikkeEpisode:d_nikke_mihara_01_title,d_nikke_mihara_01,
77,3006,2,Locale_NikkeEpisode:d_nikke_mihara_02_title,d_nikke_mihara_02,d_nikke_mihara_01
78,3006,3,Locale_NikkeEpisode:d_nikke_mihara_03_title,d_nikke_mihara_03,d_nikke_mihara_02
79,3006,4,Locale_NikkeEpisode:d_nikke_mihara_04_title,d_nikke_mihara_04,d_nikke_mihara_03
80,3006,5,Locale_NikkeEpisode:d_nikke_mihara_05_title,d_nikke_mihara_05,d_nikke_mihara_04
81,5006,1,Locale_NikkeEpisode:d_nikke_yuni_01_title,d_nikke_yuni_01,
82,5006,2,Locale_NikkeEpisode:d_nikke_yuni_02_title,d_nikke_yuni_02,d_nikke_yuni_01
83,5006,3,Locale_NikkeEpisode:d_nikke_yuni_03_title,d_nikke_yuni_03,d_nikke_yuni_02
84,5006,4,Locale_NikkeEpisode:d_nikke_yuni_04_title,d_nikke_yuni_04,d_nikke_yuni_03
85,5006,5,Locale_NikkeEpisode:d_nikke_yuni_05_title,d_nikke_yuni_05,d_nikke_yuni_04
86,5122,1,Locale_NikkeEpisode:d_nikke_phantom_01_title,d_nikke_phantom_01,
87,5122,2,Locale_NikkeEpisode:d_nikke_phantom_02_title,d_nikke_phantom_02,d_nikke_phantom_01
88,5122,3,Locale_NikkeEpisode:d_nikke_phantom_03_title,d_nikke_phantom_03,d_nikke_phantom_02
89,5122,4,Locale_NikkeEpisode:d_nikke_phantom_04_title,d_nikke_phantom_04,d_nikke_phantom_03
90,5122,5,Locale_NikkeEpisode:d_nikke_phantom_05_title,d_nikke_phantom_05,d_nikke_phantom_04
91,1007,1,Locale_NikkeEpisode:d_nikke_d_01_title,d_nikke_d_01,
92,1007,2,Locale_NikkeEpisode:d_nikke_d_02_title,d_nikke_d_02,d_nikke_d_01
93,1007,3,Locale_NikkeEpisode:d_nikke_d_03_title,d_nikke_d_03,d_nikke_d_02
94,1007,4,Locale_NikkeEpisode:d_nikke_d_04_title,d_nikke_d_04,d_nikke_d_03
95,1007,5,Locale_NikkeEpisode:d_nikke_d_05_title,d_nikke_d_05,d_nikke_d_04
96,5007,1,Locale_NikkeEpisode:d_nikke_privaty_01_title,d_nikke_privaty_01,
97,5007,2,Locale_NikkeEpisode:d_nikke_privaty_02_title,d_nikke_privaty_02,d_nikke_privaty_01
98,5007,3,Locale_NikkeEpisode:d_nikke_privaty_03_title,d_nikke_privaty_03,d_nikke_privaty_02
99,5007,4,Locale_NikkeEpisode:d_nikke_privaty_04_title,d_nikke_privaty_04,d_nikke_privaty_03
100,5007,5,Locale_NikkeEpisode:d_nikke_privaty_05_title,d_nikke_privaty_05,d_nikke_privaty_04
101,5012,1,Locale_NikkeEpisode:d_nikke_snowwhite_01_title,d_nikke_snowwhite_01,
102,5012,2,Locale_NikkeEpisode:d_nikke_snowwhite_02_title,d_nikke_snowwhite_02,d_nikke_snowwhite_01
103,5012,3,Locale_NikkeEpisode:d_nikke_snowwhite_03_title,d_nikke_snowwhite_03,d_nikke_snowwhite_02
104,5012,4,Locale_NikkeEpisode:d_nikke_snowwhite_04_title,d_nikke_snowwhite_04,d_nikke_snowwhite_03
105,5012,5,Locale_NikkeEpisode:d_nikke_snowwhite_05_title,d_nikke_snowwhite_05,d_nikke_snowwhite_04
106,5107,1,Locale_NikkeEpisode:d_nikke_elegg_01_title,d_nikke_elegg_01,
107,5107,2,Locale_NikkeEpisode:d_nikke_elegg_02_title,d_nikke_elegg_02,d_nikke_elegg_01
108,5107,3,Locale_NikkeEpisode:d_nikke_elegg_03_title,d_nikke_elegg_03,d_nikke_elegg_02
109,5107,4,Locale_NikkeEpisode:d_nikke_elegg_04_title,d_nikke_elegg_04,d_nikke_elegg_03
110,5107,5,Locale_NikkeEpisode:d_nikke_elegg_05_title,d_nikke_elegg_05,d_nikke_elegg_04
111,5061,1,Locale_NikkeEpisode:d_nikke_dorothy_01_title,d_nikke_dorothy_01,
112,5061,2,Locale_NikkeEpisode:d_nikke_dorothy_02_title,d_nikke_dorothy_02,d_nikke_dorothy_01
113,5061,3,Locale_NikkeEpisode:d_nikke_dorothy_03_title,d_nikke_dorothy_03,d_nikke_dorothy_02
114,5061,4,Locale_NikkeEpisode:d_nikke_dorothy_04_title,d_nikke_dorothy_04,d_nikke_dorothy_03
115,5061,5,Locale_NikkeEpisode:d_nikke_dorothy_05_title,d_nikke_dorothy_05,d_nikke_dorothy_04
116,5023,1,Locale_NikkeEpisode:d_nikke_eunhwa_01_title,d_nikke_eunhwa_01,
117,5023,2,Locale_NikkeEpisode:d_nikke_eunhwa_02_title,d_nikke_eunhwa_02,d_nikke_eunhwa_01
118,5023,3,Locale_NikkeEpisode:d_nikke_eunhwa_03_title,d_nikke_eunhwa_03,d_nikke_eunhwa_02
119,5023,4,Locale_NikkeEpisode:d_nikke_eunhwa_04_title,d_nikke_eunhwa_04,d_nikke_eunhwa_03
120,5023,5,Locale_NikkeEpisode:d_nikke_eunhwa_05_title,d_nikke_eunhwa_05,d_nikke_eunhwa_04
121,5022,1,Locale_NikkeEpisode:d_nikke_vesti_01_title,d_nikke_vesti_01,
122,5022,2,Locale_NikkeEpisode:d_nikke_vesti_02_title,d_nikke_vesti_02,d_nikke_vesti_01
123,5022,3,Locale_NikkeEpisode:d_nikke_vesti_03_title,d_nikke_vesti_03,d_nikke_vesti_02
124,5022,4,Locale_NikkeEpisode:d_nikke_vesti_04_title,d_nikke_vesti_04,d_nikke_vesti_03
125,5022,5,Locale_NikkeEpisode:d_nikke_vesti_05_title,d_nikke_vesti_05,d_nikke_vesti_04
