id,group_id,usage_type,slot,table_reference_type,resource_id,costume_index,scenario_character_id,character_custom_id
1003101,10031,Squad,3,CharacterTable,5006,0,,0
1003201,10032,RoamingNPC,0,CharacterTable,307,0,,0
1003202,10032,RoamingNPC,0,CharacterTable,300,0,,0
1003203,10032,RoamingNPC,0,CharacterTable,302,0,,0
1003204,10032,RoamingNPC,0,CharacterTable,304,0,,0
1003205,10032,RoamingNPC,0,CharacterTable,306,0,,0
1003206,10032,RoamingNPC,0,CharacterTable,308,0,,0
1003207,10032,RoamingNPC,0,CharacterTable,301,0,,0
1003208,10032,RoamingNPC,0,CharacterTable,303,0,,0
1003209,10032,RoamingNPC,0,CharacterTable,305,0,,0
1003210,10032,RoamingNPC,0,CharacterTable,300,0,,0
1003211,10032,RoamingNPC,0,CharacterTable,302,0,,0
1003212,10032,RoamingNPC,0,CharacterTable,304,0,,0
1003213,10032,RoamingNPC,0,CharacterTable,306,0,,0
1003214,10032,RoamingNPC,0,CharacterTable,308,0,,0
1003215,10032,RoamingNPC,0,CharacterTable,301,0,,0
1003216,10032,RoamingNPC,0,CharacterTable,303,0,,0
1003217,10032,RoamingNPC,0,CharacterTable,305,0,,0
1003301,10033,Squad,3,CharacterTable,470,0,,1003301
1003401,10034,Squad,3,CharacterTable,224,0,,1003401
1003501,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003502,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003503,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003504,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003505,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003506,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003507,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003508,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003509,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003510,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003511,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003512,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003513,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003514,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003515,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003516,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003517,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003518,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003519,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003520,10035,RoamingNPC,0,CharacterTable,300,0,,0
1003601,10036,Squad,3,CharacterTable,300,0,,1003501
1003701,10037,Squad,3,CharacterTable,330,0,,1003601
10161101,101611,Squad,3,CharacterTable,511,0,,0
10161201,101612,Squad,3,CharacterTable,511,0,,10161201
10161301,101613,Squad,3,CharacterTable,511,0,,10161301
10161401,101614,Squad,3,ScenarioCharacterSettingTable,0,-1,cinderella_f,10161401
10171101,101711,Squad,3,CharacterTable,182,0,,10171101
10191101,101911,Squad,3,CharacterTable,513,0,,10191101
10191201,101912,Squad,3,CharacterTable,513,0,,10191201
10191301,101913,Squad,3,CharacterTable,513,0,,10191301
10191401,101914,Squad,3,CharacterTable,513,0,,10191401
10201101,102011,Squad,3,ScenarioCharacterSettingTable,0,-1,ce006_field_squad_eve,10201101
10201201,102012,Squad,3,ScenarioCharacterSettingTable,0,-1,ce006_field_squad_rapi,10201201
10241101,102411,Squad,3,ScenarioCharacterSettingTable,0,-1,btg_field_squad_dorothy_02,10241101
10241201,102412,Squad,3,ScenarioCharacterSettingTable,0,-1,btg_field_squad_dorothy_01,10241101
10241301,102413,Squad,3,ScenarioCharacterSettingTable,0,-1,btg_field_squad_dorothy_02,10241101
10250201,102502,RoamingNPC,0,CharacterTable,305,0,,0
10250202,102502,RoamingNPC,0,CharacterTable,306,0,,0
10250203,102502,RoamingNPC,0,CharacterTable,308,0,,0
10250204,102502,RoamingNPC,0,CharacterTable,305,0,,0
10250205,102502,RoamingNPC,0,CharacterTable,306,0,,0
10250206,102502,RoamingNPC,0,ScenarioCharacterSettingTable,0,-1,filed_npc_citizen_01,0
10250207,102502,RoamingNPC,0,ScenarioCharacterSettingTable,0,-1,filed_npc_citizen_02,0
10250208,102502,RoamingNPC,0,ScenarioCharacterSettingTable,0,-1,filed_npc_citizen_03,0
10250209,102502,RoamingNPC,0,ScenarioCharacterSettingTable,0,-1,filed_npc_citizen_04,0
10250210,102502,RoamingNPC,0,ScenarioCharacterSettingTable,0,-1,filed_npc_citizen_05,0
10250211,102502,RoamingNPC,0,ScenarioCharacterSettingTable,0,-1,filed_npc_citizen_06,0
10250212,102502,RoamingNPC,0,CharacterTable,130,1,,0
10250213,102502,RoamingNPC,0,CharacterTable,200,1,,0
10250214,102502,RoamingNPC,0,CharacterTable,242,1,,0
10250215,102502,RoamingNPC,0,CharacterTable,270,0,,0
10250216,102502,RoamingNPC,0,CharacterTable,271,0,,0
10250217,102502,RoamingNPC,0,CharacterTable,314,0,,0
10250218,102502,RoamingNPC,0,CharacterTable,195,0,,0
10261101,102611,Squad,3,CharacterTable,30,0,,10261101
10261201,102612,Squad,3,CharacterTable,32,0,,10261201
10261301,102613,Squad,3,CharacterTable,43,2,,10261301
1999101,19991,Squad,3,ScenarioCharacterSettingTable,0,-1,rapi,1999101
1999201,19992,RoamingNPC,0,CharacterTable,11,-1,,0
1999202,19992,RoamingNPC,0,ScenarioCharacterSettingTable,0,-1,marian,0
