id,group_Id,Item_Id,Rate
1,1,200101,4000
2,1,200201,4000
3,1,200301,4000
4,1,200401,4000
5,1,200501,4000
6,1,200601,4000
7,1,200701,4000
8,1,200801,4000
9,1,200901,4000
10,1,201001,4000
11,1,201101,4000
12,1,201201,4000
13,1,201301,4000
14,1,201401,4000
15,1,201501,4000
16,1,201601,4000
17,1,201701,4000
18,1,201801,4000
19,1,201901,4000
20,1,202001,4000
21,1,300101,4000
22,1,300201,10
23,1,300301,10
24,1,300401,4000
25,1,300501,4700
26,1,300601,3000
27,1,300701,50
28,1,300801,30
29,1,300901,2000
30,1,301001,2000
31,1,301101,100
32,1,301201,100
33,2,200101,4000
34,2,200201,4000
35,2,200301,4000
36,2,200401,4000
37,2,200501,4000
38,2,200601,4000
39,2,200701,4000
40,2,200801,4000
41,2,200901,4000
42,2,201001,4000
43,2,201101,4000
44,2,201201,4000
45,2,201301,4000
46,2,201401,4000
47,2,201501,4000
48,2,201601,4000
49,2,201701,4000
50,2,201801,4000
51,2,201901,4000
52,2,202001,4000
53,2,300101,4000
54,2,300201,100
55,2,300301,100
56,2,300401,4000
57,2,300501,4000
58,2,300601,3000
59,2,300701,300
60,2,300801,300
61,2,300901,2000
62,2,301001,2000
63,2,301101,100
64,2,301201,100
65,3,200101,3700
66,3,200201,3700
67,3,200301,3700
68,3,200401,3700
69,3,200501,3700
70,3,200601,3700
71,3,200701,3700
72,3,200801,3700
73,3,200901,3700
74,3,201001,3700
75,3,201101,3700
76,3,201201,3700
77,3,201301,3700
78,3,201401,3700
79,3,201501,3700
80,3,201601,3700
81,3,201701,3700
82,3,201801,3700
83,3,201901,3700
84,3,202001,3700
85,3,300101,3700
86,3,300201,800
87,3,300301,800
88,3,300401,4000
89,3,300501,3100
90,3,300601,3000
91,3,300701,1500
92,3,300801,1500
93,3,300901,3000
94,3,301001,3000
95,3,301101,800
96,3,301201,800
97,3,202001,1500
98,3,300101,1500
99,3,300201,100
100,3,300301,200
101,3,300401,2500
102,3,300501,2500
103,3,300601,2000
104,3,300701,300
105,3,300801,300
106,3,300901,2500
107,3,301001,2500
108,3,301101,300
109,3,301201,300
