id,bgm_type,bgm_sub_type,use_story_mod,type_value,event_id,default,bgm_trigger_event_type,bgm_trigger_event_value,bgm_loop
1000000,Ambient,Campaign_stage,False,0,0,True,None,0,ambient_chapter_0
1000001,Ambient,Campaign_stage,False,1,0,True,None,0,ambient_chapter_1
1000002,Ambient,Campaign_stage,False,2,0,True,None,0,ambient_chapter_2
1000003,Ambient,Campaign_stage,False,3,0,True,None,0,ambient_chapter_3
1000004,Ambient,Campaign_stage,False,4,0,True,None,0,ambient_chapter_4
1000005,Ambient,Campaign_stage,False,5,0,True,None,0,ambient_chapter_5
1000006,Ambient,Campaign_stage,False,6,0,True,None,0,ambient_chapter_6
1000007,Ambient,Campaign_stage,False,7,0,True,None,0,ambient_chapter_5
1000008,Ambient,Campaign_stage,False,8,0,True,None,0,ambient_chapter_8
1000009,Ambient,Campaign_stage,False,9,0,True,None,0,ambient_chapter_9
1000010,Ambient,Campaign_stage,False,10,0,True,None,0,ambient_chapter_10
1000011,Ambient,Campaign_stage,False,11,0,True,None,0,ambient_chapter_11
1000012,Ambient,Campaign_stage,False,12,0,True,None,0,ambient_chapter_12
1000013,Ambient,Campaign_stage,False,13,0,True,None,0,ambient_chapter_13
1000014,Ambient,Campaign_stage,False,14,0,True,None,0,ambient_chapter_14
1000015,Ambient,Campaign_stage,False,15,0,True,None,0,ambient_chapter_3
1000016,Ambient,Campaign_stage,False,16,0,True,None,0,ambient_chapter_5
1000017,Ambient,Campaign_stage,False,17,0,True,None,0,ambient_chapter_17
1000018,Ambient,Campaign_stage,False,18,0,True,None,0,ambient_chapter_18
1000019,Ambient,Campaign_stage,False,19,0,True,None,0,ambient_chapter_9
1000020,Ambient,Campaign_stage,False,20,0,True,None,0,ambient_chapter_10
1000021,Ambient,Campaign_stage,False,21,0,True,None,0,ambient_chapter_11
1000022,Ambient,Campaign_stage,False,22,0,True,None,0,ambient_chapter_8
1000023,Ambient,Campaign_stage,False,23,0,True,None,0,ambient_chapter_9
1000024,Ambient,Campaign_stage,False,24,0,True,None,0,ambient_chapter_9
1000025,Ambient,Campaign_stage,False,24,0,True,None,1,ambient_chapter_24_inmmr
1000026,Ambient,Campaign_stage,False,25,0,True,None,0,ambient_chapter_2
1000027,Ambient,Campaign_stage,False,26,0,True,None,0,ambient_chapter_26
1000028,Ambient,Campaign_stage,False,27,0,True,None,0,ambient_chapter_27
1000029,Ambient,Campaign_stage,False,28,0,True,None,0,ambient_chapter_28
1000030,Ambient,Campaign_stage,False,29,0,True,None,0,ambient_chapter_13
1000031,Ambient,Campaign_stage,False,30,0,True,None,0,ambient_chapter_14
1000032,Ambient,Campaign_stage,False,31,0,True,None,0,ambient_chapter_14
1000033,Ambient,Campaign_stage,False,32,0,True,None,0,ambient_chapter_32
1000034,Ambient,Campaign_stage,False,33,0,True,None,0,ambient_chapter_28
1000035,Ambient,Campaign_stage,False,34,0,True,None,0,ambient_chapter_32
1000036,Ambient,Campaign_stage,False,35,0,True,None,0,ambient_chapter_35
