id,name_localkey,description_localkey,rank_type,grade,monster_range,class,element_id,model,size,model_scale,surface_prefer_target,statenhance_id,surface_battle_area,surface_battle_area_shielding_check,surface_monster_skill_group_id,surface_ai_id
-1774890787,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Near,Attacker,100001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774890687,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Near,Attacker,200001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774890587,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Near,Attacker,300001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774890487,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Near,Attacker,400001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774890387,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Near,Attacker,500001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774889787,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Mid,Attacker,100001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774889687,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Mid,Attacker,200001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774889587,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Mid,Attacker,300001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774889487,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Mid,Attacker,400001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774889387,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Mid,Attacker,500001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774888787,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Far,Attacker,100001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774888687,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Far,Attacker,200001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774888587,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Far,Attacker,300001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774888487,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Far,Attacker,400001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774888387,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Thrash,Far,Attacker,500001,bmg001,0,10500,Random,1111,1,1,10001,10001
-1774880787,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Near,Attacker,100001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774880687,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Near,Attacker,200001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774880587,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Near,Attacker,300001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774880487,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Near,Attacker,400001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774880387,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Near,Attacker,500001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774879787,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Mid,Attacker,100001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774879687,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Mid,Attacker,200001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774879587,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Mid,Attacker,300001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774879487,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Mid,Attacker,400001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774879387,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Mid,Attacker,500001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774878787,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Far,Attacker,100001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774878687,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Far,Attacker,200001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774878587,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Far,Attacker,300001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774878487,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Far,Attacker,400001,bma002,0,11900,Random,1111,1,1,10001,10001
-1774878387,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Thrash,Far,Attacker,500001,bma002,0,11900,Random,1111,1,1,10001,10001
-1754870787,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Near,Defender,100001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754870687,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Near,Defender,200001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754870587,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Near,Defender,300001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754870487,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Near,Defender,400001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754870387,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Near,Defender,500001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754869787,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Mid,Defender,100001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754869687,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Mid,Defender,200001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754869587,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Mid,Defender,300001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754869487,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Mid,Defender,400001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754869387,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Mid,Defender,500001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754868787,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Far,Defender,100001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754868687,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Far,Defender,200001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754868587,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Far,Defender,300001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754868487,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Far,Defender,400001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754868387,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Thrash,Far,Defender,500001,mmg005,0,10500,Random,1113,1,1,10001,10001
-1754860787,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Near,Defender,100001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754860687,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Near,Defender,200001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754860587,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Near,Defender,300001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754860487,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Near,Defender,400001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754860387,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Near,Defender,500001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754859787,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Mid,Defender,100001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754859687,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Mid,Defender,200001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754859587,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Mid,Defender,300001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754859487,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Mid,Defender,400001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754859387,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Mid,Defender,500001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754858787,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Far,Defender,100001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754858687,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Far,Defender,200001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754858587,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Far,Defender,300001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754858487,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Far,Defender,400001,mma001,0,7000,Random,1113,1,1,10001,10001
-1754858387,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Thrash,Far,Defender,500001,mma001,0,7000,Random,1113,1,1,10001,10001
-1764850787,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Near,Supporter,100001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764850687,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Near,Supporter,200001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764850587,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Near,Supporter,300001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764850487,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Near,Supporter,400001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764850387,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Near,Supporter,500001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764849787,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Mid,Supporter,100001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764849687,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Mid,Supporter,200001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764849587,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Mid,Supporter,300001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764849487,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Mid,Supporter,400001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764849387,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Mid,Supporter,500001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764848787,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Far,Supporter,100001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764848687,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Far,Supporter,200001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764848587,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Far,Supporter,300001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764848487,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Far,Supporter,400001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764848387,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Thrash,Far,Supporter,500001,emg003,0,10500,Random,1112,1,1,10001,10001
-1764840787,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Near,Supporter,100001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764840687,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Near,Supporter,200001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764840587,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Near,Supporter,300001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764840487,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Near,Supporter,400001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764840387,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Near,Supporter,500001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764839787,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Mid,Supporter,100001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764839687,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Mid,Supporter,200001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764839587,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Mid,Supporter,300001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764839487,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Mid,Supporter,400001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764839387,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Mid,Supporter,500001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764838787,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Far,Supporter,100001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764838687,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Far,Supporter,200001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764838587,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Far,Supporter,300001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764838487,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Far,Supporter,400001,ema002,0,13300,Random,1112,1,1,10001,10001
-1764838387,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Thrash,Far,Supporter,500001,ema002,0,13300,Random,1112,1,1,10001,10001
-1674890787,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Near,Attacker,100001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674890687,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Near,Attacker,200001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674890587,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Near,Attacker,300001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674890487,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Near,Attacker,400001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674890387,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Near,Attacker,500001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674889787,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Mid,Attacker,100001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674889687,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Mid,Attacker,200001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674889587,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Mid,Attacker,300001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674889487,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Mid,Attacker,400001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674889387,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Mid,Attacker,500001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674888787,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Far,Attacker,100001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674888687,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Far,Attacker,200001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674888587,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Far,Attacker,300001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674888487,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Far,Attacker,400001,bmg001,1,15000,Random,1121,2,1,10001,10002
