id,sub_category_id,scenario_name_localtable,scenario_name_localkey,scenario_group_id,target_chapter,is_hidden,dialogtype,overwrite_scenario_dialog_table_type
1,0,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_1_a,d_main_01_01_s,1.0,True,Normal,
2,0,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_1_b,d_main_01_01_e,1.0,True,Normal,
3,0,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_2,d_main_01_02,1.0,True,Normal,
4,0,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_3_a,d_main_01_03_s,1.0,True,Normal,
5,0,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_3_b,d_main_01_03_e,1.0,True,Normal,
6,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_4_a,d_main_01_04_s,1.0,True,Normal,
7,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_4_b,d_main_01_04_e,1.0,True,Normal,
8,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_5,d_main_01_05,1.0,True,Normal,
9,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_6_a,d_main_01_06_s,1.0,True,Normal,
10,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_6_b,d_main_01_06_e,1.0,True,Normal,
11,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_7_a,d_main_01_07_s,1.0,True,Normal,
12,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_7_b,d_main_01_07_e,1.0,True,Normal,
13,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_8,d_main_01af_01,1.0,True,Normal,
14,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_9,d_main_01af_02,1.0,True,Normal,
15,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_10,d_main_01af_03,1.0,True,Normal,
16,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_11,d_main_01af_04,1.0,True,Normal,
17,1,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_12,d_main_01af_05,1.0,True,Normal,
18,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_13,d_main_02_01,2.0,True,Normal,
19,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_14,d_main_02_02,2.0,True,Normal,
20,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_15,d_main_02_03,2.0,True,Normal,
21,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_16,d_main_02_04,2.0,True,Normal,
22,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_17,d_main_02_05,2.0,True,Normal,
23,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_18,d_main_02_06,2.0,True,Normal,
24,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_19,d_main_02_07,2.0,True,Normal,
25,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_20_a,d_main_02_08_s,2.0,True,Normal,
26,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_20_b,d_main_02_08_e,2.0,True,Normal,
27,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_21,d_main_02af_01,2.0,True,Normal,
28,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_22,d_main_02af_02,2.0,True,Normal,
29,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_23,d_main_02af_03,2.0,True,Normal,
30,2,Locale_MainQuest,Locale_MainQuest:main_quest_description_localkey_24,d_main_02af_04,2.0,True,Normal,
