id,pass_type,event_id,pass_category,pass_point_id,name_localkey,description_localkey,season_start_date,season_end_date,next_season_id,midas_product_id,infracore_point,pass_premium_name_localkey,pass_premium_description_localkey,rank_skip_id,pass_logo_resource_id,pass_lobby_button_resource_id,shop_npc_resource_id,npc_costume_id
1001,Season,0,Mission,1,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2022-07-01T09:00:00,2022-11-03T20:15:00,1002,0,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_01,72,30006
1002,Season,0,Mission,2,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2022-11-03T20:15:00,2022-11-30T14:59:59,1003,60001002,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_01,72,30006
1003,Season,0,Mission,1,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2022-11-30T14:59:59,2022-12-31T14:59:59,1004,60001003,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_02,102,30004
1004,Season,0,Mission,2,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2022-12-31T14:59:59,2023-01-31T14:59:59,1005,60001004,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_03,140,50002
1005,Season,0,Mission,1,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2023-01-31T14:59:59,2023-02-28T14:59:59,1006,60001005,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_04,22,60001
1006,Season,0,Mission,2,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2023-02-28T14:59:59,2023-03-31T14:59:59,1007,60001006,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_05,202,50004
1007,Season,0,Mission,1,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2023-03-31T14:59:59,2023-04-30T14:59:59,1008,60001007,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_06,430,30013
1008,Season,0,Mission,2,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2023-04-30T14:59:59,2023-05-31T14:59:59,1009,60001008,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_07,112,70001
1009,Season,0,Mission,1,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2023-05-31T14:59:59,2023-06-30T14:59:59,1010,60001009,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_08,90,30016
1010,Season,0,Mission,2,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2023-06-30T14:59:59,2023-07-31T14:59:59,1011,60001010,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_09,142,10002
1011,Season,0,Mission,3,Locale_Trigger:TEST_PASS_NAME,Locale_Trigger:TEST_PASS_DESCRIPTION,2023-07-31T14:59:59,2023-08-31T14:59:59,1012,60001011,0,Locale_Trigger:test_pass_mission_premium_name_1,Locale_Trigger:test_pass_mission_premium_description_1,10,logo_season_pass_01,banner_season_pass_10,201,10003
