id,group_id,iscombine,lv,lvmax,iconresource_id,itemcategory,fielditem_scale,passivespecial,fielditem_type,itemnamelocale,itemdesclocale,itemrating,itemratio,itemstat_id,itemaction_id,itemvalue,leveluponly,canmagnet,itemcondition_time,isbonus,itemunlockcondition_missionid,descriptionvalue/0/descriptionvalue,descriptionvalue/1/descriptionvalue,descriptionvalue/2/descriptionvalue,disable_character_id/0/name,disable_character_id/0/value,disable_character_id/1/name,disable_character_id/1/value,disable_character_id/10/name,disable_character_id/10/value,disable_character_id/11/name,disable_character_id/11/value,disable_character_id/12/name,disable_character_id/12/value,disable_character_id/13/name,disable_character_id/13/value,disable_character_id/2/name,disable_character_id/2/value,disable_character_id/3/name,disable_character_id/3/value,disable_character_id/4/name,disable_character_id/4/value,disable_character_id/5/name,disable_character_id/5/value,disable_character_id/6/name,disable_character_id/6/value,disable_character_id/7/name,disable_character_id/7/value,disable_character_id/8/name,disable_character_id/8/value,disable_character_id/9/name,disable_character_id/9/value,itemcondition_id/0/itemcondition_id,itemcondition_id/1/itemcondition_id,lock_character_id/0/name,lock_character_id/0/value,lock_character_id/1/name,lock_character_id/1/value,lock_character_id/2/name,lock_character_id/2/value
100101,100100,False,1,4,NKS_item_field_02,Field,0,None,Exp,Locale_Event:NKS_FieldItem_Name_Exp_01,Locale_Event:NKS_FieldItem_Desc_Exp_01,1,6400,0,0,1,False,True,0,False,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100102,100100,False,2,4,NKS_item_field_03,Field,0,None,Exp,Locale_Event:NKS_FieldItem_Name_Exp_02,Locale_Event:NKS_FieldItem_Desc_Exp_02,3,1500,0,0,10,False,True,0,False,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100103,100100,False,3,4,NKS_item_field_04,Field,0,None,Exp,Locale_Event:NKS_FieldItem_Name_Exp_03,Locale_Event:NKS_FieldItem_Desc_Exp_03,5,500,0,0,30,False,True,0,False,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100104,100100,False,4,4,NKS_item_field_02,Field,0,None,Exp,Locale_Event:NKS_FieldItem_Name_Exp_01,Locale_Event:NKS_FieldItem_Desc_Exp_01,1,4990,0,0,1,False,True,0,False,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100201,100200,False,1,4,NKS_item_field_01,Field,0,None,Currency,Locale_Event:NKS_FieldItem_Name_Currency_01,Locale_Event:NKS_FieldItem_Desc_Currency_01,1,3485,0,0,10,False,True,0,False,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100202,100200,False,2,4,NKS_item_field_01,Field,0,None,Currency,Locale_Event:NKS_FieldItem_Name_Currency_02,Locale_Event:NKS_FieldItem_Desc_Currency_02,3,1500,0,0,75,False,True,0,True,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100203,100200,False,3,4,NKS_item_field_01,Field,0,None,Currency,Locale_Event:NKS_FieldItem_Name_Currency_03,Locale_Event:NKS_FieldItem_Desc_Currency_03,5,300,0,0,150,False,True,0,True,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100204,100200,False,4,4,NKS_item_field_01,Field,0,None,Currency,Locale_Event:NKS_FieldItem_Name_Currency_03,Locale_Event:NKS_FieldItem_Desc_Currency_03,5,4998,0,0,200,False,True,0,True,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100210,100210,False,1,1,NKS_item_field_01,Field,0,None,Currency,Locale_Event:NKS_FieldItem_Name_Currency_03,Locale_Event:NKS_FieldItem_Desc_Currency_03,6,0,0,0,1000,False,False,0,False,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
100211,100210,False,1,1,NKS_item_field_01,Field,0,None,Currency,Locale_Event:NKS_FieldItem_Name_Currency_03,Locale_Event:NKS_FieldItem_Desc_Currency_03,6,0,0,0,1500,False,False,0,False,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
