id,group_id,skill_type,collider_start_time,collider_end_time,projectile_resource,projectile_hit_resource,projectile_start_time,projectile_fire_time,projectile_maximum_height,projectile_size,projectile_speed,projectile_direction,projectile_life_time,move_start_time,move_end_time,maximum_jump_height,damage,decrease_shield_gauge,is_down,eve_guard_able,special_skill_type,special_skill_warning_time,special_skill_eve_warning_time,dodge_skill_delay_time,can_be_canceled_by_perfect_parry,by_perfect_parry_ani_direction,attack_direction,strong_hit,focus_eve,focus_eve_start_time,focus_eve_end_time,use_collider_type/0/name,use_collider_type/0/value,use_collider_type/1/name,use_collider_type/1/value,use_collider_type/10/name,use_collider_type/10/value,use_collider_type/11/name,use_collider_type/11/value,use_collider_type/12/name,use_collider_type/12/value,use_collider_type/13/name,use_collider_type/13/value,use_collider_type/14/name,use_collider_type/14/value,use_collider_type/2/name,use_collider_type/2/value,use_collider_type/3/name,use_collider_type/3/value,use_collider_type/4/name,use_collider_type/4/value,use_collider_type/5/name,use_collider_type/5/value,use_collider_type/6/name,use_collider_type/6/value,use_collider_type/7/name,use_collider_type/7/value,use_collider_type/8/name,use_collider_type/8/value,use_collider_type/9/name,use_collider_type/9/value
101,1001,Basic,235,245,,,0,0,0,0,0,0,0,0,0,0,30,25,True,False,Yellow,10,0,0,False,Left,Left,True,True,0,233,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,,,,,,,,,,,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,,,,,,,,,,
102,1002,Basic,110,120,,,0,0,0,0,0,0,0,0,0,0,20,25,False,True,None,0,0,0,True,Right,Right,True,True,0,110,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
103,1003,Basic,235,245,,,0,0,0,0,0,0,0,0,0,0,30,25,True,False,Yellow,10,0,0,False,Left,Left,False,True,0,233,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,,,,,,,,,,,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,,,,,,,,,,
104,1004,Basic,70,103,,,0,0,0,0,0,0,0,0,0,0,10,12,False,True,None,0,0,0,False,Right,Right,False,True,0,100,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,Body,,,,,,,,,,,,
105,1004,Basic,170,190,,,0,0,0,0,0,0,0,0,0,0,20,12,False,True,None,0,0,0,True,Left,Center,True,True,100,173,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,,,,,,,,,,,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,,,,,,,,,,
106,1005,Basic,190,220,,,0,0,0,0,0,0,0,110,190,3,30,25,True,False,Yellow,20,0,0,False,Left,Left,True,True,0,210,use_collider_type,HipRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1006,Projectile,0,0,proj_ce006_gigas_ThrowStone,proj_ce006_gigas_ThrowStone_hit,90,190,300,100,2200,2,500,0,0,0,30,25,False,False,Yellow,20,0,0,False,Right,Right,False,True,0,200,use_collider_type,RightHand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1007,Basic,330,380,,,0,0,0,0,0,0,0,0,0,0,40,30,True,False,Yellow,240,0,0,False,Right,Left,True,True,0,210,use_collider_type,RightHand,use_collider_type,RightHandCubeSkillRange,,,,,,,,,,,use_collider_type,RightWeapon,,,,,,,,,,,,,,
109,1008,Basic,120,180,,,0,0,0,0,0,0,0,0,0,0,20,10,False,True,None,0,0,0,False,Right,Center,True,True,0,170,use_collider_type,SawToothUp,use_collider_type,SawToothDown,,,,,,,,,,,use_collider_type,SawToothLeft,use_collider_type,SawToothRight,use_collider_type,SawToothUpLeft,use_collider_type,SawToothUpRight,use_collider_type,SawToothDownLeft,use_collider_type,SawToothDownRight,use_collider_type,Head,use_collider_type,Body
110,1008,Basic,300,340,,,0,0,0,0,0,0,0,0,0,0,24,15,True,False,Blue,220,240,30,False,Left,Right,False,True,170,200,use_collider_type,SawToothUp,use_collider_type,SawToothDown,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,use_collider_type,Head,,,use_collider_type,SawToothLeft,use_collider_type,SawToothRight,use_collider_type,SawToothUpLeft,use_collider_type,SawToothUpRight,use_collider_type,SawToothDownLeft,use_collider_type,SawToothDownRight,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm
111,1009,Basic,166,193,,,0,0,0,0,0,0,0,0,0,0,12,8,False,True,None,0,0,0,False,Right,Right,False,True,0,190,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
112,1009,Basic,230,253,,,0,0,0,0,0,0,0,0,0,0,12,8,False,True,None,0,0,0,False,Left,Left,False,True,190,250,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,,,,,,,,,,,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,,,,,,,,,,
113,1009,Basic,413,430,,,0,0,0,0,0,0,0,0,0,0,16,10,True,False,Yellow,340,0,0,False,Right,Right,True,True,250,416,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
114,1010,Basic,200,210,,,0,0,0,0,0,0,0,0,0,0,8,5,False,True,None,0,0,0,False,Left,Left,False,True,0,206,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,,,,,,,,,,,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,,,,,,,,,,
115,1010,Basic,250,270,,,0,0,0,0,0,0,0,0,0,0,8,5,False,True,None,0,0,0,False,Right,Center,False,True,206,270,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
116,1010,Basic,290,310,,,0,0,0,0,0,0,0,0,0,0,8,5,False,True,None,0,0,0,False,Left,Left,False,True,270,320,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,,,,,,,,,,,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,,,,,,,,,,
117,1010,Basic,345,370,,,0,0,0,0,0,0,0,0,0,0,12,5,False,True,None,0,0,0,False,Right,Right,True,True,320,373,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
118,1010,Basic,500,530,,,0,0,0,0,0,0,0,410,500,2,16,10,False,True,None,0,0,0,False,Right,Center,True,True,373,510,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
119,1011,Basic,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,False,True,None,0,0,0,False,Right,Right,False,True,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1012,Basic,166,193,,,0,0,0,0,0,0,0,0,0,0,12,8,False,True,None,0,0,0,False,Right,Right,False,True,0,190,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
121,1012,Basic,230,253,,,0,0,0,0,0,0,0,0,0,0,12,8,False,True,None,0,0,0,False,Left,Left,False,True,190,250,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,,,,,,,,,,,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,,,,,,,,,,
122,1012,Basic,413,430,,,0,0,0,0,0,0,0,0,0,0,16,10,True,False,Blue,340,360,30,False,Right,Right,True,True,250,386,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,,,,,,,,,,,use_collider_type,RightHand,use_collider_type,RightHandSkillRange,use_collider_type,Body,,,,,,,,,,
123,1013,Basic,120,180,,,0,0,0,0,0,0,0,0,0,0,20,10,False,True,None,0,0,0,False,Right,Center,True,True,0,170,use_collider_type,SawToothUp,use_collider_type,SawToothDown,,,,,,,,,,,use_collider_type,SawToothLeft,use_collider_type,SawToothRight,use_collider_type,SawToothUpLeft,use_collider_type,SawToothUpRight,use_collider_type,SawToothDownLeft,use_collider_type,SawToothDownRight,use_collider_type,Head,use_collider_type,Body
124,1013,Basic,300,340,,,0,0,0,0,0,0,0,0,0,0,24,15,True,False,Yellow,200,0,30,False,Left,Right,False,True,170,220,use_collider_type,SawToothUp,use_collider_type,SawToothDown,use_collider_type,LeftHand,use_collider_type,LeftHandSkillRange,use_collider_type,Body,use_collider_type,Head,,,use_collider_type,SawToothLeft,use_collider_type,SawToothRight,use_collider_type,SawToothUpLeft,use_collider_type,SawToothUpRight,use_collider_type,SawToothDownLeft,use_collider_type,SawToothDownRight,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm
201,2001,Basic,270,280,,,0,0,0,0,0,0,0,0,0,0,30,25,True,False,Yellow,10,0,0,False,Left,Left,True,True,0,276,use_collider_type,LeftWeapon,use_collider_type,PhaseChangeRange,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2002,Basic,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,False,True,None,0,0,0,False,Left,Left,False,True,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2003,Basic,100,110,,,0,0,0,0,0,0,0,0,0,0,30,25,False,True,None,0,0,0,True,Right,Right,False,True,0,110,use_collider_type,LeftWeapon,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2004,Basic,188,210,,,0,0,0,0,0,0,0,0,0,0,15,10,False,True,None,0,0,0,False,Left,Left,True,True,0,205,use_collider_type,LeftWeapon,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2004,Basic,333,350,,,0,0,0,0,0,0,0,0,0,0,25,15,True,False,Blue,250,270,50,False,Right,Right,True,True,205,300,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2005,Basic,90,110,,,0,0,0,0,0,0,0,0,0,0,15,10,False,True,None,0,0,0,False,Left,Left,False,True,0,100,use_collider_type,LeftWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2005,Basic,146,170,,,0,0,0,0,0,0,0,0,0,0,25,15,False,True,None,0,0,0,True,Right,Left,False,True,100,200,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2006,Basic,95,110,,,0,0,0,0,0,0,0,0,0,0,15,8,False,True,None,0,0,0,False,Left,Left,False,True,0,113,use_collider_type,LeftWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2006,Basic,160,180,,,0,0,0,0,0,0,0,0,0,0,20,8,False,True,None,0,0,0,False,Right,Left,False,True,113,183,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2006,Basic,245,256,,,0,0,0,0,0,0,0,0,0,0,25,10,False,True,None,0,0,0,True,Right,Left,True,True,183,270,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2007,Basic,200,220,,,0,0,0,0,0,0,0,0,0,0,15,10,False,True,None,0,0,0,False,Left,Left,False,True,0,220,use_collider_type,LeftWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2007,Basic,253,273,,,0,0,0,0,0,0,0,0,0,0,25,15,False,True,None,0,0,0,True,Right,Right,True,True,220,290,use_collider_type,LeftWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2008,Basic,200,220,,,0,0,0,0,0,0,0,0,0,0,10,8,False,True,None,0,0,0,False,Left,Left,False,True,0,220,use_collider_type,LeftWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2008,Basic,253,273,,,0,0,0,0,0,0,0,0,0,0,10,8,False,True,None,0,0,0,False,Left,Right,True,True,220,290,use_collider_type,LeftWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2008,Basic,500,520,,,0,0,0,0,0,0,0,0,0,0,13,8,False,True,None,0,0,0,False,Right,Right,True,True,290,520,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2008,Basic,580,593,,,0,0,0,0,0,0,0,0,0,0,17,15,False,True,None,0,0,0,True,Right,Left,True,True,520,646,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2009,Basic,210,230,,,0,0,0,0,0,0,0,146,210,2,30,25,True,False,Yellow,10,0,0,False,Left,Left,True,True,0,210,use_collider_type,LeftWeapon,use_collider_type,LeftWeaponSkillRange,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2010,Projectile,0,0,proj_ce006_abaddon_LaserAura_01,proj_ce006_abaddon_LaserAura_01_hit,220,220,0,100,1800,2,500,0,0,0,15,10,False,False,Yellow,5,0,0,False,Left,Left,True,True,0,256,use_collider_type,Tail1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
