id,summon_time_group,repeat_type,time_condition,seed_group,summon_seed_type
101101,1011,Next,30000,1011,Order
101102,1011,Next,100000,1011,Order
101103,1011,Next,100000,1011,Order
101104,1011,Next,95000,1011,Order
101105,1011,Next,95000,1011,Order
101106,1011,Next,90000,1011,Order
101107,1011,Repeat,225000,1011,Order
102101,1021,Next,30000,1021,Order
102102,1021,Next,100000,1021,Order
102103,1021,Next,100000,1021,Order
102104,1021,Next,95000,1021,Order
102105,1021,Next,95000,1021,Order
102106,1021,Next,90000,1021,Order
102107,1021,Repeat,225000,1021,Order
103101,1031,Next,30000,1031,Order
103102,1031,Next,100000,1031,Order
103103,1031,Next,100000,1031,Order
103104,1031,Next,95000,1031,Order
103105,1031,Next,95000,1031,Order
103106,1031,Next,90000,1031,Order
103107,1031,Next,90000,1031,Order
103108,1031,Repeat,225000,1031,Order
104101,1041,Next,30000,1041,Order
104102,1041,Next,100000,1041,Order
104103,1041,Next,100000,1041,Order
104104,1041,Next,95000,1041,Order
104105,1041,Next,95000,1041,Order
104106,1041,Next,90000,1041,Order
104107,1041,Next,90000,1041,Order
104108,1041,Repeat,225000,1041,Order
105101,1051,Next,30000,1051,Order
105102,1051,Next,100000,1051,Order
105103,1051,Next,100000,1051,Order
105104,1051,Next,95000,1051,Order
105105,1051,Next,95000,1051,Order
105106,1051,Next,90000,1051,Order
105107,1051,Repeat,225000,1051,Order
105201,1052,Next,25000,1052,Order
105202,1052,Next,95000,1052,Order
105203,1052,Next,95000,1052,Order
105204,1052,Next,90000,1052,Order
105205,1052,Next,90000,1052,Order
105206,1052,Next,85000,1052,Order
105207,1052,Next,85000,1052,Order
105208,1052,Repeat,225000,1052,Order
106101,1061,Next,30000,1061,Order
106102,1061,Next,100000,1061,Order
106103,1061,Next,100000,1061,Order
106104,1061,Next,95000,1061,Order
106105,1061,Next,95000,1061,Order
106106,1061,Next,90000,1061,Order
106107,1061,Repeat,225000,1061,Order
106201,1062,Next,25000,1062,Order
106202,1062,Next,95000,1062,Order
106203,1062,Next,95000,1062,Order
106204,1062,Next,90000,1062,Order
106205,1062,Next,90000,1062,Order
106206,1062,Next,85000,1062,Order
106207,1062,Next,85000,1062,Order
106208,1062,Repeat,225000,1062,Order
107101,1071,Next,30000,1071,Order
107102,1071,Next,100000,1071,Order
107103,1071,Next,100000,1071,Order
107104,1071,Next,95000,1071,Order
107105,1071,Next,95000,1071,Order
107106,1071,Next,90000,1071,Order
107107,1071,Repeat,225000,1071,Order
107201,1072,Next,25000,1072,Order
107202,1072,Next,95000,1072,Order
107203,1072,Next,95000,1072,Order
107204,1072,Next,90000,1072,Order
107205,1072,Next,90000,1072,Order
107206,1072,Next,85000,1072,Order
107207,1072,Repeat,225000,1072,Order
107301,1073,Repeat,225000,1073,Random
201101,2011,Next,30000,2011,Order
201102,2011,Next,100000,2011,Order
201103,2011,Next,100000,2011,Order
201104,2011,Next,95000,2011,Order
201105,2011,Next,95000,2011,Order
201106,2011,Next,90000,2011,Order
201107,2011,Repeat,225000,2011,Order
201201,2012,Next,25000,2012,Order
201202,2012,Next,95000,2012,Order
201203,2012,Next,95000,2012,Order
201204,2012,Next,90000,2012,Order
201205,2012,Next,90000,2012,Order
201206,2012,Next,85000,2012,Order
201207,2012,Next,85000,2012,Order
201208,2012,Repeat,225000,2012,Order
202101,2021,Next,30000,2021,Order
202102,2021,Next,100000,2021,Order
202103,2021,Next,100000,2021,Order
202104,2021,Next,95000,2021,Order
202105,2021,Next,95000,2021,Order
202106,2021,Next,90000,2021,Order
202107,2021,Repeat,225000,2021,Order
202201,2022,Next,25000,2022,Order
202202,2022,Next,95000,2022,Order
202203,2022,Next,95000,2022,Order
202204,2022,Next,90000,2022,Order
202205,2022,Next,90000,2022,Order
202206,2022,Next,85000,2022,Order
202207,2022,Next,85000,2022,Order
202208,2022,Repeat,225000,2022,Order
203101,2031,Next,30000,2031,Order
203102,2031,Next,100000,2031,Order
203103,2031,Next,100000,2031,Order
203104,2031,Next,95000,2031,Order
203105,2031,Next,95000,2031,Order
203106,2031,Next,90000,2031,Order
203107,2031,Repeat,225000,2031,Order
203201,2032,Next,25000,2032,Order
203202,2032,Next,95000,2032,Order
203203,2032,Next,95000,2032,Order
203204,2032,Next,90000,2032,Order
203205,2032,Next,90000,2032,Order
203206,2032,Next,85000,2032,Order
203207,2032,Next,85000,2032,Order
203208,2032,Repeat,225000,2032,Order
204101,2041,Next,30000,2041,Order
204102,2041,Next,100000,2041,Order
204103,2041,Next,100000,2041,Order
204104,2041,Next,95000,2041,Order
204105,2041,Next,95000,2041,Order
204106,2041,Next,90000,2041,Order
204107,2041,Next,90000,2041,Order
204108,2041,Repeat,225000,2041,Order
204201,2042,Next,25000,2042,Order
204202,2042,Next,95000,2042,Order
204203,2042,Next,95000,2042,Order
204204,2042,Next,90000,2042,Order
204205,2042,Next,90000,2042,Order
204206,2042,Next,85000,2042,Order
204207,2042,Next,85000,2042,Order
204208,2042,Repeat,225000,2042,Order
204301,2043,Next,20000,2043,Order
204302,2043,Next,90000,2043,Order
204303,2043,Next,90000,2043,Order
204304,2043,Next,85000,2043,Order
204305,2043,Next,85000,2043,Order
204306,2043,Next,80000,2043,Order
204307,2043,Next,80000,2043,Order
204308,2043,Next,75000,2043,Order
204309,2043,Repeat,225000,2043,Order
205101,2051,Next,30000,2051,Order
205102,2051,Next,100000,2051,Order
205103,2051,Next,100000,2051,Order
205104,2051,Next,95000,2051,Order
205105,2051,Next,95000,2051,Order
205106,2051,Next,90000,2051,Order
205107,2051,Next,90000,2051,Order
205108,2051,Repeat,225000,2051,Order
205201,2052,Next,25000,2052,Order
205202,2052,Next,95000,2052,Order
205203,2052,Next,95000,2052,Order
205204,2052,Next,90000,2052,Order
205205,2052,Next,90000,2052,Order
205206,2052,Next,85000,2052,Order
205207,2052,Next,85000,2052,Order
205208,2052,Repeat,225000,2052,Order
205301,2053,Next,20000,2053,Order
205302,2053,Next,90000,2053,Order
205303,2053,Next,90000,2053,Order
205304,2053,Next,85000,2053,Order
205305,2053,Next,85000,2053,Order
205306,2053,Next,80000,2053,Order
205307,2053,Next,80000,2053,Order
205308,2053,Next,75000,2053,Order
205309,2053,Repeat,225000,2053,Order
206101,2061,Next,30000,2061,Order
206102,2061,Next,100000,2061,Order
206103,2061,Next,100000,2061,Order
206104,2061,Next,95000,2061,Order
206105,2061,Next,95000,2061,Order
206106,2061,Next,90000,2061,Order
206107,2061,Next,90000,2061,Order
206108,2061,Repeat,225000,2061,Order
206201,2062,Next,25000,2062,Order
206202,2062,Next,95000,2062,Order
206203,2062,Next,95000,2062,Order
206204,2062,Next,90000,2062,Order
206205,2062,Next,90000,2062,Order
206206,2062,Next,85000,2062,Order
206207,2062,Next,85000,2062,Order
206208,2062,Repeat,225000,2062,Order
206301,2063,Next,20000,2063,Order
206302,2063,Next,90000,2063,Order
206303,2063,Next,90000,2063,Order
206304,2063,Next,85000,2063,Order
206305,2063,Next,85000,2063,Order
206306,2063,Next,80000,2063,Order
206307,2063,Next,80000,2063,Order
206308,2063,Next,75000,2063,Order
206309,2063,Repeat,225000,2063,Order
207101,2071,Next,30000,2071,Order
207102,2071,Next,100000,2071,Order
207103,2071,Next,100000,2071,Order
207104,2071,Next,95000,2071,Order
207105,2071,Next,95000,2071,Order
207106,2071,Next,90000,2071,Order
207107,2071,Next,90000,2071,Order
207108,2071,Repeat,225000,2071,Order
207201,2072,Next,25000,2072,Order
207202,2072,Next,95000,2072,Order
207203,2072,Next,95000,2072,Order
207204,2072,Next,90000,2072,Order
207205,2072,Next,90000,2072,Order
207206,2072,Next,85000,2072,Order
207207,2072,Next,85000,2072,Order
207208,2072,Repeat,225000,2072,Order
207301,2073,Next,20000,2073,Order
207302,2073,Next,90000,2073,Order
207303,2073,Next,90000,2073,Order
207304,2073,Next,85000,2073,Order
207305,2073,Next,85000,2073,Order
207306,2073,Next,80000,2073,Order
207307,2073,Next,80000,2073,Order
207308,2073,Repeat,225000,2073,Order
207401,2074,Repeat,225000,2074,Random
301101,3011,Next,30000,3011,Order
301102,3011,Next,100000,3011,Order
301103,3011,Next,100000,3011,Order
301104,3011,Next,95000,3011,Order
301105,3011,Next,95000,3011,Order
301106,3011,Next,90000,3011,Order
301107,3011,Next,90000,3011,Order
301108,3011,Repeat,225000,3011,Order
301201,3012,Next,25000,3012,Order
301202,3012,Next,95000,3012,Order
301203,3012,Next,95000,3012,Order
301204,3012,Next,90000,3012,Order
301205,3012,Next,90000,3012,Order
301206,3012,Next,85000,3012,Order
301207,3012,Next,85000,3012,Order
301208,3012,Repeat,225000,3012,Order
301301,3013,Repeat,225000,3801,Random
302101,3021,Next,30000,3021,Order
302102,3021,Next,100000,3021,Order
302103,3021,Next,100000,3021,Order
302104,3021,Next,95000,3021,Order
302105,3021,Next,95000,3021,Order
302106,3021,Next,90000,3021,Order
302107,3021,Next,90000,3021,Order
302108,3021,Repeat,225000,3021,Order
302201,3022,Next,25000,3022,Order
302202,3022,Next,95000,3022,Order
302203,3022,Next,95000,3022,Order
302204,3022,Next,90000,3022,Order
302205,3022,Next,90000,3022,Order
302206,3022,Next,85000,3022,Order
302207,3022,Next,85000,3022,Order
302208,3022,Repeat,225000,3022,Order
302301,3023,Repeat,225000,3801,Random
303101,3031,Next,30000,3031,Order
303102,3031,Next,100000,3031,Order
303103,3031,Next,100000,3031,Order
303104,3031,Next,95000,3031,Order
303105,3031,Next,95000,3031,Order
303106,3031,Next,90000,3031,Order
303107,3031,Next,90000,3031,Order
303108,3031,Repeat,225000,3031,Order
303201,3032,Next,25000,3032,Order
303202,3032,Next,95000,3032,Order
303203,3032,Next,95000,3032,Order
303204,3032,Next,90000,3032,Order
303205,3032,Next,90000,3032,Order
303206,3032,Next,85000,3032,Order
303207,3032,Next,85000,3032,Order
303208,3032,Repeat,225000,3032,Order
303301,3033,Repeat,225000,3801,Random
304101,3041,Next,30000,3041,Order
304102,3041,Next,100000,3041,Order
304103,3041,Next,100000,3041,Order
304104,3041,Next,95000,3041,Order
304105,3041,Next,95000,3041,Order
304106,3041,Next,90000,3041,Order
304107,3041,Next,90000,3041,Order
304108,3041,Next,85000,3041,Order
304109,3041,Repeat,225000,3041,Order
304201,3042,Next,25000,3042,Order
304202,3042,Next,95000,3042,Order
304203,3042,Next,95000,3042,Order
304204,3042,Next,90000,3042,Order
304205,3042,Next,90000,3042,Order
304206,3042,Next,85000,3042,Order
304207,3042,Next,85000,3042,Order
304208,3042,Next,80000,3042,Order
304209,3042,Repeat,225000,3042,Order
304301,3043,Repeat,225000,3802,Random
304401,3044,Repeat,225000,3802,Random
305101,3051,Next,30000,3051,Order
305102,3051,Next,100000,3051,Order
305103,3051,Next,100000,3051,Order
305104,3051,Next,95000,3051,Order
305105,3051,Next,95000,3051,Order
305106,3051,Next,90000,3051,Order
305107,3051,Next,90000,3051,Order
305108,3051,Next,85000,3051,Order
305109,3051,Repeat,225000,3051,Order
305201,3052,Next,25000,3052,Order
305202,3052,Next,95000,3052,Order
305203,3052,Next,95000,3052,Order
305204,3052,Next,90000,3052,Order
305205,3052,Next,90000,3052,Order
305206,3052,Next,85000,3052,Order
305207,3052,Next,85000,3052,Order
305208,3052,Next,80000,3052,Order
305209,3052,Repeat,225000,3052,Order
305301,3053,Repeat,225000,3802,Random
305401,3054,Repeat,225000,3802,Random
306101,3061,Next,30000,3061,Order
306102,3061,Next,100000,3061,Order
306103,3061,Next,100000,3061,Order
306104,3061,Next,95000,3061,Order
306105,3061,Next,95000,3061,Order
306106,3061,Next,90000,3061,Order
306107,3061,Next,90000,3061,Order
306108,3061,Next,85000,3061,Order
306109,3061,Repeat,225000,3061,Order
306201,3062,Next,25000,3062,Order
306202,3062,Next,95000,3062,Order
306203,3062,Next,95000,3062,Order
306204,3062,Next,90000,3062,Order
306205,3062,Next,90000,3062,Order
306206,3062,Next,85000,3062,Order
306207,3062,Next,85000,3062,Order
306208,3062,Next,80000,3062,Order
306209,3062,Repeat,225000,3062,Order
306301,3063,Repeat,225000,3802,Random
306401,3064,Repeat,225000,3802,Random
307101,3071,Next,30000,3071,Order
307102,3071,Next,100000,3071,Order
307103,3071,Next,100000,3071,Order
