id,group_id,speech_window,speak_name,play_animation,scenario_localekey,play_bgm,play_sound
1,cam_talk_01,Speech,rapi,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_1,,
2,cam_talk_01,Monologue,Monologue,,Locale_SubScenario:m_subquest_1062_e_2,,
3,cam_talk_01,Narration,Narration,,Locale_SubScenario:m_subquest_1062_e_3,,
4,cam_talk_01,Speech,neon,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_4,,
5,cam_talk_01,Monologue,Monologue,,Locale_SubScenario:m_subquest_1062_e_5,,
6,cam_talk_01,Narration,Narration,,Locale_SubScenario:m_subquest_1062_e_6,,
7,cam_talk_01,Speech,rapi,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_7,,
8,cam_talk_01,Speech,neon,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_8,,
9,cam_talk_01,Speech,rapi,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_9,,
10,cam_talk_01,Speech,neon,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_10,,
11,cam_talk_01,Speech,rapi,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_11,,
12,cam_talk_01,Speech,neon,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_12,,
13,cam_talk_01,Speech,rapi,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_13,,
14,cam_talk_01,Speech,neon,Talk_Idle,Locale_SubScenario:m_subquest_1062_e_14,,
15,lost_talk_01,Monologue,Monologue,,Locale_SubScenario:d_subquest_1062_1,,
16,lost_talk_01,Monologue,Monologue,,Locale_SubScenario:d_subquest_1062_2,,
17,lost_talk_01,Narration,Narration,,Locale_SubScenario:d_subquest_1062_3,,
18,lost_talk_01,Narration,Narration,,Locale_SubScenario:d_subquest_1062_4,,
19,lost_talk_01,Speech,emma,Talk_Idle,Locale_SubScenario:d_subquest_1062_5,,
20,lost_talk_01,Speech,poli,Talk_Idle,Locale_SubScenario:d_subquest_1062_6,,
21,lost_talk_01,Speech,emma,Talk_Idle,Locale_SubScenario:d_subquest_1062_7,,
22,lost_talk_01,Speech,poli,Talk_Idle,Locale_SubScenario:d_subquest_1062_8,,
23,lost_talk_01,Speech,emma,Talk_Idle,Locale_SubScenario:d_subquest_1062_9,,
24,lost_talk_01,Speech,poli,Talk_Idle,Locale_SubScenario:d_subquest_1062_10,,
25,lost_talk_01,Speech,emma,Talk_Idle,Locale_SubScenario:d_subquest_1062_11,,
26,lost_talk_01,Speech,poli,Talk_Idle,Locale_SubScenario:d_subquest_1062_12,,
27,lost_talk_01,Speech,emma,Talk_Idle,Locale_SubScenario:d_subquest_1062_13,,
d_subquest_1022_e_1,d_subquest_1022_e,Speech,npc_collector,Talk_02,Locale_SubScenario:d_subquest_1022_e_1,bgm_theruinedcity,
d_subquest_1022_e_2,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_2,,
d_subquest_1022_e_3,d_subquest_1022_e,Speech,rapi,,Locale_SubScenario:d_subquest_1022_e_3,,
d_subquest_1022_e_4,d_subquest_1022_e,Speech,anis,,Locale_SubScenario:d_subquest_1022_e_4,,
d_subquest_1022_e_5,d_subquest_1022_e,Speech,neon,Talk_01,Locale_SubScenario:d_subquest_1022_e_5,,
d_subquest_1022_e_6,d_subquest_1022_e,Speech,npc_collector,Talk_02,Locale_SubScenario:d_subquest_1022_e_6,,
d_subquest_1022_e_7,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_7,,
d_subquest_1022_e_8,d_subquest_1022_e,Speech,npc_collector,Talk_01,Locale_SubScenario:d_subquest_1022_e_8,,
d_subquest_1022_e_9,d_subquest_1022_e,Speech,anis,Talk_01,Locale_SubScenario:d_subquest_1022_e_9,,
d_subquest_1022_e_10,d_subquest_1022_e,Speech,npc_collector,Talk_02,Locale_SubScenario:d_subquest_1022_e_10,,
d_subquest_1022_e_11,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_11,,
d_subquest_1022_e_12,d_subquest_1022_e,Monologue,,,Locale_SubScenario:d_subquest_1022_e_12,,
d_subquest_1022_e_13,d_subquest_1022_e,Speech,rapi,,Locale_SubScenario:d_subquest_1022_e_13,,
d_subquest_1022_e_14,d_subquest_1022_e,Speech,anis,,Locale_SubScenario:d_subquest_1022_e_14,,
d_subquest_1022_e_15,d_subquest_1022_e,Monologue,,,Locale_SubScenario:d_subquest_1022_e_15,,
d_subquest_1022_e_16,d_subquest_1022_e,Speech,npc_collector,Talk_01,Locale_SubScenario:d_subquest_1022_e_16,,
d_subquest_1022_e_17,d_subquest_1022_e,Speech,anis,Talk_01,Locale_SubScenario:d_subquest_1022_e_17,,
d_subquest_1022_e_18,d_subquest_1022_e,Speech,neon,Talk_02,Locale_SubScenario:d_subquest_1022_e_18,,
d_subquest_1022_e_19,d_subquest_1022_e,Speech,npc_collector,Talk_02,Locale_SubScenario:d_subquest_1022_e_19,,
d_subquest_1022_e_20,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_20,,
d_subquest_1022_e_21,d_subquest_1022_e,Speech,npc_collector,Talk_01,Locale_SubScenario:d_subquest_1022_e_21,,
d_subquest_1022_e_22,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_22,,
d_subquest_1022_e_23,d_subquest_1022_e,Speech,anis,Talk_01,Locale_SubScenario:d_subquest_1022_e_23,,
d_subquest_1022_e_24,d_subquest_1022_e,Speech,npc_collector,Talk_02,Locale_SubScenario:d_subquest_1022_e_24,,
d_subquest_1022_e_25,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_25,,
d_subquest_1022_e_26,d_subquest_1022_e,Speech,anis,Talk_01,Locale_SubScenario:d_subquest_1022_e_26,,
d_subquest_1022_e_27,d_subquest_1022_e,Speech,npc_collector,Talk_01,Locale_SubScenario:d_subquest_1022_e_27,,
d_subquest_1022_e_28,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_28,,
d_subquest_1022_e_29,d_subquest_1022_e,Speech,anis,Talk_01,Locale_SubScenario:d_subquest_1022_e_29,,
d_subquest_1022_e_30,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_30,,
d_subquest_1022_e_31,d_subquest_1022_e,Speech,anis,Talk_02,Locale_SubScenario:d_subquest_1022_e_31,,
d_subquest_1022_e_32,d_subquest_1022_e,Speech,anis,,Locale_SubScenario:d_subquest_1022_e_32,,
d_subquest_1022_e_33,d_subquest_1022_e,Speech,neon,Talk_01,Locale_SubScenario:d_subquest_1022_e_33,,
d_subquest_1022_e_34,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_34,,
d_subquest_1022_e_35,d_subquest_1022_e,Speech,npc_collector,Talk_02,Locale_SubScenario:d_subquest_1022_e_35,,
d_subquest_1022_e_36,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_36,,
d_subquest_1022_e_37,d_subquest_1022_e,Speech,npc_collector,,Locale_SubScenario:d_subquest_1022_e_37,,
d_subquest_1022_e_38,d_subquest_1022_e,Speech,npc_collector,Talk_01,Locale_SubScenario:d_subquest_1022_e_38,,
d_subquest_1022_e_39,d_subquest_1022_e,Speech,rapi,,Locale_SubScenario:d_subquest_1022_e_39,,
