id,popup_package_group_id,trigger,condition_id,condition_value,condition_group_id,product_grade,time_limit,product_efficiency,name_localkey,description_localkey,product_resource_id,character_resource_id,costume_id,is_active
1000021,100001,UserLevel,0,20,2,1,7200,7,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_01,200,0,True
1000022,100002,UserLevel,0,20,2,2,7200,6,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_02,200,0,True
1000023,100003,UserLevel,0,20,2,3,7200,5,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_03,200,0,True
1000024,100004,UserLevel,0,20,2,4,7200,4,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_04,200,0,True
1000025,100005,UserLevel,0,20,2,5,7200,4,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_05,200,0,True
1000026,100006,UserLevel,0,20,2,6,7200,3,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_06,200,0,True
1000027,100007,UserLevel,0,20,2,7,7200,3,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_07,200,0,True
1000028,100008,UserLevel,0,20,2,8,7200,2,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_08,200,0,True
1000029,100009,UserLevel,0,20,2,9,7200,2,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_09,200,0,True
1000031,100001,UserLevel,0,30,3,1,7200,7,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_01,200,0,True
1000032,100002,UserLevel,0,30,3,2,7200,6,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_02,200,0,True
1000033,100003,UserLevel,0,30,3,3,7200,5,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_03,200,0,True
1000034,100004,UserLevel,0,30,3,4,7200,4,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_04,200,0,True
1000035,100005,UserLevel,0,30,3,5,7200,4,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_05,200,0,True
1000036,100006,UserLevel,0,30,3,6,7200,3,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_06,200,0,True
1000037,100007,UserLevel,0,30,3,7,7200,3,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_07,200,0,True
1000038,100008,UserLevel,0,30,3,8,7200,2,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_08,200,0,True
1000039,100009,UserLevel,0,30,3,9,7200,2,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_09,200,0,True
1000041,100001,UserLevel,0,40,4,1,7200,7,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_01,200,0,True
1000042,100002,UserLevel,0,40,4,2,7200,6,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_02,200,0,True
1000043,100003,UserLevel,0,40,4,3,7200,5,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_03,200,0,True
1000044,100004,UserLevel,0,40,4,4,7200,4,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_04,200,0,True
1000045,100005,UserLevel,0,40,4,5,7200,4,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_05,200,0,True
1000046,100006,UserLevel,0,40,4,6,7200,3,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_06,200,0,True
1000047,100007,UserLevel,0,40,4,7,7200,3,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_07,200,0,True
1000048,100008,UserLevel,0,40,4,8,7200,2,Locale_InAppShopProduct:PACKAGESHOP_POPUP_USERLEVEL_NAME,Locale_InAppShopProduct:POPUPPACKAGE_USERLEVEL_DESC,icn_inappshop_popup_user_level_b_08,200,0,True
