id,versiongroup,groupid,subgroupid,isshow,clearedstageid,closestageid,triggervalue,triggervalueextrakey,closevalue,closevalueextrakey,charresourceid,title_textlocale,textlocale,textlocation,background,fieldmovingroutecontrol,hiddenitemmarkresource,unmaskcontrol,unmasktextlocale,unmaskinputcontrol,nextid,savetutorial,reconnectiontutorialid,reconnectiontriggervalue,skipbuttoncontrol,addonresource/0/name,addonresource/0/value,markhiddenitemid/0/name,markhiddenitemid/0/value,unmaskkeylist/0/name,unmaskkeylist/0/value,unmaskkeylist/1/name,unmaskkeylist/1/value,unmaskkeylist/2/name,unmaskkeylist/2/value,unmaskkeylist/3/name,unmaskkeylist/3/value,unmaskkeylist/4/name,unmaskkeylist/4/value
1000011,1,1000,None,True,6000001,6000002,EnterField,,EncounterMonster,,si_c013_00_s,Locale_Tutorial:field_tuto01_01_title,Locale_Tutorial:field_tuto01_01_description,Top,0,True,,False,,True,1000021,True,1000021,None,False,addonresource,fx_f_move_line_tuto_01,,,,,,,,,,,,
1000021,1,1000,None,True,6000001,6000002,EnterCampaignStageSelectView,,TouchBattleEntry,,si_c013_00_s,Locale_Tutorial:field_tuto01_02_title,Locale_Tutorial:field_tuto01_02_description,Top,1,False,,True,,True,1000031,False,0,EnterCampaignStageSelectView,True,addonresource,None,,,unmaskkeylist,tuto_battle_enter,,,,,,,,
1000031,1,1000,None,False,6000001,6000002,EnterStageClearView,,EncounterStageClear,,,,,None,0,False,,False,,True,0,True,0,None,False,addonresource,None,,,,,,,,,,,,
1010011,1,1010,None,True,6000002,6000003,EnterField,,EncounterMonster,,,,,None,0,True,,False,,True,1010021,True,1010021,None,False,addonresource,fx_f_move_line_tuto_02,,,,,,,,,,,,
1010021,1,1010,None,True,6000002,6000003,EnterCampaignStageSelectView,,TouchBattleEntry,,,,,None,1,False,,True,,True,1010031,False,0,None,True,addonresource,None,,,unmaskkeylist,tuto_battle_enter,,,,,,,,
1010031,1,1010,None,False,6000002,6000003,EnterStageClearView,,EncounterStageClear,,,,,None,0,False,,False,,True,0,True,0,None,False,addonresource,None,,,,,,,,,,,,
1020011,1,1020,None,True,6000003,6001001,EnterChapter1FieldStart,,EnterChapter1,,,,,None,0,False,,True,,False,1020021,True,1020011,EnterChapter1FieldStart,True,addonresource,None,,,,,,,,,,,,
1020021,1,1020,None,True,6000003,6001001,EnterChapter1,,None,,si_c013_00_s,Locale_Tutorial:field_mission_01_title,Locale_Tutorial:field_mission_01_description,Bottom,1,False,,True,,True,1020031,False,0,None,True,addonresource,None,,,,,,,,,,,,
1020031,1,1020,None,True,6000003,6001001,None,,EnterMissionPopup,,,,,None,1,False,,True,,True,1020041,False,0,None,True,addonresource,None,,,unmaskkeylist,field_tuto02_02,,,,,,,,
1020041,1,1020,None,True,6000003,6001001,EnterMissionPopup,,None,,si_c013_00_s,Locale_Tutorial:field_mission_02_title,Locale_Tutorial:field_mission_02_description,Bottom,1,False,,True,,False,1020051,False,0,None,True,addonresource,None,,,,,,,,,,,,
1020051,1,1020,None,True,6000003,6001001,None,,None,,si_c013_00_s,Locale_Tutorial:field_mission_03_title,Locale_Tutorial:field_mission_03_description,Bottom,1,False,,True,,False,1020061,False,0,None,True,addonresource,None,,,unmaskkeylist,field_tuto_mission_03,,,,,,,,
1020061,1,1020,None,True,6000003,6001001,None,,TouchMainMissionTab,,si_c013_00_s,Locale_Tutorial:field_mission_04_title,Locale_Tutorial:field_mission_04_description,Bottom,1,False,,True,,True,1020071,False,0,None,True,addonresource,None,,,unmaskkeylist,field_tuto_mission_04,,,,,,,,
1020071,1,1020,None,True,6000003,6001001,TouchMainMissionTab,,None,,si_c013_00_s,Locale_Tutorial:field_mission_05_title,Locale_Tutorial:field_mission_05_description,Bottom,1,False,,True,,False,1020081,False,0,None,True,addonresource,None,,,,,,,,,,,,
1020081,1,1020,None,True,6000003,6001001,None,,TouchAllReceiveButton,,,,,None,1,False,,True,,True,1020091,True,1,None,True,addonresource,None,,,unmaskkeylist,tuto_all_receive_button,,,,,,,,
1020091,1,1020,None,True,6000003,6001001,CloseRewardPopup,,None,,si_c013_00_s,Locale_Tutorial:field_mission_06_title,Locale_Tutorial:field_mission_06_description,Top,1,False,,True,,True,1020101,False,0,None,True,addonresource,None,,,,,,,,,,,,
1020101,1,1020,None,True,6000003,6001001,None,,TouchMissionPopupCloseButton,,si_c013_00_s,Locale_Tutorial:field_mission_07_title,Locale_Tutorial:field_mission_07_description,Bottom,1,False,,True,,True,0,True,1,None,True,addonresource,None,,,unmaskkeylist,tuto_mission_close_button_touch,,,,,,,,
102101,0,1021,None,True,6001001,6001002,OnHintRing,,None,,si_c013_00_s,Locale_Tutorial:field_hint_ring_01_title,Locale_Tutorial:field_hint_ring_01_description,Bottom,0,False,,True,,False,102102,True,102101,OnHintRing,True,addonresource,None,,,,,,,,,,,,
102102,0,1021,None,True,6001001,6001002,None,,None,,si_c013_00_s,Locale_Tutorial:field_hint_ring_01_title,Locale_Tutorial:field_hint_ring_02_description,Bottom,1,False,ContentsTutorialUnmask_Square,True,,False,102103,False,0,None,True,addonresource,None,markhiddenitemid,field_tuto_squad_hint_ring,,,,,,,,,,
102103,0,1021,None,True,6001001,6001002,None,,None,,si_c013_00_s,Locale_Tutorial:field_hint_ring_01_title,Locale_Tutorial:field_hint_ring_03_description,Bottom,0,False,,True,,False,0,True,1,None,True,addonresource,None,,,,,,,,,,,,
