id,use_condition_type,use_condition_value,name_localkey,description_localkey,resource_id,item_type,item_sub_type,item_rare,use_type,use_id,percent_display_type,use_value,use_frag_cost,use_limit_count,stack_max,use_limit_count_value
9110001,StageClear,6003001,Locale_Item:consume_gold_time,Locale_Item:consume_gold_time_desc,icn_consume_gold_r,Consume,TimeReward,R,CurrencyTimeReward,1,None,3600,1,False,9999999,
9110002,StageClear,6003001,Locale_Item:consume_gold_time,Locale_Item:consume_gold_time_desc,icn_consume_gold_r,Consume,TimeReward,R,CurrencyTimeReward,1,None,7200,1,False,9999999,
9110003,StageClear,6003001,Locale_Item:consume_gold_time,Locale_Item:consume_gold_time_desc,icn_consume_gold_r,Consume,TimeReward,R,CurrencyTimeReward,1,None,14400,1,False,9999999,
9110004,StageClear,6003001,Locale_Item:consume_gold_time,Locale_Item:consume_gold_time_desc,icn_consume_gold_sr,Consume,TimeReward,SR,CurrencyTimeReward,1,None,28800,1,False,9999999,
9110005,StageClear,6003001,Locale_Item:consume_gold_time,Locale_Item:consume_gold_time_desc,icn_consume_gold_sr,Consume,TimeReward,SR,CurrencyTimeReward,1,None,43200,1,False,9999999,
9110006,StageClear,6003001,Locale_Item:consume_gold_time,Locale_Item:consume_gold_time_desc,icn_consume_gold_ssr,Consume,TimeReward,SSR,CurrencyTimeReward,1,None,86400,1,False,9999999,
9110007,StageClear,6003001,Locale_Item:consume_gold_time,Locale_Item:consume_gold_time_desc,icn_consume_gold_ssr,Consume,TimeReward,SSR,CurrencyTimeReward,1,None,172800,1,False,9999999,
9120001,StageClear,6003001,Locale_Item:consume_exp_time,Locale_Item:consume_exp_time_desc,icn_consume_character_exp1_r,Consume,TimeReward,R,CurrencyTimeReward,2,None,3600,1,False,9999999,
9120002,StageClear,6003001,Locale_Item:consume_exp_time,Locale_Item:consume_exp_time_desc,icn_consume_character_exp1_r,Consume,TimeReward,R,CurrencyTimeReward,2,None,7200,1,False,9999999,
9120003,StageClear,6003001,Locale_Item:consume_exp_time,Locale_Item:consume_exp_time_desc,icn_consume_character_exp1_r,Consume,TimeReward,R,CurrencyTimeReward,2,None,14400,1,False,9999999,
9120004,StageClear,6003001,Locale_Item:consume_exp_time,Locale_Item:consume_exp_time_desc,icn_consume_character_exp1_sr,Consume,TimeReward,SR,CurrencyTimeReward,2,None,28800,1,False,9999999,
9120005,StageClear,6003001,Locale_Item:consume_exp_time,Locale_Item:consume_exp_time_desc,icn_consume_character_exp1_sr,Consume,TimeReward,SR,CurrencyTimeReward,2,None,43200,1,False,9999999,
9120006,StageClear,6003001,Locale_Item:consume_exp_time,Locale_Item:consume_exp_time_desc,icn_consume_character_exp1_ssr,Consume,TimeReward,SSR,CurrencyTimeReward,2,None,86400,1,False,9999999,
9120007,StageClear,6003001,Locale_Item:consume_exp_time,Locale_Item:consume_exp_time_desc,icn_consume_character_exp1_ssr,Consume,TimeReward,SSR,CurrencyTimeReward,2,None,172800,1,False,9999999,
9140001,StageClear,6003001,Locale_Item:consume_exp2_time,Locale_Item:consume_exp2_time_desc,icn_consume_character_exp2_r,Consume,TimeReward,R,CurrencyTimeReward,4,None,3600,1,False,9999999,
9140002,StageClear,6003001,Locale_Item:consume_exp2_time,Locale_Item:consume_exp2_time_desc,icn_consume_character_exp2_r,Consume,TimeReward,R,CurrencyTimeReward,4,None,7200,1,False,9999999,
9140003,StageClear,6003001,Locale_Item:consume_exp2_time,Locale_Item:consume_exp2_time_desc,icn_consume_character_exp2_r,Consume,TimeReward,R,CurrencyTimeReward,4,None,14400,1,False,9999999,
9140004,StageClear,6003001,Locale_Item:consume_exp2_time,Locale_Item:consume_exp2_time_desc,icn_consume_character_exp2_sr,Consume,TimeReward,SR,CurrencyTimeReward,4,None,28800,1,False,9999999,
9140005,StageClear,6003001,Locale_Item:consume_exp2_time,Locale_Item:consume_exp2_time_desc,icn_consume_character_exp2_sr,Consume,TimeReward,SR,CurrencyTimeReward,4,None,43200,1,False,9999999,
9140006,StageClear,6003001,Locale_Item:consume_exp2_time,Locale_Item:consume_exp2_time_desc,icn_consume_character_exp2_ssr,Consume,TimeReward,SSR,CurrencyTimeReward,4,None,86400,1,False,9999999,
9140007,StageClear,6003001,Locale_Item:consume_exp2_time,Locale_Item:consume_exp2_time_desc,icn_consume_character_exp2_ssr,Consume,TimeReward,SSR,CurrencyTimeReward,4,None,172800,1,False,9999999,
9110008,StageClear,6003001,Locale_Item:randombox_frag_test,Locale_Item:randombox_frag_test_desc,icn_consume_randombox_equipment_ssr,Consume,TimeReward,R,CurrencyTimeReward,1,None,3600,57,True,9999999,100.0
9201001,StageClear,6003001,Locale_Item:ItemConsumeName_9200304,Locale_Item:ItemConsumeDesc_9200304,icn_consume_selectbox,Consume,Box,R,SelectBox,1001,None,0,1,False,9999999,
9201002,StageClear,6003001,Locale_Item:ItemConsumeName_9200305,Locale_Item:ItemConsumeDesc_9200304,icn_consume_selectbox,Consume,Box,SR,SelectBox,1002,None,0,1,False,9999999,
9201003,StageClear,6003001,Locale_Item:ItemConsumeName_9200306,Locale_Item:ItemConsumeDesc_9200304,icn_consume_selectbox,Consume,Box,SSR,SelectBox,1003,None,0,1,False,9999999,
9201004,None,0,Locale_Item:select_box_ssr_characterskillmaterial_element,Locale_Item:select_box_ssr_characterskillmaterial_element_desc,icn_consume_selectbox_new_skill_device_element_ssr,Consume,Box,SSR,SelectBox,1004,None,0,1,False,9999999,
9201005,None,0,Locale_Item:select_box_sr_recycleroom_class,Locale_Item:select_box_sr_recycleroom_class_desc,icn_consume_selectbox,Consume,Box,SR,SelectBox,1005,None,0,1,False,9999999,
9201006,None,0,Locale_Item:select_box_class_console_piece_10_sr,Locale_Item:select_box_class_console_piece_10_sr_desc,icn_consume_selectbox_class_console_piece_sr,Consume,Box,SR,SelectBox,1006,None,0,1,False,9999999,
9201007,None,0,Locale_Item:select_box_class_console_piece_50_sr,Locale_Item:select_box_class_console_piece_50_sr_desc,icn_consume_selectbox_class_console_piece_sr,Consume,Box,SR,SelectBox,1007,None,0,1,False,9999999,
9201008,None,0,Locale_Item:select_box_ssr_characterskillmaterial_A,Locale_Item:select_box_ssr_characterskillmaterial_A_desc,icn_consume_selectbox_new_skill_device_A_ssr,Consume,Box,SSR,SelectBox,1008,None,0,1,False,9999999,
9201009,None,0,Locale_Item:select_box_ssr_characterskillmaterial_B,Locale_Item:select_box_ssr_characterskillmaterial_B_desc,icn_consume_selectbox_new_skill_device_B_ssr,Consume,Box,SSR,SelectBox,1009,None,0,1,False,9999999,
9201010,None,0,Locale_Item:select_box_ssr_monthly,Locale_Item:select_box_ssr_monthly_desc,icn_consume_selectbox_monthly,Consume,Box,SSR,SelectBox,1010,None,0,1,False,9999999,
9202111,None,0,Locale_Item:select_box_sr_t1_module_a,Locale_Item:select_box_sr_t1_module_a_desc,icn_consume_randombox_equipment_t1,Consume,Box,R,SelectBox,2111,None,0,1,False,9999999,
9202121,None,0,Locale_Item:select_box_sr_t2_module_a,Locale_Item:select_box_sr_t2_module_a_desc,icn_consume_randombox_equipment_t2,Consume,Box,R,SelectBox,2121,None,0,1,False,9999999,
9202131,None,0,Locale_Item:select_box_sr_t3_module_a,Locale_Item:select_box_sr_t3_module_a_desc,icn_consume_randombox_equipment_t3,Consume,Box,R,SelectBox,2131,None,0,1,False,9999999,
9202141,None,0,Locale_Item:select_box_sr_t4_module_a,Locale_Item:select_box_sr_t4_module_a_desc,icn_consume_randombox_equipment_t4,Consume,Box,R,SelectBox,2141,None,0,1,False,9999999,
9202151,None,0,Locale_Item:select_box_sr_t5_module_a,Locale_Item:select_box_sr_t5_module_a_desc,icn_consume_randombox_equipment_t5,Consume,Box,SR,SelectBox,2151,None,0,1,False,9999999,
9202161,None,0,Locale_Item:select_box_sr_t6_module_a,Locale_Item:select_box_sr_t6_module_a_desc,icn_consume_randombox_equipment_t6,Consume,Box,SR,SelectBox,2161,None,0,1,False,9999999,
9202171,None,0,Locale_Item:select_box_ssr_t7_module_a,Locale_Item:select_box_ssr_t7_module_a_desc,icn_consume_randombox_equipment_t7,Consume,Box,SSR,SelectBox,2171,None,0,1,False,9999999,
9202181,None,0,Locale_Item:select_box_ssr_t8_module_a,Locale_Item:select_box_ssr_t8_module_a_desc,icn_consume_randombox_equipment_t8,Consume,Box,SSR,SelectBox,2181,None,0,1,False,9999999,
9202191,None,0,Locale_Item:select_box_ssr_t9_module_a,Locale_Item:select_box_ssr_t9_module_a_desc,icn_consume_randombox_equipment_t9,Consume,Box,SSR,SelectBox,2191,None,0,1,False,9999999,
9202211,None,0,Locale_Item:select_box_sr_t1_module_a,Locale_Item:select_box_sr_t1_module_a_desc,icn_consume_randombox_equipment_t1,Consume,Box,R,SelectBox,2211,None,0,1,False,9999999,
9202221,None,0,Locale_Item:select_box_sr_t2_module_a,Locale_Item:select_box_sr_t2_module_a_desc,icn_consume_randombox_equipment_t2,Consume,Box,R,SelectBox,2221,None,0,1,False,9999999,
9202231,None,0,Locale_Item:select_box_sr_t3_module_a,Locale_Item:select_box_sr_t3_module_a_desc,icn_consume_randombox_equipment_t3,Consume,Box,R,SelectBox,2231,None,0,1,False,9999999,
9202241,None,0,Locale_Item:select_box_sr_t4_module_a,Locale_Item:select_box_sr_t4_module_a_desc,icn_consume_randombox_equipment_t4,Consume,Box,R,SelectBox,2241,None,0,1,False,9999999,
9202251,None,0,Locale_Item:select_box_sr_t5_module_a,Locale_Item:select_box_sr_t5_module_a_desc,icn_consume_randombox_equipment_t5,Consume,Box,SR,SelectBox,2251,None,0,1,False,9999999,
9202261,None,0,Locale_Item:select_box_sr_t6_module_a,Locale_Item:select_box_sr_t6_module_a_desc,icn_consume_randombox_equipment_t6,Consume,Box,SR,SelectBox,2261,None,0,1,False,9999999,
9202271,None,0,Locale_Item:select_box_ssr_t7_module_a,Locale_Item:select_box_ssr_t7_module_a_desc,icn_consume_randombox_equipment_t7,Consume,Box,SSR,SelectBox,2271,None,0,1,False,9999999,
9202281,None,0,Locale_Item:select_box_ssr_t8_module_a,Locale_Item:select_box_ssr_t8_module_a_desc,icn_consume_randombox_equipment_t8,Consume,Box,SSR,SelectBox,2281,None,0,1,False,9999999,
9202291,None,0,Locale_Item:select_box_ssr_t9_module_a,Locale_Item:select_box_ssr_t9_module_a_desc,icn_consume_randombox_equipment_t9,Consume,Box,SSR,SelectBox,2291,None,0,1,False,9999999,
9202311,None,0,Locale_Item:select_box_sr_t1_module_a,Locale_Item:select_box_sr_t1_module_a_desc,icn_consume_randombox_equipment_t1,Consume,Box,R,SelectBox,2311,None,0,1,False,9999999,
9202321,None,0,Locale_Item:select_box_sr_t2_module_a,Locale_Item:select_box_sr_t2_module_a_desc,icn_consume_randombox_equipment_t2,Consume,Box,R,SelectBox,2321,None,0,1,False,9999999,
9202331,None,0,Locale_Item:select_box_sr_t3_module_a,Locale_Item:select_box_sr_t3_module_a_desc,icn_consume_randombox_equipment_t3,Consume,Box,R,SelectBox,2331,None,0,1,False,9999999,
9202341,None,0,Locale_Item:select_box_sr_t4_module_a,Locale_Item:select_box_sr_t4_module_a_desc,icn_consume_randombox_equipment_t4,Consume,Box,R,SelectBox,2341,None,0,1,False,9999999,
9202351,None,0,Locale_Item:select_box_sr_t5_module_a,Locale_Item:select_box_sr_t5_module_a_desc,icn_consume_randombox_equipment_t5,Consume,Box,SR,SelectBox,2351,None,0,1,False,9999999,
9202361,None,0,Locale_Item:select_box_sr_t6_module_a,Locale_Item:select_box_sr_t6_module_a_desc,icn_consume_randombox_equipment_t6,Consume,Box,SR,SelectBox,2361,None,0,1,False,9999999,
9202371,None,0,Locale_Item:select_box_ssr_t7_module_a,Locale_Item:select_box_ssr_t7_module_a_desc,icn_consume_randombox_equipment_t7,Consume,Box,SSR,SelectBox,2371,None,0,1,False,9999999,
9202381,None,0,Locale_Item:select_box_ssr_t8_module_a,Locale_Item:select_box_ssr_t8_module_a_desc,icn_consume_randombox_equipment_t8,Consume,Box,SSR,SelectBox,2381,None,0,1,False,9999999,
9202391,None,0,Locale_Item:select_box_ssr_t9_module_a,Locale_Item:select_box_ssr_t9_module_a_desc,icn_consume_randombox_equipment_t9,Consume,Box,SSR,SelectBox,2391,None,0,1,False,9999999,
9202411,None,0,Locale_Item:select_box_sr_t1_module_a,Locale_Item:select_box_sr_t1_module_a_desc,icn_consume_randombox_equipment_t1,Consume,Box,R,SelectBox,2411,None,0,1,False,9999999,
9202421,None,0,Locale_Item:select_box_sr_t2_module_a,Locale_Item:select_box_sr_t2_module_a_desc,icn_consume_randombox_equipment_t2,Consume,Box,R,SelectBox,2421,None,0,1,False,9999999,
9202431,None,0,Locale_Item:select_box_sr_t3_module_a,Locale_Item:select_box_sr_t3_module_a_desc,icn_consume_randombox_equipment_t3,Consume,Box,R,SelectBox,2431,None,0,1,False,9999999,
9202441,None,0,Locale_Item:select_box_sr_t4_module_a,Locale_Item:select_box_sr_t4_module_a_desc,icn_consume_randombox_equipment_t4,Consume,Box,R,SelectBox,2441,None,0,1,False,9999999,
9202451,None,0,Locale_Item:select_box_sr_t5_module_a,Locale_Item:select_box_sr_t5_module_a_desc,icn_consume_randombox_equipment_t5,Consume,Box,SR,SelectBox,2451,None,0,1,False,9999999,
9202461,None,0,Locale_Item:select_box_sr_t6_module_a,Locale_Item:select_box_sr_t6_module_a_desc,icn_consume_randombox_equipment_t6,Consume,Box,SR,SelectBox,2461,None,0,1,False,9999999,
9202471,None,0,Locale_Item:select_box_ssr_t7_module_a,Locale_Item:select_box_ssr_t7_module_a_desc,icn_consume_randombox_equipment_t7,Consume,Box,SSR,SelectBox,2471,None,0,1,False,9999999,
9202481,None,0,Locale_Item:select_box_ssr_t8_module_a,Locale_Item:select_box_ssr_t8_module_a_desc,icn_consume_randombox_equipment_t8,Consume,Box,SSR,SelectBox,2481,None,0,1,False,9999999,
9202491,None,0,Locale_Item:select_box_ssr_t9_module_a,Locale_Item:select_box_ssr_t9_module_a_desc,icn_consume_randombox_equipment_t9,Consume,Box,SSR,SelectBox,2491,None,0,1,False,9999999,
9202551,None,0,Locale_Item:consume_box_attacker,Locale_Item:consume_box_attacker,icn_consume_selectbox_attacker,Consume,Box,SR,SelectBox,2551,None,0,1,False,9999999,
9202651,None,0,Locale_Item:consume_box_defender,Locale_Item:consume_box_defender,icn_consume_selectbox_defender,Consume,Box,SR,SelectBox,2651,None,0,1,False,9999999,
9202751,None,0,Locale_Item:consume_box_suppoter,Locale_Item:consume_box_suppoter,icn_consume_selectbox_supporter,Consume,Box,SR,SelectBox,2751,None,0,1,False,9999999,
9202991,None,0,Locale_Item:select_box_ssr_t9_elysion,Locale_Item:select_box_ssr_t9_elysion_desc,icn_consume_selectbox_equipment_elysion_t9,Consume,Box,SSR,SelectBox,2991,None,0,1,False,9999999,
9202992,None,0,Locale_Item:select_box_ssr_t9_missilis,Locale_Item:select_box_ssr_t9_missilis_desc,icn_consume_selectbox_equipment_missilis_t9,Consume,Box,SSR,SelectBox,2992,None,0,1,False,9999999,
9202993,None,0,Locale_Item:select_box_ssr_t9_tetra,Locale_Item:select_box_ssr_t9_tetra_desc,icn_consume_selectbox_equipment_tetra_t9,Consume,Box,SSR,SelectBox,2993,None,0,1,False,9999999,
9202994,None,0,Locale_Item:select_box_ssr_t9_pilgrim,Locale_Item:select_box_ssr_t9_pilgrim_desc,icn_consume_selectbox_equipment_pilgrim_t9,Consume,Box,SSR,SelectBox,2994,None,0,1,False,9999999,
9202995,None,0,Locale_Item:select_box_ssr_t9_abnormal,Locale_Item:select_box_ssr_t9_abnormal_desc,icn_consume_selectbox_equipment_abnormal_t9,Consume,Box,SSR,SelectBox,2995,None,0,1,False,9999999,
9203001,None,0,Locale_Item:select_box_piece_ssr_3001,Locale_Item:select_box_piece_ssr_3001_desc,icn_consume_selectbox_piece_ssr_3001,Consume,Box,SSR,SelectBox,3001,None,0,1,False,9999999,
9203002,None,0,Locale_Item:select_box_piece_ssr_3002,Locale_Item:select_box_piece_ssr_3002_desc,icn_consume_selectbox_piece_ssr_3002,Consume,Box,SSR,SelectBox,3002,None,0,1,False,9999999,
9204001,None,0,Locale_Item:select_box_currency_challenge_box_1,Locale_Item:select_box_currency_challenge_box_1_desc,icn_consume_selectbox,Consume,Box,SR,SelectBox,4001,None,0,1,False,9999999,
9210001,None,0,Locale_Item:consume_box_piece,Locale_Item:consume_box_piece,icn_consume_selectbox_piece,Consume,Box,SSR,SelectBox,10001,None,0,1,False,9999999,
9210002,None,0,Locale_Item:select_box_ssr_t9_corporation,Locale_Item:select_box_ssr_t9_corporation_desc,icn_consume_selectbox_box_corp_t9,Consume,Box,SSR,SelectBox,10002,None,0,1,False,9999999,
9210003,StageClear,6006004,Locale_Item:select_box_favoriteitem_collection_01,Locale_Item:select_box_favoriteitem_collection_01_desc,icn_consume_selectbox_favoriteitem_collection_01,Consume,Box,SR,SelectBox,10003,None,0,1,False,9999999,
9210004,None,0,Locale_Item:select_box_piece_spare_favorite_s01_02,Locale_Item:select_box_piece_spare_favorite_s01_02_desc,icn_consume_selectbox_piece,Consume,Box,SSR,SelectBox,10004,None,0,1,False,9999999,
9210005,None,0,Locale_Item:select_box_piece_spare_favorite_s03,Locale_Item:select_box_piece_spare_favorite_s03_desc,icn_consume_selectbox_piece,Consume,Box,SSR,SelectBox,10005,None,0,1,False,9999999,
9210006,None,0,Locale_Item:select_box_ssr_t9_corporation_use_plag_cost,Locale_Item:select_box_ssr_t9_corporation_use_plag_cost_desc,icn_consume_selectbox_equipment_t9_use_plag_cost,Consume,Box,SSR,SelectBox,10006,None,0,200,False,9999999,
9210007,None,0,Locale_Item:select_box_piece_spare_favorite_s04,Locale_Item:select_box_piece_spare_favorite_s04_desc,icn_consume_selectbox_piece,Consume,Box,SSR,SelectBox,10007,None,0,1,False,9999999,
9210008,None,0,Locale_Item:select_box_favoriteitem_material_01,Locale_Item:select_box_favoriteitem_material_01_desc,icn_consume_selectbox_favoriteitem_material_01,Consume,Box,SSR,SelectBox,10008,None,0,1,False,9999999,
9299991,None,0,Locale_Item:consume_box_attacker,Locale_Item:consume_box_attacker,icn_consume_selectbox_attacker,Consume,Box,SSR,SelectBox,99991,None,0,1,False,9999999,
9299992,None,0,Locale_Item:consume_box_defender,Locale_Item:consume_box_defender,icn_consume_selectbox_defender,Consume,Box,SSR,SelectBox,99992,None,0,1,False,9999999,
9299993,None,0,Locale_Item:consume_box_suppoter,Locale_Item:consume_box_suppoter,icn_consume_selectbox_supporter,Consume,Box,SSR,SelectBox,99993,None,0,1,False,9999999,
9299994,None,0,Locale_Item:randombox_frag_test,Locale_Item:randombox_frag_test_desc,icn_consume_randombox_equipment_ssr,Consume,Box,SSR,SelectBox,99993,None,0,59,True,9999999,100.0
9301001,None,0,Locale_Item:bundle_box_test,Locale_Item:bundle_box_test_desc,icn_consume_bundlebox,Consume,BundleBox,SSR,BundleBox,1001,None,1,1,False,9999999,
9301002,None,1,Locale_Item:bundle_box_timereward_all_1h,Locale_Item:bundle_box_timereward_all_1h_desc,icn_consume_bundlebox,Consume,BundleBox,R,BundleBox,1002,None,1,1,False,9999999,
9301003,None,2,Locale_Item:bundle_box_timereward_all_2h,Locale_Item:bundle_box_timereward_all_2h_desc,icn_consume_bundlebox,Consume,BundleBox,R,BundleBox,1003,None,1,1,False,9999999,
9301004,None,3,Locale_Item:bundle_box_timereward_all_4h,Locale_Item:bundle_box_timereward_all_4h_desc,icn_consume_bundlebox,Consume,BundleBox,R,BundleBox,1004,None,1,1,False,9999999,
9301005,None,4,Locale_Item:bundle_box_timereward_all_8h,Locale_Item:bundle_box_timereward_all_8h_desc,icn_consume_bundlebox,Consume,BundleBox,SR,BundleBox,1005,None,1,1,False,9999999,
9301006,None,5,Locale_Item:bundle_box_timereward_all_12h,Locale_Item:bundle_box_timereward_all_12h_desc,icn_consume_bundlebox,Consume,BundleBox,SR,BundleBox,1006,None,1,1,False,9999999,
9301007,None,6,Locale_Item:bundle_box_timereward_all_24h,Locale_Item:bundle_box_timereward_all_24h_desc,icn_consume_bundlebox,Consume,BundleBox,SSR,BundleBox,1007,None,1,1,False,9999999,
9301008,None,7,Locale_Item:bundle_box_timereward_all_48h,Locale_Item:bundle_box_timereward_all_48h_desc,icn_consume_bundlebox,Consume,BundleBox,SSR,BundleBox,1008,None,1,1,False,9999999,
9302001,None,0,Locale_Item:bundle_box_skill_manual,Locale_Item:bundle_box_skill_manual_desc,icn_consume_selectbox_skill_device_A_ssr,Consume,BundleBox,SSR,BundleBox,2001,None,1,1,False,9999999,
9302002,None,0,Locale_Item:bundle_box_burst_manual,Locale_Item:bundle_box_burst_manual_desc,icn_consume_selectbox_skill_device_B_ssr,Consume,BundleBox,SSR,BundleBox,2002,None,1,1,False,9999999,
9302003,None,0,Locale_Item:randombox_frag_test,Locale_Item:randombox_frag_test_desc,icn_consume_randombox_equipment_ssr,Consume,BundleBox,SSR,BundleBox,2002,None,1,60,True,9999999,100.0
9303001,None,0,Locale_Item:bundle_box_event_1st_anniversary_present,Locale_Item:bundle_box_event_1st_anniversary_present_desc,icn_consume_bundlebox_event_1st_anniversary_present,Consume,BundleBox,SSR,BundleBox,3001,None,1,1,False,9999999,
9303002,None,0,Locale_Item:bundle_box_2024_new_year,Locale_Item:bundle_box_2024_new_year_desc,icn_consume_bundlebox_2024_new_year,Consume,BundleBox,SSR,BundleBox,3002,None,1,1,False,9999999,
9303003,None,0,Locale_Item:bundle_box_event_2nd_anniversary_present,Locale_Item:bundle_box_event_2nd_anniversary_present_desc,icn_consume_bundlebox_event_2nd_anniversary_present,Consume,BundleBox,SSR,BundleBox,3003,None,1,1,False,9999999,
9303004,None,0,Locale_Item:bundle_box_2025_new_year,Locale_Item:bundle_box_2025_new_year_desc,icn_consume_bundlebox_2025_new_year,Consume,BundleBox,SSR,BundleBox,3004,None,1,1,False,9999999,
9304001,None,0,Locale_Item:bundle_box_coop_ranking_equipment_exp,Locale_Item:bundle_box_coop_ranking_equipment_exp_desc,icn_consume_bundlebox_coop_ranking_equipment_exp,Consume,BundleBox,SSR,BundleBox,4001,None,1,1,False,9999999,
9401001,None,0,Locale_Item:random_box_r_item,Locale_Item:random_box_r_item_desc,icn_consume_randombox_item_r,Consume,ItemRandomBoxList,R,ItemRandomBox,9410102,None,1,1,False,9999999,
9401002,None,0,Locale_Item:random_box_sr_item,Locale_Item:random_box_sr_item_desc,icn_consume_randombox_item_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,9410202,None,1,1,False,9999999,
9401003,None,0,Locale_Item:random_box_ssr_item,Locale_Item:random_box_ssr_item_desc,icn_consume_randombox_item_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9410302,None,1,1,False,9999999,
9402001,None,0,Locale_Item:random_box_r_equipment,Locale_Item:random_box_r_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,9410101,None,1,1,False,9999999,
9402002,None,0,Locale_Item:random_box_sr_equipment,Locale_Item:random_box_sr_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,9410201,None,1,1,False,9999999,
9402003,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9410301,None,1,1,False,9999999,
9402004,None,0,Locale_Item:random_box_r_equipment,Locale_Item:random_box_r_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,100100,None,1,1,False,9999999,
9402005,None,0,Locale_Item:random_box_r_equipment,Locale_Item:random_box_r_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,100200,None,1,1,False,9999999,
9402006,None,0,Locale_Item:random_box_sr_equipment,Locale_Item:random_box_sr_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,100300,None,1,1,False,9999999,
9402007,None,0,Locale_Item:random_box_sr_equipment,Locale_Item:random_box_sr_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,100400,None,1,1,False,9999999,
9402008,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,100500,None,1,1,False,9999999,
9402009,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,100500,None,1,1,False,9999999,
9402010,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,100500,None,1,1,False,9999999,
9402011,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,100500,None,1,1,False,9999999,
9402012,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,100500,None,1,1,False,9999999,
9402013,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_1,Locale_Item:reward_normal_intercept_LEVEL_D_1_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110100,None,1,1,False,9999999,
9402014,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_2,Locale_Item:reward_normal_intercept_LEVEL_D_2_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110200,None,1,1,False,9999999,
9402015,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_3,Locale_Item:reward_normal_intercept_LEVEL_D_3_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110300,None,1,1,False,9999999,
9402016,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_4,Locale_Item:reward_normal_intercept_LEVEL_D_4_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110400,None,1,1,False,9999999,
