id,pass_id,pass_rank,total_required_point,reward_id,is_highlight
300000101,3000001,1,0,9400001,False
300000102,3000001,2,100,9400002,False
300000103,3000001,3,200,9400003,False
300000104,3000001,4,300,9400004,False
300000105,3000001,5,400,9400005,True
300000106,3000001,6,500,9400006,False
300000107,3000001,7,600,9400007,False
300000108,3000001,8,700,9400008,False
300000109,3000001,9,800,9400009,False
300000110,3000001,10,900,9400010,True
300000111,3000001,11,1000,9400011,False
300000112,3000001,12,1100,9400012,False
300000113,3000001,13,1200,9400013,False
300000114,3000001,14,1300,9400014,False
300000115,3000001,15,1400,9400015,True
300000116,3000001,16,1500,9400016,False
300000117,3000001,17,1600,9400017,False
300000118,3000001,18,1700,9400018,False
300000119,3000001,19,1800,9400019,False
300000120,3000001,20,1900,9400020,True
300000121,3000001,21,2000,9400021,False
300000122,3000001,22,2100,9400022,False
300000123,3000001,23,2200,9400023,False
300000124,3000001,24,2300,9400024,False
300000125,3000001,25,2400,9400025,True
300000126,3000001,26,2500,9400026,False
300000127,3000001,27,2600,9400027,False
300000128,3000001,28,2700,9400028,False
300000129,3000001,29,2800,9400029,False
300000130,3000001,30,2900,9400030,True
300000131,3000001,31,3000,9400031,False
300000132,3000001,32,3100,9400032,False
300000133,3000001,33,3200,9400033,False
300000134,3000001,34,3300,9400034,False
300000135,3000001,35,3400,9400035,True
300000136,3000001,36,3500,9400036,False
300000137,3000001,37,3600,9400037,False
300000138,3000001,38,3700,9400038,False
300000139,3000001,39,3800,9400039,False
300000140,3000001,40,3900,9400040,True
300000141,3000001,41,4000,9400041,False
300000142,3000001,42,4100,9400042,False
300000143,3000001,43,4200,9400043,False
300000144,3000001,44,4300,9400044,False
300000145,3000001,45,4400,9400045,True
300000146,3000001,46,4500,9400046,False
300000147,3000001,47,4600,9400047,False
300000148,3000001,48,4700,9400048,False
300000149,3000001,49,4800,9400049,False
300000150,3000001,50,4900,9400050,True
300000151,3000001,51,5000,9400051,False
300000152,3000001,52,5100,9400052,False
300000153,3000001,53,5200,9400053,False
300000154,3000001,54,5300,9400054,False
300000155,3000001,55,5400,9400055,True
300000156,3000001,56,5500,9400056,False
300000157,3000001,57,5600,9400057,False
300000158,3000001,58,5700,9400058,False
300000159,3000001,59,5800,9400059,False
300000160,3000001,60,5900,9400060,True
300000161,3000001,61,6000,9400061,False
300000162,3000001,62,6100,9400062,False
300000163,3000001,63,6200,9400063,False
300000164,3000001,64,6300,9400064,False
300000165,3000001,65,6400,9400065,True
300000166,3000001,66,6500,9400066,False
300000167,3000001,67,6600,9400067,False
300000168,3000001,68,6700,9400068,False
300000169,3000001,69,6800,9400069,False
300000170,3000001,70,6900,9400070,True
300000171,3000001,71,7000,9400071,False
300000172,3000001,72,7100,9400072,False
300000173,3000001,73,7200,9400073,False
300000174,3000001,74,7300,9400074,False
300000175,3000001,75,7400,9400075,True
300000176,3000001,76,7500,9400076,False
300000177,3000001,77,7600,9400077,False
300000178,3000001,78,7700,9400078,False
300000179,3000001,79,7800,9400079,False
300000180,3000001,80,7900,9400080,True
300000181,3000001,81,8000,9400081,False
300000182,3000001,82,8100,9400082,False
300000183,3000001,83,8200,9400083,False
300000184,3000001,84,8300,9400084,False
300000185,3000001,85,8400,9400085,True
300000186,3000001,86,8500,9400086,False
300000187,3000001,87,8600,9400087,False
300000188,3000001,88,8700,9400088,False
300000189,3000001,89,8800,9400089,False
300000190,3000001,90,8900,9400090,True
300000191,3000001,91,9000,9400091,False
300000192,3000001,92,9100,9400092,False
300000193,3000001,93,9200,9400093,False
300000194,3000001,94,9300,9400094,False
300000195,3000001,95,9400,9400095,False
300000196,3000001,96,9500,9400096,False
300000197,3000001,97,9600,9400097,False
300000198,3000001,98,9700,9400098,False
300000199,3000001,99,9800,9400099,True
