id,stage_id,step,wave_id,scenario_group_id,condition_type,condition_id,condition_value,monster_stage_lv,dynamic_object_stage_lv,sidestory_character_group,is_include_wave_info
100001,1000,1,0,s001_01,ScenarioClear,,,0,0,0,False
100101,1001,1,0,s001_02,ScenarioClear,,,0,0,0,False
100201,1002,1,0,s001_03,ScenarioClear,,,0,0,0,False
100301,1003,1,0,s001_04,ScenarioClear,,,0,0,0,False
100401,1004,1,0,s001_05,ScenarioClear,,,0,0,0,False
100501,1005,1,0,s001_06,ScenarioClear,,,0,0,0,False
100601,1006,1,0,s001_07,ScenarioClear,,,0,0,0,False
100701,1007,1,0,s001_08,ScenarioClear,,,0,0,0,False
100801,1008,1,0,s001_09,ScenarioClear,,,0,0,0,False
100802,1008,2,5000101,,SpotBattleClear,,,42,26,1001,True
100803,1008,3,5000102,,SpotBattleClear,,,60,60,1002,True
100804,1008,4,5000103,,SpotBattleClear,,,60,60,1003,True
100805,1008,5,0,s001_09_b3_e,ScenarioClear,,,0,0,0,False
100906,1009,1,0,s001_10,ScenarioClear,,,0,0,0,False
101001,1010,1,0,s001_11,ScenarioClear,,,0,0,0,False
101101,1011,1,0,s001_12,ScenarioClear,,,0,0,0,False
101201,1012,1,0,s001_13,ScenarioClear,,,0,0,0,False
101301,1013,1,0,s001_14,ScenarioClear,,,0,0,0,False
101302,1013,2,5000104,,SpotBattleClear,,,30,30,1004,True
101303,1013,3,0,s001_14_b1_e,ScenarioClear,,,0,0,0,False
101304,1013,4,5000105,,SpotBattleClear,,,45,45,1005,True
101305,1013,5,0,s001_14_b2_e,ScenarioClear,,,0,0,0,False
101306,1013,6,5000106,,SpotBattleClear,,,12,12,1006,True
101307,1013,7,0,s001_14_b3_e,ScenarioClear,,,0,0,0,False
101401,1014,1,0,s001_15,ScenarioClear,,,0,0,0,False
200101,2001,1,0,s002_01,ScenarioClear,,,0,0,0,False
200201,2002,1,0,s002_02,ScenarioClear,,,0,0,0,False
200301,2003,1,0,s002_03,ScenarioClear,,,0,0,0,False
200401,2004,1,0,s002_04,ScenarioClear,,,0,0,0,False
200501,2005,1,0,s002_05,ScenarioClear,,,0,0,0,False
200601,2006,1,0,s002_06,ScenarioClear,,,0,0,0,False
200701,2007,1,0,s002_07,ScenarioClear,,,0,0,0,False
200801,2008,1,0,s002_08,ScenarioClear,,,0,0,0,False
200901,2009,1,0,s002_09,ScenarioClear,,,0,0,0,False
201001,2010,1,0,s002_10,ScenarioClear,,,0,0,0,False
201101,2011,1,0,s002_11,ScenarioClear,,,0,0,0,False
201201,2012,1,0,s002_12,ScenarioClear,,,0,0,0,False
201301,2013,1,0,s002_13,ScenarioClear,,,0,0,0,False
201401,2014,1,0,s002_14,ScenarioClear,,,0,0,0,False
300101,3001,1,0,s003_01,ScenarioClear,,,0,0,0,False
300201,3002,1,0,s003_02,ScenarioClear,,,0,0,0,False
300301,3003,1,0,s003_03,ScenarioClear,,,0,0,0,False
300401,3004,1,0,s003_04,ScenarioClear,,,0,0,0,False
300501,3005,1,0,s003_05,ScenarioClear,,,0,0,0,False
300601,3006,1,0,s003_06,ScenarioClear,,,0,0,0,False
300701,3007,1,0,s003_07,ScenarioClear,,,0,0,0,False
300801,3008,1,0,s003_08,ScenarioClear,,,0,0,0,False
300901,3009,1,0,s003_09,ScenarioClear,,,0,0,0,False
301001,3010,1,0,s003_10,ScenarioClear,,,0,0,0,False
301101,3011,1,0,s003_11,ScenarioClear,,,0,0,0,False
301201,3012,1,0,s003_12,ScenarioClear,,,0,0,0,False
301301,3013,1,0,s003_13,ScenarioClear,,,0,0,0,False
301401,3014,1,0,s003_14,ScenarioClear,,,0,0,0,False
301501,3015,1,0,s003_15,ScenarioClear,,,0,0,0,False
301502,3015,2,0,s003_16,ScenarioClear,,,0,0,0,False
400101,4001,1,0,s004_01,ScenarioClear,,,0,0,0,False
400201,4002,1,0,s004_02,ScenarioClear,,,0,0,0,False
400301,4003,1,0,s004_03,ScenarioClear,,,0,0,0,False
400401,4004,1,0,s004_04,ScenarioClear,,,0,0,0,False
400501,4005,1,0,s004_05,ScenarioClear,,,0,0,0,False
400601,4006,1,0,s004_06,ScenarioClear,,,0,0,0,False
400701,4007,1,0,s004_07,ScenarioClear,,,0,0,0,False
400801,4008,1,0,s004_08,ScenarioClear,,,0,0,0,False
400901,4009,1,0,s004_09,ScenarioClear,,,0,0,0,False
401001,4010,1,0,s004_10,ScenarioClear,,,0,0,0,False
401101,4011,1,0,s004_11,ScenarioClear,,,0,0,0,False
401201,4012,1,0,s004_12,ScenarioClear,,,0,0,0,False
401301,4013,1,0,s004_13,ScenarioClear,,,0,0,0,False
