id,group,count,item_type,item_id,item_count
101,1,1,None,0,0
102,1,2,Item,7061001,1
103,1,3,Item,7061001,1
104,1,4,Item,7061001,2
105,1,5,Item,7061001,4
106,1,6,Item,7061001,4
107,1,7,Item,7061001,6
108,1,8,Item,7061001,6
109,1,9,Item,7061001,6
110,1,10,Item,7061001,6
201,2,1,None,0,0
202,2,2,Item,7061003,1
203,2,3,Item,7061003,1
204,2,4,Item,7061003,2
205,2,5,Item,7061003,4
206,2,6,Item,7061003,4
207,2,7,Item,7061003,6
208,2,8,Item,7061003,6
209,2,9,Item,7061003,6
210,2,10,Item,7061003,6
301,3,1,None,0,0
302,3,2,Item,7061004,1
303,3,3,Item,7061004,1
304,3,4,Item,7061004,2
305,3,5,Item,7061004,4
306,3,6,Item,7061004,4
307,3,7,Item,7061004,6
308,3,8,Item,7061004,6
309,3,9,Item,7061004,6
310,3,10,Item,7061004,6
401,4,1,None,0,0
402,4,2,Item,7061005,1
403,4,3,Item,7061005,1
404,4,4,Item,7061005,2
405,4,5,Item,7061005,4
406,4,6,Item,7061005,4
407,4,7,Item,7061005,6
408,4,8,Item,7061005,6
409,4,9,Item,7061005,6
410,4,10,Item,7061005,6
501,5,1,None,0,0
502,5,2,Item,7061006,1
503,5,3,Item,7061006,1
504,5,4,Item,7061006,2
505,5,5,Item,7061006,4
506,5,6,Item,7061006,4
507,5,7,Item,7061006,6
508,5,8,Item,7061006,6
509,5,9,Item,7061006,6
510,5,10,Item,7061006,6
601,6,1,None,0,0
602,6,2,Item,7061007,1
603,6,3,Item,7061007,1
604,6,4,Item,7061007,2
605,6,5,Item,7061007,4
606,6,6,Item,7061007,4
607,6,7,Item,7061007,6
608,6,8,Item,7061007,6
609,6,9,Item,7061007,6
610,6,10,Item,7061007,6
701,7,1,None,0,0
702,7,2,Item,7061007,1
703,7,3,Item,7061007,1
704,7,4,Item,7061007,2
705,7,5,Item,7061007,4
706,7,6,Item,7061007,4
707,7,7,Item,7061007,6
708,7,8,Item,7061007,6
709,7,9,Item,7061007,6
710,7,10,Item,7061007,6
801,8,1,None,0,0
802,8,2,Item,7061008,1
803,8,3,Item,7061008,1
804,8,4,Item,7061008,2
805,8,5,Item,7061008,4
806,8,6,Item,7061008,4
807,8,7,Item,7061008,6
808,8,8,Item,7061008,6
809,8,9,Item,7061008,6
810,8,10,Item,7061008,6
901,9,1,None,0,0
902,9,2,Item,7061009,1
903,9,3,Item,7061009,1
904,9,4,Item,7061009,2
905,9,5,Item,7061009,4
906,9,6,Item,7061009,4
907,9,7,Item,7061009,6
908,9,8,Item,7061009,6
909,9,9,Item,7061009,6
910,9,10,Item,7061009,6
1001,10,1,None,0,0
1002,10,2,Item,7061011,1
1003,10,3,Item,7061011,1
1004,10,4,Item,7061011,2
1005,10,5,Item,7061011,4
1006,10,6,Item,7061011,4
1007,10,7,Item,7061011,6
1008,10,8,Item,7061011,6
1009,10,9,Item,7061011,6
1010,10,10,Item,7061011,6
1101,11,1,None,0,0
1102,11,2,Item,7061013,1
1103,11,3,Item,7061013,1
1104,11,4,Item,7061013,2
1105,11,5,Item,7061013,4
1106,11,6,Item,7061013,4
1107,11,7,Item,7061013,6
1108,11,8,Item,7061013,6
1109,11,9,Item,7061013,6
1110,11,10,Item,7061013,6
1201,12,1,None,0,0
1202,12,2,Item,7061014,1
1203,12,3,Item,7061014,1
1204,12,4,Item,7061014,2
1205,12,5,Item,7061014,4
1206,12,6,Item,7061014,4
1207,12,7,Item,7061014,6
1208,12,8,Item,7061014,6
1209,12,9,Item,7061014,6
1210,12,10,Item,7061014,6
1301,13,1,None,0,0
1302,13,2,Item,7061015,1
1303,13,3,Item,7061015,1
1304,13,4,Item,7061015,2
1305,13,5,Item,7061015,4
1306,13,6,Item,7061015,4
1307,13,7,Item,7061015,6
1308,13,8,Item,7061015,6
1309,13,9,Item,7061015,6
1310,13,10,Item,7061015,6
1401,14,1,None,0,0
1402,14,2,Item,7061016,1
1403,14,3,Item,7061016,1
1404,14,4,Item,7061016,2
1405,14,5,Item,7061016,4
1406,14,6,Item,7061016,4
1407,14,7,Item,7061016,6
1408,14,8,Item,7061016,6
1409,14,9,Item,7061016,6
1410,14,10,Item,7061016,6
1501,15,1,None,0,0
1502,15,2,Item,7061018,1
1503,15,3,Item,7061018,1
1504,15,4,Item,7061018,2
1505,15,5,Item,7061018,4
1506,15,6,Item,7061018,4
1507,15,7,Item,7061018,6
1508,15,8,Item,7061018,6
1509,15,9,Item,7061018,6
1510,15,10,Item,7061018,6
1601,16,1,None,0,0
1602,16,2,Item,7061020,1
1603,16,3,Item,7061020,1
1604,16,4,Item,7061020,2
1605,16,5,Item,7061020,4
1606,16,6,Item,7061020,4
1607,16,7,Item,7061020,6
1608,16,8,Item,7061020,6
1609,16,9,Item,7061020,6
1610,16,10,Item,7061020,6
1701,17,1,None,0,0
1702,17,2,Item,7061021,1
1703,17,3,Item,7061021,1
1704,17,4,Item,7061021,2
1705,17,5,Item,7061021,4
1706,17,6,Item,7061021,4
1707,17,7,Item,7061021,6
1708,17,8,Item,7061021,6
1709,17,9,Item,7061021,6
1710,17,10,Item,7061021,6
1801,18,1,None,0,0
1802,18,2,Item,7061022,1
1803,18,3,Item,7061022,1
1804,18,4,Item,7061022,2
1805,18,5,Item,7061022,4
1806,18,6,Item,7061022,4
1807,18,7,Item,7061022,6
1808,18,8,Item,7061022,6
1809,18,9,Item,7061022,6
1810,18,10,Item,7061022,6
1901,19,1,None,0,0
1902,19,2,Item,7061023,1
1903,19,3,Item,7061023,1
1904,19,4,Item,7061023,2
1905,19,5,Item,7061023,4
1906,19,6,Item,7061023,4
1907,19,7,Item,7061023,6
1908,19,8,Item,7061023,6
1909,19,9,Item,7061023,6
1910,19,10,Item,7061023,6
2001,20,1,None,0,0
