id,event_id,character_id,costume_id,set_character_anim,ui_prefab,is_replenish_active,replenish_currency,currency_value
10001,10001,301201,0,idle,attendance_event_common,False,,
10002,10002,110001,0,idle,attendance_event_common,False,,
1003,10003,115001,50001,idle,attendance_event_common,False,,
10004,10004,311201,0,idle,attendance_event_d-outsiders,False,,
10005,10005,331101,0,idle,attendance_event_common,False,,
10006,10006,580101,0,idle,attendance_event_ce_01_01,False,,
10007,10007,338101,0,idle,attendance_event_common,False,,
10008,10008,328201,0,idle,attendance_event_cherryblossom,False,,
10009,10009,204001,0,idle,attendance_event_ltk,False,,
10010,10010,112101,0,idle,attendance_event_memoriesofspring,False,,
10011,10011,112101,0,idle,attendance_event_anniversary_0.5,False,,
10012,10012,327001,0,idle,attendance_event_bunny777,False,,
10013,10013,228001,0,idle,attendance_event_queensorder,False,,
10014,10014,338001,0,idle,attendance_event_nya-nyaparadise,False,,
10015,10015,235001,0,idle,attendance_event_goldenship,False,,
10016,10016,235001,0,idle,attendance_event_memoriesofsummer,False,,
10017,10017,426001,30018,delight,attendance_event_moderniaspecial,False,,
10018,10018,426001,30018,idle,attendance_event_firstaffection,False,,
10019,10019,232101,0,idle,attendance_event_schooloflock,False,,
10020,10020,145001,0,idle,attendance_event_dazzlingcupid,False,,
10021,10021,203301,0,idle,attendance_event_acpufreeze,False,,
10022,10022,235001,0,idle,attendance_event_autumnpicnic,True,99.0,300.0
10023,10023,422401,0,idle,attendance_event_anniversary_01,False,,
10024,10024,119201,0,idle,attendance_event_alonesurvivor,False,,
10025,10025,422501,0,idle,attendance_event_newyearnewsword,False,,
10026,10026,338201,0,idle,attendance_event_lionheart,False,,
10027,10027,328101,0,idle,attendance_event_dirtybackyard,False,,
10028,10028,231301,0,idle,attendance_event_perfectmaid,False,,
10029,10029,150001,0,idle,attendance_event_boomsday,False,,
10030,10030,204301,0,idle,attendance_event_killthelord,False,,
10031,10031,355001,0,idle,attendance_event_onemoretime,False,,
10032,10032,203001,30025,idle,attendance_event_cheerupspring,True,99.0,300.0
10033,10033,136101,0,idle,attendance_event_anniversary_1.5,False,,
10034,10034,150101,0,idle,attendance_event_darkhero,False,,
10035,10035,355101,0,idle,attendance_event_claymore,False,,
10036,10036,139101,0,idle,attendance_event_juveniledays,False,,
10037,10037,239001,0,idle,attendance_event_colorless,False,,
10038,10038,145101,0,idle,attendance_event_sunnydate,True,99.0,300.0
10039,10039,327201,0,idle,attendance_event_jinxplayer,False,,
10040,10040,258001,0,idle,attendance_event_phantomthiefvsdetective,False,,
10041,10041,119201,0,idle,attendance_event_swingintoautumn,True,99.0,300.0
10042,10042,447001,50012,idle,attendance_event_redhoodspecial,False,,
10043,10043,324001,0,idle,attendance_event_lifeagain,False,,
10044,10044,422601,0,idle,attendance_event_anniversary_02,False,,
10045,10045,141101,0,idle,attendance_event_secretgarden,False,,
10046,10046,201601,0,idle,attendance_event_footstepwalkrun,False,,
10047,10047,129001,0,idle,attendance_event_wisdomspring,False,,
10048,10048,235401,0,idle,attendance_event_romanticvalentine,False,,
10049,10049,235201,0,idle,attendance_event_chasingwaves,False,,
10050,10050,141201,0,idle,attendance_event_forrest,False,,
10051,10051,352001,0,idle,attendance_event_newflavor,False,,
10052,10052,352101,0,idle,attendance_event_trueflavor,False,,
10053,10053,331001,30040,idle,attendance_event_maidinbloom,True,99.0,300.0
10054,10054,159001,0,idle,attendance_event_anniversary_2.5,False,,
10055,10055,258101,0,idle,attendance_event_arcanearchive,False,,
10056,10056,204101,0,idle,attendance_event_lordforjustice,False,,
10057,10057,327101,30045,idle,attendance_event_mlb,True,99.0,300.0
10058,10058,217001,30047,idle,attendance_event_bloomingletter,False,,
10059,10059,253201,0,idle,attendance_event_overthehorizon,False,,
10060,10060,290701,0,idle,attendance_event_1000dayspresent,False,,
10061,10061,209501,0,idle,attendance_event_absolute,False,,
10062,10062,209501,30049,idle,attendance_event_nottactical,True,99.0,300.0
80103,80103,112101,0,idle,attendance_event_miraclesnow,False,,
80201,80201,112101,0,idle,attendance_event_ce_01_02,False,,
80301,80301,112101,0,idle,attendance_event_overzone,False,,
80401,80401,112101,0,idle,attendance_event_bluewaterisland,False,,
80601,80601,112101,0,idle,attendance_event_seayouagain,False,,
80701,80701,112101,0,idle,attendance_event_ce002,False,,
80801,80801,112101,0,idle,attendance_event_redash,False,,
80901,80901,112101,0,idle,attendance_event_neverland,False,,
81103,81103,112101,0,idle,attendance_event_ce003,False,,
81203,81203,112101,0,idle,attendance_event_lastkingdom,False,,
81303,81303,112101,0,idle,attendance_event_goldencoinrush,False,,
81403,81403,112101,0,idle,attendance_event_beautyfullshot,False,,
81503,81503,112101,0,idle,attendance_event_ce004,False,,
81603,81603,112101,0,idle,attendance_event_oldtales,False,,
81703,81703,112101,0,idle,attendance_event_icedragonsaga,False,,
81903,81903,112101,0,idle,attendance_event_ce005,False,,
82003,82003,112101,0,idle,attendance_event_unbreakablesphere,False,,
82105,82105,112101,0,idle,attendance_event_ce006,False,,
82304,82304,581101,90006,idle,attendance_event_ce002_02,True,99.0,300.0
82403,82403,112101,0,idle,attendance_event_boomtheghost,False,,
82503,82503,112101,0,idle,attendance_event_coinsinrush,False,,
