id,grade_ratio,grade_hp,grade_attack,grade_defence,grade_energy_resist,grade_metal_resist,grade_bio_resist,core_hp,core_attack,core_defence,core_energy_resist,core_metal_resist,core_bio_resist
5101,200,3000,20,100,0,0,0,200,200,200,0,0,0
5102,200,3000,20,100,0,0,0,200,200,200,0,0,0
5103,200,3000,20,100,0,0,0,200,200,200,0,0,0
5104,200,3000,20,100,0,0,0,200,200,200,0,0,0
5105,200,3000,20,100,0,0,0,200,200,200,0,0,0
5106,200,3000,20,100,0,0,0,200,200,200,0,0,0
5201,200,3000,20,100,0,0,0,200,200,200,0,0,0
5202,200,3000,20,100,0,0,0,200,200,200,0,0,0
5203,200,3000,20,100,0,0,0,200,200,200,0,0,0
5204,200,3000,20,100,0,0,0,200,200,200,0,0,0
5205,200,3000,20,100,0,0,0,200,200,200,0,0,0
5206,200,3000,20,100,0,0,0,200,200,200,0,0,0
5301,200,3000,20,100,0,0,0,200,200,200,0,0,0
5302,200,3000,20,100,0,0,0,200,200,200,0,0,0
5303,200,3000,20,100,0,0,0,200,200,200,0,0,0
5304,200,3000,20,100,0,0,0,200,200,200,0,0,0
5305,200,3000,20,100,0,0,0,200,200,200,0,0,0
5306,200,3000,20,100,0,0,0,200,200,200,0,0,0
3101,200,2300,18,90,0,0,0,200,200,200,0,0,0
3102,200,2300,18,90,0,0,0,200,200,200,0,0,0
3103,200,2300,18,90,0,0,0,200,200,200,0,0,0
3104,200,2300,18,90,0,0,0,200,200,200,0,0,0
3105,200,2300,18,90,0,0,0,200,200,200,0,0,0
3106,200,2300,18,90,0,0,0,200,200,200,0,0,0
3201,200,2300,18,90,0,0,0,200,200,200,0,0,0
3202,200,2300,18,90,0,0,0,200,200,200,0,0,0
3203,200,2300,18,90,0,0,0,200,200,200,0,0,0
3204,200,2300,18,90,0,0,0,200,200,200,0,0,0
3205,200,2300,18,90,0,0,0,200,200,200,0,0,0
3206,200,2300,18,90,0,0,0,200,200,200,0,0,0
3301,200,2300,18,90,0,0,0,200,200,200,0,0,0
3302,200,2300,18,90,0,0,0,200,200,200,0,0,0
3303,200,2300,18,90,0,0,0,200,200,200,0,0,0
3304,200,2300,18,90,0,0,0,200,200,200,0,0,0
3305,200,2300,18,90,0,0,0,200,200,200,0,0,0
3306,200,2300,18,90,0,0,0,200,200,200,0,0,0
1101,200,2300,16,80,0,0,0,200,200,200,0,0,0
1102,200,2300,16,80,0,0,0,200,200,200,0,0,0
1103,200,2300,16,80,0,0,0,200,200,200,0,0,0
1104,200,2300,16,80,0,0,0,200,200,200,0,0,0
1105,200,2300,16,80,0,0,0,200,200,200,0,0,0
1106,200,2300,16,80,0,0,0,200,200,200,0,0,0
1201,200,2300,16,80,0,0,0,200,200,200,0,0,0
1202,200,2300,16,80,0,0,0,200,200,200,0,0,0
1203,200,2300,16,80,0,0,0,200,200,200,0,0,0
1204,200,2300,16,80,0,0,0,200,200,200,0,0,0
1205,200,2300,16,80,0,0,0,200,200,200,0,0,0
1206,200,2300,16,80,0,0,0,200,200,200,0,0,0
1301,200,2300,16,80,0,0,0,200,200,200,0,0,0
1302,200,2300,16,80,0,0,0,200,200,200,0,0,0
1303,200,2300,16,80,0,0,0,200,200,200,0,0,0
1304,200,2300,16,80,0,0,0,200,200,200,0,0,0
1305,200,2300,16,80,0,0,0,200,200,200,0,0,0
1306,200,2300,16,80,0,0,0,200,200,200,0,0,0
