id,level_enhance_id,grade,level,collection_skill_level_data/0/collection_skill_level,collection_skill_level_data/1/collection_skill_level,favoriteitem_stat_data/0/stat_type,favoriteitem_stat_data/0/stat_value,favoriteitem_stat_data/1/stat_type,favoriteitem_stat_data/1/stat_value,favoriteitem_stat_data/2/stat_type,favoriteitem_stat_data/2/stat_value
1000,100101,0,0,1,0,Atk,638,Defence,128,Hp,19400
1001,100101,0,1,1,0,Atk,809,Defence,164,Hp,24750
1002,100101,0,2,1,0,Atk,980,Defence,201,Hp,30050
1003,100101,0,3,1,0,Atk,1150,Defence,237,Hp,35400
1004,100101,0,4,1,0,Atk,1321,Defence,274,Hp,40700
1005,100101,1,5,2,0,Atk,1577,Defence,328,Hp,48700
1006,100101,1,6,2,0,Atk,1833,Defence,383,Hp,56700
1007,100101,1,7,2,0,Atk,2089,Defence,438,Hp,64700
1008,100101,1,8,2,0,Atk,2346,Defence,492,Hp,72700
1009,100101,1,9,2,0,Atk,2602,Defence,547,Hp,80650
1010,100101,2,10,3,0,Atk,2943,Defence,620,Hp,91350
1011,100101,2,11,3,0,Atk,3285,Defence,692,Hp,102000
1012,100101,2,12,3,0,Atk,3626,Defence,765,Hp,112650
1013,100101,2,13,3,0,Atk,3968,Defence,838,Hp,123300
1014,100101,2,14,3,0,Atk,4309,Defence,911,Hp,133950
1015,100101,3,15,4,0,Atk,4736,Defence,1002,Hp,147250
1100,100102,0,0,1,1,Atk,3029,Defence,638,Hp,94000
1101,100102,0,1,1,1,Atk,3370,Defence,711,Hp,104650
1102,100102,0,2,1,1,Atk,3712,Defence,783,Hp,115300
1103,100102,0,3,1,1,Atk,4053,Defence,856,Hp,125950
1104,100102,0,4,1,1,Atk,4395,Defence,929,Hp,136600
1105,100102,1,5,2,2,Atk,4821,Defence,1020,Hp,149950
1106,100102,1,6,2,2,Atk,5248,Defence,1111,Hp,163250
1107,100102,1,7,2,2,Atk,5675,Defence,1202,Hp,176600
1108,100102,1,8,2,2,Atk,6102,Defence,1293,Hp,189900
1109,100102,1,9,2,2,Atk,6529,Defence,1384,Hp,203200
1110,100102,2,10,3,3,Atk,7041,Defence,1494,Hp,219200
1111,100102,2,11,3,3,Atk,7554,Defence,1603,Hp,235200
1112,100102,2,12,3,3,Atk,8066,Defence,1712,Hp,251150
1113,100102,2,13,3,3,Atk,8578,Defence,1821,Hp,267150
1114,100102,2,14,3,3,Atk,9090,Defence,1931,Hp,283150
1115,100102,3,15,4,4,Atk,9688,Defence,2058,Hp,301800
2000,100201,0,0,1,0,Atk,638,Defence,128,Hp,19400
2001,100201,0,1,1,0,Atk,809,Defence,164,Hp,24750
2002,100201,0,2,1,0,Atk,980,Defence,201,Hp,30050
2003,100201,0,3,1,0,Atk,1150,Defence,237,Hp,35400
2004,100201,0,4,1,0,Atk,1321,Defence,274,Hp,40700
2005,100201,1,5,2,0,Atk,1577,Defence,328,Hp,48700
2006,100201,1,6,2,0,Atk,1833,Defence,383,Hp,56700
2007,100201,1,7,2,0,Atk,2089,Defence,438,Hp,64700
2008,100201,1,8,2,0,Atk,2346,Defence,492,Hp,72700
2009,100201,1,9,2,0,Atk,2602,Defence,547,Hp,80650
2010,100201,2,10,3,0,Atk,2943,Defence,620,Hp,91350
2011,100201,2,11,3,0,Atk,3285,Defence,692,Hp,102000
2012,100201,2,12,3,0,Atk,3626,Defence,765,Hp,112650
2013,100201,2,13,3,0,Atk,3968,Defence,838,Hp,123300
2014,100201,2,14,3,0,Atk,4309,Defence,911,Hp,133950
2015,100201,3,15,4,0,Atk,4736,Defence,1002,Hp,147250
2100,100202,0,0,1,1,Atk,3029,Defence,638,Hp,94000
2101,100202,0,1,1,1,Atk,3370,Defence,711,Hp,104650
2102,100202,0,2,1,1,Atk,3712,Defence,783,Hp,115300
2103,100202,0,3,1,1,Atk,4053,Defence,856,Hp,125950
2104,100202,0,4,1,1,Atk,4395,Defence,929,Hp,136600
2105,100202,1,5,2,2,Atk,4821,Defence,1020,Hp,149950
2106,100202,1,6,2,2,Atk,5248,Defence,1111,Hp,163250
2107,100202,1,7,2,2,Atk,5675,Defence,1202,Hp,176600
2108,100202,1,8,2,2,Atk,6102,Defence,1293,Hp,189900
2109,100202,1,9,2,2,Atk,6529,Defence,1384,Hp,203200
2110,100202,2,10,3,3,Atk,7041,Defence,1494,Hp,219200
2111,100202,2,11,3,3,Atk,7554,Defence,1603,Hp,235200
2112,100202,2,12,3,3,Atk,8066,Defence,1712,Hp,251150
2113,100202,2,13,3,3,Atk,8578,Defence,1821,Hp,267150
2114,100202,2,14,3,3,Atk,9090,Defence,1931,Hp,283150
2115,100202,3,15,4,4,Atk,9688,Defence,2058,Hp,301800
3000,100301,0,0,1,0,Atk,638,Defence,128,Hp,19400
3001,100301,0,1,1,0,Atk,809,Defence,164,Hp,24750
3002,100301,0,2,1,0,Atk,980,Defence,201,Hp,30050
3003,100301,0,3,1,0,Atk,1150,Defence,237,Hp,35400
3004,100301,0,4,1,0,Atk,1321,Defence,274,Hp,40700
3005,100301,1,5,2,0,Atk,1577,Defence,328,Hp,48700
3006,100301,1,6,2,0,Atk,1833,Defence,383,Hp,56700
3007,100301,1,7,2,0,Atk,2089,Defence,438,Hp,64700
3008,100301,1,8,2,0,Atk,2346,Defence,492,Hp,72700
3009,100301,1,9,2,0,Atk,2602,Defence,547,Hp,80650
3010,100301,2,10,3,0,Atk,2943,Defence,620,Hp,91350
3011,100301,2,11,3,0,Atk,3285,Defence,692,Hp,102000
3012,100301,2,12,3,0,Atk,3626,Defence,765,Hp,112650
3013,100301,2,13,3,0,Atk,3968,Defence,838,Hp,123300
3014,100301,2,14,3,0,Atk,4309,Defence,911,Hp,133950
3015,100301,3,15,4,0,Atk,4736,Defence,1002,Hp,147250
3100,100302,0,0,1,1,Atk,3029,Defence,638,Hp,94000
3101,100302,0,1,1,1,Atk,3370,Defence,711,Hp,104650
3102,100302,0,2,1,1,Atk,3712,Defence,783,Hp,115300
3103,100302,0,3,1,1,Atk,4053,Defence,856,Hp,125950
3104,100302,0,4,1,1,Atk,4395,Defence,929,Hp,136600
3105,100302,1,5,2,2,Atk,4821,Defence,1020,Hp,149950
3106,100302,1,6,2,2,Atk,5248,Defence,1111,Hp,163250
3107,100302,1,7,2,2,Atk,5675,Defence,1202,Hp,176600
3108,100302,1,8,2,2,Atk,6102,Defence,1293,Hp,189900
3109,100302,1,9,2,2,Atk,6529,Defence,1384,Hp,203200
3110,100302,2,10,3,3,Atk,7041,Defence,1494,Hp,219200
3111,100302,2,11,3,3,Atk,7554,Defence,1603,Hp,235200
3112,100302,2,12,3,3,Atk,8066,Defence,1712,Hp,251150
3113,100302,2,13,3,3,Atk,8578,Defence,1821,Hp,267150
3114,100302,2,14,3,3,Atk,9090,Defence,1931,Hp,283150
3115,100302,3,15,4,4,Atk,9688,Defence,2058,Hp,301800
4000,100401,0,0,1,0,Atk,638,Defence,128,Hp,19400
4001,100401,0,1,1,0,Atk,809,Defence,164,Hp,24750
4002,100401,0,2,1,0,Atk,980,Defence,201,Hp,30050
4003,100401,0,3,1,0,Atk,1150,Defence,237,Hp,35400
4004,100401,0,4,1,0,Atk,1321,Defence,274,Hp,40700
4005,100401,1,5,2,0,Atk,1577,Defence,328,Hp,48700
4006,100401,1,6,2,0,Atk,1833,Defence,383,Hp,56700
4007,100401,1,7,2,0,Atk,2089,Defence,438,Hp,64700
4008,100401,1,8,2,0,Atk,2346,Defence,492,Hp,72700
4009,100401,1,9,2,0,Atk,2602,Defence,547,Hp,80650
4010,100401,2,10,3,0,Atk,2943,Defence,620,Hp,91350
4011,100401,2,11,3,0,Atk,3285,Defence,692,Hp,102000
4012,100401,2,12,3,0,Atk,3626,Defence,765,Hp,112650
4013,100401,2,13,3,0,Atk,3968,Defence,838,Hp,123300
4014,100401,2,14,3,0,Atk,4309,Defence,911,Hp,133950
4015,100401,3,15,4,0,Atk,4736,Defence,1002,Hp,147250
4100,100402,0,0,1,1,Atk,3029,Defence,638,Hp,94000
4101,100402,0,1,1,1,Atk,3370,Defence,711,Hp,104650
4102,100402,0,2,1,1,Atk,3712,Defence,783,Hp,115300
4103,100402,0,3,1,1,Atk,4053,Defence,856,Hp,125950
4104,100402,0,4,1,1,Atk,4395,Defence,929,Hp,136600
