id,ranking_type,condition_id,condition_value,description_localkey,server_reward_id
10101,GroupPointMissilis,0,3000,Locale_System:RANKING_MISSILIS_POINT,15000001
10102,GroupPointMissilis,0,6000,Locale_System:RANKING_MISSILIS_POINT,15000001
10103,GroupPointMissilis,0,10000,Locale_System:RANKING_MISSILIS_POINT,15000001
10104,GroupPointMissilis,0,14000,Locale_System:RANKING_MISSILIS_POINT,15000001
10105,GroupPointMissilis,0,18000,Locale_System:RANKING_MISSILIS_POINT,15000001
10106,GroupPointMissilis,0,22000,Locale_System:RANKING_MISSILIS_POINT,15000001
10107,GroupPointMissilis,0,26000,Locale_System:RANKING_MISSILIS_POINT,15000001
10108,GroupPointMissilis,0,30000,Locale_System:RANKING_MISSILIS_POINT,15000001
10109,GroupPointMissilis,0,34000,Locale_System:RANKING_MISSILIS_POINT,15000001
10110,GroupPointMissilis,0,38000,Locale_System:RANKING_MISSILIS_POINT,15000001
10111,GroupPointMissilis,0,42000,Locale_System:RANKING_MISSILIS_POINT,15000001
10112,GroupPointMissilis,0,46000,Locale_System:RANKING_MISSILIS_POINT,15000001
10113,GroupPointMissilis,0,50000,Locale_System:RANKING_MISSILIS_POINT,15000001
10114,GroupPointMissilis,0,54000,Locale_System:RANKING_MISSILIS_POINT,15000001
10115,GroupPointMissilis,0,58000,Locale_System:RANKING_MISSILIS_POINT,15000001
10116,GroupPointMissilis,0,62000,Locale_System:RANKING_MISSILIS_POINT,15000001
10117,GroupPointMissilis,0,66000,Locale_System:RANKING_MISSILIS_POINT,15000001
10118,GroupPointMissilis,0,70000,Locale_System:RANKING_MISSILIS_POINT,15000001
10119,GroupPointMissilis,0,74000,Locale_System:RANKING_MISSILIS_POINT,15000001
10120,GroupPointMissilis,0,78000,Locale_System:RANKING_MISSILIS_POINT,15000001
10121,GroupPointMissilis,0,82000,Locale_System:RANKING_MISSILIS_POINT,15000001
10122,GroupPointMissilis,0,86000,Locale_System:RANKING_MISSILIS_POINT,15000001
10123,GroupPointMissilis,0,90000,Locale_System:RANKING_MISSILIS_POINT,15000001
10124,GroupPointMissilis,0,94000,Locale_System:RANKING_MISSILIS_POINT,15000001
10125,GroupPointMissilis,0,98000,Locale_System:RANKING_MISSILIS_POINT,15000001
10126,GroupPointMissilis,0,102000,Locale_System:RANKING_MISSILIS_POINT,15000001
10127,GroupPointMissilis,0,106000,Locale_System:RANKING_MISSILIS_POINT,15000001
10128,GroupPointMissilis,0,110000,Locale_System:RANKING_MISSILIS_POINT,15000001
10129,GroupPointMissilis,0,114000,Locale_System:RANKING_MISSILIS_POINT,15000001
10130,GroupPointMissilis,0,118000,Locale_System:RANKING_MISSILIS_POINT,15000001
10131,GroupPointMissilis,0,122000,Locale_System:RANKING_MISSILIS_POINT,15000001
10132,GroupPointMissilis,0,126000,Locale_System:RANKING_MISSILIS_POINT,15000001
10133,GroupPointMissilis,0,130000,Locale_System:RANKING_MISSILIS_POINT,15000001
10134,GroupPointMissilis,0,134000,Locale_System:RANKING_MISSILIS_POINT,15000001
10135,GroupPointMissilis,0,138000,Locale_System:RANKING_MISSILIS_POINT,15000001
10136,GroupPointMissilis,0,142000,Locale_System:RANKING_MISSILIS_POINT,15000001
10137,GroupPointMissilis,0,146000,Locale_System:RANKING_MISSILIS_POINT,15000001
10138,GroupPointMissilis,0,150000,Locale_System:RANKING_MISSILIS_POINT,15000001
10139,GroupPointMissilis,0,156000,Locale_System:RANKING_MISSILIS_POINT,15000001
10140,GroupPointMissilis,0,162000,Locale_System:RANKING_MISSILIS_POINT,15000001
10141,GroupPointMissilis,0,168000,Locale_System:RANKING_MISSILIS_POINT,15000001
10142,GroupPointMissilis,0,174000,Locale_System:RANKING_MISSILIS_POINT,15000001
10143,GroupPointMissilis,0,180000,Locale_System:RANKING_MISSILIS_POINT,15000001
10144,GroupPointMissilis,0,186000,Locale_System:RANKING_MISSILIS_POINT,15000001
10145,GroupPointMissilis,0,192000,Locale_System:RANKING_MISSILIS_POINT,15000001
10146,GroupPointMissilis,0,198000,Locale_System:RANKING_MISSILIS_POINT,15000001
10147,GroupPointMissilis,0,204000,Locale_System:RANKING_MISSILIS_POINT,15000001
10148,GroupPointMissilis,0,210000,Locale_System:RANKING_MISSILIS_POINT,15000001
10149,GroupPointMissilis,0,216000,Locale_System:RANKING_MISSILIS_POINT,15000001
10150,GroupPointMissilis,0,222000,Locale_System:RANKING_MISSILIS_POINT,15000001
10151,GroupPointMissilis,0,228000,Locale_System:RANKING_MISSILIS_POINT,15000001
10152,GroupPointMissilis,0,234000,Locale_System:RANKING_MISSILIS_POINT,15000001
10153,GroupPointMissilis,0,240000,Locale_System:RANKING_MISSILIS_POINT,15000001
10154,GroupPointMissilis,0,246000,Locale_System:RANKING_MISSILIS_POINT,15000001
10155,GroupPointMissilis,0,252000,Locale_System:RANKING_MISSILIS_POINT,15000001
10156,GroupPointMissilis,0,258000,Locale_System:RANKING_MISSILIS_POINT,15000001
10157,GroupPointMissilis,0,264000,Locale_System:RANKING_MISSILIS_POINT,15000001
10158,GroupPointMissilis,0,270000,Locale_System:RANKING_MISSILIS_POINT,15000001
10159,GroupPointMissilis,0,276000,Locale_System:RANKING_MISSILIS_POINT,15000001
10160,GroupPointMissilis,0,282000,Locale_System:RANKING_MISSILIS_POINT,15000001
10161,GroupPointMissilis,0,288000,Locale_System:RANKING_MISSILIS_POINT,15000001
10162,GroupPointMissilis,0,294000,Locale_System:RANKING_MISSILIS_POINT,15000001
10163,GroupPointMissilis,0,300000,Locale_System:RANKING_MISSILIS_POINT,15000001
10164,GroupPointMissilis,0,308000,Locale_System:RANKING_MISSILIS_POINT,15000001
10165,GroupPointMissilis,0,316000,Locale_System:RANKING_MISSILIS_POINT,15000001
10166,GroupPointMissilis,0,324000,Locale_System:RANKING_MISSILIS_POINT,15000001
10167,GroupPointMissilis,0,332000,Locale_System:RANKING_MISSILIS_POINT,15000001
10168,GroupPointMissilis,0,340000,Locale_System:RANKING_MISSILIS_POINT,15000001
10169,GroupPointMissilis,0,348000,Locale_System:RANKING_MISSILIS_POINT,15000001
10170,GroupPointMissilis,0,356000,Locale_System:RANKING_MISSILIS_POINT,15000001
10171,GroupPointMissilis,0,364000,Locale_System:RANKING_MISSILIS_POINT,15000001
10172,GroupPointMissilis,0,372000,Locale_System:RANKING_MISSILIS_POINT,15000001
10173,GroupPointMissilis,0,380000,Locale_System:RANKING_MISSILIS_POINT,15000001
10174,GroupPointMissilis,0,388000,Locale_System:RANKING_MISSILIS_POINT,15000001
10175,GroupPointMissilis,0,396000,Locale_System:RANKING_MISSILIS_POINT,15000001
10176,GroupPointMissilis,0,404000,Locale_System:RANKING_MISSILIS_POINT,15000001
10201,GroupPointElysion,0,3000,Locale_System:RANKING_ELYSION_POINT,15000001
10202,GroupPointElysion,0,6000,Locale_System:RANKING_ELYSION_POINT,15000001
10203,GroupPointElysion,0,10000,Locale_System:RANKING_ELYSION_POINT,15000001
10204,GroupPointElysion,0,14000,Locale_System:RANKING_ELYSION_POINT,15000001
10205,GroupPointElysion,0,18000,Locale_System:RANKING_ELYSION_POINT,15000001
10206,GroupPointElysion,0,22000,Locale_System:RANKING_ELYSION_POINT,15000001
10207,GroupPointElysion,0,26000,Locale_System:RANKING_ELYSION_POINT,15000001
10208,GroupPointElysion,0,30000,Locale_System:RANKING_ELYSION_POINT,15000001
10209,GroupPointElysion,0,34000,Locale_System:RANKING_ELYSION_POINT,15000001
10210,GroupPointElysion,0,38000,Locale_System:RANKING_ELYSION_POINT,15000001
10211,GroupPointElysion,0,42000,Locale_System:RANKING_ELYSION_POINT,15000001
10212,GroupPointElysion,0,46000,Locale_System:RANKING_ELYSION_POINT,15000001
10213,GroupPointElysion,0,50000,Locale_System:RANKING_ELYSION_POINT,15000001
10214,GroupPointElysion,0,54000,Locale_System:RANKING_ELYSION_POINT,15000001
10215,GroupPointElysion,0,58000,Locale_System:RANKING_ELYSION_POINT,15000001
10216,GroupPointElysion,0,62000,Locale_System:RANKING_ELYSION_POINT,15000001
10217,GroupPointElysion,0,66000,Locale_System:RANKING_ELYSION_POINT,15000001
10218,GroupPointElysion,0,70000,Locale_System:RANKING_ELYSION_POINT,15000001
10219,GroupPointElysion,0,74000,Locale_System:RANKING_ELYSION_POINT,15000001
10220,GroupPointElysion,0,78000,Locale_System:RANKING_ELYSION_POINT,15000001
10221,GroupPointElysion,0,82000,Locale_System:RANKING_ELYSION_POINT,15000001
10222,GroupPointElysion,0,86000,Locale_System:RANKING_ELYSION_POINT,15000001
10223,GroupPointElysion,0,90000,Locale_System:RANKING_ELYSION_POINT,15000001
10224,GroupPointElysion,0,94000,Locale_System:RANKING_ELYSION_POINT,15000001
10225,GroupPointElysion,0,98000,Locale_System:RANKING_ELYSION_POINT,15000001
10226,GroupPointElysion,0,102000,Locale_System:RANKING_ELYSION_POINT,15000001
10227,GroupPointElysion,0,106000,Locale_System:RANKING_ELYSION_POINT,15000001
10228,GroupPointElysion,0,110000,Locale_System:RANKING_ELYSION_POINT,15000001
10229,GroupPointElysion,0,114000,Locale_System:RANKING_ELYSION_POINT,15000001
10230,GroupPointElysion,0,118000,Locale_System:RANKING_ELYSION_POINT,15000001
10231,GroupPointElysion,0,122000,Locale_System:RANKING_ELYSION_POINT,15000001
10232,GroupPointElysion,0,126000,Locale_System:RANKING_ELYSION_POINT,15000001
10233,GroupPointElysion,0,130000,Locale_System:RANKING_ELYSION_POINT,15000001
10234,GroupPointElysion,0,134000,Locale_System:RANKING_ELYSION_POINT,15000001
10235,GroupPointElysion,0,138000,Locale_System:RANKING_ELYSION_POINT,15000001
10236,GroupPointElysion,0,142000,Locale_System:RANKING_ELYSION_POINT,15000001
10237,GroupPointElysion,0,146000,Locale_System:RANKING_ELYSION_POINT,15000001
10238,GroupPointElysion,0,150000,Locale_System:RANKING_ELYSION_POINT,15000001
10239,GroupPointElysion,0,156000,Locale_System:RANKING_ELYSION_POINT,15000001
10240,GroupPointElysion,0,162000,Locale_System:RANKING_ELYSION_POINT,15000001
10241,GroupPointElysion,0,168000,Locale_System:RANKING_ELYSION_POINT,15000001
10242,GroupPointElysion,0,174000,Locale_System:RANKING_ELYSION_POINT,15000001
10243,GroupPointElysion,0,180000,Locale_System:RANKING_ELYSION_POINT,15000001
10244,GroupPointElysion,0,186000,Locale_System:RANKING_ELYSION_POINT,15000001
10245,GroupPointElysion,0,192000,Locale_System:RANKING_ELYSION_POINT,15000001
10246,GroupPointElysion,0,198000,Locale_System:RANKING_ELYSION_POINT,15000001
10247,GroupPointElysion,0,204000,Locale_System:RANKING_ELYSION_POINT,15000001
10248,GroupPointElysion,0,210000,Locale_System:RANKING_ELYSION_POINT,15000001
10249,GroupPointElysion,0,216000,Locale_System:RANKING_ELYSION_POINT,15000001
10250,GroupPointElysion,0,222000,Locale_System:RANKING_ELYSION_POINT,15000001
10251,GroupPointElysion,0,228000,Locale_System:RANKING_ELYSION_POINT,15000001
10252,GroupPointElysion,0,234000,Locale_System:RANKING_ELYSION_POINT,15000001
10253,GroupPointElysion,0,240000,Locale_System:RANKING_ELYSION_POINT,15000001
10254,GroupPointElysion,0,246000,Locale_System:RANKING_ELYSION_POINT,15000001
10255,GroupPointElysion,0,252000,Locale_System:RANKING_ELYSION_POINT,15000001
10256,GroupPointElysion,0,258000,Locale_System:RANKING_ELYSION_POINT,15000001
10257,GroupPointElysion,0,264000,Locale_System:RANKING_ELYSION_POINT,15000001
10258,GroupPointElysion,0,270000,Locale_System:RANKING_ELYSION_POINT,15000001
10259,GroupPointElysion,0,276000,Locale_System:RANKING_ELYSION_POINT,15000001
10260,GroupPointElysion,0,282000,Locale_System:RANKING_ELYSION_POINT,15000001
10261,GroupPointElysion,0,288000,Locale_System:RANKING_ELYSION_POINT,15000001
10262,GroupPointElysion,0,294000,Locale_System:RANKING_ELYSION_POINT,15000001
10263,GroupPointElysion,0,300000,Locale_System:RANKING_ELYSION_POINT,15000001
10264,GroupPointElysion,0,308000,Locale_System:RANKING_ELYSION_POINT,15000001
10265,GroupPointElysion,0,316000,Locale_System:RANKING_ELYSION_POINT,15000001
10266,GroupPointElysion,0,324000,Locale_System:RANKING_ELYSION_POINT,15000001
10267,GroupPointElysion,0,332000,Locale_System:RANKING_ELYSION_POINT,15000001
10268,GroupPointElysion,0,340000,Locale_System:RANKING_ELYSION_POINT,15000001
10269,GroupPointElysion,0,348000,Locale_System:RANKING_ELYSION_POINT,15000001
10270,GroupPointElysion,0,356000,Locale_System:RANKING_ELYSION_POINT,15000001
10271,GroupPointElysion,0,364000,Locale_System:RANKING_ELYSION_POINT,15000001
10272,GroupPointElysion,0,372000,Locale_System:RANKING_ELYSION_POINT,15000001
10273,GroupPointElysion,0,380000,Locale_System:RANKING_ELYSION_POINT,15000001
10274,GroupPointElysion,0,388000,Locale_System:RANKING_ELYSION_POINT,15000001
10275,GroupPointElysion,0,396000,Locale_System:RANKING_ELYSION_POINT,15000001
10276,GroupPointElysion,0,404000,Locale_System:RANKING_ELYSION_POINT,15000001
10301,GroupPointTetra,0,3000,Locale_System:RANKING_TETRA_POINT,15000001
10302,GroupPointTetra,0,6000,Locale_System:RANKING_TETRA_POINT,15000001
10303,GroupPointTetra,0,10000,Locale_System:RANKING_TETRA_POINT,15000001
10304,GroupPointTetra,0,14000,Locale_System:RANKING_TETRA_POINT,15000001
10305,GroupPointTetra,0,18000,Locale_System:RANKING_TETRA_POINT,15000001
10306,GroupPointTetra,0,22000,Locale_System:RANKING_TETRA_POINT,15000001
10307,GroupPointTetra,0,26000,Locale_System:RANKING_TETRA_POINT,15000001
10308,GroupPointTetra,0,30000,Locale_System:RANKING_TETRA_POINT,15000001
10309,GroupPointTetra,0,34000,Locale_System:RANKING_TETRA_POINT,15000001
10310,GroupPointTetra,0,38000,Locale_System:RANKING_TETRA_POINT,15000001
10311,GroupPointTetra,0,42000,Locale_System:RANKING_TETRA_POINT,15000001
10312,GroupPointTetra,0,46000,Locale_System:RANKING_TETRA_POINT,15000001
10313,GroupPointTetra,0,50000,Locale_System:RANKING_TETRA_POINT,15000001
10314,GroupPointTetra,0,54000,Locale_System:RANKING_TETRA_POINT,15000001
10315,GroupPointTetra,0,58000,Locale_System:RANKING_TETRA_POINT,15000001
10316,GroupPointTetra,0,62000,Locale_System:RANKING_TETRA_POINT,15000001
10317,GroupPointTetra,0,66000,Locale_System:RANKING_TETRA_POINT,15000001
10318,GroupPointTetra,0,70000,Locale_System:RANKING_TETRA_POINT,15000001
10319,GroupPointTetra,0,74000,Locale_System:RANKING_TETRA_POINT,15000001
10320,GroupPointTetra,0,78000,Locale_System:RANKING_TETRA_POINT,15000001
10321,GroupPointTetra,0,82000,Locale_System:RANKING_TETRA_POINT,15000001
10322,GroupPointTetra,0,86000,Locale_System:RANKING_TETRA_POINT,15000001
10323,GroupPointTetra,0,90000,Locale_System:RANKING_TETRA_POINT,15000001
10324,GroupPointTetra,0,94000,Locale_System:RANKING_TETRA_POINT,15000001
10325,GroupPointTetra,0,98000,Locale_System:RANKING_TETRA_POINT,15000001
10326,GroupPointTetra,0,102000,Locale_System:RANKING_TETRA_POINT,15000001
10327,GroupPointTetra,0,106000,Locale_System:RANKING_TETRA_POINT,15000001
10328,GroupPointTetra,0,110000,Locale_System:RANKING_TETRA_POINT,15000001
10329,GroupPointTetra,0,114000,Locale_System:RANKING_TETRA_POINT,15000001
10330,GroupPointTetra,0,118000,Locale_System:RANKING_TETRA_POINT,15000001
10331,GroupPointTetra,0,122000,Locale_System:RANKING_TETRA_POINT,15000001
10332,GroupPointTetra,0,126000,Locale_System:RANKING_TETRA_POINT,15000001
10333,GroupPointTetra,0,130000,Locale_System:RANKING_TETRA_POINT,15000001
10334,GroupPointTetra,0,134000,Locale_System:RANKING_TETRA_POINT,15000001
10335,GroupPointTetra,0,138000,Locale_System:RANKING_TETRA_POINT,15000001
10336,GroupPointTetra,0,142000,Locale_System:RANKING_TETRA_POINT,15000001
10337,GroupPointTetra,0,146000,Locale_System:RANKING_TETRA_POINT,15000001
10338,GroupPointTetra,0,150000,Locale_System:RANKING_TETRA_POINT,15000001
10339,GroupPointTetra,0,156000,Locale_System:RANKING_TETRA_POINT,15000001
10340,GroupPointTetra,0,162000,Locale_System:RANKING_TETRA_POINT,15000001
10341,GroupPointTetra,0,168000,Locale_System:RANKING_TETRA_POINT,15000001
10342,GroupPointTetra,0,174000,Locale_System:RANKING_TETRA_POINT,15000001
10343,GroupPointTetra,0,180000,Locale_System:RANKING_TETRA_POINT,15000001
10344,GroupPointTetra,0,186000,Locale_System:RANKING_TETRA_POINT,15000001
10345,GroupPointTetra,0,192000,Locale_System:RANKING_TETRA_POINT,15000001
10346,GroupPointTetra,0,198000,Locale_System:RANKING_TETRA_POINT,15000001
10347,GroupPointTetra,0,204000,Locale_System:RANKING_TETRA_POINT,15000001
10348,GroupPointTetra,0,210000,Locale_System:RANKING_TETRA_POINT,15000001
10349,GroupPointTetra,0,216000,Locale_System:RANKING_TETRA_POINT,15000001
10350,GroupPointTetra,0,222000,Locale_System:RANKING_TETRA_POINT,15000001
10351,GroupPointTetra,0,228000,Locale_System:RANKING_TETRA_POINT,15000001
10352,GroupPointTetra,0,234000,Locale_System:RANKING_TETRA_POINT,15000001
10353,GroupPointTetra,0,240000,Locale_System:RANKING_TETRA_POINT,15000001
10354,GroupPointTetra,0,246000,Locale_System:RANKING_TETRA_POINT,15000001
10355,GroupPointTetra,0,252000,Locale_System:RANKING_TETRA_POINT,15000001
10356,GroupPointTetra,0,258000,Locale_System:RANKING_TETRA_POINT,15000001
10357,GroupPointTetra,0,264000,Locale_System:RANKING_TETRA_POINT,15000001
10358,GroupPointTetra,0,270000,Locale_System:RANKING_TETRA_POINT,15000001
10359,GroupPointTetra,0,276000,Locale_System:RANKING_TETRA_POINT,15000001
10360,GroupPointTetra,0,282000,Locale_System:RANKING_TETRA_POINT,15000001
10361,GroupPointTetra,0,288000,Locale_System:RANKING_TETRA_POINT,15000001
10362,GroupPointTetra,0,294000,Locale_System:RANKING_TETRA_POINT,15000001
10363,GroupPointTetra,0,300000,Locale_System:RANKING_TETRA_POINT,15000001
10364,GroupPointTetra,0,308000,Locale_System:RANKING_TETRA_POINT,15000001
10365,GroupPointTetra,0,316000,Locale_System:RANKING_TETRA_POINT,15000001
10366,GroupPointTetra,0,324000,Locale_System:RANKING_TETRA_POINT,15000001
10367,GroupPointTetra,0,332000,Locale_System:RANKING_TETRA_POINT,15000001
10368,GroupPointTetra,0,340000,Locale_System:RANKING_TETRA_POINT,15000001
10369,GroupPointTetra,0,348000,Locale_System:RANKING_TETRA_POINT,15000001
10370,GroupPointTetra,0,356000,Locale_System:RANKING_TETRA_POINT,15000001
10371,GroupPointTetra,0,364000,Locale_System:RANKING_TETRA_POINT,15000001
10372,GroupPointTetra,0,372000,Locale_System:RANKING_TETRA_POINT,15000001
10373,GroupPointTetra,0,380000,Locale_System:RANKING_TETRA_POINT,15000001
10374,GroupPointTetra,0,388000,Locale_System:RANKING_TETRA_POINT,15000001
10375,GroupPointTetra,0,396000,Locale_System:RANKING_TETRA_POINT,15000001
10376,GroupPointTetra,0,404000,Locale_System:RANKING_TETRA_POINT,15000001
10401,GroupPointPilgrim,0,3000,Locale_System:RANKING_PILGRIM_POINT,15000001
10402,GroupPointPilgrim,0,6000,Locale_System:RANKING_PILGRIM_POINT,15000001
10403,GroupPointPilgrim,0,10000,Locale_System:RANKING_PILGRIM_POINT,15000001
10404,GroupPointPilgrim,0,14000,Locale_System:RANKING_PILGRIM_POINT,15000001
10405,GroupPointPilgrim,0,18000,Locale_System:RANKING_PILGRIM_POINT,15000001
10406,GroupPointPilgrim,0,22000,Locale_System:RANKING_PILGRIM_POINT,15000001
10407,GroupPointPilgrim,0,26000,Locale_System:RANKING_PILGRIM_POINT,15000001
